time	track	channel	bar	pitch	volume	instrument
3292	0	0	-1889785670	61	0	-1889785670
3292	2	9	-1889785670	35	80	-1889785670
3292	2	9	-1889785670	42	0	-1889785670
3296	0	0	1202590783	53	0	1202590783
3296	0	0	1202590783	46	0	1202590783
3296	0	0	1202590783	61	0	1202590783
3296	0	0	1202590783	65	0	1202590783
3296	0	0	1202590783	56	0	1202590783
3296	0	0	1202590783	58	80	1202590783
3296	0	0	1202590783	53	80	1202590783
3296	0	0	1202590783	61	80	1202590783
3296	0	0	1202590783	65	80	1202590783
3296	0	0	1202590783	46	80	1202590783
3296	2	9	1202590783	35	0	1202590783
3296	2	9	1202590783	42	80	1202590783
3296	3	4	1202590783	56	0	1202590783
3296	3	4	1202590783	61	72	1202590783
3296	4	6	1202590783	39	72	1202590783
3296	4	6	1202590783	39	0	1202590783
3300	0	0	-60	61	80	-60
3300	0	0	-60	58	80	-60
3300	0	0	-60	65	80	-60
3300	0	0	-60	46	80	-60
3300	0	0	-60	53	80	-60
3300	0	0	-60	58	0	-60
3300	0	0	-60	53	0	-60
3300	0	0	-60	61	0	-60
3300	0	0	-60	65	0	-60
3300	0	0	-60	46	0	-60
3300	2	9	-60	35	80	-60
3300	2	9	-60	42	0	-60
3304	0	0	-1202590903	65	80	-1202590903
3304	0	0	-1202590903	53	0	-1202590903
3304	0	0	-1202590903	58	0	-1202590903
3304	0	0	-1202590903	61	0	-1202590903
3304	0	0	-1202590903	65	0	-1202590903
3304	0	0	-1202590903	46	0	-1202590903
3304	0	0	-1202590903	58	80	-1202590903
3304	0	0	-1202590903	53	80	-1202590903
3304	0	0	-1202590903	61	80	-1202590903
3304	0	0	-1202590903	46	80	-1202590903
3304	2	9	-1202590903	35	0	-1202590903
3304	2	9	-1202590903	35	80	-1202590903
3304	3	4	-1202590903	61	0	-1202590903
3304	3	4	-1202590903	60	72	-1202590903
3312	0	0	687194707	58	0	687194707
3312	0	0	687194707	65	80	687194707
3312	0	0	687194707	46	80	687194707
3312	0	0	687194707	61	80	687194707
3312	0	0	687194707	53	80	687194707
3312	0	0	687194707	58	80	687194707
3312	0	0	687194707	46	0	687194707
3312	0	0	687194707	65	0	687194707
3312	0	0	687194707	61	0	687194707
3312	0	0	687194707	53	0	687194707
3312	2	9	687194707	38	80	687194707
3312	2	9	687194707	35	0	687194707
3312	3	4	687194707	58	72	687194707
3312	3	4	687194707	60	0	687194707
3312	4	6	687194707	39	72	687194707
3312	4	6	687194707	39	0	687194707
3320	0	0	-1717986979	51	80	-1717986979
3320	0	0	-1717986979	53	0	-1717986979
3320	0	0	-1717986979	58	80	-1717986979
3320	0	0	-1717986979	46	0	-1717986979
3320	0	0	-1717986979	65	0	-1717986979
3320	0	0	-1717986979	61	0	-1717986979
3320	0	0	-1717986979	61	80	-1717986979
3320	0	0	-1717986979	65	80	-1717986979
3320	0	0	-1717986979	58	0	-1717986979
3320	2	9	-1717986979	38	0	-1717986979
3320	2	9	-1717986979	42	80	-1717986979
3320	3	4	-1717986979	58	0	-1717986979
3320	3	4	-1717986979	56	72	-1717986979
3324	0	0	1374389474	51	0	1374389474
3324	0	0	1374389474	58	0	1374389474
3324	0	0	1374389474	61	0	1374389474
3324	0	0	1374389474	65	0	1374389474
3324	0	0	1374389474	51	80	1374389474
3324	0	0	1374389474	61	80	1374389474
3324	0	0	1374389474	65	80	1374389474
3324	0	0	1374389474	58	80	1374389474
3328	0	0	171798631	53	80	171798631
3328	0	0	171798631	65	80	171798631
3328	0	0	171798631	61	80	171798631
3328	0	0	171798631	49	80	171798631
3328	0	0	171798631	56	80	171798631
3328	0	0	171798631	65	0	171798631
3328	0	0	171798631	61	0	171798631
3328	0	0	171798631	51	0	171798631
3328	0	0	171798631	58	0	171798631
3328	2	9	171798631	42	0	171798631
3328	2	9	171798631	35	80	171798631
3328	3	4	171798631	56	0	171798631
3328	3	4	171798631	60	72	171798631
3328	4	6	171798631	32	72	171798631
3328	4	6	171798631	39	0	171798631
3336	2	9	2061584241	35	0	2061584241
3336	2	9	2061584241	42	80	2061584241
3336	4	6	2061584241	32	0	2061584241
3336	4	6	2061584241	32	72	2061584241
3340	2	9	858993398	42	80	858993398
3340	2	9	858993398	42	0	858993398
3344	0	0	-343597445	49	80	-343597445
3344	0	0	-343597445	65	80	-343597445
3344	0	0	-343597445	61	80	-343597445
3344	0	0	-343597445	53	80	-343597445
3344	0	0	-343597445	56	80	-343597445
3344	0	0	-343597445	65	0	-343597445
3344	0	0	-343597445	61	0	-343597445
3344	0	0	-343597445	49	0	-343597445
3344	0	0	-343597445	56	0	-343597445
3344	0	0	-343597445	53	0	-343597445
3344	2	9	-343597445	42	0	-343597445
3344	2	9	-343597445	38	80	-343597445
3344	4	6	-343597445	32	0	-343597445
3344	4	6	-343597445	32	72	-343597445
3352	0	0	1546188165	49	0	1546188165
3352	0	0	1546188165	65	80	1546188165
3352	0	0	1546188165	61	80	1546188165
3352	0	0	1546188165	49	80	1546188165
3352	0	0	1546188165	53	80	1546188165
3352	0	0	1546188165	56	80	1546188165
3352	0	0	1546188165	65	0	1546188165
3352	0	0	1546188165	61	0	1546188165
3352	0	0	1546188165	53	0	1546188165
3352	0	0	1546188165	56	0	1546188165
3352	2	9	1546188165	38	0	1546188165
3352	2	9	1546188165	42	80	1546188165
3352	4	6	1546188165	32	72	1546188165
3352	4	6	1546188165	32	0	1546188165
3356	0	0	343597322	65	80	343597322
3356	0	0	343597322	53	0	343597322
3356	0	0	343597322	61	80	343597322
3356	0	0	343597322	49	80	343597322
3356	0	0	343597322	56	0	343597322
3356	0	0	343597322	49	0	343597322
3356	0	0	343597322	61	0	343597322
3356	0	0	343597322	65	0	343597322
3356	0	0	343597322	53	80	343597322
3356	0	0	343597322	56	80	343597322
3356	2	9	343597322	42	0	343597322
3356	2	9	343597322	35	80	343597322
3360	0	0	-858993521	56	0	-858993521
3360	0	0	-858993521	67	80	-858993521
3360	0	0	-858993521	63	80	-858993521
3360	0	0	-858993521	51	80	-858993521
3360	0	0	-858993521	58	80	-858993521
3360	0	0	-858993521	65	0	-858993521
3360	0	0	-858993521	61	0	-858993521
3360	0	0	-858993521	49	0	-858993521
3360	0	0	-858993521	53	0	-858993521
3360	2	9	-858993521	42	80	-858993521
3360	2	9	-858993521	35	0	-858993521
3360	3	4	-858993521	58	72	-858993521
3360	3	4	-858993521	60	0	-858993521
3360	4	6	-858993521	32	0	-858993521
3360	4	6	-858993521	32	72	-858993521
3364	0	0	-2061584364	63	0	-2061584364
3364	0	0	-2061584364	58	0	-2061584364
3364	0	0	-2061584364	51	0	-2061584364
3364	0	0	-2061584364	67	0	-2061584364
3364	0	0	-2061584364	58	80	-2061584364
3364	0	0	-2061584364	51	80	-2061584364
3364	0	0	-2061584364	63	80	-2061584364
3364	0	0	-2061584364	67	80	-2061584364
3364	2	9	-2061584364	42	0	-2061584364
3364	2	9	-2061584364	35	80	-2061584364
3368	0	0	1030792089	63	80	1030792089
3368	0	0	1030792089	58	0	1030792089
3368	0	0	1030792089	51	0	1030792089
3368	0	0	1030792089	63	0	1030792089
3368	0	0	1030792089	67	0	1030792089
3368	0	0	1030792089	51	80	1030792089
3368	0	0	1030792089	67	80	1030792089
3368	0	0	1030792089	58	80	1030792089
3368	2	9	1030792089	35	80	1030792089
3368	2	9	1030792089	35	0	1030792089
3368	4	6	1030792089	32	0	1030792089
3368	4	6	1030792089	32	72	1030792089
3376	0	0	-1374389597	63	0	-1374389597
3376	0	0	-1374389597	58	0	-1374389597
3376	0	0	-1374389597	51	0	-1374389597
3376	0	0	-1374389597	67	80	-1374389597
3376	0	0	-1374389597	67	0	-1374389597
3376	0	0	-1374389597	58	80	-1374389597
3376	0	0	-1374389597	51	80	-1374389597
3376	0	0	-1374389597	63	80	-1374389597
3376	2	9	-1374389597	35	0	-1374389597
3376	2	9	-1374389597	38	80	-1374389597
3376	4	6	-1374389597	32	72	-1374389597
3376	4	6	-1374389597	32	0	-1374389597
3384	0	0	515396013	67	0	515396013
3384	0	0	515396013	58	0	515396013
3384	0	0	515396013	51	0	515396013
3384	0	0	515396013	63	0	515396013
3384	0	0	515396013	58	80	515396013
3384	0	0	515396013	51	80	515396013
3384	0	0	515396013	63	80	515396013
3384	0	0	515396013	67	80	515396013
3384	2	9	515396013	42	80	515396013
3384	2	9	515396013	38	0	515396013
3384	4	6	515396013	32	0	515396013
3384	4	6	515396013	32	72	515396013
3388	0	0	-687194830	67	80	-687194830
3388	0	0	-687194830	58	0	-687194830
3388	0	0	-687194830	63	0	-687194830
3388	0	0	-687194830	67	0	-687194830
3388	0	0	-687194830	58	80	-687194830
3388	0	0	-687194830	51	80	-687194830
3388	0	0	-687194830	63	80	-687194830
3388	0	0	-687194830	51	0	-687194830
3392	0	0	-1889785673	63	0	-1889785673
3392	0	0	-1889785673	65	80	-1889785673
3392	0	0	-1889785673	61	80	-1889785673
3392	0	0	-1889785673	58	0	-1889785673
3392	0	0	-1889785673	51	0	-1889785673
3392	0	0	-1889785673	67	0	-1889785673
3392	0	0	-1889785673	56	80	-1889785673
3392	0	0	-1889785673	53	80	-1889785673
3392	0	0	-1889785673	49	80	-1889785673
3392	2	9	-1889785673	42	0	-1889785673
3392	2	9	-1889785673	35	80	-1889785673
3392	3	4	-1889785673	58	0	-1889785673
3392	3	4	-1889785673	61	72	-1889785673
3392	4	6	-1889785673	32	0	-1889785673
3392	4	6	-1889785673	41	72	-1889785673
3400	2	9	-63	35	0	-63
3400	2	9	-63	42	80	-63
3400	4	6	-63	41	0	-63
3400	4	6	-63	41	72	-63
3404	2	9	-1202590906	42	80	-1202590906
3404	2	9	-1202590906	42	0	-1202590906
3408	0	0	1889785547	56	0	1889785547
3408	0	0	1889785547	53	0	1889785547
3408	0	0	1889785547	49	0	1889785547
3408	0	0	1889785547	65	80	1889785547
3408	0	0	1889785547	61	80	1889785547
3408	0	0	1889785547	49	80	1889785547
3408	0	0	1889785547	53	80	1889785547
3408	0	0	1889785547	56	80	1889785547
3408	0	0	1889785547	65	0	1889785547
3408	0	0	1889785547	61	0	1889785547
3408	2	9	1889785547	42	0	1889785547
3408	2	9	1889785547	38	80	1889785547
3408	3	4	1889785547	61	0	1889785547
3408	3	4	1889785547	60	72	1889785547
3408	4	6	1889785547	41	72	1889785547
3408	4	6	1889785547	41	0	1889785547
3416	0	0	-515396139	53	80	-515396139
3416	0	0	-515396139	49	80	-515396139
3416	0	0	-515396139	61	80	-515396139
3416	0	0	-515396139	65	80	-515396139
3416	0	0	-515396139	65	0	-515396139
3416	0	0	-515396139	56	0	-515396139
3416	0	0	-515396139	53	0	-515396139
3416	0	0	-515396139	49	0	-515396139
3416	0	0	-515396139	61	0	-515396139
3416	0	0	-515396139	56	80	-515396139
3416	2	9	-515396139	38	0	-515396139
3416	2	9	-515396139	42	80	-515396139
3416	4	6	-515396139	41	0	-515396139
3416	4	6	-515396139	41	72	-515396139
3420	0	0	-1717986982	49	80	-1717986982
3420	0	0	-1717986982	61	80	-1717986982
3420	0	0	-1717986982	56	0	-1717986982
3420	0	0	-1717986982	65	80	-1717986982
3420	0	0	-1717986982	53	0	-1717986982
3420	0	0	-1717986982	49	0	-1717986982
3420	0	0	-1717986982	61	0	-1717986982
3420	0	0	-1717986982	65	0	-1717986982
3420	0	0	-1717986982	56	80	-1717986982
3420	0	0	-1717986982	53	80	-1717986982
3420	2	9	-1717986982	35	80	-1717986982
3420	2	9	-1717986982	42	0	-1717986982
3424	0	0	1374389471	49	0	1374389471
3424	0	0	1374389471	65	0	1374389471
3424	0	0	1374389471	58	80	1374389471
3424	0	0	1374389471	51	80	1374389471
3424	0	0	1374389471	63	80	1374389471
3424	0	0	1374389471	67	80	1374389471
3424	0	0	1374389471	61	0	1374389471
3424	0	0	1374389471	53	0	1374389471
3424	0	0	1374389471	56	0	1374389471
3424	2	9	1374389471	42	80	1374389471
3424	2	9	1374389471	35	0	1374389471
3424	3	4	1374389471	58	72	1374389471
3424	3	4	1374389471	60	0	1374389471
3424	4	6	1374389471	41	0	1374389471
3424	4	6	1374389471	41	72	1374389471
3428	0	0	171798628	58	80	171798628
3428	0	0	171798628	67	0	171798628
3428	0	0	171798628	58	0	171798628
3428	0	0	171798628	51	80	171798628
3428	0	0	171798628	63	0	171798628
3428	0	0	171798628	51	0	171798628
3428	0	0	171798628	63	80	171798628
3428	0	0	171798628	67	80	171798628
3428	2	9	171798628	35	80	171798628
3428	2	9	171798628	42	0	171798628
3432	0	0	-1030792215	67	0	-1030792215
3432	0	0	-1030792215	58	80	-1030792215
3432	0	0	-1030792215	51	80	-1030792215
3432	0	0	-1030792215	63	80	-1030792215
3432	0	0	-1030792215	67	80	-1030792215
3432	0	0	-1030792215	63	0	-1030792215
3432	0	0	-1030792215	51	0	-1030792215
3432	0	0	-1030792215	58	0	-1030792215
3432	2	9	-1030792215	35	0	-1030792215
3432	2	9	-1030792215	35	80	-1030792215
3432	4	6	-1030792215	41	72	-1030792215
3432	4	6	-1030792215	41	0	-1030792215
3440	0	0	858993395	58	0	858993395
3440	0	0	858993395	51	0	858993395
3440	0	0	858993395	63	0	858993395
3440	0	0	858993395	67	0	858993395
3440	0	0	858993395	58	80	858993395
3440	0	0	858993395	51	80	858993395
3440	0	0	858993395	63	80	858993395
3440	0	0	858993395	67	80	858993395
3440	2	9	858993395	35	0	858993395
3440	2	9	858993395	38	80	858993395
3440	4	6	858993395	41	72	858993395
3440	4	6	858993395	41	0	858993395
3448	0	0	-1546188291	58	0	-1546188291
3448	0	0	-1546188291	51	0	-1546188291
3448	0	0	-1546188291	63	0	-1546188291
3448	0	0	-1546188291	67	0	-1546188291
3448	0	0	-1546188291	58	80	-1546188291
3448	0	0	-1546188291	51	80	-1546188291
3448	0	0	-1546188291	63	80	-1546188291
3448	0	0	-1546188291	67	80	-1546188291
3448	2	9	-1546188291	38	0	-1546188291
3448	2	9	-1546188291	42	80	-1546188291
3448	4	6	-1546188291	41	72	-1546188291
3448	4	6	-1546188291	41	0	-1546188291
3452	0	0	1546188162	58	0	1546188162
3452	0	0	1546188162	63	0	1546188162
3452	0	0	1546188162	67	0	1546188162
3452	0	0	1546188162	58	80	1546188162
3452	0	0	1546188162	51	80	1546188162
3452	0	0	1546188162	63	80	1546188162
3452	0	0	1546188162	67	80	1546188162
3452	0	0	1546188162	51	0	1546188162
3456	0	0	343597319	55	80	343597319
3456	0	0	343597319	67	80	343597319
3456	0	0	343597319	63	80	343597319
3456	0	0	343597319	60	80	343597319
3456	0	0	343597319	43	80	343597319
3456	0	0	343597319	48	80	343597319
3456	0	0	343597319	67	0	343597319
3456	0	0	343597319	63	0	343597319
3456	0	0	343597319	51	0	343597319
3456	0	0	343597319	58	0	343597319
3456	2	9	343597319	42	0	343597319
3456	2	9	343597319	35	80	343597319
3456	3	4	343597319	63	72	343597319
3456	3	4	343597319	58	0	343597319
3456	4	6	343597319	37	72	343597319
3456	4	6	343597319	41	0	343597319
3460	3	4	-858993524	63	72	-858993524
3460	3	4	-858993524	63	0	-858993524
3464	2	9	-2061584367	35	0	-2061584367
3464	2	9	-2061584367	42	80	-2061584367
3464	3	4	-2061584367	63	0	-2061584367
3464	4	6	-2061584367	37	72	-2061584367
3464	4	6	-2061584367	37	0	-2061584367
3468	2	9	1030792086	42	0	1030792086
3468	2	9	1030792086	42	80	1030792086
3472	0	0	-171798757	55	80	-171798757
3472	0	0	-171798757	67	0	-171798757
3472	0	0	-171798757	63	0	-171798757
3472	0	0	-171798757	60	0	-171798757
3472	0	0	-171798757	43	0	-171798757
3472	0	0	-171798757	48	0	-171798757
3472	0	0	-171798757	55	0	-171798757
3472	0	0	-171798757	48	80	-171798757
3472	0	0	-171798757	60	80	-171798757
3472	0	0	-171798757	63	80	-171798757
3472	0	0	-171798757	67	80	-171798757
3472	0	0	-171798757	43	80	-171798757
3472	2	9	-171798757	38	80	-171798757
3472	2	9	-171798757	42	0	-171798757
3472	3	4	-171798757	63	72	-171798757
3472	4	6	-171798757	37	0	-171798757
3472	4	6	-171798757	37	72	-171798757
3480	0	0	1717986853	63	0	1717986853
3480	0	0	1717986853	67	80	1717986853
3480	0	0	1717986853	63	80	1717986853
3480	0	0	1717986853	60	80	1717986853
3480	0	0	1717986853	43	80	1717986853
3480	0	0	1717986853	48	80	1717986853
3480	0	0	1717986853	55	80	1717986853
3480	0	0	1717986853	60	0	1717986853
3480	0	0	1717986853	55	0	1717986853
3480	0	0	1717986853	48	0	1717986853
3480	0	0	1717986853	43	0	1717986853
3480	0	0	1717986853	67	0	1717986853
3480	2	9	1717986853	42	80	1717986853
3480	2	9	1717986853	38	0	1717986853
3480	3	4	1717986853	56	72	1717986853
3480	3	4	1717986853	63	0	1717986853
3480	4	6	1717986853	37	72	1717986853
3480	4	6	1717986853	37	0	1717986853
3484	0	0	515396010	63	0	515396010
3484	0	0	515396010	55	0	515396010
3484	0	0	515396010	48	0	515396010
3484	0	0	515396010	60	0	515396010
3484	0	0	515396010	67	80	515396010
3484	0	0	515396010	63	80	515396010
3484	0	0	515396010	60	80	515396010
3484	0	0	515396010	43	80	515396010
3484	0	0	515396010	48	80	515396010
3484	0	0	515396010	55	80	515396010
3484	0	0	515396010	67	0	515396010
3484	0	0	515396010	43	0	515396010
3484	2	9	515396010	35	80	515396010
3484	2	9	515396010	42	0	515396010
3488	0	0	-687194833	67	0	-687194833
3488	0	0	-687194833	55	0	-687194833
3488	0	0	-687194833	48	0	-687194833
3488	0	0	-687194833	43	0	-687194833
3488	0	0	-687194833	60	0	-687194833
3488	0	0	-687194833	63	0	-687194833
3488	0	0	-687194833	53	80	-687194833
3488	0	0	-687194833	48	80	-687194833
3488	0	0	-687194833	65	80	-687194833
3488	0	0	-687194833	60	80	-687194833
3488	0	0	-687194833	56	80	-687194833
3488	0	0	-687194833	41	80	-687194833
3488	2	9	-687194833	42	80	-687194833
3488	2	9	-687194833	35	0	-687194833
3488	3	4	-687194833	56	0	-687194833
3488	3	4	-687194833	56	72	-687194833
3488	4	6	-687194833	37	0	-687194833
3488	4	6	-687194833	37	72	-687194833
3492	0	0	-1889785676	41	0	-1889785676
3492	0	0	-1889785676	41	80	-1889785676
3492	0	0	-1889785676	56	80	-1889785676
3492	0	0	-1889785676	60	80	-1889785676
3492	0	0	-1889785676	65	80	-1889785676
3492	0	0	-1889785676	48	80	-1889785676
3492	0	0	-1889785676	53	80	-1889785676
3492	0	0	-1889785676	56	0	-1889785676
3492	0	0	-1889785676	60	0	-1889785676
3492	0	0	-1889785676	65	0	-1889785676
3492	0	0	-1889785676	48	0	-1889785676
3492	0	0	-1889785676	53	0	-1889785676
3492	2	9	-1889785676	42	0	-1889785676
3492	2	9	-1889785676	35	80	-1889785676
3496	0	0	1202590777	60	80	1202590777
3496	0	0	1202590777	65	80	1202590777
3496	0	0	1202590777	48	80	1202590777
3496	0	0	1202590777	53	80	1202590777
3496	0	0	1202590777	41	0	1202590777
3496	0	0	1202590777	56	0	1202590777
3496	0	0	1202590777	60	0	1202590777
3496	0	0	1202590777	56	80	1202590777
3496	0	0	1202590777	65	0	1202590777
3496	0	0	1202590777	48	0	1202590777
3496	0	0	1202590777	53	0	1202590777
3496	0	0	1202590777	41	80	1202590777
3496	2	9	1202590777	35	80	1202590777
3496	2	9	1202590777	35	0	1202590777
3496	4	6	1202590777	37	72	1202590777
3496	4	6	1202590777	37	0	1202590777
3504	0	0	-1202590909	60	0	-1202590909
3504	0	0	-1202590909	65	0	-1202590909
3504	0	0	-1202590909	48	0	-1202590909
3504	0	0	-1202590909	53	0	-1202590909
3504	0	0	-1202590909	56	0	-1202590909
3504	0	0	-1202590909	41	0	-1202590909
3504	0	0	-1202590909	53	80	-1202590909
3504	0	0	-1202590909	41	80	-1202590909
3504	0	0	-1202590909	48	80	-1202590909
3504	0	0	-1202590909	65	80	-1202590909
3504	0	0	-1202590909	60	80	-1202590909
3504	0	0	-1202590909	56	80	-1202590909
3504	2	9	-1202590909	35	0	-1202590909
3504	2	9	-1202590909	38	80	-1202590909
3504	4	6	-1202590909	37	72	-1202590909
3504	4	6	-1202590909	37	0	-1202590909
3512	0	0	687194701	41	0	687194701
3512	0	0	687194701	53	80	687194701
3512	0	0	687194701	53	0	687194701
3512	0	0	687194701	48	0	687194701
3512	0	0	687194701	65	0	687194701
3512	0	0	687194701	48	80	687194701
3512	0	0	687194701	65	80	687194701
3512	0	0	687194701	60	80	687194701
3512	0	0	687194701	56	80	687194701
3512	0	0	687194701	60	0	687194701
3512	0	0	687194701	56	0	687194701
3512	0	0	687194701	41	80	687194701
3512	2	9	687194701	42	80	687194701
3512	2	9	687194701	38	0	687194701
3512	3	4	687194701	56	0	687194701
3512	3	4	687194701	58	72	687194701
3512	4	6	687194701	37	72	687194701
3512	4	6	687194701	37	0	687194701
3516	0	0	-515396142	65	80	-515396142
3516	0	0	-515396142	48	0	-515396142
3516	0	0	-515396142	65	0	-515396142
3516	0	0	-515396142	60	0	-515396142
3516	0	0	-515396142	56	0	-515396142
3516	0	0	-515396142	41	0	-515396142
3516	0	0	-515396142	53	80	-515396142
3516	0	0	-515396142	53	0	-515396142
3516	0	0	-515396142	48	80	-515396142
3516	0	0	-515396142	60	80	-515396142
3516	0	0	-515396142	56	80	-515396142
3516	0	0	-515396142	41	80	-515396142
3516	3	4	-515396142	60	72	-515396142
3516	3	4	-515396142	58	0	-515396142
3520	0	0	-1717986985	56	0	-1717986985
3520	0	0	-1717986985	53	0	-1717986985
3520	0	0	-1717986985	48	0	-1717986985
3520	0	0	-1717986985	65	0	-1717986985
3520	0	0	-1717986985	60	0	-1717986985
3520	0	0	-1717986985	65	80	-1717986985
3520	0	0	-1717986985	61	80	-1717986985
3520	0	0	-1717986985	46	80	-1717986985
3520	0	0	-1717986985	53	80	-1717986985
3520	0	0	-1717986985	56	80	-1717986985
3520	0	0	-1717986985	41	0	-1717986985
3520	2	9	-1717986985	35	80	-1717986985
3520	2	9	-1717986985	42	0	-1717986985
3520	3	4	-1717986985	60	0	-1717986985
3520	3	4	-1717986985	61	72	-1717986985
3520	4	6	-1717986985	39	72	-1717986985
3520	4	6	-1717986985	37	0	-1717986985
3528	2	9	171798625	42	80	171798625
3528	2	9	171798625	35	0	171798625
3528	3	4	171798625	61	0	171798625
3528	3	4	171798625	60	72	171798625
3528	4	6	171798625	39	72	171798625
3528	4	6	171798625	39	0	171798625
3532	2	9	-1030792218	42	0	-1030792218
3532	2	9	-1030792218	42	80	-1030792218
3536	0	0	2061584235	46	80	2061584235
3536	0	0	2061584235	65	80	2061584235
3536	0	0	2061584235	61	80	2061584235
3536	0	0	2061584235	53	80	2061584235
3536	0	0	2061584235	56	80	2061584235
3536	0	0	2061584235	65	0	2061584235
3536	0	0	2061584235	61	0	2061584235
3536	0	0	2061584235	46	0	2061584235
3536	0	0	2061584235	53	0	2061584235
3536	0	0	2061584235	56	0	2061584235
3536	2	9	2061584235	38	80	2061584235
3536	2	9	2061584235	42	0	2061584235
3536	3	4	2061584235	58	72	2061584235
3536	3	4	2061584235	60	0	2061584235
3536	4	6	2061584235	39	72	2061584235
3536	4	6	2061584235	39	0	2061584235
3544	0	0	-343597451	65	80	-343597451
3544	0	0	-343597451	61	80	-343597451
3544	0	0	-343597451	46	80	-343597451
3544	0	0	-343597451	53	80	-343597451
3544	0	0	-343597451	56	80	-343597451
3544	0	0	-343597451	56	0	-343597451
3544	0	0	-343597451	53	0	-343597451
3544	0	0	-343597451	46	0	-343597451
3544	0	0	-343597451	61	0	-343597451
3544	0	0	-343597451	65	0	-343597451
3544	2	9	-343597451	42	80	-343597451
3544	2	9	-343597451	38	0	-343597451
3544	3	4	-343597451	56	72	-343597451
3544	3	4	-343597451	58	0	-343597451
3544	4	6	-343597451	39	72	-343597451
3544	4	6	-343597451	39	0	-343597451
3548	0	0	-1546188294	65	80	-1546188294
3548	0	0	-1546188294	61	80	-1546188294
3548	0	0	-1546188294	46	80	-1546188294
3548	0	0	-1546188294	56	0	-1546188294
3548	0	0	-1546188294	53	0	-1546188294
3548	0	0	-1546188294	46	0	-1546188294
3548	0	0	-1546188294	61	0	-1546188294
3548	0	0	-1546188294	65	0	-1546188294
3548	0	0	-1546188294	56	80	-1546188294
3548	0	0	-1546188294	53	80	-1546188294
3548	2	9	-1546188294	42	0	-1546188294
3548	2	9	-1546188294	35	80	-1546188294
3552	0	0	1546188159	56	0	1546188159
3552	0	0	1546188159	53	0	1546188159
3552	0	0	1546188159	46	0	1546188159
3552	0	0	1546188159	61	0	1546188159
3552	0	0	1546188159	65	0	1546188159
3552	0	0	1546188159	58	80	1546188159
3552	0	0	1546188159	53	80	1546188159
3552	0	0	1546188159	61	80	1546188159
3552	0	0	1546188159	65	80	1546188159
3552	0	0	1546188159	46	80	1546188159
3552	2	9	1546188159	42	80	1546188159
3552	2	9	1546188159	35	0	1546188159
3552	3	4	1546188159	56	0	1546188159
3552	3	4	1546188159	61	72	1546188159
3552	4	6	1546188159	39	0	1546188159
3552	4	6	1546188159	39	72	1546188159
3556	0	0	343597316	53	0	343597316
3556	0	0	343597316	61	0	343597316
3556	0	0	343597316	65	0	343597316
3556	0	0	343597316	46	0	343597316
3556	0	0	343597316	58	80	343597316
3556	0	0	343597316	53	80	343597316
3556	0	0	343597316	61	80	343597316
3556	0	0	343597316	65	80	343597316
3556	0	0	343597316	46	80	343597316
3556	0	0	343597316	58	0	343597316
3556	2	9	343597316	42	0	343597316
3556	2	9	343597316	35	80	343597316
3560	0	0	-858993527	46	80	-858993527
3560	0	0	-858993527	61	80	-858993527
3560	0	0	-858993527	53	80	-858993527
3560	0	0	-858993527	65	80	-858993527
3560	0	0	-858993527	58	0	-858993527
3560	0	0	-858993527	53	0	-858993527
3560	0	0	-858993527	61	0	-858993527
3560	0	0	-858993527	65	0	-858993527
3560	0	0	-858993527	46	0	-858993527
3560	0	0	-858993527	58	80	-858993527
3560	2	9	-858993527	35	0	-858993527
3560	2	9	-858993527	35	80	-858993527
3560	3	4	-858993527	61	0	-858993527
3560	3	4	-858993527	60	72	-858993527
3560	4	6	-858993527	39	0	-858993527
3560	4	6	-858993527	39	72	-858993527
3568	0	0	1030792083	46	80	1030792083
3568	0	0	1030792083	65	80	1030792083
3568	0	0	1030792083	61	80	1030792083
3568	0	0	1030792083	53	80	1030792083
3568	0	0	1030792083	58	80	1030792083
3568	0	0	1030792083	46	0	1030792083
3568	0	0	1030792083	65	0	1030792083
3568	0	0	1030792083	61	0	1030792083
3568	0	0	1030792083	53	0	1030792083
3568	0	0	1030792083	58	0	1030792083
3568	2	9	1030792083	38	80	1030792083
3568	2	9	1030792083	35	0	1030792083
3568	3	4	1030792083	58	72	1030792083
3568	3	4	1030792083	60	0	1030792083
3568	4	6	1030792083	39	0	1030792083
3568	4	6	1030792083	39	72	1030792083
3576	0	0	-1374389603	65	80	-1374389603
3576	0	0	-1374389603	61	80	-1374389603
3576	0	0	-1374389603	51	80	-1374389603
3576	0	0	-1374389603	58	80	-1374389603
3576	0	0	-1374389603	46	0	-1374389603
3576	0	0	-1374389603	65	0	-1374389603
3576	0	0	-1374389603	61	0	-1374389603
3576	0	0	-1374389603	53	0	-1374389603
3576	0	0	-1374389603	58	0	-1374389603
3576	2	9	-1374389603	42	80	-1374389603
3576	2	9	-1374389603	38	0	-1374389603
3576	3	4	-1374389603	56	72	-1374389603
3576	3	4	-1374389603	58	0	-1374389603
3576	4	6	-1374389603	39	72	-1374389603
3576	4	6	-1374389603	39	0	-1374389603
3580	0	0	1717986850	58	0	1717986850
3580	0	0	1717986850	51	0	1717986850
3580	0	0	1717986850	61	0	1717986850
3580	0	0	1717986850	65	0	1717986850
3580	0	0	1717986850	58	80	1717986850
3580	0	0	1717986850	51	80	1717986850
