time	track	channel	bar	pitch	volume	instrument
1892	0	0	515396039	41	80	515396039
1892	0	0	515396039	56	80	515396039
1892	0	0	515396039	60	80	515396039
1892	0	0	515396039	65	80	515396039
1892	0	0	515396039	48	80	515396039
1892	0	0	515396039	53	80	515396039
1892	0	0	515396039	41	0	515396039
1892	0	0	515396039	56	0	515396039
1892	0	0	515396039	60	0	515396039
1892	0	0	515396039	65	0	515396039
1892	0	0	515396039	53	0	515396039
1892	2	9	515396039	42	0	515396039
1892	2	9	515396039	35	80	515396039
1896	0	0	-1889785647	41	80	-1889785647
1896	0	0	-1889785647	56	80	-1889785647
1896	0	0	-1889785647	60	80	-1889785647
1896	0	0	-1889785647	65	80	-1889785647
1896	0	0	-1889785647	48	80	-1889785647
1896	0	0	-1889785647	53	80	-1889785647
1896	0	0	-1889785647	41	0	-1889785647
1896	0	0	-1889785647	56	0	-1889785647
1896	0	0	-1889785647	60	0	-1889785647
1896	0	0	-1889785647	65	0	-1889785647
1896	0	0	-1889785647	48	0	-1889785647
1896	0	0	-1889785647	53	0	-1889785647
1896	2	9	-1889785647	35	0	-1889785647
1896	2	9	-1889785647	35	80	-1889785647
1896	4	6	-1889785647	41	0	-1889785647
1896	4	6	-1889785647	41	72	-1889785647
1904	0	0	1889785573	65	0	1889785573
1904	0	0	1889785573	60	0	1889785573
1904	0	0	1889785573	56	0	1889785573
1904	0	0	1889785573	41	0	1889785573
1904	0	0	1889785573	53	80	1889785573
1904	0	0	1889785573	53	0	1889785573
1904	0	0	1889785573	48	80	1889785573
1904	0	0	1889785573	65	80	1889785573
1904	0	0	1889785573	60	80	1889785573
1904	0	0	1889785573	56	80	1889785573
1904	0	0	1889785573	41	80	1889785573
1904	0	0	1889785573	48	0	1889785573
1904	2	9	1889785573	38	80	1889785573
1904	2	9	1889785573	35	0	1889785573
1904	4	6	1889785573	41	0	1889785573
1904	4	6	1889785573	41	72	1889785573
1912	0	0	1374389497	53	80	1374389497
1912	0	0	1374389497	41	0	1374389497
1912	0	0	1374389497	56	0	1374389497
1912	0	0	1374389497	60	0	1374389497
1912	0	0	1374389497	65	0	1374389497
1912	0	0	1374389497	48	0	1374389497
1912	0	0	1374389497	53	0	1374389497
1912	0	0	1374389497	48	80	1374389497
1912	0	0	1374389497	65	80	1374389497
1912	0	0	1374389497	60	80	1374389497
1912	0	0	1374389497	56	80	1374389497
1912	0	0	1374389497	41	80	1374389497
1912	2	9	1374389497	42	80	1374389497
1912	2	9	1374389497	38	0	1374389497
1912	3	4	1374389497	68	72	1374389497
1912	4	6	1374389497	41	72	1374389497
1912	4	6	1374389497	41	0	1374389497
1916	0	0	-1030792189	53	80	-1030792189
1916	0	0	-1030792189	53	0	-1030792189
1916	0	0	-1030792189	48	0	-1030792189
1916	0	0	-1030792189	65	0	-1030792189
1916	0	0	-1030792189	60	0	-1030792189
1916	0	0	-1030792189	56	0	-1030792189
1916	0	0	-1030792189	41	0	-1030792189
1916	0	0	-1030792189	48	80	-1030792189
1916	0	0	-1030792189	65	80	-1030792189
1916	0	0	-1030792189	60	80	-1030792189
1916	0	0	-1030792189	56	80	-1030792189
1916	0	0	-1030792189	41	80	-1030792189
1916	3	4	-1030792189	68	0	-1030792189
1916	3	4	-1030792189	68	72	-1030792189
1920	0	0	858993421	53	80	858993421
1920	0	0	858993421	65	80	858993421
1920	0	0	858993421	61	80	858993421
1920	0	0	858993421	49	80	858993421
1920	0	0	858993421	56	80	858993421
1920	0	0	858993421	41	0	858993421
1920	0	0	858993421	56	0	858993421
1920	0	0	858993421	60	0	858993421
1920	0	0	858993421	65	0	858993421
1920	0	0	858993421	48	0	858993421
1920	0	0	858993421	53	0	858993421
1920	2	9	858993421	35	80	858993421
1920	2	9	858993421	42	0	858993421
1920	3	4	858993421	68	0	858993421
1920	3	4	858993421	65	72	858993421
1920	4	6	858993421	37	72	858993421
1920	4	6	858993421	41	0	858993421
1928	2	9	343597345	35	0	343597345
1928	2	9	343597345	42	80	343597345
1928	4	6	343597345	37	72	343597345
1928	4	6	343597345	37	0	343597345
1932	2	9	-2061584341	42	0	-2061584341
1932	2	9	-2061584341	42	80	-2061584341
1932	3	4	-2061584341	68	72	-2061584341
1932	3	4	-2061584341	65	0	-2061584341
1936	0	0	-171798731	65	80	-171798731
1936	0	0	-171798731	56	0	-171798731
1936	0	0	-171798731	53	0	-171798731
1936	0	0	-171798731	49	0	-171798731
1936	0	0	-171798731	61	0	-171798731
1936	0	0	-171798731	65	0	-171798731
1936	0	0	-171798731	56	80	-171798731
1936	0	0	-171798731	53	80	-171798731
1936	0	0	-171798731	49	80	-171798731
1936	0	0	-171798731	61	80	-171798731
1936	2	9	-171798731	42	0	-171798731
1936	2	9	-171798731	38	80	-171798731
1936	3	4	-171798731	68	0	-171798731
1936	4	6	-171798731	37	72	-171798731
1936	4	6	-171798731	37	0	-171798731
1944	0	0	-687194807	65	0	-687194807
1944	0	0	-687194807	53	80	-687194807
1944	0	0	-687194807	49	80	-687194807
1944	0	0	-687194807	61	80	-687194807
1944	0	0	-687194807	65	80	-687194807
1944	0	0	-687194807	56	80	-687194807
1944	0	0	-687194807	56	0	-687194807
1944	0	0	-687194807	53	0	-687194807
1944	0	0	-687194807	49	0	-687194807
1944	0	0	-687194807	61	0	-687194807
1944	2	9	-687194807	42	80	-687194807
1944	2	9	-687194807	38	0	-687194807
1944	3	4	-687194807	68	72	-687194807
1944	4	6	-687194807	37	0	-687194807
1944	4	6	-687194807	37	72	-687194807
1948	0	0	1202590803	56	80	1202590803
1948	0	0	1202590803	53	80	1202590803
1948	0	0	1202590803	49	80	1202590803
1948	0	0	1202590803	61	80	1202590803
1948	0	0	1202590803	65	80	1202590803
1948	0	0	1202590803	56	0	1202590803
1948	0	0	1202590803	53	0	1202590803
1948	0	0	1202590803	65	0	1202590803
1948	0	0	1202590803	61	0	1202590803
1948	0	0	1202590803	49	0	1202590803
1948	2	9	1202590803	42	0	1202590803
1948	2	9	1202590803	35	80	1202590803
1948	3	4	1202590803	68	72	1202590803
1948	3	4	1202590803	68	0	1202590803
1952	0	0	-1202590883	67	80	-1202590883
1952	0	0	-1202590883	63	80	-1202590883
1952	0	0	-1202590883	51	80	-1202590883
1952	0	0	-1202590883	58	80	-1202590883
1952	0	0	-1202590883	65	0	-1202590883
1952	0	0	-1202590883	56	0	-1202590883
1952	0	0	-1202590883	61	0	-1202590883
1952	0	0	-1202590883	49	0	-1202590883
1952	0	0	-1202590883	53	0	-1202590883
1952	2	9	-1202590883	42	80	-1202590883
1952	2	9	-1202590883	35	0	-1202590883
1952	3	4	-1202590883	72	72	-1202590883
1952	3	4	-1202590883	68	0	-1202590883
1952	4	6	-1202590883	37	72	-1202590883
1952	4	6	-1202590883	37	0	-1202590883
1956	0	0	687194727	58	80	687194727
1956	0	0	687194727	51	80	687194727
1956	0	0	687194727	67	0	687194727
1956	0	0	687194727	63	0	687194727
1956	0	0	687194727	51	0	687194727
1956	0	0	687194727	58	0	687194727
1956	0	0	687194727	63	80	687194727
1956	0	0	687194727	67	80	687194727
1956	2	9	687194727	42	0	687194727
1956	2	9	687194727	35	80	687194727
1956	3	4	687194727	72	0	687194727
1956	3	4	687194727	70	72	687194727
1960	0	0	-1717986959	67	80	-1717986959
1960	0	0	-1717986959	58	0	-1717986959
1960	0	0	-1717986959	51	0	-1717986959
1960	0	0	-1717986959	63	0	-1717986959
1960	0	0	-1717986959	67	0	-1717986959
1960	0	0	-1717986959	58	80	-1717986959
1960	0	0	-1717986959	51	80	-1717986959
1960	0	0	-1717986959	63	80	-1717986959
1960	2	9	-1717986959	35	0	-1717986959
1960	2	9	-1717986959	35	80	-1717986959
1960	4	6	-1717986959	37	72	-1717986959
1960	4	6	-1717986959	37	0	-1717986959
1964	3	4	171798651	70	0	171798651
1964	3	4	171798651	70	72	171798651
1968	0	0	2061584261	58	80	2061584261
1968	0	0	2061584261	51	0	2061584261
1968	0	0	2061584261	63	0	2061584261
1968	0	0	2061584261	67	0	2061584261
1968	0	0	2061584261	58	0	2061584261
1968	0	0	2061584261	51	80	2061584261
1968	0	0	2061584261	63	80	2061584261
1968	0	0	2061584261	67	80	2061584261
1968	2	9	2061584261	38	80	2061584261
1968	2	9	2061584261	35	0	2061584261
1968	3	4	2061584261	70	0	2061584261
1968	4	6	2061584261	37	72	2061584261
1968	4	6	2061584261	37	0	2061584261
1976	0	0	1546188185	67	0	1546188185
1976	0	0	1546188185	67	80	1546188185
1976	0	0	1546188185	58	80	1546188185
1976	0	0	1546188185	51	80	1546188185
1976	0	0	1546188185	63	80	1546188185
1976	0	0	1546188185	63	0	1546188185
1976	0	0	1546188185	51	0	1546188185
1976	0	0	1546188185	58	0	1546188185
1976	2	9	1546188185	42	80	1546188185
1976	2	9	1546188185	38	0	1546188185
1976	3	4	1546188185	68	72	1546188185
1976	4	6	1546188185	37	0	1546188185
1976	4	6	1546188185	37	72	1546188185
1980	0	0	-858993501	51	80	-858993501
1980	0	0	-858993501	63	80	-858993501
1980	0	0	-858993501	58	80	-858993501
1980	0	0	-858993501	67	0	-858993501
1980	0	0	-858993501	63	0	-858993501
1980	0	0	-858993501	51	0	-858993501
1980	0	0	-858993501	58	0	-858993501
1980	0	0	-858993501	67	80	-858993501
1984	0	0	1030792109	63	0	1030792109
1984	0	0	1030792109	67	0	1030792109
1984	0	0	1030792109	51	80	1030792109
1984	0	0	1030792109	68	80	1030792109
1984	0	0	1030792109	60	80	1030792109
1984	0	0	1030792109	48	80	1030792109
1984	0	0	1030792109	44	80	1030792109
1984	0	0	1030792109	56	80	1030792109
1984	0	0	1030792109	51	0	1030792109
1984	0	0	1030792109	58	0	1030792109
1984	2	9	1030792109	42	0	1030792109
1984	2	9	1030792109	35	80	1030792109
1984	3	4	1030792109	68	0	1030792109
1984	3	4	1030792109	68	72	1030792109
1984	4	6	1030792109	37	0	1030792109
1984	4	6	1030792109	39	72	1030792109
1992	2	9	515396033	42	80	515396033
1992	2	9	515396033	35	0	515396033
1992	4	6	515396033	39	0	515396033
1992	4	6	515396033	39	72	515396033
1996	2	9	-1889785653	42	80	-1889785653
1996	2	9	-1889785653	42	0	-1889785653
2000	0	0	-43	44	0	-43
2000	0	0	-43	60	80	-43
2000	0	0	-43	56	0	-43
2000	0	0	-43	60	0	-43
2000	0	0	-43	68	0	-43
2000	0	0	-43	51	80	-43
2000	0	0	-43	48	80	-43
2000	0	0	-43	44	80	-43
2000	0	0	-43	68	80	-43
2000	0	0	-43	48	0	-43
2000	0	0	-43	51	0	-43
2000	0	0	-43	56	80	-43
2000	2	9	-43	42	0	-43
2000	2	9	-43	38	80	-43
2000	4	6	-43	39	0	-43
2000	4	6	-43	39	72	-43
2008	0	0	-515396119	60	80	-515396119
2008	0	0	-515396119	44	80	-515396119
2008	0	0	-515396119	56	80	-515396119
2008	0	0	-515396119	60	0	-515396119
2008	0	0	-515396119	48	80	-515396119
2008	0	0	-515396119	51	80	-515396119
2008	0	0	-515396119	56	0	-515396119
2008	0	0	-515396119	68	80	-515396119
2008	0	0	-515396119	68	0	-515396119
2008	0	0	-515396119	44	0	-515396119
2008	0	0	-515396119	48	0	-515396119
2008	0	0	-515396119	51	0	-515396119
2008	2	9	-515396119	38	0	-515396119
2008	2	9	-515396119	42	80	-515396119
2008	4	6	-515396119	39	72	-515396119
2008	4	6	-515396119	39	0	-515396119
2012	0	0	1374389491	48	0	1374389491
2012	0	0	1374389491	44	0	1374389491
2012	0	0	1374389491	56	0	1374389491
2012	0	0	1374389491	60	0	1374389491
2012	0	0	1374389491	68	0	1374389491
2012	0	0	1374389491	51	80	1374389491
2012	0	0	1374389491	48	80	1374389491
2012	0	0	1374389491	44	80	1374389491
2012	0	0	1374389491	56	80	1374389491
2012	0	0	1374389491	60	80	1374389491
2012	0	0	1374389491	68	80	1374389491
2012	0	0	1374389491	51	0	1374389491
2012	2	9	1374389491	35	80	1374389491
2012	2	9	1374389491	42	0	1374389491
2016	0	0	-1030792195	56	0	-1030792195
2016	0	0	-1030792195	68	0	-1030792195
2016	0	0	-1030792195	60	0	-1030792195
2016	0	0	-1030792195	51	80	-1030792195
2016	0	0	-1030792195	48	80	-1030792195
2016	0	0	-1030792195	44	80	-1030792195
2016	0	0	-1030792195	56	80	-1030792195
2016	0	0	-1030792195	60	80	-1030792195
2016	0	0	-1030792195	68	80	-1030792195
2016	0	0	-1030792195	44	0	-1030792195
2016	0	0	-1030792195	48	0	-1030792195
2016	0	0	-1030792195	51	0	-1030792195
2016	2	9	-1030792195	42	80	-1030792195
2016	2	9	-1030792195	35	0	-1030792195
2016	4	6	-1030792195	39	0	-1030792195
2016	4	6	-1030792195	39	72	-1030792195
2020	0	0	858993415	60	80	858993415
2020	0	0	858993415	56	80	858993415
2020	0	0	858993415	44	80	858993415
2020	0	0	858993415	48	80	858993415
2020	0	0	858993415	51	80	858993415
2020	0	0	858993415	68	0	858993415
2020	0	0	858993415	60	0	858993415
2020	0	0	858993415	56	0	858993415
2020	0	0	858993415	44	0	858993415
2020	0	0	858993415	48	0	858993415
2020	0	0	858993415	51	0	858993415
2020	0	0	858993415	68	80	858993415
2020	2	9	858993415	42	0	858993415
2020	2	9	858993415	35	80	858993415
2024	0	0	-1546188271	60	0	-1546188271
2024	0	0	-1546188271	51	0	-1546188271
2024	0	0	-1546188271	48	0	-1546188271
2024	0	0	-1546188271	44	0	-1546188271
2024	0	0	-1546188271	56	0	-1546188271
2024	0	0	-1546188271	68	0	-1546188271
2024	0	0	-1546188271	51	80	-1546188271
2024	0	0	-1546188271	48	80	-1546188271
2024	0	0	-1546188271	44	80	-1546188271
2024	0	0	-1546188271	56	80	-1546188271
2024	0	0	-1546188271	60	80	-1546188271
2024	0	0	-1546188271	68	80	-1546188271
2024	2	9	-1546188271	35	80	-1546188271
2024	2	9	-1546188271	35	0	-1546188271
2024	4	6	-1546188271	39	72	-1546188271
2024	4	6	-1546188271	39	0	-1546188271
2032	0	0	-2061584347	60	0	-2061584347
2032	0	0	-2061584347	68	80	-2061584347
2032	0	0	-2061584347	60	80	-2061584347
2032	0	0	-2061584347	56	80	-2061584347
2032	0	0	-2061584347	44	80	-2061584347
2032	0	0	-2061584347	48	80	-2061584347
2032	0	0	-2061584347	51	80	-2061584347
2032	0	0	-2061584347	68	0	-2061584347
2032	0	0	-2061584347	56	0	-2061584347
2032	0	0	-2061584347	44	0	-2061584347
2032	0	0	-2061584347	48	0	-2061584347
2032	0	0	-2061584347	51	0	-2061584347
2032	2	9	-2061584347	35	0	-2061584347
2032	2	9	-2061584347	38	80	-2061584347
2032	4	6	-2061584347	39	72	-2061584347
2032	4	6	-2061584347	39	0	-2061584347
2040	0	0	1717986873	51	80	1717986873
2040	0	0	1717986873	51	0	1717986873
2040	0	0	1717986873	48	0	1717986873
2040	0	0	1717986873	44	0	1717986873
2040	0	0	1717986873	56	0	1717986873
2040	0	0	1717986873	60	0	1717986873
2040	0	0	1717986873	68	0	1717986873
2040	0	0	1717986873	48	80	1717986873
2040	0	0	1717986873	44	80	1717986873
2040	0	0	1717986873	56	80	1717986873
2040	0	0	1717986873	60	80	1717986873
2040	0	0	1717986873	68	80	1717986873
2040	1	2	1717986873	68	80	1717986873
2040	2	9	1717986873	38	0	1717986873
2040	2	9	1717986873	42	80	1717986873
2040	4	6	1717986873	39	0	1717986873
2040	4	6	1717986873	39	72	1717986873
2044	0	0	-687194813	68	0	-687194813
2044	0	0	-687194813	60	0	-687194813
2044	0	0	-687194813	56	0	-687194813
2044	0	0	-687194813	44	0	-687194813
2044	0	0	-687194813	48	0	-687194813
2044	0	0	-687194813	68	80	-687194813
2044	0	0	-687194813	60	80	-687194813
2044	0	0	-687194813	56	80	-687194813
2044	0	0	-687194813	44	80	-687194813
2044	0	0	-687194813	51	0	-687194813
2044	0	0	-687194813	48	80	-687194813
2044	0	0	-687194813	51	80	-687194813
2044	1	2	-687194813	68	0	-687194813
2044	1	2	-687194813	68	80	-687194813
2048	0	0	1202590797	68	80	1202590797
2048	0	0	1202590797	60	80	1202590797
2048	0	0	1202590797	56	80	1202590797
2048	0	0	1202590797	44	80	1202590797
2048	0	0	1202590797	60	0	1202590797
2048	0	0	1202590797	48	80	1202590797
2048	0	0	1202590797	68	0	1202590797
2048	0	0	1202590797	56	0	1202590797
2048	0	0	1202590797	44	0	1202590797
2048	0	0	1202590797	51	0	1202590797
2048	0	0	1202590797	51	80	1202590797
2048	0	0	1202590797	48	0	1202590797
2048	1	2	1202590797	75	80	1202590797
2048	1	2	1202590797	68	0	1202590797
2048	2	9	1202590797	42	0	1202590797
2048	2	9	1202590797	35	80	1202590797
2048	3	4	1202590797	68	0	1202590797
2048	4	6	1202590797	39	0	1202590797
2048	4	6	1202590797	32	72	1202590797
2056	2	9	687194721	35	0	687194721
2056	2	9	687194721	42	80	687194721
2056	4	6	687194721	32	0	687194721
2056	4	6	687194721	32	72	687194721
2060	2	9	-1717986965	42	0	-1717986965
2060	2	9	-1717986965	42	80	-1717986965
2064	0	0	171798645	48	0	171798645
2064	0	0	171798645	51	0	171798645
2064	0	0	171798645	44	0	171798645
2064	0	0	171798645	56	80	171798645
2064	0	0	171798645	60	80	171798645
2064	0	0	171798645	68	80	171798645
2064	0	0	171798645	56	0	171798645
2064	0	0	171798645	60	0	171798645
2064	0	0	171798645	68	0	171798645
2064	0	0	171798645	51	80	171798645
2064	0	0	171798645	48	80	171798645
2064	0	0	171798645	44	80	171798645
2064	2	9	171798645	42	0	171798645
2064	2	9	171798645	38	80	171798645
2064	4	6	171798645	32	72	171798645
2064	4	6	171798645	32	0	171798645
2072	0	0	-343597431	68	80	-343597431
2072	0	0	-343597431	44	80	-343597431
2072	0	0	-343597431	60	80	-343597431
2072	0	0	-343597431	56	80	-343597431
2072	0	0	-343597431	48	80	-343597431
2072	0	0	-343597431	51	80	-343597431
2072	0	0	-343597431	56	0	-343597431
2072	0	0	-343597431	68	0	-343597431
2072	0	0	-343597431	44	0	-343597431
2072	0	0	-343597431	48	0	-343597431
2072	0	0	-343597431	51	0	-343597431
2072	0	0	-343597431	60	0	-343597431
2072	2	9	-343597431	42	80	-343597431
2072	2	9	-343597431	38	0	-343597431
2072	4	6	-343597431	32	0	-343597431
2072	4	6	-343597431	32	72	-343597431
2076	0	0	1546188179	51	80	1546188179
2076	0	0	1546188179	68	80	1546188179
2076	0	0	1546188179	60	80	1546188179
2076	0	0	1546188179	56	80	1546188179
2076	0	0	1546188179	44	80	1546188179
2076	0	0	1546188179	48	80	1546188179
2076	0	0	1546188179	68	0	1546188179
2076	0	0	1546188179	60	0	1546188179
2076	0	0	1546188179	56	0	1546188179
2076	0	0	1546188179	44	0	1546188179
2076	0	0	1546188179	48	0	1546188179
2076	0	0	1546188179	51	0	1546188179
2076	2	9	1546188179	42	0	1546188179
2076	2	9	1546188179	35	80	1546188179
2080	0	0	-858993507	60	0	-858993507
2080	0	0	-858993507	68	80	-858993507
2080	0	0	-858993507	60	80	-858993507
2080	0	0	-858993507	56	80	-858993507
2080	0	0	-858993507	48	80	-858993507
2080	0	0	-858993507	51	80	-858993507
2080	0	0	-858993507	68	0	-858993507
2080	0	0	-858993507	56	0	-858993507
2080	0	0	-858993507	44	0	-858993507
2080	0	0	-858993507	48	0	-858993507
2080	0	0	-858993507	51	0	-858993507
2080	0	0	-858993507	44	80	-858993507
2080	1	2	-858993507	73	80	-858993507
2080	1	2	-858993507	75	0	-858993507
2080	2	9	-858993507	42	80	-858993507
2080	2	9	-858993507	35	0	-858993507
2080	4	6	-858993507	32	0	-858993507
2080	4	6	-858993507	32	72	-858993507
2084	0	0	1030792103	48	80	1030792103
2084	0	0	1030792103	51	0	1030792103
2084	0	0	1030792103	48	0	1030792103
2084	0	0	1030792103	44	0	1030792103
2084	0	0	1030792103	56	0	1030792103
2084	0	0	1030792103	60	0	1030792103
2084	0	0	1030792103	68	0	1030792103
2084	0	0	1030792103	68	80	1030792103
2084	0	0	1030792103	60	80	1030792103
2084	0	0	1030792103	56	80	1030792103
2084	0	0	1030792103	44	80	1030792103
2084	0	0	1030792103	51	80	1030792103
2084	2	9	1030792103	42	0	1030792103
2084	2	9	1030792103	35	80	1030792103
2088	0	0	-1374389583	68	0	-1374389583
2088	0	0	-1374389583	68	80	-1374389583
2088	0	0	-1374389583	60	80	-1374389583
2088	0	0	-1374389583	56	80	-1374389583
2088	0	0	-1374389583	44	80	-1374389583
2088	0	0	-1374389583	48	80	-1374389583
2088	0	0	-1374389583	51	80	-1374389583
2088	0	0	-1374389583	60	0	-1374389583
2088	0	0	-1374389583	56	0	-1374389583
2088	0	0	-1374389583	44	0	-1374389583
2088	0	0	-1374389583	48	0	-1374389583
2088	0	0	-1374389583	51	0	-1374389583
2088	1	2	-1374389583	73	0	-1374389583
2088	1	2	-1374389583	72	80	-1374389583
2088	2	9	-1374389583	35	80	-1374389583
2088	2	9	-1374389583	35	0	-1374389583
2088	4	6	-1374389583	32	72	-1374389583
2088	4	6	-1374389583	32	0	-1374389583
2096	0	0	-1889785659	51	0	-1889785659
2096	0	0	-1889785659	68	80	-1889785659
2096	0	0	-1889785659	60	80	-1889785659
2096	0	0	-1889785659	56	80	-1889785659
2096	0	0	-1889785659	44	80	-1889785659
2096	0	0	-1889785659	48	80	-1889785659
2096	0	0	-1889785659	51	80	-1889785659
2096	0	0	-1889785659	60	0	-1889785659
2096	0	0	-1889785659	56	0	-1889785659
2096	0	0	-1889785659	44	0	-1889785659
2096	0	0	-1889785659	48	0	-1889785659
2096	0	0	-1889785659	68	0	-1889785659
2096	1	2	-1889785659	72	0	-1889785659
2096	1	2	-1889785659	70	80	-1889785659
2096	2	9	-1889785659	35	0	-1889785659
2096	2	9	-1889785659	38	80	-1889785659
2096	4	6	-1889785659	32	0	-1889785659
2096	4	6	-1889785659	32	72	-1889785659
2104	0	0	1889785561	68	0	1889785561
2104	0	0	1889785561	48	80	1889785561
2104	0	0	1889785561	51	80	1889785561
2104	0	0	1889785561	60	0	1889785561
2104	0	0	1889785561	48	0	1889785561
2104	0	0	1889785561	56	0	1889785561
2104	0	0	1889785561	44	0	1889785561
2104	0	0	1889785561	51	0	1889785561
2104	0	0	1889785561	44	80	1889785561
2104	0	0	1889785561	56	80	1889785561
2104	0	0	1889785561	60	80	1889785561
2104	0	0	1889785561	68	80	1889785561
2104	1	2	1889785561	70	0	1889785561
2104	1	2	1889785561	72	80	1889785561
2104	2	9	1889785561	38	0	1889785561
2104	2	9	1889785561	42	80	1889785561
2104	4	6	1889785561	32	0	1889785561
2104	4	6	1889785561	32	72	1889785561
2108	0	0	-515396125	68	80	-515396125
2108	0	0	-515396125	51	0	-515396125
2108	0	0	-515396125	48	0	-515396125
2108	0	0	-515396125	44	0	-515396125
2108	0	0	-515396125	56	0	-515396125
2108	0	0	-515396125	60	0	-515396125
2108	0	0	-515396125	68	0	-515396125
2108	0	0	-515396125	51	80	-515396125
2108	0	0	-515396125	48	80	-515396125
2108	0	0	-515396125	44	80	-515396125
2108	0	0	-515396125	56	80	-515396125
2108	0	0	-515396125	60	80	-515396125
2112	0	0	1374389485	48	0	1374389485
2112	0	0	1374389485	51	0	1374389485
2112	0	0	1374389485	44	0	1374389485
2112	0	0	1374389485	56	0	1374389485
2112	0	0	1374389485	60	0	1374389485
2112	0	0	1374389485	53	80	1374389485
2112	0	0	1374389485	68	0	1374389485
2112	0	0	1374389485	41	80	1374389485
2112	0	0	1374389485	56	80	1374389485
2112	0	0	1374389485	65	80	1374389485
2112	0	0	1374389485	60	80	1374389485
2112	0	0	1374389485	48	80	1374389485
2112	1	2	1374389485	68	80	1374389485
2112	1	2	1374389485	72	0	1374389485
2112	2	9	1374389485	35	80	1374389485
2112	2	9	1374389485	42	0	1374389485
2112	4	6	1374389485	41	72	1374389485
2112	4	6	1374389485	32	0	1374389485
2120	2	9	858993409	42	80	858993409
2120	2	9	858993409	35	0	858993409
2120	4	6	858993409	41	0	858993409
2120	4	6	858993409	41	72	858993409
2124	2	9	-1546188277	42	80	-1546188277
2124	2	9	-1546188277	42	0	-1546188277
2128	0	0	343597333	41	80	343597333
2128	0	0	343597333	56	80	343597333
2128	0	0	343597333	60	80	343597333
2128	0	0	343597333	48	80	343597333
2128	0	0	343597333	48	0	343597333
2128	0	0	343597333	53	0	343597333
2128	0	0	343597333	60	0	343597333
2128	0	0	343597333	65	0	343597333
2128	0	0	343597333	56	0	343597333
2128	0	0	343597333	41	0	343597333
2128	0	0	343597333	65	80	343597333
2128	0	0	343597333	53	80	343597333
2128	1	2	343597333	68	0	343597333
2128	2	9	343597333	42	0	343597333
2128	2	9	343597333	38	80	343597333
2128	4	6	343597333	41	0	343597333
2128	4	6	343597333	41	72	343597333
2136	0	0	-171798743	48	80	-171798743
2136	0	0	-171798743	41	80	-171798743
2136	0	0	-171798743	56	80	-171798743
2136	0	0	-171798743	60	80	-171798743
2136	0	0	-171798743	65	80	-171798743
2136	0	0	-171798743	53	80	-171798743
2136	0	0	-171798743	41	0	-171798743
2136	0	0	-171798743	56	0	-171798743
2136	0	0	-171798743	60	0	-171798743
2136	0	0	-171798743	65	0	-171798743
2136	0	0	-171798743	48	0	-171798743
2136	0	0	-171798743	53	0	-171798743
2136	2	9	-171798743	42	80	-171798743
2136	2	9	-171798743	38	0	-171798743
2136	4	6	-171798743	41	72	-171798743
2136	4	6	-171798743	41	0	-171798743
2140	0	0	1717986867	53	80	1717986867
2140	0	0	1717986867	53	0	1717986867
2140	0	0	1717986867	48	0	1717986867
2140	0	0	1717986867	65	0	1717986867
2140	0	0	1717986867	60	0	1717986867
2140	0	0	1717986867	56	0	1717986867
2140	0	0	1717986867	41	0	1717986867
2140	0	0	1717986867	48	80	1717986867
2140	0	0	1717986867	65	80	1717986867
2140	0	0	1717986867	56	80	1717986867
2140	0	0	1717986867	60	80	1717986867
2140	0	0	1717986867	41	80	1717986867
2140	2	9	1717986867	35	80	1717986867
2140	2	9	1717986867	42	0	1717986867
2144	0	0	-687194819	41	80	-687194819
2144	0	0	-687194819	56	80	-687194819
2144	0	0	-687194819	60	80	-687194819
2144	0	0	-687194819	65	80	-687194819
2144	0	0	-687194819	48	80	-687194819
2144	0	0	-687194819	53	80	-687194819
2144	0	0	-687194819	56	0	-687194819
2144	0	0	-687194819	60	0	-687194819
2144	0	0	-687194819	65	0	-687194819
2144	0	0	-687194819	48	0	-687194819
2144	0	0	-687194819	53	0	-687194819
2144	0	0	-687194819	41	0	-687194819
2144	2	9	-687194819	35	0	-687194819
2144	2	9	-687194819	42	80	-687194819
2144	4	6	-687194819	41	72	-687194819
2144	4	6	-687194819	41	0	-687194819
2148	0	0	1202590791	53	0	1202590791
2148	0	0	1202590791	48	0	1202590791
2148	0	0	1202590791	65	0	1202590791
2148	0	0	1202590791	60	0	1202590791
2148	0	0	1202590791	56	0	1202590791
2148	0	0	1202590791	41	0	1202590791
2148	0	0	1202590791	53	80	1202590791
2148	0	0	1202590791	48	80	1202590791
2148	0	0	1202590791	65	80	1202590791
2148	0	0	1202590791	60	80	1202590791
2148	0	0	1202590791	56	80	1202590791
2148	0	0	1202590791	41	80	1202590791
2148	2	9	1202590791	35	80	1202590791
2148	2	9	1202590791	42	0	1202590791
2152	0	0	-1202590895	41	80	-1202590895
2152	0	0	-1202590895	60	0	-1202590895
2152	0	0	-1202590895	56	0	-1202590895
2152	0	0	-1202590895	56	80	-1202590895
2152	0	0	-1202590895	60	80	-1202590895
2152	0	0	-1202590895	65	80	-1202590895
2152	0	0	-1202590895	48	80	-1202590895
2152	0	0	-1202590895	53	80	-1202590895
2152	0	0	-1202590895	41	0	-1202590895
2152	0	0	-1202590895	53	0	-1202590895
2152	0	0	-1202590895	48	0	-1202590895
2152	0	0	-1202590895	65	0	-1202590895
