time	track	channel	pitch	volume	instrument
1860	2	2	67	120	0
1863	2	2	68	120	0
1866	1	1	84	120	0
1866	1	1	96	120	0
1866	2	2	57	120	0
1866	2	2	52	120	0
1866	2	2	48	120	0
1866	2	2	45	120	0
1866	2	2	68	120	0
1869	2	2	69	120	0
1872	1	1	93	120	0
1872	1	1	81	120	0
1872	2	2	57	120	0
1872	2	2	52	120	0
1872	2	2	48	120	0
1872	2	2	45	120	0
1872	2	2	69	120	0
1875	2	2	71	120	0
1878	1	1	81	120	0
1878	1	1	93	120	0
1878	2	2	71	120	0
1881	2	2	72	120	0
1884	1	1	81	120	0
1884	1	1	93	120	0
1884	2	2	57	120	0
1884	2	2	72	120	0
1884	2	2	52	120	0
1884	2	2	48	120	0
1884	2	2	45	120	0
1887	2	2	74	120	0
1890	1	1	93	120	0
1890	1	1	81	120	0
1890	2	2	74	120	0
1893	2	2	76	120	0
1896	1	1	94	120	0
1896	1	1	82	120	0
1896	2	2	76	120	0
1896	2	2	45	120	0
1896	2	2	48	120	0
1896	2	2	52	120	0
1896	2	2	57	120	0
1899	2	2	77	120	0
1902	1	1	95	120	0
1902	1	1	83	120	0
1902	2	2	77	120	0
1905	2	2	79	120	0
1908	2	2	79	120	0
1911	2	2	80	120	0
1914	1	1	100	120	0
1914	1	1	88	120	0
1914	2	2	80	120	0
1917	2	2	81	120	0
1920	2	2	45	120	0
1923	2	2	45	120	0
1926	2	2	45	120	0
1929	2	2	45	120	0
1932	2	2	45	120	0
1932	2	2	52	120	0
1938	2	2	45	120	0
1941	2	2	45	120	0
1947	2	2	45	120	0
1950	2	2	45	120	0
1953	2	2	45	120	0
1956	2	2	52	120	0
1956	2	2	45	120	0
1962	1	1	75	120	0
1962	1	1	68	120	0
1962	1	1	80	120	0
1962	2	2	47	120	0
1962	2	2	50	120	0
1962	2	2	43	120	0
1962	2	2	55	120	0
1968	1	1	81	120	0
1968	1	1	69	120	0
1968	1	1	76	120	0
1968	2	2	52	120	0
1968	2	2	48	120	0
1968	2	2	45	120	0
1968	2	2	57	120	0
1971	2	2	45	120	0
1974	2	2	45	120	0
1977	2	2	45	120	0
1980	2	2	45	120	0
1980	2	2	52	120	0
1986	2	2	45	120	0
1989	2	2	45	120	0
1995	2	2	45	120	0
1998	2	2	45	120	0
2004	2	2	45	120	0
2004	2	2	52	120	0
2010	2	2	45	120	0
2016	1	1	81	120	0
2016	2	2	41	120	0
2019	1	1	79	120	0
2022	1	1	76	120	0
2022	2	2	48	120	0
2025	1	1	74	120	0
2028	1	1	76	120	0
2028	2	2	57	120	0
2034	1	1	79	120	0
2034	2	2	48	120	0
2037	1	1	76	120	0
2040	1	1	74	120	0
2040	2	2	43	120	0
2046	1	1	76	120	0
2046	2	2	50	120	0
2049	1	1	74	120	0
2052	1	1	72	120	0
2052	2	2	59	120	0
2058	1	1	74	120	0
2058	2	2	50	120	0
2061	1	1	72	120	0
2064	1	1	79	120	0
2064	1	1	71	120	0
2064	2	2	40	120	0
2070	2	2	47	120	0
2076	1	1	72	120	0
2076	1	1	81	120	0
2076	2	2	55	120	0
2082	1	1	79	120	0
2082	1	1	71	120	0
2082	2	2	47	120	0
2088	1	1	69	120	0
2088	1	1	76	120	0
2088	2	2	45	120	0
2094	2	2	52	120	0
2100	1	1	64	120	0
2100	2	2	57	120	0
2106	1	1	69	120	0
2106	2	2	52	120	0
2109	1	1	72	120	0
2112	1	1	81	120	0
2112	2	2	41	120	0
2115	1	1	79	120	0
2118	1	1	76	120	0
2118	2	2	48	120	0
2121	1	1	74	120	0
2124	1	1	76	120	0
2124	2	2	57	120	0
2130	1	1	79	120	0
2130	2	2	48	120	0
2133	1	1	76	120	0
2136	1	1	83	120	0
2136	2	2	43	120	0
2142	1	1	84	120	0
2142	2	2	50	120	0
2145	1	1	88	120	0
2148	1	1	83	120	0
2148	2	2	59	120	0
2154	1	1	81	120	0
2154	2	2	50	120	0
2157	1	1	79	120	0
2160	1	1	76	120	0
2160	2	2	40	120	0
2166	2	2	47	120	0
2172	1	1	67	120	0
2172	1	1	79	120	0
2172	2	2	55	120	0
2178	1	1	86	120	0
2178	1	1	74	120	0
2178	2	2	47	120	0
2184	1	1	73	120	0
2184	1	1	85	120	0
2184	2	2	56	120	0
2190	2	2	47	120	0
2196	1	1	83	120	0
2196	2	2	59	120	0
2202	1	1	81	120	0
2202	2	2	47	120	0
2205	1	1	83	120	0
2208	1	1	84	120	0
2208	2	2	41	120	0
2211	1	1	83	120	0
2214	1	1	79	120	0
2214	2	2	48	120	0
2217	1	1	76	120	0
2220	1	1	74	120	0
2220	2	2	57	120	0
2226	1	1	72	120	0
2226	2	2	48	120	0
2229	1	1	76	120	0
2232	1	1	71	120	0
2232	2	2	43	120	0
2238	1	1	72	120	0
2238	2	2	50	120	0
2241	1	1	76	120	0
2244	1	1	69	120	0
2244	2	2	59	120	0
2250	1	1	71	120	0
2250	2	2	50	120	0
2253	1	1	72	120	0
2256	1	1	71	120	0
2256	2	2	45	120	0
2259	1	1	74	120	0
2262	1	1	76	120	0
2262	2	2	52	120	0
2265	1	1	81	120	0
2268	1	1	84	120	0
2268	2	2	60	120	0
2274	1	1	80	120	0
2274	2	2	52	120	0
2280	1	1	81	120	0
2280	2	2	45	120	0
2283	1	1	84	120	0
2286	1	1	87	120	0
2286	2	2	52	120	0
2289	1	1	88	120	0
2292	1	1	93	120	0
2292	2	2	43	120	0
2298	1	1	88	120	0
2298	2	2	50	120	0
2304	1	1	95	120	0
2304	2	2	41	120	0
2307	1	1	95	120	0
2308	1	1	93	120	0
2310	1	1	88	120	0
2310	2	2	48	120	0
2313	1	1	86	120	0
2316	1	1	84	120	0
2316	2	2	57	120	0
2319	1	1	83	120	0
2322	1	1	81	120	0
2322	2	2	48	120	0
2325	1	1	76	120	0
2328	1	1	95	120	0
2328	2	2	43	120	0
2331	1	1	93	120	0
2334	1	1	91	120	0
2334	2	2	50	120	0
2337	1	1	88	120	0
2340	1	1	86	120	0
2340	2	2	59	120	0
2343	1	1	84	120	0
2346	1	1	83	120	0
2346	2	2	50	120	0
2349	1	1	81	120	0
2352	1	1	81	120	0
2352	1	1	85	120	0
2352	1	1	76	120	0
2352	2	2	45	120	0
2358	2	2	52	120	0
2364	2	2	61	120	0
2370	1	1	81	120	0
2370	2	2	52	120	0
2376	1	1	74	120	0
2376	1	1	76	120	0
2376	2	2	61	120	0
2379	1	1	72	120	0
2382	1	1	71	120	0
2382	2	2	52	120	0
2385	1	1	69	120	0
2388	1	1	72	120	0
2388	2	2	61	120	0
2391	1	1	71	120	0
2394	1	1	64	120	0
2394	2	2	52	120	0
2400	1	1	81	120	0
2400	2	2	41	120	0
2403	1	1	79	120	0
2406	1	1	76	120	0
2406	2	2	48	120	0
2409	1	1	74	120	0
2412	1	1	75	120	0
2412	2	2	57	120	0
2413	1	1	76	120	0
2415	1	1	79	120	0
2418	1	1	79	120	0
2418	2	2	48	120	0
2421	1	1	76	120	0
2424	1	1	73	120	0
2424	2	2	43	120	0
2425	1	1	74	120	0
2427	1	1	76	120	0
2430	1	1	76	120	0
2430	2	2	50	120	0
2433	1	1	74	120	0
2436	1	1	71	120	0
2436	2	2	59	120	0
2437	1	1	72	120	0
2439	1	1	74	120	0
2442	1	1	74	120	0
2442	2	2	50	120	0
2445	1	1	72	120	0
2448	1	1	71	120	0
2448	2	2	40	120	0
2451	1	1	72	120	0
2452	1	1	76	120	0
2454	1	1	72	120	0
2454	2	2	47	120	0
2457	1	1	71	120	0
2460	1	1	72	120	0
2460	2	2	55	120	0
2463	1	1	67	120	0
2466	1	1	71	120	0
2466	2	2	47	120	0
2469	1	1	76	120	0
2472	1	1	69	120	0
2472	2	2	45	120	0
2475	1	1	72	120	0
2478	1	1	67	120	0
2478	2	2	52	120	0
2481	1	1	71	120	0
2484	1	1	64	120	0
2484	2	2	57	120	0
2490	1	1	69	120	0
2490	2	2	52	120	0
2493	1	1	72	120	0
2496	1	1	76	120	0
2496	1	1	81	120	0
2496	2	2	41	120	0
2499	1	1	79	120	0
2499	1	1	74	120	0
2502	1	1	76	120	0
2502	1	1	72	120	0
2502	2	2	48	120	0
2505	1	1	74	120	0
2505	1	1	71	120	0
2508	1	1	76	120	0
2508	1	1	72	120	0
2508	2	2	57	120	0
2514	1	1	79	120	0
2514	2	2	48	120	0
2515	1	1	79	120	0
2517	1	1	76	120	0
2520	1	1	83	120	0
2520	2	2	43	120	0
2521	1	1	83	120	0
2523	1	1	84	120	0
2526	1	1	84	120	0
2526	2	2	50	120	0
2529	1	1	88	120	0
2532	1	1	83	120	0
2532	2	2	59	120	0
2535	1	1	84	120	0
2538	1	1	81	120	0
2538	2	2	50	120	0
2541	1	1	79	120	0
2544	1	1	76	120	0
2544	2	2	40	120	0
2547	1	1	79	120	0
2550	1	1	84	120	0
2550	2	2	47	120	0
2553	1	1	83	120	0
2556	1	1	79	120	0
2556	1	1	67	120	0
2556	2	2	55	120	0
2562	1	1	74	120	0
2562	1	1	86	120	0
2562	2	2	47	120	0
2568	1	1	85	120	0
2568	1	1	73	120	0
2568	2	2	56	120	0
2571	1	1	83	120	0
2574	1	1	81	120	0
2574	2	2	47	120	0
2577	1	1	83	120	0
2580	1	1	85	120	0
2580	2	2	59	120	0
2583	1	1	83	120	0
2586	1	1	81	120	0
2586	2	2	47	120	0
2589	1	1	83	120	0
2592	1	1	81	120	0
2592	1	1	84	120	0
2592	2	2	41	120	0
2595	1	1	79	120	0
2595	1	1	83	120	0
2598	1	1	79	120	0
2598	1	1	76	120	0
2598	2	2	48	120	0
2601	1	1	72	120	0
2601	1	1	76	120	0
2604	1	1	69	120	0
2604	1	1	74	120	0
2604	2	2	57	120	0
2610	1	1	72	120	0
2610	2	2	48	120	0
2613	1	1	76	120	0
2616	1	1	71	120	0
2616	2	2	43	120	0
2619	1	1	72	120	0
2622	1	1	72	120	0
2622	2	2	50	120	0
2625	1	1	76	120	0
2628	1	1	69	120	0
2628	2	2	59	120	0
2629	1	1	70	120	0
2631	1	1	71	120	0
2634	1	1	72	120	0
2634	2	2	50	120	0
2635	1	1	76	120	0
2637	1	1	72	120	0
2640	1	1	64	120	0
2640	1	1	69	120	0
2640	2	2	45	120	0
2643	1	1	69	120	0
2643	1	1	74	120	0
2646	1	1	72	120	0
2646	1	1	76	120	0
2646	2	2	52	120	0
2649	1	1	81	120	0
2649	1	1	76	120	0
2652	1	1	81	120	0
2652	1	1	84	120	0
2652	2	2	60	120	0
2655	1	1	81	120	0
2655	1	1	84	120	0
2658	1	1	80	120	0
2658	1	1	76	120	0
2658	2	2	52	120	0
2664	1	1	81	120	0
2664	1	1	72	120	0
2664	2	2	45	120	0
2667	1	1	76	120	0
2667	1	1	84	120	0
2670	1	1	80	120	0
2670	1	1	87	120	0
2670	2	2	52	120	0
2673	1	1	81	120	0
2673	1	1	88	120	0
2676	1	1	84	120	0
2676	1	1	93	120	0
2676	2	2	43	120	0
2679	1	1	93	120	0
2679	1	1	84	120	0
2682	1	1	88	120	0
2682	1	1	81	120	0
2682	2	2	50	120	0
2688	1	1	93	120	0
2688	2	2	41	120	0
2691	1	1	88	120	0
2694	1	1	86	120	0
2694	2	2	48	120	0
2697	1	1	81	120	0
2700	1	1	84	120	0
2700	2	2	57	120	0
2703	1	1	83	120	0
2706	1	1	81	120	0
2706	2	2	48	120	0
2709	1	1	76	120	0
2712	1	1	69	120	0
2712	2	2	43	120	0
2715	1	1	72	120	0
2718	1	1	76	120	0
2718	2	2	50	120	0
2721	1	1	81	120	0
2724	1	1	84	120	0
2724	1	1	81	120	0
2724	2	2	59	120	0
2730	1	1	83	120	0
2730	1	1	79	120	0
2730	2	2	50	120	0
2736	1	1	81	120	0
2736	1	1	76	120	0
2736	1	1	73	120	0
2736	2	2	45	120	0
2742	2	2	52	120	0
2748	1	1	69	120	0
2748	2	2	61	120	0
2749	1	1	72	120	0
2751	1	1	76	120	0
2752	1	1	81	120	0
2754	1	1	64	120	0
2754	1	1	81	120	0
2754	2	2	52	120	0
2755	1	1	84	120	0
2757	1	1	88	120	0
2758	1	1	93	120	0
2760	1	1	93	120	0
2760	2	2	61	120	0
2761	1	1	88	120	0
2763	1	1	84	120	0
2764	1	1	81	120	0
2766	1	1	81	120	0
2766	2	2	52	120	0
2767	1	1	76	120	0
2769	1	1	72	120	0
2770	1	1	69	120	0
2772	1	1	69	120	0
2772	2	2	61	120	0
2773	1	1	64	120	0
2775	1	1	60	120	0
2776	1	1	57	120	0
2778	1	1	57	120	0
2778	2	2	52	120	0
2779	1	1	52	120	0
2781	1	1	48	120	0
2782	1	1	45	120	0
2784	1	1	69	120	0
2784	1	1	81	120	0
2784	2	2	45	120	0
2784	2	2	48	120	0
2784	2	2	52	120	0
2784	2	2	57	120	0
2796	1	1	69	120	0
2796	1	1	81	120	0
2796	2	2	52	120	0
2796	2	2	48	120	0
2796	2	2	45	120	0
2796	2	2	57	120	0
2808	1	1	70	120	0
2808	1	1	82	120	0
2808	2	2	57	120	0
2808	2	2	45	120	0
2808	2	2	52	120	0
2808	2	2	48	120	0
2814	1	1	71	120	0
2814	1	1	83	120	0
2814	2	2	50	120	0
2814	2	2	47	120	0
2814	2	2	43	120	0
2814	2	2	55	120	0
2826	1	1	84	120	0
2826	1	1	72	120	0
2826	2	2	48	120	0
2826	2	2	45	120	0
2826	2	2	57	120	0
2826	2	2	52	120	0
2832	1	1	81	120	0
2832	1	1	72	120	0
2832	1	1	84	120	0
2832	2	2	52	120	0
2832	2	2	48	120	0
2832	2	2	45	120	0
2832	2	2	57	120	0
2844	1	1	72	120	0
2844	1	1	81	120	0
2844	1	1	84	120	0
2844	2	2	52	120	0
2844	2	2	57	120	0
2844	2	2	45	120	0
2844	2	2	48	120	0
2856	1	1	82	120	0
2856	1	1	74	120	0
2856	1	1	86	120	0
2856	2	2	57	120	0
2856	2	2	45	120	0
2856	2	2	52	120	0
2856	2	2	48	120	0
2862	1	1	87	120	0
2862	1	1	75	120	0
2862	1	1	83	120	0
2862	2	2	50	120	0
2862	2	2	47	120	0
2862	2	2	43	120	0
2862	2	2	55	120	0
2874	1	1	88	120	0
2874	1	1	76	120	0
2874	1	1	84	120	0
2874	2	2	45	120	0
2874	2	2	57	120	0
2874	2	2	48	120	0
2874	2	2	52	120	0
2880	1	1	81	120	0
2880	1	1	93	120	0
2880	2	2	57	120	0
2880	2	2	45	120	0
2880	2	2	48	120	0
2880	2	2	52	120	0
2883	2	2	59	120	0
2886	1	1	81	120	0
2886	1	1	93	120	0
2886	2	2	59	120	0
2889	2	2	60	120	0
2892	1	1	93	120	0
2892	1	1	81	120	0
2892	2	2	60	120	0
2892	2	2	45	120	0
2892	2	2	48	120	0
2892	2	2	52	120	0
2892	2	2	57	120	0
2895	2	2	62	120	0
2898	1	1	93	120	0
2898	1	1	81	120	0
2898	2	2	62	120	0
2901	2	2	64	120	0
2904	1	1	82	120	0
2904	1	1	94	120	0
2904	2	2	57	120	0
2904	2	2	52	120	0
2904	2	2	48	120	0
2904	2	2	45	120	0
2904	2	2	64	120	0
2907	2	2	65	120	0
2910	1	1	83	120	0
2910	1	1	95	120	0
2910	2	2	55	120	0
2910	2	2	50	120	0
2910	2	2	47	120	0
2910	2	2	43	120	0
2910	2	2	65	120	0
2913	2	2	67	120	0
2916	2	2	67	120	0
2919	2	2	68	120	0
2922	1	1	96	120	0
2922	1	1	84	120	0
2922	2	2	68	120	0
2922	2	2	57	120	0
2922	2	2	52	120	0
2922	2	2	48	120	0
2922	2	2	45	120	0
2925	2	2	69	120	0
2928	1	1	93	120	0
2928	1	1	81	120	0
2928	2	2	57	120	0
2928	2	2	52	120	0
2928	2	2	48	120	0
2928	2	2	45	120	0
2928	2	2	69	120	0
2931	2	2	71	120	0
2934	2	2	71	120	0
2937	2	2	72	120	0
2940	1	1	81	120	0
2940	1	1	93	120	0
2940	2	2	57	120	0
2940	2	2	72	120	0
2940	2	2	52	120	0
2940	2	2	48	120	0
2940	2	2	45	120	0
2943	2	2	74	120	0
2946	2	2	74	120	0
2949	2	2	76	120	0
2952	1	1	91	120	0
2952	1	1	79	120	0
2952	2	2	57	120	0
2952	2	2	52	120	0
2952	2	2	48	120	0
2952	2	2	45	120	0
2952	2	2	76	120	0
2955	2	2	77	120	0
2958	1	1	93	120	0
2958	1	1	81	120	0
2958	2	2	77	120	0
2961	2	2	79	120	0
2964	2	2	79	120	0
2967	2	2	80	120	0
2970	1	1	93	120	0
2970	1	1	81	120	0
2970	2	2	80	120	0
2973	2	2	81	120	0
