tick	time	track	channel	bar	beat	pitch	volume	instrument
1776	1776	2	2	36	147	45	120	0
1776	1776	2	2	36	147	48	120	0
1776	1776	2	2	36	147	52	120	0
1776	1776	2	2	36	147	57	120	0
1788	1788	1	1	37	148	69	120	0
1788	1788	1	1	37	148	81	120	0
1788	1788	2	2	37	148	45	120	0
1788	1788	2	2	37	148	48	120	0
1788	1788	2	2	37	148	52	120	0
1788	1788	2	2	37	148	57	120	0
1800	1800	1	1	37	149	70	120	0
1800	1800	1	1	37	149	82	120	0
1800	1800	2	2	37	149	45	120	0
1800	1800	2	2	37	149	48	120	0
1800	1800	2	2	37	149	52	120	0
1800	1800	2	2	37	149	57	120	0
1806	1806	1	1	37	150	71	120	0
1806	1806	1	1	37	150	83	120	0
1806	1806	2	2	37	150	43	120	0
1806	1806	2	2	37	150	47	120	0
1806	1806	2	2	37	150	50	120	0
1806	1806	2	2	37	150	55	120	0
1818	1818	1	1	37	151	72	120	0
1818	1818	1	1	37	151	84	120	0
1818	1818	2	2	37	151	45	120	0
1818	1818	2	2	37	151	48	120	0
1818	1818	2	2	37	151	52	120	0
1818	1818	2	2	37	151	57	120	0
1824	1824	1	1	37	151	81	120	0
1824	1824	1	1	37	151	93	120	0
1824	1824	2	2	37	151	45	120	0
1824	1824	2	2	37	151	48	120	0
1824	1824	2	2	37	151	52	120	0
1824	1824	2	2	37	151	57	120	0
1827	1827	2	2	38	152	59	120	0
1830	1830	1	1	38	152	81	120	0
1830	1830	1	1	38	152	93	120	0
1830	1830	2	2	38	152	59	120	0
1833	1833	2	2	38	152	60	120	0
1836	1836	1	1	38	152	81	120	0
1836	1836	1	1	38	152	93	120	0
1836	1836	2	2	38	152	45	120	0
1836	1836	2	2	38	152	48	120	0
1836	1836	2	2	38	152	52	120	0
1836	1836	2	2	38	152	57	120	0
1836	1836	2	2	38	152	60	120	0
1839	1839	2	2	38	153	62	120	0
1842	1842	1	1	38	153	81	120	0
1842	1842	1	1	38	153	93	120	0
1842	1842	2	2	38	153	62	120	0
1845	1845	2	2	38	153	64	120	0
1848	1848	1	1	38	153	82	120	0
1848	1848	1	1	38	153	94	120	0
1848	1848	2	2	38	153	45	120	0
1848	1848	2	2	38	153	48	120	0
1848	1848	2	2	38	153	52	120	0
1848	1848	2	2	38	153	57	120	0
1848	1848	2	2	38	153	64	120	0
1851	1851	2	2	38	154	65	120	0
1854	1854	1	1	38	154	83	120	0
1854	1854	1	1	38	154	95	120	0
1854	1854	2	2	38	154	43	120	0
1854	1854	2	2	38	154	47	120	0
1854	1854	2	2	38	154	50	120	0
1854	1854	2	2	38	154	55	120	0
1854	1854	2	2	38	154	65	120	0
1857	1857	2	2	38	154	67	120	0
1860	1860	2	2	38	154	67	120	0
1863	1863	2	2	38	155	68	120	0
1866	1866	1	1	38	155	84	120	0
1866	1866	1	1	38	155	96	120	0
1866	1866	2	2	38	155	45	120	0
1866	1866	2	2	38	155	48	120	0
1866	1866	2	2	38	155	52	120	0
1866	1866	2	2	38	155	57	120	0
1866	1866	2	2	38	155	68	120	0
1869	1869	2	2	38	155	69	120	0
1872	1872	1	1	38	155	81	120	0
1872	1872	1	1	38	155	93	120	0
1872	1872	2	2	38	155	45	120	0
1872	1872	2	2	38	155	48	120	0
1872	1872	2	2	38	155	52	120	0
1872	1872	2	2	38	155	57	120	0
1872	1872	2	2	38	155	69	120	0
1875	1875	2	2	39	156	71	120	0
1878	1878	1	1	39	156	81	120	0
1878	1878	1	1	39	156	93	120	0
1878	1878	2	2	39	156	71	120	0
1881	1881	2	2	39	156	72	120	0
1884	1884	1	1	39	156	81	120	0
1884	1884	1	1	39	156	93	120	0
1884	1884	2	2	39	156	45	120	0
1884	1884	2	2	39	156	48	120	0
1884	1884	2	2	39	156	52	120	0
1884	1884	2	2	39	156	57	120	0
1884	1884	2	2	39	156	72	120	0
1887	1887	2	2	39	157	74	120	0
1890	1890	1	1	39	157	81	120	0
1890	1890	1	1	39	157	93	120	0
1890	1890	2	2	39	157	74	120	0
1893	1893	2	2	39	157	76	120	0
1896	1896	1	1	39	157	82	120	0
1896	1896	1	1	39	157	94	120	0
1896	1896	2	2	39	157	45	120	0
1896	1896	2	2	39	157	48	120	0
1896	1896	2	2	39	157	52	120	0
1896	1896	2	2	39	157	57	120	0
1896	1896	2	2	39	157	76	120	0
1899	1899	2	2	39	158	77	120	0
1902	1902	1	1	39	158	83	120	0
1902	1902	1	1	39	158	95	120	0
1902	1902	2	2	39	158	77	120	0
1905	1905	2	2	39	158	79	120	0
1908	1908	2	2	39	158	79	120	0
1911	1911	2	2	39	159	80	120	0
1914	1914	1	1	39	159	88	120	0
1914	1914	1	1	39	159	100	120	0
1914	1914	2	2	39	159	80	120	0
1917	1917	2	2	39	159	81	120	0
1920	1920	2	2	39	159	45	120	0
1923	1923	2	2	40	160	45	120	0
1926	1926	2	2	40	160	45	120	0
1929	1929	2	2	40	160	45	120	0
1932	1932	2	2	40	160	45	120	0
1932	1932	2	2	40	160	52	120	0
1938	1938	2	2	40	161	45	120	0
1941	1941	2	2	40	161	45	120	0
1947	1947	2	2	40	162	45	120	0
1950	1950	2	2	40	162	45	120	0
1953	1953	2	2	40	162	45	120	0
1956	1956	2	2	40	162	45	120	0
1956	1956	2	2	40	162	52	120	0
1962	1962	1	1	40	163	68	120	0
1962	1962	1	1	40	163	75	120	0
1962	1962	1	1	40	163	80	120	0
1962	1962	2	2	40	163	43	120	0
1962	1962	2	2	40	163	47	120	0
1962	1962	2	2	40	163	50	120	0
1962	1962	2	2	40	163	55	120	0
1968	1968	1	1	40	163	69	120	0
1968	1968	1	1	40	163	76	120	0
1968	1968	1	1	40	163	81	120	0
1968	1968	2	2	40	163	45	120	0
1968	1968	2	2	40	163	48	120	0
1968	1968	2	2	40	163	52	120	0
1968	1968	2	2	40	163	57	120	0
1971	1971	2	2	41	164	45	120	0
1974	1974	2	2	41	164	45	120	0
1977	1977	2	2	41	164	45	120	0
1980	1980	2	2	41	164	45	120	0
1980	1980	2	2	41	164	52	120	0
1986	1986	2	2	41	165	45	120	0
1989	1989	2	2	41	165	45	120	0
1995	1995	2	2	41	166	45	120	0
1998	1998	2	2	41	166	45	120	0
2004	2004	2	2	41	166	45	120	0
2004	2004	2	2	41	166	52	120	0
2010	2010	2	2	41	167	45	120	0
2016	2016	1	1	41	167	81	120	0
2016	2016	2	2	41	167	41	120	0
2019	2019	1	1	42	168	79	120	0
2022	2022	1	1	42	168	76	120	0
2022	2022	2	2	42	168	48	120	0
2025	2025	1	1	42	168	74	120	0
2028	2028	1	1	42	168	76	120	0
2028	2028	2	2	42	168	57	120	0
2034	2034	1	1	42	169	79	120	0
2034	2034	2	2	42	169	48	120	0
2037	2037	1	1	42	169	76	120	0
2040	2040	1	1	42	169	74	120	0
2040	2040	2	2	42	169	43	120	0
2046	2046	1	1	42	170	76	120	0
2046	2046	2	2	42	170	50	120	0
2049	2049	1	1	42	170	74	120	0
2052	2052	1	1	42	170	72	120	0
2052	2052	2	2	42	170	59	120	0
2058	2058	1	1	42	171	74	120	0
2058	2058	2	2	42	171	50	120	0
2061	2061	1	1	42	171	72	120	0
2064	2064	1	1	42	171	71	120	0
2064	2064	1	1	42	171	79	120	0
2064	2064	2	2	42	171	40	120	0
2070	2070	2	2	43	172	47	120	0
2076	2076	1	1	43	172	72	120	0
2076	2076	1	1	43	172	81	120	0
2076	2076	2	2	43	172	55	120	0
2082	2082	1	1	43	173	71	120	0
2082	2082	1	1	43	173	79	120	0
2082	2082	2	2	43	173	47	120	0
2088	2088	1	1	43	173	69	120	0
2088	2088	1	1	43	173	76	120	0
2088	2088	2	2	43	173	45	120	0
2094	2094	2	2	43	174	52	120	0
2100	2100	1	1	43	174	64	120	0
2100	2100	2	2	43	174	57	120	0
2106	2106	1	1	43	175	69	120	0
2106	2106	2	2	43	175	52	120	0
2109	2109	1	1	43	175	72	120	0
2112	2112	1	1	43	175	81	120	0
2112	2112	2	2	43	175	41	120	0
2115	2115	1	1	44	176	79	120	0
2118	2118	1	1	44	176	76	120	0
2118	2118	2	2	44	176	48	120	0
2121	2121	1	1	44	176	74	120	0
2124	2124	1	1	44	176	76	120	0
2124	2124	2	2	44	176	57	120	0
2130	2130	1	1	44	177	79	120	0
2130	2130	2	2	44	177	48	120	0
2133	2133	1	1	44	177	76	120	0
2136	2136	1	1	44	177	83	120	0
2136	2136	2	2	44	177	43	120	0
2142	2142	1	1	44	178	84	120	0
2142	2142	2	2	44	178	50	120	0
2145	2145	1	1	44	178	88	120	0
2148	2148	1	1	44	178	83	120	0
2148	2148	2	2	44	178	59	120	0
2154	2154	1	1	44	179	81	120	0
2154	2154	2	2	44	179	50	120	0
2157	2157	1	1	44	179	79	120	0
2160	2160	1	1	44	179	76	120	0
2160	2160	2	2	44	179	40	120	0
2166	2166	2	2	45	180	47	120	0
2172	2172	1	1	45	180	67	120	0
2172	2172	1	1	45	180	79	120	0
2172	2172	2	2	45	180	55	120	0
2178	2178	1	1	45	181	74	120	0
2178	2178	1	1	45	181	86	120	0
2178	2178	2	2	45	181	47	120	0
2184	2184	1	1	45	181	73	120	0
2184	2184	1	1	45	181	85	120	0
2184	2184	2	2	45	181	56	120	0
2190	2190	2	2	45	182	47	120	0
2196	2196	1	1	45	182	83	120	0
2196	2196	2	2	45	182	59	120	0
2202	2202	1	1	45	183	81	120	0
2202	2202	2	2	45	183	47	120	0
2205	2205	1	1	45	183	83	120	0
2208	2208	1	1	45	183	84	120	0
2208	2208	2	2	45	183	41	120	0
2211	2211	1	1	46	184	83	120	0
2214	2214	1	1	46	184	79	120	0
2214	2214	2	2	46	184	48	120	0
2217	2217	1	1	46	184	76	120	0
2220	2220	1	1	46	184	74	120	0
2220	2220	2	2	46	184	57	120	0
2226	2226	1	1	46	185	72	120	0
2226	2226	2	2	46	185	48	120	0
2229	2229	1	1	46	185	76	120	0
2232	2232	1	1	46	185	71	120	0
2232	2232	2	2	46	185	43	120	0
2238	2238	1	1	46	186	72	120	0
2238	2238	2	2	46	186	50	120	0
2241	2241	1	1	46	186	76	120	0
2244	2244	1	1	46	186	69	120	0
2244	2244	2	2	46	186	59	120	0
2250	2250	1	1	46	187	71	120	0
2250	2250	2	2	46	187	50	120	0
2253	2253	1	1	46	187	72	120	0
2256	2256	1	1	46	187	71	120	0
2256	2256	2	2	46	187	45	120	0
2259	2259	1	1	47	188	74	120	0
2262	2262	1	1	47	188	76	120	0
2262	2262	2	2	47	188	52	120	0
2265	2265	1	1	47	188	81	120	0
2268	2268	1	1	47	188	84	120	0
2268	2268	2	2	47	188	60	120	0
2274	2274	1	1	47	189	80	120	0
2274	2274	2	2	47	189	52	120	0
2280	2280	1	1	47	189	81	120	0
2280	2280	2	2	47	189	45	120	0
2283	2283	1	1	47	190	84	120	0
2286	2286	1	1	47	190	87	120	0
2286	2286	2	2	47	190	52	120	0
2289	2289	1	1	47	190	88	120	0
2292	2292	1	1	47	190	93	120	0
2292	2292	2	2	47	190	43	120	0
2298	2298	1	1	47	191	88	120	0
2298	2298	2	2	47	191	50	120	0
2304	2304	1	1	47	191	95	120	0
2304	2304	2	2	47	191	41	120	0
2307	2307	1	1	48	192	95	120	0
2308	2308	1	1	48	192	93	120	0
2310	2310	1	1	48	192	88	120	0
2310	2310	2	2	48	192	48	120	0
2313	2313	1	1	48	192	86	120	0
2316	2316	1	1	48	192	84	120	0
2316	2316	2	2	48	192	57	120	0
2319	2319	1	1	48	193	83	120	0
2322	2322	1	1	48	193	81	120	0
2322	2322	2	2	48	193	48	120	0
2325	2325	1	1	48	193	76	120	0
2328	2328	1	1	48	193	95	120	0
2328	2328	2	2	48	193	43	120	0
2331	2331	1	1	48	194	93	120	0
2334	2334	1	1	48	194	91	120	0
2334	2334	2	2	48	194	50	120	0
2337	2337	1	1	48	194	88	120	0
2340	2340	1	1	48	194	86	120	0
2340	2340	2	2	48	194	59	120	0
2343	2343	1	1	48	195	84	120	0
2346	2346	1	1	48	195	83	120	0
2346	2346	2	2	48	195	50	120	0
2349	2349	1	1	48	195	81	120	0
2352	2352	1	1	48	195	76	120	0
2352	2352	1	1	48	195	81	120	0
2352	2352	1	1	48	195	85	120	0
2352	2352	2	2	48	195	45	120	0
2358	2358	2	2	49	196	52	120	0
2364	2364	2	2	49	196	61	120	0
2370	2370	1	1	49	197	81	120	0
2370	2370	2	2	49	197	52	120	0
2376	2376	1	1	49	197	74	120	0
2376	2376	1	1	49	197	76	120	0
2376	2376	2	2	49	197	61	120	0
2379	2379	1	1	49	198	72	120	0
2382	2382	1	1	49	198	71	120	0
2382	2382	2	2	49	198	52	120	0
2385	2385	1	1	49	198	69	120	0
2388	2388	1	1	49	198	72	120	0
2388	2388	2	2	49	198	61	120	0
2391	2391	1	1	49	199	71	120	0
2394	2394	1	1	49	199	64	120	0
2394	2394	2	2	49	199	52	120	0
2400	2400	1	1	49	199	81	120	0
2400	2400	2	2	49	199	41	120	0
2403	2403	1	1	50	200	79	120	0
2406	2406	1	1	50	200	76	120	0
2406	2406	2	2	50	200	48	120	0
2409	2409	1	1	50	200	74	120	0
2412	2412	1	1	50	200	75	120	0
2412	2412	2	2	50	200	57	120	0
2413	2413	1	1	50	201	76	120	0
2415	2415	1	1	50	201	79	120	0
2418	2418	1	1	50	201	79	120	0
2418	2418	2	2	50	201	48	120	0
2421	2421	1	1	50	201	76	120	0
2424	2424	1	1	50	201	73	120	0
2424	2424	2	2	50	201	43	120	0
2425	2425	1	1	50	202	74	120	0
2427	2427	1	1	50	202	76	120	0
2430	2430	1	1	50	202	76	120	0
2430	2430	2	2	50	202	50	120	0
2433	2433	1	1	50	202	74	120	0
2436	2436	1	1	50	202	71	120	0
2436	2436	2	2	50	202	59	120	0
2437	2437	1	1	50	203	72	120	0
2439	2439	1	1	50	203	74	120	0
2442	2442	1	1	50	203	74	120	0
2442	2442	2	2	50	203	50	120	0
2445	2445	1	1	50	203	72	120	0
2448	2448	1	1	50	203	71	120	0
2448	2448	2	2	50	203	40	120	0
2451	2451	1	1	51	204	72	120	0
2452	2452	1	1	51	204	76	120	0
2454	2454	1	1	51	204	72	120	0
2454	2454	2	2	51	204	47	120	0
2457	2457	1	1	51	204	71	120	0
2460	2460	1	1	51	204	72	120	0
2460	2460	2	2	51	204	55	120	0
2463	2463	1	1	51	205	67	120	0
2466	2466	1	1	51	205	71	120	0
2466	2466	2	2	51	205	47	120	0
2469	2469	1	1	51	205	76	120	0
2472	2472	1	1	51	205	69	120	0
2472	2472	2	2	51	205	45	120	0
2475	2475	1	1	51	206	72	120	0
2478	2478	1	1	51	206	67	120	0
2478	2478	2	2	51	206	52	120	0
2481	2481	1	1	51	206	71	120	0
2484	2484	1	1	51	206	64	120	0
2484	2484	2	2	51	206	57	120	0
2490	2490	1	1	51	207	69	120	0
2490	2490	2	2	51	207	52	120	0
2493	2493	1	1	51	207	72	120	0
2496	2496	1	1	51	207	76	120	0
2496	2496	1	1	51	207	81	120	0
2496	2496	2	2	51	207	41	120	0
2499	2499	1	1	52	208	74	120	0
2499	2499	1	1	52	208	79	120	0
2502	2502	1	1	52	208	72	120	0
2502	2502	1	1	52	208	76	120	0
2502	2502	2	2	52	208	48	120	0
2505	2505	1	1	52	208	71	120	0
2505	2505	1	1	52	208	74	120	0
2508	2508	1	1	52	208	72	120	0
2508	2508	1	1	52	208	76	120	0
2508	2508	2	2	52	208	57	120	0
2514	2514	1	1	52	209	79	120	0
2514	2514	2	2	52	209	48	120	0
2515	2515	1	1	52	209	79	120	0
2517	2517	1	1	52	209	76	120	0
2520	2520	1	1	52	209	83	120	0
2520	2520	2	2	52	209	43	120	0
2521	2521	1	1	52	210	83	120	0
2523	2523	1	1	52	210	84	120	0
2526	2526	1	1	52	210	84	120	0
2526	2526	2	2	52	210	50	120	0
2529	2529	1	1	52	210	88	120	0
2532	2532	1	1	52	210	83	120	0
2532	2532	2	2	52	210	59	120	0
2535	2535	1	1	52	211	84	120	0
2538	2538	1	1	52	211	81	120	0
2538	2538	2	2	52	211	50	120	0
2541	2541	1	1	52	211	79	120	0
2544	2544	1	1	52	211	76	120	0
2544	2544	2	2	52	211	40	120	0
2547	2547	1	1	53	212	79	120	0
2550	2550	1	1	53	212	84	120	0
2550	2550	2	2	53	212	47	120	0
2553	2553	1	1	53	212	83	120	0
2556	2556	1	1	53	212	67	120	0
2556	2556	1	1	53	212	79	120	0
2556	2556	2	2	53	212	55	120	0
2562	2562	1	1	53	213	74	120	0
2562	2562	1	1	53	213	86	120	0
2562	2562	2	2	53	213	47	120	0
2568	2568	1	1	53	213	73	120	0
2568	2568	1	1	53	213	85	120	0
2568	2568	2	2	53	213	56	120	0
2571	2571	1	1	53	214	83	120	0
2574	2574	1	1	53	214	81	120	0
2574	2574	2	2	53	214	47	120	0
2577	2577	1	1	53	214	83	120	0
2580	2580	1	1	53	214	85	120	0
2580	2580	2	2	53	214	59	120	0
2583	2583	1	1	53	215	83	120	0
2586	2586	1	1	53	215	81	120	0
2586	2586	2	2	53	215	47	120	0
2589	2589	1	1	53	215	83	120	0
2592	2592	1	1	53	215	81	120	0
2592	2592	1	1	53	215	84	120	0
2592	2592	2	2	53	215	41	120	0
2595	2595	1	1	54	216	79	120	0
2595	2595	1	1	54	216	83	120	0
2598	2598	1	1	54	216	76	120	0
2598	2598	1	1	54	216	79	120	0
2598	2598	2	2	54	216	48	120	0
2601	2601	1	1	54	216	72	120	0
2601	2601	1	1	54	216	76	120	0
2604	2604	1	1	54	216	69	120	0
2604	2604	1	1	54	216	74	120	0
2604	2604	2	2	54	216	57	120	0
2610	2610	1	1	54	217	72	120	0
2610	2610	2	2	54	217	48	120	0
2613	2613	1	1	54	217	76	120	0
2616	2616	1	1	54	217	71	120	0
2616	2616	2	2	54	217	43	120	0
2619	2619	1	1	54	218	72	120	0
2622	2622	1	1	54	218	72	120	0
2622	2622	2	2	54	218	50	120	0
2625	2625	1	1	54	218	76	120	0
2628	2628	1	1	54	218	69	120	0
2628	2628	2	2	54	218	59	120	0
2629	2629	1	1	54	219	70	120	0
2631	2631	1	1	54	219	71	120	0
2634	2634	1	1	54	219	72	120	0
2634	2634	2	2	54	219	50	120	0
2635	2635	1	1	54	219	76	120	0
2637	2637	1	1	54	219	72	120	0
2640	2640	1	1	54	219	64	120	0
2640	2640	1	1	54	219	69	120	0
2640	2640	2	2	54	219	45	120	0
2643	2643	1	1	55	220	69	120	0
2643	2643	1	1	55	220	74	120	0
2646	2646	1	1	55	220	72	120	0
2646	2646	1	1	55	220	76	120	0
2646	2646	2	2	55	220	52	120	0
2649	2649	1	1	55	220	76	120	0
2649	2649	1	1	55	220	81	120	0
2652	2652	1	1	55	220	81	120	0
2652	2652	1	1	55	220	84	120	0
2652	2652	2	2	55	220	60	120	0
2655	2655	1	1	55	221	81	120	0
2655	2655	1	1	55	221	84	120	0
2658	2658	1	1	55	221	76	120	0
2658	2658	1	1	55	221	80	120	0
2658	2658	2	2	55	221	52	120	0
2664	2664	1	1	55	221	72	120	0
2664	2664	1	1	55	221	81	120	0
2664	2664	2	2	55	221	45	120	0
2667	2667	1	1	55	222	76	120	0
2667	2667	1	1	55	222	84	120	0
2670	2670	1	1	55	222	80	120	0
2670	2670	1	1	55	222	87	120	0
2670	2670	2	2	55	222	52	120	0
2673	2673	1	1	55	222	81	120	0
2673	2673	1	1	55	222	88	120	0
2676	2676	1	1	55	222	84	120	0
2676	2676	1	1	55	222	93	120	0
2676	2676	2	2	55	222	43	120	0
2679	2679	1	1	55	223	84	120	0
2679	2679	1	1	55	223	93	120	0
2682	2682	1	1	55	223	81	120	0
2682	2682	1	1	55	223	88	120	0
2682	2682	2	2	55	223	50	120	0
2688	2688	1	1	55	223	93	120	0
2688	2688	2	2	55	223	41	120	0
2691	2691	1	1	56	224	88	120	0
2694	2694	1	1	56	224	86	120	0
2694	2694	2	2	56	224	48	120	0
2697	2697	1	1	56	224	81	120	0
2700	2700	1	1	56	224	84	120	0
2700	2700	2	2	56	224	57	120	0
2703	2703	1	1	56	225	83	120	0
2706	2706	1	1	56	225	81	120	0
2706	2706	2	2	56	225	48	120	0
2709	2709	1	1	56	225	76	120	0
2712	2712	1	1	56	225	69	120	0
2712	2712	2	2	56	225	43	120	0
2715	2715	1	1	56	226	72	120	0
2718	2718	1	1	56	226	76	120	0
2718	2718	2	2	56	226	50	120	0
2721	2721	1	1	56	226	81	120	0
2724	2724	1	1	56	226	81	120	0
2724	2724	1	1	56	226	84	120	0
2724	2724	2	2	56	226	59	120	0
2730	2730	1	1	56	227	79	120	0
2730	2730	1	1	56	227	83	120	0
2730	2730	2	2	56	227	50	120	0
2736	2736	1	1	56	227	73	120	0
2736	2736	1	1	56	227	76	120	0
2736	2736	1	1	56	227	81	120	0
2736	2736	2	2	56	227	45	120	0
2742	2742	2	2	57	228	52	120	0
2748	2748	1	1	57	228	69	120	0
2748	2748	2	2	57	228	61	120	0
2749	2749	1	1	57	229	72	120	0
2751	2751	1	1	57	229	76	120	0
2752	2752	1	1	57	229	81	120	0
2754	2754	1	1	57	229	64	120	0
2754	2754	1	1	57	229	81	120	0
2754	2754	2	2	57	229	52	120	0
2755	2755	1	1	57	229	84	120	0
2757	2757	1	1	57	229	88	120	0
2758	2758	1	1	57	229	93	120	0
2760	2760	1	1	57	229	93	120	0
2760	2760	2	2	57	229	61	120	0
2761	2761	1	1	57	230	88	120	0
2763	2763	1	1	57	230	84	120	0
2764	2764	1	1	57	230	81	120	0
2766	2766	1	1	57	230	81	120	0
2766	2766	2	2	57	230	52	120	0
2767	2767	1	1	57	230	76	120	0
2769	2769	1	1	57	230	72	120	0
2770	2770	1	1	57	230	69	120	0
2772	2772	1	1	57	230	69	120	0
2772	2772	2	2	57	230	61	120	0
2773	2773	1	1	57	231	64	120	0
2775	2775	1	1	57	231	60	120	0
2776	2776	1	1	57	231	57	120	0
2778	2778	1	1	57	231	57	120	0
2778	2778	2	2	57	231	52	120	0
2779	2779	1	1	57	231	52	120	0
2781	2781	1	1	57	231	48	120	0
2782	2782	1	1	57	231	45	120	0
2784	2784	1	1	57	231	69	120	0
2784	2784	1	1	57	231	81	120	0
2784	2784	2	2	57	231	45	120	0
2784	2784	2	2	57	231	48	120	0
2784	2784	2	2	57	231	52	120	0
2784	2784	2	2	57	231	57	120	0
2796	2796	1	1	58	232	69	120	0
2796	2796	1	1	58	232	81	120	0
2796	2796	2	2	58	232	45	120	0
2796	2796	2	2	58	232	48	120	0
2796	2796	2	2	58	232	52	120	0
2796	2796	2	2	58	232	57	120	0
2808	2808	1	1	58	233	70	120	0
2808	2808	1	1	58	233	82	120	0
2808	2808	2	2	58	233	45	120	0
2808	2808	2	2	58	233	48	120	0
2808	2808	2	2	58	233	52	120	0
2808	2808	2	2	58	233	57	120	0
2814	2814	1	1	58	234	71	120	0
2814	2814	1	1	58	234	83	120	0
2814	2814	2	2	58	234	43	120	0
2814	2814	2	2	58	234	47	120	0
2814	2814	2	2	58	234	50	120	0
2814	2814	2	2	58	234	55	120	0
2826	2826	1	1	58	235	72	120	0
2826	2826	1	1	58	235	84	120	0
2826	2826	2	2	58	235	45	120	0
2826	2826	2	2	58	235	48	120	0
2826	2826	2	2	58	235	52	120	0
2826	2826	2	2	58	235	57	120	0
2832	2832	1	1	58	235	72	120	0
2832	2832	1	1	58	235	81	120	0
2832	2832	1	1	58	235	84	120	0
2832	2832	2	2	58	235	45	120	0
2832	2832	2	2	58	235	48	120	0
2832	2832	2	2	58	235	52	120	0
2832	2832	2	2	58	235	57	120	0
2844	2844	1	1	59	236	72	120	0
2844	2844	1	1	59	236	81	120	0
2844	2844	1	1	59	236	84	120	0
2844	2844	2	2	59	236	45	120	0
2844	2844	2	2	59	236	48	120	0
2844	2844	2	2	59	236	52	120	0
2844	2844	2	2	59	236	57	120	0
2856	2856	1	1	59	237	74	120	0
2856	2856	1	1	59	237	82	120	0
2856	2856	1	1	59	237	86	120	0
2856	2856	2	2	59	237	45	120	0
2856	2856	2	2	59	237	48	120	0
2856	2856	2	2	59	237	52	120	0
2856	2856	2	2	59	237	57	120	0
2862	2862	1	1	59	238	75	120	0
2862	2862	1	1	59	238	83	120	0
2862	2862	1	1	59	238	87	120	0
2862	2862	2	2	59	238	43	120	0
2862	2862	2	2	59	238	47	120	0
2862	2862	2	2	59	238	50	120	0
2862	2862	2	2	59	238	55	120	0
2874	2874	1	1	59	239	76	120	0
2874	2874	1	1	59	239	84	120	0
2874	2874	1	1	59	239	88	120	0
2874	2874	2	2	59	239	45	120	0
2874	2874	2	2	59	239	48	120	0
2874	2874	2	2	59	239	52	120	0
2874	2874	2	2	59	239	57	120	0
2880	2880	1	1	59	239	81	120	0
2880	2880	1	1	59	239	93	120	0
2880	2880	2	2	59	239	45	120	0
2880	2880	2	2	59	239	48	120	0
2880	2880	2	2	59	239	52	120	0
2880	2880	2	2	59	239	57	120	0
2883	2883	2	2	60	240	59	120	0
2886	2886	1	1	60	240	81	120	0
2886	2886	1	1	60	240	93	120	0
2886	2886	2	2	60	240	59	120	0
2889	2889	2	2	60	240	60	120	0
2892	2892	1	1	60	240	81	120	0
2892	2892	1	1	60	240	93	120	0
2892	2892	2	2	60	240	45	120	0
2892	2892	2	2	60	240	48	120	0
2892	2892	2	2	60	240	52	120	0
2892	2892	2	2	60	240	57	120	0
2892	2892	2	2	60	240	60	120	0
2895	2895	2	2	60	241	62	120	0
2898	2898	1	1	60	241	81	120	0
2898	2898	1	1	60	241	93	120	0
2898	2898	2	2	60	241	62	120	0
2901	2901	2	2	60	241	64	120	0
2904	2904	1	1	60	241	82	120	0
2904	2904	1	1	60	241	94	120	0
2904	2904	2	2	60	241	45	120	0
2904	2904	2	2	60	241	48	120	0
2904	2904	2	2	60	241	52	120	0
2904	2904	2	2	60	241	57	120	0
2904	2904	2	2	60	241	64	120	0
2907	2907	2	2	60	242	65	120	0
2910	2910	1	1	60	242	83	120	0
2910	2910	1	1	60	242	95	120	0
2910	2910	2	2	60	242	43	120	0
2910	2910	2	2	60	242	47	120	0
2910	2910	2	2	60	242	50	120	0
2910	2910	2	2	60	242	55	120	0
2910	2910	2	2	60	242	65	120	0
2913	2913	2	2	60	242	67	120	0
2916	2916	2	2	60	242	67	120	0
2919	2919	2	2	60	243	68	120	0
2922	2922	1	1	60	243	84	120	0
2922	2922	1	1	60	243	96	120	0
2922	2922	2	2	60	243	45	120	0
2922	2922	2	2	60	243	48	120	0
2922	2922	2	2	60	243	52	120	0
2922	2922	2	2	60	243	57	120	0
2922	2922	2	2	60	243	68	120	0
2925	2925	2	2	60	243	69	120	0
2928	2928	1	1	60	243	81	120	0
2928	2928	1	1	60	243	93	120	0
2928	2928	2	2	60	243	45	120	0
2928	2928	2	2	60	243	48	120	0
2928	2928	2	2	60	243	52	120	0
2928	2928	2	2	60	243	57	120	0
2928	2928	2	2	60	243	69	120	0
2931	2931	2	2	61	244	71	120	0
2934	2934	2	2	61	244	71	120	0
2937	2937	2	2	61	244	72	120	0
2940	2940	1	1	61	244	81	120	0
2940	2940	1	1	61	244	93	120	0
2940	2940	2	2	61	244	45	120	0
2940	2940	2	2	61	244	48	120	0
2940	2940	2	2	61	244	52	120	0
2940	2940	2	2	61	244	57	120	0
2940	2940	2	2	61	244	72	120	0
2943	2943	2	2	61	245	74	120	0
2946	2946	2	2	61	245	74	120	0
2949	2949	2	2	61	245	76	120	0
2952	2952	1	1	61	245	79	120	0
2952	2952	1	1	61	245	91	120	0
2952	2952	2	2	61	245	45	120	0
2952	2952	2	2	61	245	48	120	0
2952	2952	2	2	61	245	52	120	0
2952	2952	2	2	61	245	57	120	0
2952	2952	2	2	61	245	76	120	0
2955	2955	2	2	61	246	77	120	0
2958	2958	1	1	61	246	81	120	0
