time	track	channel	instrument	pitch	velocity	bar	beat
205125000	13	0A	50	41	59	68.375000	273.500000
205125000	13	0A	50	46	59	68.375000	273.500000
205125000	14	0B	51	3E	00	68.375000	273.500000
205125000	14	0B	51	41	00	68.375000	273.500000
205125000	14	0B	51	46	00	68.375000	273.500000
205125000	14	0B	51	3E	59	68.375000	273.500000
205125000	14	0B	51	41	59	68.375000	273.500000
205125000	14	0B	51	46	59	68.375000	273.500000
205132812	12	09	0	2A	5D	68.377604	273.510417
205145312	12	09	0	22	00	68.381771	273.527083
205145312	12	09	0	45	00	68.381771	273.527083
205153125	12	09	0	2A	00	68.384375	273.537500
205500000	12	09	0	45	31	68.500000	274.000000
205500000	12	09	0	22	39	68.500000	274.000000
205507812	12	09	0	2A	7F	68.502604	274.010417
205515625	12	09	0	21	7F	68.505208	274.020833
205520312	12	09	0	22	00	68.506771	274.027083
205520312	12	09	0	45	00	68.506771	274.027083
205528125	12	09	0	2A	00	68.509375	274.037500
205535937	12	09	0	21	00	68.511979	274.047917
205875000	4	01	0	3E	00	68.625000	274.500000
205875000	4	01	0	41	00	68.625000	274.500000
205875000	4	01	0	46	00	68.625000	274.500000
205875000	4	01	0	3E	59	68.625000	274.500000
205875000	4	01	0	41	59	68.625000	274.500000
205875000	4	01	0	46	59	68.625000	274.500000
205875000	6	03	53	4D	00	68.625000	274.500000
205875000	7	04	35	22	00	68.625000	274.500000
205875000	7	04	35	22	7F	68.625000	274.500000
205875000	8	05	18	22	00	68.625000	274.500000
205875000	8	05	18	22	7F	68.625000	274.500000
205875000	9	06	32	22	00	68.625000	274.500000
205875000	9	06	32	22	7F	68.625000	274.500000
205875000	12	09	0	45	1D	68.625000	274.500000
205875000	12	09	0	2A	7F	68.625000	274.500000
205875000	13	0A	50	3E	00	68.625000	274.500000
205875000	13	0A	50	41	00	68.625000	274.500000
205875000	13	0A	50	46	00	68.625000	274.500000
205875000	13	0A	50	3E	59	68.625000	274.500000
205875000	13	0A	50	41	59	68.625000	274.500000
205875000	13	0A	50	46	59	68.625000	274.500000
205875000	14	0B	51	3E	00	68.625000	274.500000
205875000	14	0B	51	41	00	68.625000	274.500000
205875000	14	0B	51	46	00	68.625000	274.500000
205875000	14	0B	51	3E	59	68.625000	274.500000
205875000	14	0B	51	41	59	68.625000	274.500000
205875000	14	0B	51	46	59	68.625000	274.500000
205895312	12	09	0	2A	00	68.631771	274.527083
205895312	12	09	0	45	00	68.631771	274.527083
206000000	12	09	0	2A	7F	68.666667	274.666667
206015625	12	09	0	26	59	68.671875	274.687500
206020312	12	09	0	2A	00	68.673438	274.693750
206062500	12	09	0	26	00	68.687500	274.750000
206109375	12	09	0	26	59	68.703125	274.812500
206125000	12	09	0	2A	7F	68.708333	274.833333
206145312	12	09	0	2A	00	68.715104	274.860417
206156250	12	09	0	26	00	68.718750	274.875000
206250000	6	03	53	52	59	68.750000	275.000000
206250000	12	09	0	22	24	68.750000	275.000000
206250000	12	09	0	45	33	68.750000	275.000000
206250000	12	09	0	21	57	68.750000	275.000000
206250000	12	09	0	24	59	68.750000	275.000000
206250000	12	09	0	26	59	68.750000	275.000000
206265625	12	09	0	2A	7F	68.755208	275.020833
206270312	12	09	0	21	00	68.756771	275.027083
206270312	12	09	0	22	00	68.756771	275.027083
206270312	12	09	0	45	00	68.756771	275.027083
206285937	12	09	0	2A	00	68.761979	275.047917
206296875	12	09	0	24	00	68.765625	275.062500
206296875	12	09	0	26	00	68.765625	275.062500
206437500	4	01	0	3E	00	68.812500	275.250000
206437500	4	01	0	41	00	68.812500	275.250000
206437500	4	01	0	46	00	68.812500	275.250000
206437500	4	01	0	3C	59	68.812500	275.250000
206437500	4	01	0	41	59	68.812500	275.250000
206437500	4	01	0	45	59	68.812500	275.250000
206437500	7	04	35	22	00	68.812500	275.250000
206437500	7	04	35	1D	7F	68.812500	275.250000
206437500	8	05	18	22	00	68.812500	275.250000
206437500	8	05	18	1D	7F	68.812500	275.250000
206437500	9	06	32	22	00	68.812500	275.250000
206437500	9	06	32	1D	7F	68.812500	275.250000
206437500	13	0A	50	3E	00	68.812500	275.250000
206437500	13	0A	50	41	00	68.812500	275.250000
206437500	13	0A	50	46	00	68.812500	275.250000
206437500	13	0A	50	3C	59	68.812500	275.250000
206437500	13	0A	50	41	59	68.812500	275.250000
206437500	13	0A	50	45	59	68.812500	275.250000
206437500	14	0B	51	3E	00	68.812500	275.250000
206437500	14	0B	51	41	00	68.812500	275.250000
206437500	14	0B	51	46	00	68.812500	275.250000
206437500	14	0B	51	3C	59	68.812500	275.250000
206437500	14	0B	51	41	59	68.812500	275.250000
206437500	14	0B	51	45	59	68.812500	275.250000
206625000	6	03	53	52	00	68.875000	275.500000
206625000	6	03	53	51	59	68.875000	275.500000
206625000	12	09	0	45	1D	68.875000	275.500000
206625000	12	09	0	22	2D	68.875000	275.500000
206625000	12	09	0	24	59	68.875000	275.500000
206625000	12	09	0	25	59	68.875000	275.500000
206632812	12	09	0	2A	5D	68.877604	275.510417
206645312	12	09	0	22	00	68.881771	275.527083
206645312	12	09	0	45	00	68.881771	275.527083
206653125	12	09	0	2A	00	68.884375	275.537500
206671875	12	09	0	24	00	68.890625	275.562500
206671875	12	09	0	25	00	68.890625	275.562500
207000000	4	01	0	3C	00	69.000000	276.000000
207000000	4	01	0	41	00	69.000000	276.000000
207000000	4	01	0	45	00	69.000000	276.000000
207000000	4	01	0	3F	59	69.000000	276.000000
207000000	4	01	0	43	59	69.000000	276.000000
207000000	4	01	0	46	59	69.000000	276.000000
207000000	6	03	53	51	00	69.000000	276.000000
207000000	6	03	53	4F	59	69.000000	276.000000
207000000	7	04	35	1D	00	69.000000	276.000000
207000000	7	04	35	1B	7F	69.000000	276.000000
207000000	8	05	18	1D	00	69.000000	276.000000
207000000	8	05	18	1B	7F	69.000000	276.000000
207000000	9	06	32	1D	00	69.000000	276.000000
207000000	9	06	32	1B	7F	69.000000	276.000000
207000000	12	09	0	22	16	69.000000	276.000000
207000000	12	09	0	45	31	69.000000	276.000000
207000000	12	09	0	24	59	69.000000	276.000000
207000000	13	0A	50	3C	00	69.000000	276.000000
207000000	13	0A	50	41	00	69.000000	276.000000
207000000	13	0A	50	45	00	69.000000	276.000000
207000000	13	0A	50	3F	59	69.000000	276.000000
207000000	13	0A	50	43	59	69.000000	276.000000
207000000	13	0A	50	46	59	69.000000	276.000000
207000000	14	0B	51	3C	00	69.000000	276.000000
207000000	14	0B	51	41	00	69.000000	276.000000
207000000	14	0B	51	45	00	69.000000	276.000000
207000000	14	0B	51	3F	59	69.000000	276.000000
207000000	14	0B	51	43	59	69.000000	276.000000
207000000	14	0B	51	46	59	69.000000	276.000000
207007812	12	09	0	2A	7F	69.002604	276.010417
207020312	12	09	0	22	00	69.006771	276.027083
207020312	12	09	0	45	00	69.006771	276.027083
207028125	12	09	0	2A	00	69.009375	276.037500
207046875	12	09	0	24	00	69.015625	276.062500
207125000	12	09	0	22	15	69.041667	276.166667
207145312	12	09	0	22	00	69.048438	276.193750
207250000	12	09	0	22	1D	69.083333	276.333333
207270312	12	09	0	22	00	69.090104	276.360417
207375000	12	09	0	45	1D	69.125000	276.500000
207375000	12	09	0	22	1E	69.125000	276.500000
207375000	12	09	0	24	59	69.125000	276.500000
207382812	12	09	0	2A	5D	69.127604	276.510417
207395312	12	09	0	22	00	69.131771	276.527083
207395312	12	09	0	45	00	69.131771	276.527083
207403125	12	09	0	2A	00	69.134375	276.537500
207421875	12	09	0	24	00	69.140625	276.562500
207500000	12	09	0	22	2C	69.166667	276.666667
207520312	12	09	0	22	00	69.173438	276.693750
207562500	6	03	53	4F	00	69.187500	276.750000
207562500	6	03	53	51	59	69.187500	276.750000
207625000	12	09	0	22	31	69.208333	276.833333
207645312	12	09	0	22	00	69.215104	276.860417
207750000	6	03	53	51	00	69.250000	277.000000
207750000	6	03	53	4F	59	69.250000	277.000000
207750000	12	09	0	45	31	69.250000	277.000000
207750000	12	09	0	27	3E	69.250000	277.000000
207750000	12	09	0	22	44	69.250000	277.000000
207757812	12	09	0	2A	7F	69.252604	277.010417
207770312	12	09	0	22	00	69.256771	277.027083
207770312	12	09	0	27	00	69.256771	277.027083
207770312	12	09	0	45	00	69.256771	277.027083
207778125	12	09	0	2A	00	69.259375	277.037500
208125000	4	01	0	3F	00	69.375000	277.500000
208125000	4	01	0	43	00	69.375000	277.500000
208125000	4	01	0	46	00	69.375000	277.500000
208125000	4	01	0	3E	59	69.375000	277.500000
208125000	4	01	0	41	59	69.375000	277.500000
208125000	4	01	0	46	59	69.375000	277.500000
208125000	6	03	53	4F	00	69.375000	277.500000
208125000	6	03	53	4D	59	69.375000	277.500000
208125000	7	04	35	1B	00	69.375000	277.500000
208125000	7	04	35	22	7F	69.375000	277.500000
208125000	8	05	18	1B	00	69.375000	277.500000
208125000	8	05	18	22	7F	69.375000	277.500000
208125000	9	06	32	1B	00	69.375000	277.500000
208125000	9	06	32	22	7F	69.375000	277.500000
208125000	12	09	0	45	1D	69.375000	277.500000
208125000	12	09	0	22	2D	69.375000	277.500000
208125000	13	0A	50	3F	00	69.375000	277.500000
208125000	13	0A	50	43	00	69.375000	277.500000
208125000	13	0A	50	46	00	69.375000	277.500000
208125000	13	0A	50	3E	59	69.375000	277.500000
208125000	13	0A	50	41	59	69.375000	277.500000
208125000	13	0A	50	46	59	69.375000	277.500000
208125000	14	0B	51	3F	00	69.375000	277.500000
208125000	14	0B	51	43	00	69.375000	277.500000
208125000	14	0B	51	46	00	69.375000	277.500000
208125000	14	0B	51	3E	59	69.375000	277.500000
208125000	14	0B	51	41	59	69.375000	277.500000
208125000	14	0B	51	46	59	69.375000	277.500000
208132812	12	09	0	2A	5D	69.377604	277.510417
208145312	12	09	0	22	00	69.381771	277.527083
208145312	12	09	0	45	00	69.381771	277.527083
208153125	12	09	0	2A	00	69.384375	277.537500
208500000	6	03	53	4D	00	69.500000	278.000000
208500000	6	03	53	4A	59	69.500000	278.000000
208500000	12	09	0	45	31	69.500000	278.000000
208500000	12	09	0	22	39	69.500000	278.000000
208507812	12	09	0	2A	7F	69.502604	278.010417
208515625	12	09	0	21	7F	69.505208	278.020833
208520312	12	09	0	22	00	69.506771	278.027083
208520312	12	09	0	45	00	69.506771	278.027083
208528125	12	09	0	2A	00	69.509375	278.037500
208535937	12	09	0	21	00	69.511979	278.047917
208875000	4	01	0	3E	00	69.625000	278.500000
208875000	4	01	0	41	00	69.625000	278.500000
208875000	4	01	0	46	00	69.625000	278.500000
208875000	4	01	0	3E	59	69.625000	278.500000
208875000	4	01	0	41	59	69.625000	278.500000
208875000	4	01	0	46	59	69.625000	278.500000
208875000	7	04	35	22	00	69.625000	278.500000
208875000	7	04	35	22	7F	69.625000	278.500000
208875000	8	05	18	22	00	69.625000	278.500000
208875000	8	05	18	22	7F	69.625000	278.500000
208875000	9	06	32	22	00	69.625000	278.500000
208875000	9	06	32	22	7F	69.625000	278.500000
208875000	12	09	0	45	1D	69.625000	278.500000
208875000	12	09	0	2A	7F	69.625000	278.500000
208875000	13	0A	50	3E	00	69.625000	278.500000
208875000	13	0A	50	41	00	69.625000	278.500000
208875000	13	0A	50	46	00	69.625000	278.500000
208875000	13	0A	50	3E	59	69.625000	278.500000
208875000	13	0A	50	41	59	69.625000	278.500000
208875000	13	0A	50	46	59	69.625000	278.500000
208875000	14	0B	51	3E	00	69.625000	278.500000
208875000	14	0B	51	41	00	69.625000	278.500000
208875000	14	0B	51	46	00	69.625000	278.500000
208875000	14	0B	51	3E	59	69.625000	278.500000
208875000	14	0B	51	41	59	69.625000	278.500000
208875000	14	0B	51	46	59	69.625000	278.500000
208895312	12	09	0	2A	00	69.631771	278.527083
208895312	12	09	0	45	00	69.631771	278.527083
209000000	12	09	0	2A	7F	69.666667	278.666667
209015625	12	09	0	26	59	69.671875	278.687500
209020312	12	09	0	2A	00	69.673438	278.693750
209062500	12	09	0	26	00	69.687500	278.750000
209109375	12	09	0	26	59	69.703125	278.812500
209125000	12	09	0	2A	7F	69.708333	278.833333
209145312	12	09	0	2A	00	69.715104	278.860417
209156250	12	09	0	26	00	69.718750	278.875000
209250000	6	03	53	4A	00	69.750000	279.000000
209250000	6	03	53	4D	59	69.750000	279.000000
209250000	12	09	0	22	24	69.750000	279.000000
209250000	12	09	0	45	33	69.750000	279.000000
209250000	12	09	0	21	57	69.750000	279.000000
209250000	12	09	0	24	59	69.750000	279.000000
209250000	12	09	0	26	59	69.750000	279.000000
209265625	12	09	0	2A	7F	69.755208	279.020833
209270312	12	09	0	21	00	69.756771	279.027083
209270312	12	09	0	22	00	69.756771	279.027083
209270312	12	09	0	45	00	69.756771	279.027083
209285937	12	09	0	2A	00	69.761979	279.047917
209296875	12	09	0	24	00	69.765625	279.062500
209296875	12	09	0	26	00	69.765625	279.062500
209437500	4	01	0	3E	00	69.812500	279.250000
209437500	4	01	0	41	00	69.812500	279.250000
209437500	4	01	0	46	00	69.812500	279.250000
209437500	4	01	0	3C	59	69.812500	279.250000
209437500	4	01	0	41	59	69.812500	279.250000
209437500	4	01	0	45	59	69.812500	279.250000
209437500	6	03	53	4D	00	69.812500	279.250000
209437500	6	03	53	4F	59	69.812500	279.250000
209437500	7	04	35	22	00	69.812500	279.250000
209437500	7	04	35	1D	7F	69.812500	279.250000
209437500	8	05	18	22	00	69.812500	279.250000
209437500	8	05	18	1D	7F	69.812500	279.250000
209437500	9	06	32	22	00	69.812500	279.250000
209437500	9	06	32	1D	7F	69.812500	279.250000
209437500	13	0A	50	3E	00	69.812500	279.250000
209437500	13	0A	50	41	00	69.812500	279.250000
209437500	13	0A	50	46	00	69.812500	279.250000
209437500	13	0A	50	3C	59	69.812500	279.250000
209437500	13	0A	50	41	59	69.812500	279.250000
209437500	13	0A	50	45	59	69.812500	279.250000
209437500	14	0B	51	3E	00	69.812500	279.250000
209437500	14	0B	51	41	00	69.812500	279.250000
209437500	14	0B	51	46	00	69.812500	279.250000
209437500	14	0B	51	3C	59	69.812500	279.250000
209437500	14	0B	51	41	59	69.812500	279.250000
209437500	14	0B	51	45	59	69.812500	279.250000
209625000	6	03	53	4F	00	69.875000	279.500000
209625000	6	03	53	52	59	69.875000	279.500000
209625000	12	09	0	45	1D	69.875000	279.500000
209625000	12	09	0	22	2D	69.875000	279.500000
209625000	12	09	0	24	59	69.875000	279.500000
209625000	12	09	0	25	59	69.875000	279.500000
209632812	12	09	0	2A	5D	69.877604	279.510417
209645312	12	09	0	22	00	69.881771	279.527083
209645312	12	09	0	45	00	69.881771	279.527083
209653125	12	09	0	2A	00	69.884375	279.537500
209671875	12	09	0	24	00	69.890625	279.562500
209671875	12	09	0	25	00	69.890625	279.562500
209812500	6	03	53	52	00	69.937500	279.750000
209812500	6	03	53	54	59	69.937500	279.750000
210000000	4	01	0	3C	00	70.000000	280.000000
210000000	4	01	0	41	00	70.000000	280.000000
210000000	4	01	0	45	00	70.000000	280.000000
210000000	4	01	0	3E	59	70.000000	280.000000
210000000	4	01	0	41	59	70.000000	280.000000
210000000	4	01	0	46	59	70.000000	280.000000
210000000	6	03	53	54	00	70.000000	280.000000
210000000	6	03	53	56	59	70.000000	280.000000
210000000	7	04	35	1D	00	70.000000	280.000000
210000000	7	04	35	1F	7F	70.000000	280.000000
210000000	8	05	18	1D	00	70.000000	280.000000
210000000	8	05	18	1F	7F	70.000000	280.000000
210000000	9	06	32	1D	00	70.000000	280.000000
210000000	9	06	32	1F	7F	70.000000	280.000000
210000000	12	09	0	22	16	70.000000	280.000000
210000000	12	09	0	45	31	70.000000	280.000000
210000000	12	09	0	24	59	70.000000	280.000000
210000000	13	0A	50	3C	00	70.000000	280.000000
210000000	13	0A	50	41	00	70.000000	280.000000
210000000	13	0A	50	45	00	70.000000	280.000000
210000000	13	0A	50	3E	59	70.000000	280.000000
210000000	13	0A	50	41	59	70.000000	280.000000
210000000	13	0A	50	46	59	70.000000	280.000000
210000000	14	0B	51	3C	00	70.000000	280.000000
210000000	14	0B	51	41	00	70.000000	280.000000
210000000	14	0B	51	45	00	70.000000	280.000000
210000000	14	0B	51	3E	59	70.000000	280.000000
210000000	14	0B	51	41	59	70.000000	280.000000
210000000	14	0B	51	46	59	70.000000	280.000000
210007812	12	09	0	2A	7F	70.002604	280.010417
210020312	12	09	0	22	00	70.006771	280.027083
210020312	12	09	0	45	00	70.006771	280.027083
210028125	12	09	0	2A	00	70.009375	280.037500
210046875	12	09	0	24	00	70.015625	280.062500
210125000	12	09	0	22	15	70.041667	280.166667
210145312	12	09	0	22	00	70.048438	280.193750
210250000	12	09	0	22	1D	70.083333	280.333333
210270312	12	09	0	22	00	70.090104	280.360417
210375000	12	09	0	45	1D	70.125000	280.500000
210375000	12	09	0	22	1E	70.125000	280.500000
210375000	12	09	0	24	59	70.125000	280.500000
210382812	12	09	0	2A	5D	70.127604	280.510417
210395312	12	09	0	22	00	70.131771	280.527083
210395312	12	09	0	45	00	70.131771	280.527083
210403125	12	09	0	2A	00	70.134375	280.537500
210421875	12	09	0	24	00	70.140625	280.562500
210500000	12	09	0	22	2C	70.166667	280.666667
210520312	12	09	0	22	00	70.173438	280.693750
210562500	6	03	53	56	00	70.187500	280.750000
210562500	6	03	53	54	59	70.187500	280.750000
210625000	12	09	0	22	31	70.208333	280.833333
210645312	12	09	0	22	00	70.215104	280.860417
210750000	6	03	53	54	00	70.250000	281.000000
210750000	6	03	53	56	59	70.250000	281.000000
210750000	12	09	0	45	31	70.250000	281.000000
210750000	12	09	0	27	3E	70.250000	281.000000
210750000	12	09	0	22	44	70.250000	281.000000
210757812	12	09	0	2A	7F	70.252604	281.010417
210770312	12	09	0	22	00	70.256771	281.027083
210770312	12	09	0	27	00	70.256771	281.027083
210770312	12	09	0	45	00	70.256771	281.027083
210778125	12	09	0	2A	00	70.259375	281.037500
211125000	4	01	0	3E	00	70.375000	281.500000
211125000	4	01	0	41	00	70.375000	281.500000
211125000	4	01	0	46	00	70.375000	281.500000
211125000	4	01	0	3E	59	70.375000	281.500000
211125000	4	01	0	41	59	70.375000	281.500000
211125000	4	01	0	46	59	70.375000	281.500000
211125000	7	04	35	1F	00	70.375000	281.500000
211125000	7	04	35	22	7F	70.375000	281.500000
211125000	8	05	18	1F	00	70.375000	281.500000
211125000	8	05	18	22	7F	70.375000	281.500000
211125000	9	06	32	1F	00	70.375000	281.500000
211125000	9	06	32	22	7F	70.375000	281.500000
211125000	12	09	0	45	1D	70.375000	281.500000
211125000	12	09	0	22	2D	70.375000	281.500000
211125000	13	0A	50	3E	00	70.375000	281.500000
211125000	13	0A	50	41	00	70.375000	281.500000
211125000	13	0A	50	46	00	70.375000	281.500000
211125000	13	0A	50	3E	59	70.375000	281.500000
211125000	13	0A	50	41	59	70.375000	281.500000
211125000	13	0A	50	46	59	70.375000	281.500000
211125000	14	0B	51	3E	00	70.375000	281.500000
211125000	14	0B	51	41	00	70.375000	281.500000
211125000	14	0B	51	46	00	70.375000	281.500000
211125000	14	0B	51	3E	59	70.375000	281.500000
211125000	14	0B	51	41	59	70.375000	281.500000
211125000	14	0B	51	46	59	70.375000	281.500000
211132812	12	09	0	2A	5D	70.377604	281.510417
211145312	12	09	0	22	00	70.381771	281.527083
211145312	12	09	0	45	00	70.381771	281.527083
211153125	12	09	0	2A	00	70.384375	281.537500
211312500	6	03	53	56	00	70.437500	281.750000
211312500	6	03	53	54	59	70.437500	281.750000
211500000	6	03	53	54	00	70.500000	282.000000
211500000	6	03	53	56	59	70.500000	282.000000
211500000	12	09	0	45	31	70.500000	282.000000
211500000	12	09	0	22	39	70.500000	282.000000
211507812	12	09	0	2A	7F	70.502604	282.010417
211515625	12	09	0	21	7F	70.505208	282.020833
211520312	12	09	0	22	00	70.506771	282.027083
211520312	12	09	0	45	00	70.506771	282.027083
211528125	12	09	0	2A	00	70.509375	282.037500
211535937	12	09	0	21	00	70.511979	282.047917
211875000	4	01	0	3E	00	70.625000	282.500000
211875000	4	01	0	41	00	70.625000	282.500000
211875000	4	01	0	46	00	70.625000	282.500000
211875000	4	01	0	3E	59	70.625000	282.500000
211875000	4	01	0	41	59	70.625000	282.500000
211875000	4	01	0	46	59	70.625000	282.500000
211875000	7	04	35	22	00	70.625000	282.500000
211875000	7	04	35	22	7F	70.625000	282.500000
211875000	8	05	18	22	00	70.625000	282.500000
211875000	8	05	18	22	7F	70.625000	282.500000
211875000	9	06	32	22	00	70.625000	282.500000
211875000	9	06	32	22	7F	70.625000	282.500000
211875000	12	09	0	45	1D	70.625000	282.500000
211875000	12	09	0	2A	7F	70.625000	282.500000
211875000	13	0A	50	3E	00	70.625000	282.500000
211875000	13	0A	50	41	00	70.625000	282.500000
211875000	13	0A	50	46	00	70.625000	282.500000
211875000	13	0A	50	3E	59	70.625000	282.500000
211875000	13	0A	50	41	59	70.625000	282.500000
211875000	13	0A	50	46	59	70.625000	282.500000
211875000	14	0B	51	3E	00	70.625000	282.500000
211875000	14	0B	51	41	00	70.625000	282.500000
211875000	14	0B	51	46	00	70.625000	282.500000
211875000	14	0B	51	3E	59	70.625000	282.500000
211875000	14	0B	51	41	59	70.625000	282.500000
211875000	14	0B	51	46	59	70.625000	282.500000
211895312	12	09	0	2A	00	70.631771	282.527083
211895312	12	09	0	45	00	70.631771	282.527083
212000000	12	09	0	2A	7F	70.666667	282.666667
212015625	12	09	0	26	59	70.671875	282.687500
212020312	12	09	0	2A	00	70.673438	282.693750
212062500	6	03	53	56	00	70.687500	282.750000
212062500	6	03	53	54	59	70.687500	282.750000
212062500	12	09	0	26	00	70.687500	282.750000
212109375	12	09	0	26	59	70.703125	282.812500
212125000	12	09	0	2A	7F	70.708333	282.833333
212145312	12	09	0	2A	00	70.715104	282.860417
212156250	12	09	0	26	00	70.718750	282.875000
212250000	6	03	53	54	00	70.750000	283.000000
212250000	6	03	53	56	59	70.750000	283.000000
212250000	12	09	0	22	24	70.750000	283.000000
212250000	12	09	0	45	33	70.750000	283.000000
212250000	12	09	0	21	57	70.750000	283.000000
212250000	12	09	0	24	59	70.750000	283.000000
212250000	12	09	0	26	59	70.750000	283.000000
212265625	12	09	0	2A	7F	70.755208	283.020833
212270312	12	09	0	21	00	70.756771	283.027083
212270312	12	09	0	22	00	70.756771	283.027083
212270312	12	09	0	45	00	70.756771	283.027083
212285937	12	09	0	2A	00	70.761979	283.047917
212296875	12	09	0	24	00	70.765625	283.062500
212296875	12	09	0	26	00	70.765625	283.062500
212437500	4	01	0	3E	00	70.812500	283.250000
212437500	4	01	0	41	00	70.812500	283.250000
212437500	4	01	0	46	00	70.812500	283.250000
212437500	4	01	0	3C	59	70.812500	283.250000
212437500	4	01	0	41	59	70.812500	283.250000
212437500	4	01	0	45	59	70.812500	283.250000
212437500	6	03	53	56	00	70.812500	283.250000
212437500	6	03	53	59	59	70.812500	283.250000
212437500	7	04	35	22	00	70.812500	283.250000
212437500	7	04	35	1D	7F	70.812500	283.250000
212437500	8	05	18	22	00	70.812500	283.250000
212437500	8	05	18	1D	7F	70.812500	283.250000
212437500	9	06	32	22	00	70.812500	283.250000
212437500	9	06	32	1D	7F	70.812500	283.250000
212437500	13	0A	50	3E	00	70.812500	283.250000
212437500	13	0A	50	41	00	70.812500	283.250000
212437500	13	0A	50	46	00	70.812500	283.250000
212437500	13	0A	50	3C	59	70.812500	283.250000
212437500	13	0A	50	41	59	70.812500	283.250000
212437500	13	0A	50	45	59	70.812500	283.250000
212437500	14	0B	51	3E	00	70.812500	283.250000
212437500	14	0B	51	41	00	70.812500	283.250000
212437500	14	0B	51	46	00	70.812500	283.250000
212437500	14	0B	51	3C	59	70.812500	283.250000
212437500	14	0B	51	41	59	70.812500	283.250000
212437500	14	0B	51	45	59	70.812500	283.250000
212625000	6	03	53	59	00	70.875000	283.500000
212625000	6	03	53	56	59	70.875000	283.500000
212625000	12	09	0	45	1D	70.875000	283.500000
212625000	12	09	0	22	2D	70.875000	283.500000
212625000	12	09	0	24	59	70.875000	283.500000
212625000	12	09	0	25	59	70.875000	283.500000
212632812	12	09	0	2A	5D	70.877604	283.510417
212645312	12	09	0	22	00	70.881771	283.527083
212645312	12	09	0	45	00	70.881771	283.527083
212653125	12	09	0	2A	00	70.884375	283.537500
212671875	12	09	0	24	00	70.890625	283.562500
212671875	12	09	0	25	00	70.890625	283.562500
212812500	6	03	53	56	00	70.937500	283.750000
212812500	6	03	53	54	59	70.937500	283.750000
213000000	4	01	0	3C	00	71.000000	284.000000
213000000	4	01	0	41	00	71.000000	284.000000
213000000	4	01	0	45	00	71.000000	284.000000
213000000	4	01	0	3F	59	71.000000	284.000000
213000000	4	01	0	43	59	71.000000	284.000000
213000000	4	01	0	46	59	71.000000	284.000000
213000000	6	03	53	54	00	71.000000	284.000000
213000000	6	03	53	52	59	71.000000	284.000000
213000000	7	04	35	1D	00	71.000000	284.000000
213000000	7	04	35	1B	7F	71.000000	284.000000
213000000	8	05	18	1D	00	71.000000	284.000000
213000000	8	05	18	1B	7F	71.000000	284.000000
213000000	9	06	32	1D	00	71.000000	284.000000
213000000	9	06	32	1B	7F	71.000000	284.000000
213000000	12	09	0	22	16	71.000000	284.000000
213000000	12	09	0	45	31	71.000000	284.000000
213000000	12	09	0	24	59	71.000000	284.000000
213000000	13	0A	50	3C	00	71.000000	284.000000
213000000	13	0A	50	41	00	71.000000	284.000000
213000000	13	0A	50	45	00	71.000000	284.000000
213000000	13	0A	50	3F	59	71.000000	284.000000
213000000	13	0A	50	43	59	71.000000	284.000000
213000000	13	0A	50	46	59	71.000000	284.000000
213000000	14	0B	51	3C	00	71.000000	284.000000
213000000	14	0B	51	41	00	71.000000	284.000000
213000000	14	0B	51	45	00	71.000000	284.000000
213000000	14	0B	51	3F	59	71.000000	284.000000
213000000	14	0B	51	43	59	71.000000	284.000000
213000000	14	0B	51	46	59	71.000000	284.000000
213007812	12	09	0	2A	7F	71.002604	284.010417
213020312	12	09	0	22	00	71.006771	284.027083
213020312	12	09	0	45	00	71.006771	284.027083
213028125	12	09	0	2A	00	71.009375	284.037500
213046875	12	09	0	24	00	71.015625	284.062500
213125000	12	09	0	22	15	71.041667	284.166667
213145312	12	09	0	22	00	71.048438	284.193750
213250000	12	09	0	22	1D	71.083333	284.333333
213270312	12	09	0	22	00	71.090104	284.360417
213375000	12	09	0	45	1D	71.125000	284.500000
213375000	12	09	0	22	1E	71.125000	284.500000
213375000	12	09	0	24	59	71.125000	284.500000
213382812	12	09	0	2A	5D	71.127604	284.510417
213395312	12	09	0	22	00	71.131771	284.527083
213395312	12	09	0	45	00	71.131771	284.527083
213403125	12	09	0	2A	00	71.134375	284.537500
213421875	12	09	0	24	00	71.140625	284.562500
213500000	12	09	0	22	2C	71.166667	284.666667
213520312	12	09	0	22	00	71.173438	284.693750
213562500	6	03	53	52	00	71.187500	284.750000
213562500	6	03	53	4F	59	71.187500	284.750000
213625000	12	09	0	22	31	71.208333	284.833333
213645312	12	09	0	22	00	71.215104	284.860417
213750000	6	03	53	4F	00	71.250000	285.000000
213750000	6	03	53	52	59	71.250000	285.000000
213750000	12	09	0	45	31	71.250000	285.000000
213750000	12	09	0	27	3E	71.250000	285.000000
213750000	12	09	0	22	44	71.250000	285.000000
213757812	12	09	0	2A	7F	71.252604	285.010417
213770312	12	09	0	22	00	71.256771	285.027083
213770312	12	09	0	27	00	71.256771	285.027083
213770312	12	09	0	45	00	71.256771	285.027083
213778125	12	09	0	2A	00	71.259375	285.037500
214125000	4	01	0	3F	00	71.375000	285.500000
214125000	4	01	0	43	00	71.375000	285.500000
214125000	4	01	0	46	00	71.375000	285.500000
214125000	4	01	0	3E	59	71.375000	285.500000
214125000	4	01	0	41	59	71.375000	285.500000
214125000	4	01	0	46	59	71.375000	285.500000
214125000	6	03	53	52	00	71.375000	285.500000
