time	track	channel	instrument	pitch	velocity	bar	beat
0	12	09	0	2A	59	0.000000	0.000000
750000	12	09	0	2A	00	0.250000	1.000000
750000	12	09	0	2A	59	0.250000	1.000000
1500000	12	09	0	2A	00	0.500000	2.000000
1500000	12	09	0	2A	59	0.500000	2.000000
2250000	12	09	0	2A	00	0.750000	3.000000
2250000	12	09	0	2A	59	0.750000	3.000000
3000000	4	01	0	4D	59	1.000000	4.000000
3000000	5	02	0	37	59	1.000000	4.000000
3000000	5	02	0	3E	59	1.000000	4.000000
3000000	12	09	0	2A	00	1.000000	4.000000
3375000	4	01	0	4D	00	1.125000	4.500000
3375000	4	01	0	54	59	1.125000	4.500000
3750000	4	01	0	54	00	1.250000	5.000000
3750000	4	01	0	52	59	1.250000	5.000000
4125000	4	01	0	52	00	1.375000	5.500000
4125000	4	01	0	4A	59	1.375000	5.500000
4125000	5	02	0	37	00	1.375000	5.500000
4125000	5	02	0	3E	00	1.375000	5.500000
4125000	5	02	0	3A	59	1.375000	5.500000
4125000	5	02	0	3E	59	1.375000	5.500000
4125000	5	02	0	41	59	1.375000	5.500000
4875000	4	01	0	4A	00	1.625000	6.500000
4875000	4	01	0	52	59	1.625000	6.500000
5062500	4	01	0	52	00	1.687500	6.750000
5062500	4	01	0	54	59	1.687500	6.750000
5250000	4	01	0	54	00	1.750000	7.000000
5250000	4	01	0	56	59	1.750000	7.000000
5437500	4	01	0	56	00	1.812500	7.250000
5437500	4	01	0	54	59	1.812500	7.250000
5625000	4	01	0	54	00	1.875000	7.500000
5625000	4	01	0	52	59	1.875000	7.500000
5812500	4	01	0	52	00	1.937500	7.750000
5812500	4	01	0	54	59	1.937500	7.750000
6000000	4	01	0	54	00	2.000000	8.000000
6000000	4	01	0	4D	59	2.000000	8.000000
6000000	5	02	0	3A	00	2.000000	8.000000
6000000	5	02	0	3E	00	2.000000	8.000000
6000000	5	02	0	41	00	2.000000	8.000000
6000000	5	02	0	33	59	2.000000	8.000000
6000000	5	02	0	3A	59	2.000000	8.000000
6000000	5	02	0	3F	59	2.000000	8.000000
6375000	4	01	0	4D	00	2.125000	8.500000
6375000	4	01	0	54	59	2.125000	8.500000
6750000	4	01	0	54	00	2.250000	9.000000
6750000	4	01	0	52	59	2.250000	9.000000
7125000	4	01	0	52	00	2.375000	9.500000
7125000	4	01	0	4D	59	2.375000	9.500000
7125000	5	02	0	33	00	2.375000	9.500000
7125000	5	02	0	3A	00	2.375000	9.500000
7125000	5	02	0	3F	00	2.375000	9.500000
7125000	5	02	0	3A	59	2.375000	9.500000
7125000	5	02	0	3E	59	2.375000	9.500000
7125000	5	02	0	41	59	2.375000	9.500000
7875000	4	01	0	4D	00	2.625000	10.500000
7875000	4	01	0	52	59	2.625000	10.500000
8062500	4	01	0	52	00	2.687500	10.750000
8062500	4	01	0	54	59	2.687500	10.750000
8250000	4	01	0	54	00	2.750000	11.000000
8250000	4	01	0	56	59	2.750000	11.000000
8250000	5	02	0	3A	00	2.750000	11.000000
8250000	5	02	0	3E	00	2.750000	11.000000
8250000	5	02	0	41	00	2.750000	11.000000
8250000	5	02	0	35	59	2.750000	11.000000
8250000	5	02	0	3C	59	2.750000	11.000000
8250000	5	02	0	41	59	2.750000	11.000000
8437500	4	01	0	56	00	2.812500	11.250000
8437500	4	01	0	54	59	2.812500	11.250000
8625000	4	01	0	54	00	2.875000	11.500000
8625000	4	01	0	52	59	2.875000	11.500000
8812500	4	01	0	52	00	2.937500	11.750000
8812500	4	01	0	54	59	2.937500	11.750000
9000000	4	01	0	54	00	3.000000	12.000000
9000000	4	01	0	4D	59	3.000000	12.000000
9000000	5	02	0	35	00	3.000000	12.000000
9000000	5	02	0	3C	00	3.000000	12.000000
9000000	5	02	0	41	00	3.000000	12.000000
9000000	5	02	0	37	59	3.000000	12.000000
9000000	5	02	0	3E	59	3.000000	12.000000
9375000	4	01	0	4D	00	3.125000	12.500000
9375000	4	01	0	54	59	3.125000	12.500000
9750000	4	01	0	54	00	3.250000	13.000000
9750000	4	01	0	52	59	3.250000	13.000000
10125000	4	01	0	52	00	3.375000	13.500000
10125000	4	01	0	4D	59	3.375000	13.500000
10125000	5	02	0	37	00	3.375000	13.500000
10125000	5	02	0	3E	00	3.375000	13.500000
10125000	5	02	0	3A	59	3.375000	13.500000
10125000	5	02	0	3E	59	3.375000	13.500000
10125000	5	02	0	41	59	3.375000	13.500000
10875000	4	01	0	4D	00	3.625000	14.500000
10875000	4	01	0	52	59	3.625000	14.500000
11062500	4	01	0	52	00	3.687500	14.750000
11062500	4	01	0	54	59	3.687500	14.750000
11250000	4	01	0	54	00	3.750000	15.000000
11250000	4	01	0	56	59	3.750000	15.000000
11437500	4	01	0	56	00	3.812500	15.250000
11437500	4	01	0	54	59	3.812500	15.250000
11625000	4	01	0	54	00	3.875000	15.500000
11625000	4	01	0	52	59	3.875000	15.500000
11812500	4	01	0	52	00	3.937500	15.750000
11812500	4	01	0	54	59	3.937500	15.750000
12000000	4	01	0	54	00	4.000000	16.000000
12000000	4	01	0	4D	59	4.000000	16.000000
12000000	5	02	0	3A	00	4.000000	16.000000
12000000	5	02	0	3E	00	4.000000	16.000000
12000000	5	02	0	41	00	4.000000	16.000000
12000000	5	02	0	33	59	4.000000	16.000000
12000000	5	02	0	3A	59	4.000000	16.000000
12000000	5	02	0	3F	59	4.000000	16.000000
12375000	4	01	0	4D	00	4.125000	16.500000
12375000	4	01	0	54	59	4.125000	16.500000
12750000	4	01	0	54	00	4.250000	17.000000
12750000	4	01	0	52	59	4.250000	17.000000
13125000	4	01	0	52	00	4.375000	17.500000
13125000	4	01	0	4D	59	4.375000	17.500000
13125000	5	02	0	33	00	4.375000	17.500000
13125000	5	02	0	3A	00	4.375000	17.500000
13125000	5	02	0	3F	00	4.375000	17.500000
13125000	5	02	0	3A	59	4.375000	17.500000
13125000	5	02	0	3E	59	4.375000	17.500000
13125000	5	02	0	41	59	4.375000	17.500000
13875000	3	00	73	46	59	4.625000	18.500000
14250000	3	00	73	46	00	4.750000	19.000000
14250000	3	00	73	4A	59	4.750000	19.000000
14625000	3	00	73	4A	00	4.875000	19.500000
14625000	3	00	73	4D	59	4.875000	19.500000
15000000	3	00	73	4D	00	5.000000	20.000000
15000000	3	00	73	4F	59	5.000000	20.000000
15000000	4	01	0	4D	00	5.000000	20.000000
15000000	4	01	0	35	59	5.000000	20.000000
15000000	4	01	0	3A	59	5.000000	20.000000
15000000	4	01	0	3E	59	5.000000	20.000000
15000000	5	02	0	3A	00	5.000000	20.000000
15000000	5	02	0	3E	00	5.000000	20.000000
15000000	5	02	0	41	00	5.000000	20.000000
15000000	5	02	0	27	59	5.000000	20.000000
15000000	11	08	32	27	59	5.000000	20.000000
15187500	3	00	73	4F	00	5.062500	20.250000
15187500	3	00	73	51	59	5.062500	20.250000
15375000	3	00	73	51	00	5.125000	20.500000
15375000	3	00	73	4F	59	5.125000	20.500000
16125000	3	00	73	4F	00	5.375000	21.500000
16125000	3	00	73	4D	59	5.375000	21.500000
16125000	4	01	0	35	00	5.375000	21.500000
16125000	4	01	0	3A	00	5.375000	21.500000
16125000	4	01	0	3E	00	5.375000	21.500000
16125000	4	01	0	35	59	5.375000	21.500000
16125000	4	01	0	3A	59	5.375000	21.500000
16125000	4	01	0	3E	59	5.375000	21.500000
16125000	5	02	0	27	00	5.375000	21.500000
16125000	5	02	0	2E	59	5.375000	21.500000
16125000	11	08	32	27	00	5.375000	21.500000
16125000	11	08	32	2E	59	5.375000	21.500000
16687500	3	00	73	4D	00	5.562500	22.250000
16687500	3	00	73	4F	59	5.562500	22.250000
16875000	3	00	73	4F	00	5.625000	22.500000
17812500	3	00	73	46	59	5.937500	23.750000
18000000	3	00	73	46	00	6.000000	24.000000
18000000	3	00	73	48	59	6.000000	24.000000
18000000	4	01	0	35	00	6.000000	24.000000
18000000	4	01	0	3A	00	6.000000	24.000000
18000000	4	01	0	3E	00	6.000000	24.000000
18000000	4	01	0	37	59	6.000000	24.000000
18000000	4	01	0	3A	59	6.000000	24.000000
18000000	4	01	0	3F	59	6.000000	24.000000
18000000	5	02	0	2E	00	6.000000	24.000000
18000000	5	02	0	27	59	6.000000	24.000000
18000000	11	08	32	2E	00	6.000000	24.000000
18000000	11	08	32	27	59	6.000000	24.000000
18375000	3	00	73	48	00	6.125000	24.500000
18375000	3	00	73	48	59	6.125000	24.500000
18750000	3	00	73	48	00	6.250000	25.000000
18750000	3	00	73	46	59	6.250000	25.000000
19125000	3	00	73	46	00	6.375000	25.500000
19125000	3	00	73	4A	59	6.375000	25.500000
19125000	4	01	0	37	00	6.375000	25.500000
19125000	4	01	0	3A	00	6.375000	25.500000
19125000	4	01	0	3F	00	6.375000	25.500000
19125000	4	01	0	35	59	6.375000	25.500000
19125000	4	01	0	3A	59	6.375000	25.500000
19125000	4	01	0	3E	59	6.375000	25.500000
19125000	5	02	0	27	00	6.375000	25.500000
19125000	5	02	0	2E	59	6.375000	25.500000
19125000	11	08	32	27	00	6.375000	25.500000
19125000	11	08	32	2E	59	6.375000	25.500000
19875000	3	00	73	4A	00	6.625000	26.500000
20625000	3	00	73	4A	59	6.875000	27.500000
20812500	3	00	73	4A	00	6.937500	27.750000
20812500	3	00	73	4D	59	6.937500	27.750000
21000000	3	00	73	4D	00	7.000000	28.000000
21000000	3	00	73	4F	59	7.000000	28.000000
21000000	4	01	0	35	00	7.000000	28.000000
21000000	4	01	0	3A	00	7.000000	28.000000
21000000	4	01	0	3E	00	7.000000	28.000000
21000000	4	01	0	37	59	7.000000	28.000000
21000000	4	01	0	3A	59	7.000000	28.000000
21000000	4	01	0	3E	59	7.000000	28.000000
21000000	5	02	0	2E	00	7.000000	28.000000
21000000	5	02	0	27	59	7.000000	28.000000
21000000	11	08	32	2E	00	7.000000	28.000000
21000000	11	08	32	27	59	7.000000	28.000000
21375000	3	00	73	4F	00	7.125000	28.500000
21375000	3	00	73	51	59	7.125000	28.500000
21750000	3	00	73	51	00	7.250000	29.000000
21750000	3	00	73	4F	59	7.250000	29.000000
22125000	3	00	73	4F	00	7.375000	29.500000
22125000	3	00	73	4D	59	7.375000	29.500000
22125000	4	01	0	37	00	7.375000	29.500000
22125000	4	01	0	3A	00	7.375000	29.500000
22125000	4	01	0	3E	00	7.375000	29.500000
22125000	4	01	0	37	59	7.375000	29.500000
22125000	4	01	0	3A	59	7.375000	29.500000
22125000	4	01	0	3E	59	7.375000	29.500000
22125000	5	02	0	27	00	7.375000	29.500000
22125000	5	02	0	2E	59	7.375000	29.500000
22125000	11	08	32	27	00	7.375000	29.500000
22125000	11	08	32	2E	59	7.375000	29.500000
22500000	3	00	73	4D	00	7.500000	30.000000
22500000	3	00	73	4A	59	7.500000	30.000000
22875000	3	00	73	4A	00	7.625000	30.500000
22875000	3	00	73	48	59	7.625000	30.500000
23250000	3	00	73	48	00	7.750000	31.000000
23250000	3	00	73	48	59	7.750000	31.000000
23625000	3	00	73	48	00	7.875000	31.500000
23625000	3	00	73	46	59	7.875000	31.500000
24000000	3	00	73	46	00	8.000000	32.000000
24000000	3	00	73	48	59	8.000000	32.000000
24000000	4	01	0	37	00	8.000000	32.000000
24000000	4	01	0	3A	00	8.000000	32.000000
24000000	4	01	0	3E	00	8.000000	32.000000
24000000	4	01	0	37	59	8.000000	32.000000
24000000	4	01	0	3A	59	8.000000	32.000000
24000000	4	01	0	3F	59	8.000000	32.000000
24000000	5	02	0	2E	00	8.000000	32.000000
24000000	5	02	0	27	59	8.000000	32.000000
24000000	11	08	32	2E	00	8.000000	32.000000
24000000	11	08	32	27	59	8.000000	32.000000
24375000	3	00	73	48	00	8.125000	32.500000
24375000	3	00	73	48	59	8.125000	32.500000
24750000	3	00	73	48	00	8.250000	33.000000
24750000	3	00	73	4A	59	8.250000	33.000000
25125000	3	00	73	4A	00	8.375000	33.500000
25125000	3	00	73	46	59	8.375000	33.500000
25125000	4	01	0	37	00	8.375000	33.500000
25125000	4	01	0	3A	00	8.375000	33.500000
25125000	4	01	0	3F	00	8.375000	33.500000
25125000	4	01	0	35	59	8.375000	33.500000
25125000	4	01	0	3A	59	8.375000	33.500000
25125000	4	01	0	3E	59	8.375000	33.500000
25125000	5	02	0	27	00	8.375000	33.500000
25125000	5	02	0	2E	59	8.375000	33.500000
25125000	11	08	32	27	00	8.375000	33.500000
25125000	11	08	32	2E	59	8.375000	33.500000
25500000	3	00	73	46	00	8.500000	34.000000
25500000	3	00	73	43	59	8.500000	34.000000
25875000	3	00	73	43	00	8.625000	34.500000
26437500	3	00	73	46	59	8.812500	35.250000
26625000	3	00	73	46	00	8.875000	35.500000
26625000	3	00	73	4A	59	8.875000	35.500000
26625000	4	01	0	35	00	8.875000	35.500000
26625000	4	01	0	3A	00	8.875000	35.500000
26625000	4	01	0	3E	00	8.875000	35.500000
26625000	4	01	0	35	59	8.875000	35.500000
26625000	4	01	0	39	59	8.875000	35.500000
26625000	4	01	0	3C	59	8.875000	35.500000
26625000	5	02	0	2E	00	8.875000	35.500000
26625000	5	02	0	29	59	8.875000	35.500000
26625000	11	08	32	2E	00	8.875000	35.500000
26625000	11	08	32	29	59	8.875000	35.500000
26812500	3	00	73	4A	00	8.937500	35.750000
26812500	3	00	73	4D	59	8.937500	35.750000
27000000	3	00	73	4D	00	9.000000	36.000000
27000000	3	00	73	4F	59	9.000000	36.000000
27000000	4	01	0	35	00	9.000000	36.000000
27000000	4	01	0	39	00	9.000000	36.000000
27000000	4	01	0	3C	00	9.000000	36.000000
27000000	4	01	0	35	59	9.000000	36.000000
27000000	4	01	0	3A	59	9.000000	36.000000
27000000	4	01	0	3E	59	9.000000	36.000000
27000000	5	02	0	29	00	9.000000	36.000000
27000000	5	02	0	2B	59	9.000000	36.000000
27000000	11	08	32	29	00	9.000000	36.000000
27000000	11	08	32	2B	59	9.000000	36.000000
27187500	3	00	73	4F	00	9.062500	36.250000
27187500	3	00	73	51	59	9.062500	36.250000
27375000	3	00	73	51	00	9.125000	36.500000
27375000	3	00	73	4F	59	9.125000	36.500000
27750000	3	00	73	4F	00	9.250000	37.000000
27750000	3	00	73	4D	59	9.250000	37.000000
28125000	3	00	73	4D	00	9.375000	37.500000
28125000	3	00	73	4D	59	9.375000	37.500000
28125000	4	01	0	35	00	9.375000	37.500000
28125000	4	01	0	3A	00	9.375000	37.500000
28125000	4	01	0	3E	00	9.375000	37.500000
28125000	4	01	0	35	59	9.375000	37.500000
28125000	4	01	0	3A	59	9.375000	37.500000
28125000	4	01	0	3E	59	9.375000	37.500000
28125000	5	02	0	2B	00	9.375000	37.500000
28125000	5	02	0	2E	59	9.375000	37.500000
28125000	11	08	32	2B	00	9.375000	37.500000
28125000	11	08	32	2E	59	9.375000	37.500000
28875000	3	00	73	4D	00	9.625000	38.500000
28875000	3	00	73	4F	59	9.625000	38.500000
29250000	3	00	73	4F	00	9.750000	39.000000
29812500	3	00	73	46	59	9.937500	39.750000
30000000	3	00	73	46	00	10.000000	40.000000
30000000	3	00	73	48	59	10.000000	40.000000
30000000	4	01	0	35	00	10.000000	40.000000
30000000	4	01	0	3A	00	10.000000	40.000000
30000000	4	01	0	3E	00	10.000000	40.000000
30000000	4	01	0	37	59	10.000000	40.000000
30000000	4	01	0	3A	59	10.000000	40.000000
30000000	4	01	0	3F	59	10.000000	40.000000
30000000	5	02	0	2E	00	10.000000	40.000000
30000000	5	02	0	27	59	10.000000	40.000000
30000000	11	08	32	2E	00	10.000000	40.000000
30000000	11	08	32	27	59	10.000000	40.000000
30375000	3	00	73	48	00	10.125000	40.500000
30375000	3	00	73	48	59	10.125000	40.500000
30750000	3	00	73	48	00	10.250000	41.000000
30750000	3	00	73	46	59	10.250000	41.000000
31125000	3	00	73	46	00	10.375000	41.500000
31125000	3	00	73	4A	59	10.375000	41.500000
31125000	4	01	0	37	00	10.375000	41.500000
31125000	4	01	0	3A	00	10.375000	41.500000
31125000	4	01	0	3F	00	10.375000	41.500000
31125000	4	01	0	35	59	10.375000	41.500000
31125000	4	01	0	3A	59	10.375000	41.500000
31125000	4	01	0	3E	59	10.375000	41.500000
31125000	5	02	0	27	00	10.375000	41.500000
31125000	5	02	0	2E	59	10.375000	41.500000
31125000	11	08	32	27	00	10.375000	41.500000
31125000	11	08	32	2E	59	10.375000	41.500000
31500000	3	00	73	4A	00	10.500000	42.000000
31500000	3	00	73	48	59	10.500000	42.000000
31875000	3	00	73	48	00	10.625000	42.500000
32250000	3	00	73	4A	59	10.750000	43.000000
32250000	4	01	0	35	00	10.750000	43.000000
32250000	4	01	0	3A	00	10.750000	43.000000
32250000	4	01	0	3E	00	10.750000	43.000000
32250000	4	01	0	35	59	10.750000	43.000000
32250000	4	01	0	39	59	10.750000	43.000000
32250000	4	01	0	3C	59	10.750000	43.000000
32250000	5	02	0	2E	00	10.750000	43.000000
32250000	5	02	0	2B	59	10.750000	43.000000
32250000	11	08	32	2E	00	10.750000	43.000000
32250000	11	08	32	2B	59	10.750000	43.000000
32625000	3	00	73	4A	00	10.875000	43.500000
32625000	3	00	73	4D	59	10.875000	43.500000
33000000	3	00	73	4D	00	11.000000	44.000000
33000000	3	00	73	4F	59	11.000000	44.000000
33000000	4	01	0	35	00	11.000000	44.000000
33000000	4	01	0	39	00	11.000000	44.000000
33000000	4	01	0	3C	00	11.000000	44.000000
33000000	4	01	0	35	59	11.000000	44.000000
33000000	4	01	0	3A	59	11.000000	44.000000
33000000	4	01	0	3E	59	11.000000	44.000000
33000000	5	02	0	2B	00	11.000000	44.000000
33000000	5	02	0	2B	59	11.000000	44.000000
33000000	11	08	32	2B	00	11.000000	44.000000
33000000	11	08	32	2B	59	11.000000	44.000000
33375000	3	00	73	4F	00	11.125000	44.500000
33375000	3	00	73	52	59	11.125000	44.500000
33750000	3	00	73	52	00	11.250000	45.000000
33750000	3	00	73	54	59	11.250000	45.000000
34125000	3	00	73	54	00	11.375000	45.500000
34125000	3	00	73	56	59	11.375000	45.500000
34125000	4	01	0	35	00	11.375000	45.500000
34125000	4	01	0	3A	00	11.375000	45.500000
34125000	4	01	0	3E	00	11.375000	45.500000
34125000	4	01	0	35	59	11.375000	45.500000
34125000	4	01	0	3A	59	11.375000	45.500000
34125000	4	01	0	3E	59	11.375000	45.500000
34125000	5	02	0	2B	00	11.375000	45.500000
34125000	5	02	0	2E	59	11.375000	45.500000
34125000	11	08	32	2B	00	11.375000	45.500000
34125000	11	08	32	2E	59	11.375000	45.500000
34500000	3	00	73	56	00	11.500000	46.000000
34500000	3	00	73	54	59	11.500000	46.000000
34875000	3	00	73	54	00	11.625000	46.500000
34875000	3	00	73	52	59	11.625000	46.500000
35250000	3	00	73	52	00	11.750000	47.000000
35250000	3	00	73	4F	59	11.750000	47.000000
35625000	3	00	73	4F	00	11.875000	47.500000
35625000	3	00	73	52	59	11.875000	47.500000
36000000	3	00	73	52	00	12.000000	48.000000
36000000	3	00	73	54	59	12.000000	48.000000
36000000	4	01	0	35	00	12.000000	48.000000
36000000	4	01	0	3A	00	12.000000	48.000000
36000000	4	01	0	3E	00	12.000000	48.000000
36000000	4	01	0	37	59	12.000000	48.000000
36000000	4	01	0	3A	59	12.000000	48.000000
36000000	4	01	0	3F	59	12.000000	48.000000
36000000	5	02	0	2E	00	12.000000	48.000000
36000000	5	02	0	27	59	12.000000	48.000000
36000000	11	08	32	2E	00	12.000000	48.000000
36000000	11	08	32	27	59	12.000000	48.000000
36375000	3	00	73	54	00	12.125000	48.500000
36375000	3	00	73	54	59	12.125000	48.500000
36750000	3	00	73	54	00	12.250000	49.000000
36750000	3	00	73	52	59	12.250000	49.000000
37125000	3	00	73	52	00	12.375000	49.500000
37125000	3	00	73	52	59	12.375000	49.500000
37125000	4	01	0	37	00	12.375000	49.500000
37125000	4	01	0	3A	00	12.375000	49.500000
37125000	4	01	0	3F	00	12.375000	49.500000
37125000	4	01	0	35	59	12.375000	49.500000
37125000	4	01	0	3A	59	12.375000	49.500000
37125000	4	01	0	3E	59	12.375000	49.500000
37125000	5	02	0	27	00	12.375000	49.500000
37125000	5	02	0	2E	59	12.375000	49.500000
37125000	11	08	32	27	00	12.375000	49.500000
37125000	11	08	32	2E	59	12.375000	49.500000
37500000	3	00	73	52	00	12.500000	50.000000
37500000	3	00	73	4F	59	12.500000	50.000000
37875000	3	00	73	4F	00	12.625000	50.500000
38250000	3	00	73	4F	59	12.750000	51.000000
38625000	3	00	73	4F	00	12.875000	51.500000
38625000	3	00	73	52	59	12.875000	51.500000
39000000	3	00	73	52	00	13.000000	52.000000
39000000	3	00	73	54	59	13.000000	52.000000
39000000	4	01	0	35	00	13.000000	52.000000
39000000	4	01	0	3A	00	13.000000	52.000000
39000000	4	01	0	3E	00	13.000000	52.000000
39000000	4	01	0	37	59	13.000000	52.000000
39000000	4	01	0	3A	59	13.000000	52.000000
39000000	4	01	0	3F	59	13.000000	52.000000
39000000	5	02	0	2E	00	13.000000	52.000000
39000000	5	02	0	27	59	13.000000	52.000000
39000000	11	08	32	2E	00	13.000000	52.000000
39000000	11	08	32	27	59	13.000000	52.000000
39375000	3	00	73	54	00	13.125000	52.500000
39375000	3	00	73	54	59	13.125000	52.500000
39750000	3	00	73	54	00	13.250000	53.000000
39750000	3	00	73	52	59	13.250000	53.000000
40125000	3	00	73	52	00	13.375000	53.500000
40125000	3	00	73	52	59	13.375000	53.500000
40125000	4	01	0	37	00	13.375000	53.500000
40125000	4	01	0	3A	00	13.375000	53.500000
40125000	4	01	0	3F	00	13.375000	53.500000
40125000	4	01	0	35	59	13.375000	53.500000
40125000	4	01	0	3A	59	13.375000	53.500000
40125000	4	01	0	3E	59	13.375000	53.500000
40125000	5	02	0	27	00	13.375000	53.500000
40125000	5	02	0	2E	59	13.375000	53.500000
40125000	11	08	32	27	00	13.375000	53.500000
40125000	11	08	32	2E	59	13.375000	53.500000
40875000	3	00	73	52	00	13.625000	54.500000
41250000	12	09	0	45	34	13.750000	55.000000
41250000	12	09	0	24	59	13.750000	55.000000
41265625	12	09	0	31	55	13.755208	55.020833
41265625	12	09	0	2A	7F	13.755208	55.020833
41270312	12	09	0	45	00	13.756771	55.027083
41281250	12	09	0	21	7F	13.760417	55.041667
41285937	12	09	0	2A	00	13.761979	55.047917
41285937	12	09	0	31	00	13.761979	55.047917
41296875	12	09	0	24	00	13.765625	55.062500
41301562	12	09	0	21	00	13.767188	55.068750
41625000	12	09	0	45	1D	13.875000	55.500000
41632812	12	09	0	2A	5D	13.877604	55.510417
41645312	12	09	0	45	00	13.881771	55.527083
41653125	12	09	0	2A	00	13.884375	55.537500
42000000	4	01	0	35	00	14.000000	56.000000
42000000	4	01	0	3A	00	14.000000	56.000000
42000000	4	01	0	3E	00	14.000000	56.000000
42000000	4	01	0	3A	59	14.000000	56.000000
42000000	4	01	0	3E	59	14.000000	56.000000
42000000	5	02	0	2E	00	14.000000	56.000000
42000000	6	03	53	4A	59	14.000000	56.000000
42000000	7	04	35	1F	7F	14.000000	56.000000
42000000	8	05	18	1F	7F	14.000000	56.000000
42000000	9	06	32	1F	7F	14.000000	56.000000
42000000	11	08	32	2E	00	14.000000	56.000000
42000000	12	09	0	22	16	14.000000	56.000000
42000000	12	09	0	45	31	14.000000	56.000000
42000000	12	09	0	24	59	14.000000	56.000000
42000000	13	0A	50	3A	59	14.000000	56.000000
42000000	13	0A	50	3E	59	14.000000	56.000000
42000000	14	0B	51	3A	59	14.000000	56.000000
42000000	14	0B	51	3E	59	14.000000	56.000000
42007812	12	09	0	2A	7F	14.002604	56.010417
42020312	12	09	0	22	00	14.006771	56.027083
42020312	12	09	0	45	00	14.006771	56.027083
42028125	12	09	0	2A	00	14.009375	56.037500
42046875	12	09	0	24	00	14.015625	56.062500
42125000	12	09	0	22	15	14.041667	56.166667
42145312	12	09	0	22	00	14.048438	56.193750
42250000	12	09	0	22	1D	14.083333	56.333333
42270312	12	09	0	22	00	14.090104	56.360417
42375000	12	09	0	45	1D	14.125000	56.500000
42375000	12	09	0	22	1E	14.125000	56.500000
42375000	12	09	0	24	59	14.125000	56.500000
42382812	12	09	0	2A	5D	14.127604	56.510417
42395312	12	09	0	22	00	14.131771	56.527083
42395312	12	09	0	45	00	14.131771	56.527083
42403125	12	09	0	2A	00	14.134375	56.537500
42421875	12	09	0	24	00	14.140625	56.562500
42500000	12	09	0	22	2C	14.166667	56.666667
42520312	12	09	0	22	00	14.173438	56.693750
42562500	6	03	53	4A	00	14.187500	56.750000
42562500	6	03	53	48	59	14.187500	56.750000
42625000	12	09	0	22	31	14.208333	56.833333
42645312	12	09	0	22	00	14.215104	56.860417
42750000	6	03	53	48	00	14.250000	57.000000
42750000	6	03	53	4A	59	14.250000	57.000000
42750000	12	09	0	45	31	14.250000	57.000000
42750000	12	09	0	27	3E	14.250000	57.000000
42750000	12	09	0	22	44	14.250000	57.000000
42757812	12	09	0	2A	7F	14.252604	57.010417
42770312	12	09	0	22	00	14.256771	57.027083
42770312	12	09	0	27	00	14.256771	57.027083
42770312	12	09	0	45	00	14.256771	57.027083
42778125	12	09	0	2A	00	14.259375	57.037500
43125000	3	00	73	46	01	14.375000	57.500000
43125000	4	01	0	3A	00	14.375000	57.500000
43125000	4	01	0	3E	00	14.375000	57.500000
43125000	4	01	0	3A	59	14.375000	57.500000
43125000	4	01	0	3E	59	14.375000	57.500000
43125000	7	04	35	1F	00	14.375000	57.500000
43125000	7	04	35	22	7F	14.375000	57.500000
43125000	8	05	18	1F	00	14.375000	57.500000
43125000	8	05	18	22	7F	14.375000	57.500000
43125000	9	06	32	1F	00	14.375000	57.500000
43125000	9	06	32	22	7F	14.375000	57.500000
43125000	12	09	0	45	1D	14.375000	57.500000
43125000	12	09	0	22	2D	14.375000	57.500000
43125000	13	0A	50	3A	00	14.375000	57.500000
43125000	13	0A	50	3E	00	14.375000	57.500000
43125000	13	0A	50	3A	59	14.375000	57.500000
43125000	13	0A	50	3E	59	14.375000	57.500000
43125000	14	0B	51	3A	00	14.375000	57.500000
43125000	14	0B	51	3E	00	14.375000	57.500000
43125000	14	0B	51	3A	59	14.375000	57.500000
43125000	14	0B	51	3E	59	14.375000	57.500000
43132812	12	09	0	2A	5D	14.377604	57.510417
43145312	12	09	0	22	00	14.381771	57.527083
43145312	12	09	0	45	00	14.381771	57.527083
43153125	12	09	0	2A	00	14.384375	57.537500
43312500	6	03	53	4A	00	14.437500	57.750000
43312500	6	03	53	48	59	14.437500	57.750000
43500000	3	00	73	46	00	14.500000	58.000000
43500000	6	03	53	48	00	14.500000	58.000000
43500000	6	03	53	4A	59	14.500000	58.000000
43500000	12	09	0	45	31	14.500000	58.000000
43500000	12	09	0	22	39	14.500000	58.000000
43507812	12	09	0	2A	7F	14.502604	58.010417
43515625	12	09	0	21	7F	14.505208	58.020833
43520312	12	09	0	22	00	14.506771	58.027083
43520312	12	09	0	45	00	14.506771	58.027083
43528125	12	09	0	2A	00	14.509375	58.037500
43535937	12	09	0	21	00	14.511979	58.047917
43875000	3	00	73	46	01	14.625000	58.500000
43875000	4	01	0	3A	00	14.625000	58.500000
43875000	4	01	0	3E	00	14.625000	58.500000
43875000	4	01	0	3A	59	14.625000	58.500000
43875000	4	01	0	3E	59	14.625000	58.500000
43875000	7	04	35	22	00	14.625000	58.500000
43875000	7	04	35	22	7F	14.625000	58.500000
43875000	8	05	18	22	00	14.625000	58.500000
43875000	8	05	18	22	7F	14.625000	58.500000
43875000	9	06	32	22	00	14.625000	58.500000
43875000	9	06	32	22	7F	14.625000	58.500000
43875000	12	09	0	45	1D	14.625000	58.500000
43875000	12	09	0	2A	7F	14.625000	58.500000
43875000	13	0A	50	3A	00	14.625000	58.500000
43875000	13	0A	50	3E	00	14.625000	58.500000
43875000	13	0A	50	3A	59	14.625000	58.500000
