tick	duration	track	channel	instrument	pitch	velocity	bar	beat	bar_diff	beat_diff
46320	227	0x07	0x0C	0x00	0x31	0x78	24.6255	0.1182	96.5000	0.4729
46560	227	0x07	0x0C	0x00	0x25	0x78	24.7505	0.1182	97.0000	0.4729
46560	227	0x07	0x0C	0x00	0x31	0x78	24.7505	0.1182	97.0000	0.4729
46800	227	0x07	0x0C	0x00	0x25	0x78	24.8755	0.1182	97.5000	0.4729
46800	227	0x07	0x0C	0x00	0x31	0x78	24.8755	0.1182	97.5000	0.4729
47520	455	0x07	0x0C	0x00	0x42	0x73	25.2505	0.2370	99.0000	0.9479
47520	455	0x07	0x0C	0x00	0x46	0x73	25.2505	0.2370	99.0000	0.9479
47520	455	0x07	0x0C	0x00	0x4B	0x73	25.2505	0.2370	99.0000	0.9479
47999	456	0x07	0x0C	0x00	0x42	0x73	25.5000	0.2375	99.9979	0.9500
47999	456	0x07	0x0C	0x00	0x46	0x73	25.5000	0.2375	99.9979	0.9500
47999	456	0x07	0x0C	0x00	0x4B	0x73	25.5000	0.2375	99.9979	0.9500
47040	1822	0x07	0x0C	0x00	0x27	0x78	25.0005	0.9490	98.0000	3.7958
47040	1822	0x07	0x0C	0x00	0x33	0x78	25.0005	0.9490	98.0000	3.7958
48479	456	0x07	0x0C	0x00	0x42	0x73	25.7500	0.2375	100.9979	0.9500
48479	456	0x07	0x0C	0x00	0x46	0x73	25.7500	0.2375	100.9979	0.9500
48479	456	0x07	0x0C	0x00	0x4B	0x73	25.7500	0.2375	100.9979	0.9500
49439	456	0x07	0x0C	0x00	0x42	0x73	26.2500	0.2375	102.9979	0.9500
49439	456	0x07	0x0C	0x00	0x47	0x73	26.2500	0.2375	102.9979	0.9500
49439	456	0x07	0x0C	0x00	0x4B	0x73	26.2500	0.2375	102.9979	0.9500
49919	456	0x07	0x0C	0x00	0x42	0x73	26.5000	0.2375	103.9979	0.9500
49919	456	0x07	0x0C	0x00	0x47	0x73	26.5000	0.2375	103.9979	0.9500
49919	456	0x07	0x0C	0x00	0x4B	0x73	26.5000	0.2375	103.9979	0.9500
48959	1823	0x07	0x0C	0x00	0x23	0x78	26.0000	0.9495	101.9979	3.7979
48959	1823	0x07	0x0C	0x00	0x2F	0x78	26.0000	0.9495	101.9979	3.7979
50399	456	0x07	0x0C	0x00	0x42	0x73	26.7500	0.2375	104.9979	0.9500
50399	456	0x07	0x0C	0x00	0x47	0x73	26.7500	0.2375	104.9979	0.9500
50399	456	0x07	0x0C	0x00	0x4B	0x73	26.7500	0.2375	104.9979	0.9500
51359	456	0x07	0x0C	0x00	0x42	0x73	27.2500	0.2375	106.9979	0.9500
51359	456	0x07	0x0C	0x00	0x46	0x73	27.2500	0.2375	106.9979	0.9500
51359	456	0x07	0x0C	0x00	0x49	0x73	27.2500	0.2375	106.9979	0.9500
51840	455	0x07	0x0C	0x00	0x42	0x73	27.5005	0.2370	108.0000	0.9479
51840	455	0x07	0x0C	0x00	0x46	0x73	27.5005	0.2370	108.0000	0.9479
51840	455	0x07	0x0C	0x00	0x49	0x73	27.5005	0.2370	108.0000	0.9479
50879	1824	0x07	0x0C	0x00	0x1E	0x78	27.0000	0.9500	105.9979	3.8000
50879	1824	0x07	0x0C	0x00	0x2A	0x78	27.0000	0.9500	105.9979	3.8000
52320	455	0x07	0x0C	0x00	0x42	0x73	27.7505	0.2370	109.0000	0.9479
52320	455	0x07	0x0C	0x00	0x46	0x73	27.7505	0.2370	109.0000	0.9479
52320	455	0x07	0x0C	0x00	0x49	0x73	27.7505	0.2370	109.0000	0.9479
53280	455	0x07	0x0C	0x00	0x44	0x73	28.2505	0.2370	111.0000	0.9479
53280	455	0x07	0x0C	0x00	0x49	0x73	28.2505	0.2370	111.0000	0.9479
53280	455	0x07	0x0C	0x00	0x4D	0x73	28.2505	0.2370	111.0000	0.9479
53760	454	0x07	0x0C	0x00	0x44	0x73	28.5005	0.2365	112.0000	0.9458
53760	454	0x07	0x0C	0x00	0x49	0x73	28.5005	0.2365	112.0000	0.9458
53760	454	0x07	0x0C	0x00	0x4D	0x73	28.5005	0.2365	112.0000	0.9458
52800	1823	0x07	0x0C	0x00	0x25	0x78	28.0005	0.9495	110.0000	3.7979
52800	1823	0x07	0x0C	0x00	0x31	0x78	28.0005	0.9495	110.0000	3.7979
54240	454	0x07	0x0C	0x00	0x44	0x73	28.7505	0.2365	113.0000	0.9458
54240	454	0x07	0x0C	0x00	0x49	0x73	28.7505	0.2365	113.0000	0.9458
54240	454	0x07	0x0C	0x00	0x4D	0x73	28.7505	0.2365	113.0000	0.9458
55200	454	0x07	0x0C	0x00	0x42	0x73	29.2505	0.2365	115.0000	0.9458
55200	454	0x07	0x0C	0x00	0x46	0x73	29.2505	0.2365	115.0000	0.9458
55200	454	0x07	0x0C	0x00	0x4B	0x73	29.2505	0.2365	115.0000	0.9458
55680	454	0x07	0x0C	0x00	0x42	0x73	29.5005	0.2365	116.0000	0.9458
55680	454	0x07	0x0C	0x00	0x46	0x73	29.5005	0.2365	116.0000	0.9458
55680	454	0x07	0x0C	0x00	0x4B	0x73	29.5005	0.2365	116.0000	0.9458
54720	1823	0x07	0x0C	0x00	0x27	0x78	29.0005	0.9495	114.0000	3.7979
54720	1823	0x07	0x0C	0x00	0x33	0x78	29.0005	0.9495	114.0000	3.7979
56160	454	0x07	0x0C	0x00	0x46	0x73	29.7505	0.2365	117.0000	0.9458
56160	454	0x07	0x0C	0x00	0x4B	0x73	29.7505	0.2365	117.0000	0.9458
56160	454	0x07	0x0C	0x00	0x4E	0x73	29.7505	0.2365	117.0000	0.9458
57120	454	0x07	0x0C	0x00	0x47	0x73	30.2505	0.2365	119.0000	0.9458
57120	454	0x07	0x0C	0x00	0x4B	0x73	30.2505	0.2365	119.0000	0.9458
57120	454	0x07	0x0C	0x00	0x4E	0x73	30.2505	0.2365	119.0000	0.9458
57600	454	0x07	0x0C	0x00	0x47	0x73	30.5005	0.2365	120.0000	0.9458
57600	454	0x07	0x0C	0x00	0x4B	0x73	30.5005	0.2365	120.0000	0.9458
57600	454	0x07	0x0C	0x00	0x4E	0x73	30.5005	0.2365	120.0000	0.9458
56640	1823	0x07	0x0C	0x00	0x23	0x78	30.0005	0.9495	118.0000	3.7979
56640	1823	0x07	0x0C	0x00	0x2F	0x78	30.0005	0.9495	118.0000	3.7979
58080	455	0x07	0x0C	0x00	0x42	0x73	30.7505	0.2370	121.0000	0.9479
58080	455	0x07	0x0C	0x00	0x47	0x73	30.7505	0.2370	121.0000	0.9479
58080	455	0x07	0x0C	0x00	0x4B	0x73	30.7505	0.2370	121.0000	0.9479
59040	455	0x07	0x0C	0x00	0x42	0x73	31.2505	0.2370	123.0000	0.9479
59040	455	0x07	0x0C	0x00	0x46	0x73	31.2505	0.2370	123.0000	0.9479
59040	455	0x07	0x0C	0x00	0x49	0x73	31.2505	0.2370	123.0000	0.9479
59520	455	0x07	0x0C	0x00	0x42	0x73	31.5005	0.2370	124.0000	0.9479
59520	455	0x07	0x0C	0x00	0x46	0x73	31.5005	0.2370	124.0000	0.9479
59520	455	0x07	0x0C	0x00	0x49	0x73	31.5005	0.2370	124.0000	0.9479
58560	1823	0x07	0x0C	0x00	0x1E	0x78	31.0005	0.9495	122.0000	3.7979
58560	1823	0x07	0x0C	0x00	0x2A	0x78	31.0005	0.9495	122.0000	3.7979
60000	455	0x07	0x0C	0x00	0x42	0x73	31.7505	0.2370	125.0000	0.9479
60000	455	0x07	0x0C	0x00	0x46	0x73	31.7505	0.2370	125.0000	0.9479
60000	455	0x07	0x0C	0x00	0x49	0x73	31.7505	0.2370	125.0000	0.9479
60959	456	0x07	0x0C	0x00	0x44	0x73	32.2500	0.2375	126.9979	0.9500
60959	456	0x07	0x0C	0x00	0x49	0x73	32.2500	0.2375	126.9979	0.9500
60959	456	0x07	0x0C	0x00	0x4D	0x73	32.2500	0.2375	126.9979	0.9500
61439	456	0x07	0x0C	0x00	0x44	0x73	32.5000	0.2375	127.9979	0.9500
61439	456	0x07	0x0C	0x00	0x49	0x73	32.5000	0.2375	127.9979	0.9500
61439	456	0x07	0x0C	0x00	0x4D	0x73	32.5000	0.2375	127.9979	0.9500
60480	1822	0x07	0x0C	0x00	0x25	0x78	32.0005	0.9490	126.0000	3.7958
60480	1822	0x07	0x0C	0x00	0x31	0x78	32.0005	0.9490	126.0000	3.7958
61919	456	0x07	0x0C	0x00	0x44	0x73	32.7500	0.2375	128.9979	0.9500
61919	456	0x07	0x0C	0x00	0x49	0x73	32.7500	0.2375	128.9979	0.9500
61919	456	0x07	0x0C	0x00	0x4D	0x73	32.7500	0.2375	128.9979	0.9500
62879	456	0x07	0x0C	0x00	0x42	0x73	33.2500	0.2375	130.9979	0.9500
62879	456	0x07	0x0C	0x00	0x46	0x73	33.2500	0.2375	130.9979	0.9500
62879	456	0x07	0x0C	0x00	0x4B	0x73	33.2500	0.2375	130.9979	0.9500
63359	456	0x07	0x0C	0x00	0x42	0x73	33.5000	0.2375	131.9979	0.9500
63359	456	0x07	0x0C	0x00	0x46	0x73	33.5000	0.2375	131.9979	0.9500
63359	456	0x07	0x0C	0x00	0x4B	0x73	33.5000	0.2375	131.9979	0.9500
62399	1823	0x07	0x0C	0x00	0x27	0x78	33.0000	0.9495	129.9979	3.7979
62399	1823	0x07	0x0C	0x00	0x33	0x78	33.0000	0.9495	129.9979	3.7979
63839	456	0x07	0x0C	0x00	0x42	0x73	33.7500	0.2375	132.9979	0.9500
63839	456	0x07	0x0C	0x00	0x46	0x73	33.7500	0.2375	132.9979	0.9500
63839	456	0x07	0x0C	0x00	0x4B	0x73	33.7500	0.2375	132.9979	0.9500
64800	455	0x07	0x0C	0x00	0x47	0x73	34.2505	0.2370	135.0000	0.9479
64800	455	0x07	0x0C	0x00	0x4B	0x73	34.2505	0.2370	135.0000	0.9479
64800	455	0x07	0x0C	0x00	0x4E	0x73	34.2505	0.2370	135.0000	0.9479
65280	455	0x07	0x0C	0x00	0x47	0x73	34.5005	0.2370	136.0000	0.9479
65280	455	0x07	0x0C	0x00	0x4B	0x73	34.5005	0.2370	136.0000	0.9479
65280	455	0x07	0x0C	0x00	0x4E	0x73	34.5005	0.2370	136.0000	0.9479
64319	1824	0x07	0x0C	0x00	0x23	0x78	34.0000	0.9500	133.9979	3.8000
64319	1824	0x07	0x0C	0x00	0x2F	0x78	34.0000	0.9500	133.9979	3.8000
65760	455	0x07	0x0C	0x00	0x42	0x73	34.7505	0.2370	137.0000	0.9479
65760	455	0x07	0x0C	0x00	0x47	0x73	34.7505	0.2370	137.0000	0.9479
65760	455	0x07	0x0C	0x00	0x4B	0x73	34.7505	0.2370	137.0000	0.9479
66720	454	0x07	0x0C	0x00	0x42	0x73	35.2505	0.2365	139.0000	0.9458
66720	454	0x07	0x0C	0x00	0x46	0x73	35.2505	0.2365	139.0000	0.9458
66720	454	0x07	0x0C	0x00	0x49	0x73	35.2505	0.2365	139.0000	0.9458
67200	454	0x07	0x0C	0x00	0x42	0x73	35.5005	0.2365	140.0000	0.9458
67200	454	0x07	0x0C	0x00	0x46	0x73	35.5005	0.2365	140.0000	0.9458
67200	454	0x07	0x0C	0x00	0x49	0x73	35.5005	0.2365	140.0000	0.9458
66240	1823	0x07	0x0C	0x00	0x1E	0x78	35.0005	0.9495	138.0000	3.7979
66240	1823	0x07	0x0C	0x00	0x2A	0x78	35.0005	0.9495	138.0000	3.7979
67680	454	0x07	0x0C	0x00	0x42	0x73	35.7505	0.2365	141.0000	0.9458
67680	454	0x07	0x0C	0x00	0x46	0x73	35.7505	0.2365	141.0000	0.9458
67680	454	0x07	0x0C	0x00	0x49	0x73	35.7505	0.2365	141.0000	0.9458
68640	454	0x07	0x0C	0x00	0x44	0x73	36.2505	0.2365	143.0000	0.9458
68640	454	0x07	0x0C	0x00	0x49	0x73	36.2505	0.2365	143.0000	0.9458
68640	454	0x07	0x0C	0x00	0x4D	0x73	36.2505	0.2365	143.0000	0.9458
69120	454	0x07	0x0C	0x00	0x44	0x73	36.5005	0.2365	144.0000	0.9458
69120	454	0x07	0x0C	0x00	0x49	0x73	36.5005	0.2365	144.0000	0.9458
69120	454	0x07	0x0C	0x00	0x4D	0x73	36.5005	0.2365	144.0000	0.9458
68160	1823	0x07	0x0C	0x00	0x25	0x78	36.0005	0.9495	142.0000	3.7979
68160	1823	0x07	0x0C	0x00	0x31	0x78	36.0005	0.9495	142.0000	3.7979
69600	454	0x07	0x0C	0x00	0x44	0x73	36.7505	0.2365	145.0000	0.9458
69600	454	0x07	0x0C	0x00	0x49	0x73	36.7505	0.2365	145.0000	0.9458
69600	454	0x07	0x0C	0x00	0x4D	0x73	36.7505	0.2365	145.0000	0.9458
109440	227	0x07	0x0C	0x00	0x27	0x78	58.0005	0.1182	228.0000	0.4729
109440	227	0x07	0x0C	0x00	0x33	0x78	58.0005	0.1182	228.0000	0.4729
109680	226	0x07	0x0C	0x00	0x27	0x78	58.1255	0.1177	228.5000	0.4708
109680	226	0x07	0x0C	0x00	0x33	0x78	58.1255	0.1177	228.5000	0.4708
109920	227	0x07	0x0C	0x00	0x27	0x78	58.2505	0.1182	229.0000	0.4729
109920	227	0x07	0x0C	0x00	0x33	0x78	58.2505	0.1182	229.0000	0.4729
110160	226	0x07	0x0C	0x00	0x27	0x78	58.3755	0.1177	229.5000	0.4708
110160	226	0x07	0x0C	0x00	0x33	0x78	58.3755	0.1177	229.5000	0.4708
110400	227	0x07	0x0C	0x00	0x27	0x78	58.5005	0.1182	230.0000	0.4729
110400	227	0x07	0x0C	0x00	0x33	0x78	58.5005	0.1182	230.0000	0.4729
110640	227	0x07	0x0C	0x00	0x27	0x78	58.6255	0.1182	230.5000	0.4729
110640	227	0x07	0x0C	0x00	0x33	0x78	58.6255	0.1182	230.5000	0.4729
110880	227	0x07	0x0C	0x00	0x27	0x78	58.7505	0.1182	231.0000	0.4729
110880	227	0x07	0x0C	0x00	0x33	0x78	58.7505	0.1182	231.0000	0.4729
111120	227	0x07	0x0C	0x00	0x27	0x7E	58.8755	0.1182	231.5000	0.4729
111120	227	0x07	0x0C	0x00	0x33	0x7E	58.8755	0.1182	231.5000	0.4729
111360	227	0x07	0x0C	0x00	0x23	0x7E	59.0005	0.1182	232.0000	0.4729
111360	227	0x07	0x0C	0x00	0x2F	0x7E	59.0005	0.1182	232.0000	0.4729
111600	227	0x07	0x0C	0x00	0x23	0x78	59.1255	0.1182	232.5000	0.4729
111600	227	0x07	0x0C	0x00	0x2F	0x78	59.1255	0.1182	232.5000	0.4729
111840	227	0x07	0x0C	0x00	0x23	0x78	59.2505	0.1182	233.0000	0.4729
111840	227	0x07	0x0C	0x00	0x2F	0x78	59.2505	0.1182	233.0000	0.4729
112080	227	0x07	0x0C	0x00	0x23	0x78	59.3755	0.1182	233.5000	0.4729
112080	227	0x07	0x0C	0x00	0x2F	0x78	59.3755	0.1182	233.5000	0.4729
112319	228	0x07	0x0C	0x00	0x23	0x78	59.5000	0.1187	233.9979	0.4750
112319	228	0x07	0x0C	0x00	0x2F	0x78	59.5000	0.1187	233.9979	0.4750
112560	227	0x07	0x0C	0x00	0x23	0x78	59.6255	0.1182	234.5000	0.4729
112560	227	0x07	0x0C	0x00	0x2F	0x78	59.6255	0.1182	234.5000	0.4729
112799	228	0x07	0x0C	0x00	0x23	0x78	59.7500	0.1187	234.9979	0.4750
112799	228	0x07	0x0C	0x00	0x2F	0x78	59.7500	0.1187	234.9979	0.4750
113040	227	0x07	0x0C	0x00	0x23	0x78	59.8755	0.1182	235.5000	0.4729
113040	227	0x07	0x0C	0x00	0x2F	0x78	59.8755	0.1182	235.5000	0.4729
113279	227	0x07	0x0C	0x00	0x1E	0x78	60.0000	0.1182	235.9979	0.4729
113279	227	0x07	0x0C	0x00	0x2A	0x78	60.0000	0.1182	235.9979	0.4729
113520	227	0x07	0x0C	0x00	0x1E	0x78	60.1255	0.1182	236.5000	0.4729
113520	227	0x07	0x0C	0x00	0x2A	0x78	60.1255	0.1182	236.5000	0.4729
113759	227	0x07	0x0C	0x00	0x1E	0x78	60.2500	0.1182	236.9979	0.4729
113759	227	0x07	0x0C	0x00	0x2A	0x78	60.2500	0.1182	236.9979	0.4729
114000	227	0x07	0x0C	0x00	0x1E	0x78	60.3755	0.1182	237.5000	0.4729
114000	227	0x07	0x0C	0x00	0x2A	0x78	60.3755	0.1182	237.5000	0.4729
114239	227	0x07	0x0C	0x00	0x1E	0x78	60.5000	0.1182	237.9979	0.4729
114239	227	0x07	0x0C	0x00	0x2A	0x78	60.5000	0.1182	237.9979	0.4729
114480	227	0x07	0x0C	0x00	0x1E	0x78	60.6255	0.1182	238.5000	0.4729
114480	227	0x07	0x0C	0x00	0x2A	0x78	60.6255	0.1182	238.5000	0.4729
114719	227	0x07	0x0C	0x00	0x1E	0x78	60.7500	0.1182	238.9979	0.4729
114719	227	0x07	0x0C	0x00	0x2A	0x78	60.7500	0.1182	238.9979	0.4729
114960	227	0x07	0x0C	0x00	0x1E	0x78	60.8755	0.1182	239.5000	0.4729
114960	227	0x07	0x0C	0x00	0x2A	0x78	60.8755	0.1182	239.5000	0.4729
115199	227	0x07	0x0C	0x00	0x25	0x78	61.0000	0.1182	239.9979	0.4729
115199	227	0x07	0x0C	0x00	0x31	0x78	61.0000	0.1182	239.9979	0.4729
115440	227	0x07	0x0C	0x00	0x25	0x78	61.1255	0.1182	240.5000	0.4729
115440	227	0x07	0x0C	0x00	0x31	0x78	61.1255	0.1182	240.5000	0.4729
115679	227	0x07	0x0C	0x00	0x25	0x78	61.2500	0.1182	240.9979	0.4729
115679	227	0x07	0x0C	0x00	0x31	0x78	61.2500	0.1182	240.9979	0.4729
115920	227	0x07	0x0C	0x00	0x25	0x78	61.3755	0.1182	241.5000	0.4729
115920	227	0x07	0x0C	0x00	0x31	0x78	61.3755	0.1182	241.5000	0.4729
116160	226	0x07	0x0C	0x00	0x25	0x78	61.5005	0.1177	242.0000	0.4708
116160	226	0x07	0x0C	0x00	0x31	0x78	61.5005	0.1177	242.0000	0.4708
116400	227	0x07	0x0C	0x00	0x25	0x78	61.6255	0.1182	242.5000	0.4729
116400	227	0x07	0x0C	0x00	0x31	0x78	61.6255	0.1182	242.5000	0.4729
116640	226	0x07	0x0C	0x00	0x25	0x78	61.7505	0.1177	243.0000	0.4708
116640	226	0x07	0x0C	0x00	0x31	0x78	61.7505	0.1177	243.0000	0.4708
116880	227	0x07	0x0C	0x00	0x25	0x78	61.8755	0.1182	243.5000	0.4729
116880	227	0x07	0x0C	0x00	0x31	0x78	61.8755	0.1182	243.5000	0.4729
117600	455	0x07	0x0C	0x00	0x42	0x73	62.2505	0.2370	245.0000	0.9479
117600	455	0x07	0x0C	0x00	0x46	0x73	62.2505	0.2370	245.0000	0.9479
117600	455	0x07	0x0C	0x00	0x4B	0x73	62.2505	0.2370	245.0000	0.9479
118080	455	0x07	0x0C	0x00	0x42	0x73	62.5005	0.2370	246.0000	0.9479
118080	455	0x07	0x0C	0x00	0x46	0x73	62.5005	0.2370	246.0000	0.9479
118080	455	0x07	0x0C	0x00	0x4B	0x73	62.5005	0.2370	246.0000	0.9479
117120	1823	0x07	0x0C	0x00	0x27	0x78	62.0005	0.9495	244.0000	3.7979
117120	1823	0x07	0x0C	0x00	0x33	0x78	62.0005	0.9495	244.0000	3.7979
118560	454	0x07	0x0C	0x00	0x42	0x73	62.7505	0.2365	247.0000	0.9458
118560	454	0x07	0x0C	0x00	0x46	0x73	62.7505	0.2365	247.0000	0.9458
118560	454	0x07	0x0C	0x00	0x4B	0x73	62.7505	0.2365	247.0000	0.9458
119520	454	0x07	0x0C	0x00	0x42	0x73	63.2505	0.2365	249.0000	0.9458
119520	454	0x07	0x0C	0x00	0x47	0x73	63.2505	0.2365	249.0000	0.9458
119520	454	0x07	0x0C	0x00	0x4B	0x73	63.2505	0.2365	249.0000	0.9458
120000	454	0x07	0x0C	0x00	0x42	0x73	63.5005	0.2365	250.0000	0.9458
120000	454	0x07	0x0C	0x00	0x47	0x73	63.5005	0.2365	250.0000	0.9458
120000	454	0x07	0x0C	0x00	0x4B	0x73	63.5005	0.2365	250.0000	0.9458
119040	1823	0x07	0x0C	0x00	0x23	0x78	63.0005	0.9495	248.0000	3.7979
119040	1823	0x07	0x0C	0x00	0x2F	0x78	63.0005	0.9495	248.0000	3.7979
120480	454	0x07	0x0C	0x00	0x42	0x73	63.7505	0.2365	251.0000	0.9458
120480	454	0x07	0x0C	0x00	0x47	0x73	63.7505	0.2365	251.0000	0.9458
120480	454	0x07	0x0C	0x00	0x4B	0x73	63.7505	0.2365	251.0000	0.9458
121440	454	0x07	0x0C	0x00	0x42	0x73	64.2505	0.2365	253.0000	0.9458
121440	454	0x07	0x0C	0x00	0x46	0x73	64.2505	0.2365	253.0000	0.9458
121440	454	0x07	0x0C	0x00	0x49	0x73	64.2505	0.2365	253.0000	0.9458
121920	454	0x07	0x0C	0x00	0x42	0x73	64.5005	0.2365	254.0000	0.9458
121920	454	0x07	0x0C	0x00	0x46	0x73	64.5005	0.2365	254.0000	0.9458
121920	454	0x07	0x0C	0x00	0x49	0x73	64.5005	0.2365	254.0000	0.9458
120960	1823	0x07	0x0C	0x00	0x1E	0x78	64.0005	0.9495	252.0000	3.7979
120960	1823	0x07	0x0C	0x00	0x2A	0x78	64.0005	0.9495	252.0000	3.7979
122400	455	0x07	0x0C	0x00	0x42	0x73	64.7505	0.2370	255.0000	0.9479
122400	455	0x07	0x0C	0x00	0x46	0x73	64.7505	0.2370	255.0000	0.9479
122400	455	0x07	0x0C	0x00	0x49	0x73	64.7505	0.2370	255.0000	0.9479
123360	455	0x07	0x0C	0x00	0x44	0x73	65.2505	0.2370	257.0000	0.9479
123360	455	0x07	0x0C	0x00	0x49	0x73	65.2505	0.2370	257.0000	0.9479
123360	455	0x07	0x0C	0x00	0x4D	0x73	65.2505	0.2370	257.0000	0.9479
123840	455	0x07	0x0C	0x00	0x44	0x73	65.5005	0.2370	258.0000	0.9479
123840	455	0x07	0x0C	0x00	0x49	0x73	65.5005	0.2370	258.0000	0.9479
123840	455	0x07	0x0C	0x00	0x4D	0x73	65.5005	0.2370	258.0000	0.9479
122880	1823	0x07	0x0C	0x00	0x25	0x78	65.0005	0.9495	256.0000	3.7979
122880	1823	0x07	0x0C	0x00	0x31	0x78	65.0005	0.9495	256.0000	3.7979
124320	455	0x07	0x0C	0x00	0x44	0x73	65.7505	0.2370	259.0000	0.9479
124320	455	0x07	0x0C	0x00	0x49	0x73	65.7505	0.2370	259.0000	0.9479
124320	455	0x07	0x0C	0x00	0x4D	0x73	65.7505	0.2370	259.0000	0.9479
125279	456	0x07	0x0C	0x00	0x42	0x73	66.2500	0.2375	260.9979	0.9500
125279	456	0x07	0x0C	0x00	0x46	0x73	66.2500	0.2375	260.9979	0.9500
125279	456	0x07	0x0C	0x00	0x4B	0x73	66.2500	0.2375	260.9979	0.9500
125759	456	0x07	0x0C	0x00	0x42	0x73	66.5000	0.2375	261.9979	0.9500
125759	456	0x07	0x0C	0x00	0x46	0x73	66.5000	0.2375	261.9979	0.9500
125759	456	0x07	0x0C	0x00	0x4B	0x73	66.5000	0.2375	261.9979	0.9500
124800	1822	0x07	0x0C	0x00	0x27	0x78	66.0005	0.9490	260.0000	3.7958
124800	1822	0x07	0x0C	0x00	0x33	0x78	66.0005	0.9490	260.0000	3.7958
126239	456	0x07	0x0C	0x00	0x46	0x73	66.7500	0.2375	262.9979	0.9500
126239	456	0x07	0x0C	0x00	0x4B	0x73	66.7500	0.2375	262.9979	0.9500
126239	456	0x07	0x0C	0x00	0x4E	0x73	66.7500	0.2375	262.9979	0.9500
127199	456	0x07	0x0C	0x00	0x47	0x73	67.2500	0.2375	264.9979	0.9500
127199	456	0x07	0x0C	0x00	0x4B	0x73	67.2500	0.2375	264.9979	0.9500
127199	456	0x07	0x0C	0x00	0x4E	0x73	67.2500	0.2375	264.9979	0.9500
127679	456	0x07	0x0C	0x00	0x47	0x73	67.5000	0.2375	265.9979	0.9500
127679	456	0x07	0x0C	0x00	0x4B	0x73	67.5000	0.2375	265.9979	0.9500
127679	456	0x07	0x0C	0x00	0x4E	0x73	67.5000	0.2375	265.9979	0.9500
126719	1823	0x07	0x0C	0x00	0x23	0x78	67.0000	0.9495	263.9979	3.7979
126719	1823	0x07	0x0C	0x00	0x2F	0x78	67.0000	0.9495	263.9979	3.7979
128159	456	0x07	0x0C	0x00	0x42	0x73	67.7500	0.2375	266.9979	0.9500
128159	456	0x07	0x0C	0x00	0x47	0x73	67.7500	0.2375	266.9979	0.9500
128159	456	0x07	0x0C	0x00	0x4B	0x73	67.7500	0.2375	266.9979	0.9500
129120	455	0x07	0x0C	0x00	0x42	0x73	68.2505	0.2370	269.0000	0.9479
129120	455	0x07	0x0C	0x00	0x46	0x73	68.2505	0.2370	269.0000	0.9479
129120	455	0x07	0x0C	0x00	0x49	0x73	68.2505	0.2370	269.0000	0.9479
129600	455	0x07	0x0C	0x00	0x42	0x73	68.5005	0.2370	270.0000	0.9479
129600	455	0x07	0x0C	0x00	0x46	0x73	68.5005	0.2370	270.0000	0.9479
129600	455	0x07	0x0C	0x00	0x49	0x73	68.5005	0.2370	270.0000	0.9479
128639	1824	0x07	0x0C	0x00	0x1E	0x78	68.0000	0.9500	267.9979	3.8000
128639	1824	0x07	0x0C	0x00	0x2A	0x78	68.0000	0.9500	267.9979	3.8000
130080	455	0x07	0x0C	0x00	0x42	0x73	68.7505	0.2370	271.0000	0.9479
130080	455	0x07	0x0C	0x00	0x46	0x73	68.7505	0.2370	271.0000	0.9479
130080	455	0x07	0x0C	0x00	0x49	0x73	68.7505	0.2370	271.0000	0.9479
131040	455	0x07	0x0C	0x00	0x44	0x73	69.2505	0.2370	273.0000	0.9479
131040	455	0x07	0x0C	0x00	0x49	0x73	69.2505	0.2370	273.0000	0.9479
131040	455	0x07	0x0C	0x00	0x4D	0x73	69.2505	0.2370	273.0000	0.9479
131520	454	0x07	0x0C	0x00	0x44	0x73	69.5005	0.2365	274.0000	0.9458
131520	454	0x07	0x0C	0x00	0x49	0x73	69.5005	0.2365	274.0000	0.9458
131520	454	0x07	0x0C	0x00	0x4D	0x73	69.5005	0.2365	274.0000	0.9458
130560	1823	0x07	0x0C	0x00	0x25	0x78	69.0005	0.9495	272.0000	3.7979
130560	1823	0x07	0x0C	0x00	0x31	0x78	69.0005	0.9495	272.0000	3.7979
132000	454	0x07	0x0C	0x00	0x44	0x73	69.7505	0.2365	275.0000	0.9458
132000	454	0x07	0x0C	0x00	0x49	0x73	69.7505	0.2365	275.0000	0.9458
132000	454	0x07	0x0C	0x00	0x4D	0x73	69.7505	0.2365	275.0000	0.9458
132960	454	0x07	0x0C	0x00	0x42	0x73	70.2505	0.2365	277.0000	0.9458
132960	454	0x07	0x0C	0x00	0x46	0x73	70.2505	0.2365	277.0000	0.9458
132960	454	0x07	0x0C	0x00	0x4B	0x73	70.2505	0.2365	277.0000	0.9458
133440	454	0x07	0x0C	0x00	0x42	0x73	70.5005	0.2365	278.0000	0.9458
133440	454	0x07	0x0C	0x00	0x46	0x73	70.5005	0.2365	278.0000	0.9458
133440	454	0x07	0x0C	0x00	0x4B	0x73	70.5005	0.2365	278.0000	0.9458
132480	1823	0x07	0x0C	0x00	0x27	0x78	70.0005	0.9495	276.0000	3.7979
132480	1823	0x07	0x0C	0x00	0x33	0x78	70.0005	0.9495	276.0000	3.7979
133920	454	0x07	0x0C	0x00	0x42	0x73	70.7505	0.2365	279.0000	0.9458
133920	454	0x07	0x0C	0x00	0x46	0x73	70.7505	0.2365	279.0000	0.9458
133920	454	0x07	0x0C	0x00	0x4B	0x73	70.7505	0.2365	279.0000	0.9458
