tick	duration	track	channel	instrument	pitch	velocity	bar	beat	bar_diff	beat_diff
111600	959	0x03	0x01	0x50	0x3D	0x70	59.1255	0.4995	232.5000	1.9979
111600	959	0x03	0x01	0x50	0x49	0x7E	59.1255	0.4995	232.5000	1.9979
112560	239	0x03	0x01	0x50	0x42	0x6C	59.6255	0.1245	234.5000	0.4979
112560	239	0x03	0x01	0x50	0x4E	0x7E	59.6255	0.1245	234.5000	0.4979
112799	359	0x03	0x01	0x50	0x49	0x72	59.7500	0.1870	234.9979	0.7479
112799	359	0x03	0x01	0x50	0x55	0x7E	59.7500	0.1870	234.9979	0.7479
113160	1318	0x03	0x01	0x50	0x46	0x73	59.9380	0.6865	235.7500	2.7458
113160	1318	0x03	0x01	0x50	0x52	0x7E	59.9380	0.6865	235.7500	2.7458
114480	239	0x03	0x01	0x50	0x42	0x71	60.6255	0.1245	238.5000	0.4979
114480	239	0x03	0x01	0x50	0x4E	0x7E	60.6255	0.1245	238.5000	0.4979
114719	360	0x03	0x01	0x50	0x49	0x7E	60.7500	0.1875	238.9979	0.7500
114719	360	0x03	0x01	0x50	0x55	0x7E	60.7500	0.1875	238.9979	0.7500
115080	358	0x03	0x01	0x50	0x46	0x7E	60.9380	0.1865	239.7500	0.7458
115080	358	0x03	0x01	0x50	0x52	0x7E	60.9380	0.1865	239.7500	0.7458
115440	958	0x03	0x01	0x50	0x44	0x7E	61.1255	0.4990	240.5000	1.9958
115440	958	0x03	0x01	0x50	0x50	0x7E	61.1255	0.4990	240.5000	1.9958
116400	239	0x03	0x01	0x50	0x46	0x6E	61.6255	0.1245	242.5000	0.4979
116400	239	0x03	0x01	0x50	0x52	0x7E	61.6255	0.1245	242.5000	0.4979
116640	238	0x03	0x01	0x50	0x46	0x71	61.7505	0.1240	243.0000	0.4958
116640	238	0x03	0x01	0x50	0x52	0x7E	61.7505	0.1240	243.0000	0.4958
116880	1439	0x03	0x01	0x50	0x46	0x71	61.8755	0.7495	243.5000	2.9979
116880	1439	0x03	0x01	0x50	0x52	0x7E	61.8755	0.7495	243.5000	2.9979
118320	239	0x03	0x01	0x50	0x42	0x70	62.6255	0.1245	246.5000	0.4979
118320	239	0x03	0x01	0x50	0x4E	0x7E	62.6255	0.1245	246.5000	0.4979
118560	239	0x03	0x01	0x50	0x42	0x7E	62.7505	0.1245	247.0000	0.4979
118560	239	0x03	0x01	0x50	0x4E	0x7E	62.7505	0.1245	247.0000	0.4979
118799	120	0x03	0x01	0x50	0x3F	0x65	62.8750	0.0625	247.4979	0.2500
118799	120	0x03	0x01	0x50	0x4B	0x7E	62.8750	0.0625	247.4979	0.2500
118919	1800	0x03	0x01	0x50	0x47	0x72	62.9375	0.9375	247.7479	3.7500
118919	1800	0x03	0x01	0x50	0x53	0x7E	62.9375	0.9375	247.7479	3.7500
120719	239	0x03	0x01	0x50	0x49	0x68	63.8750	0.1245	251.4979	0.4979
120719	239	0x03	0x01	0x50	0x55	0x7E	63.8750	0.1245	251.4979	0.4979
120960	239	0x03	0x01	0x50	0x46	0x6E	64.0005	0.1245	252.0000	0.4979
120960	239	0x03	0x01	0x50	0x52	0x7E	64.0005	0.1245	252.0000	0.4979
121199	239	0x03	0x01	0x50	0x49	0x6A	64.1250	0.1245	252.4979	0.4979
121199	239	0x03	0x01	0x50	0x55	0x7E	64.1250	0.1245	252.4979	0.4979
121440	239	0x03	0x01	0x50	0x46	0x6C	64.2505	0.1245	253.0000	0.4979
121440	239	0x03	0x01	0x50	0x52	0x7E	64.2505	0.1245	253.0000	0.4979
121679	239	0x03	0x01	0x50	0x49	0x70	64.3750	0.1245	253.4979	0.4979
121679	239	0x03	0x01	0x50	0x55	0x7E	64.3750	0.1245	253.4979	0.4979
121920	239	0x03	0x01	0x50	0x46	0x6C	64.5005	0.1245	254.0000	0.4979
121920	239	0x03	0x01	0x50	0x52	0x7E	64.5005	0.1245	254.0000	0.4979
122159	239	0x03	0x01	0x50	0x49	0x6F	64.6250	0.1245	254.4979	0.4979
122159	239	0x03	0x01	0x50	0x55	0x7E	64.6250	0.1245	254.4979	0.4979
122400	239	0x03	0x01	0x50	0x46	0x6E	64.7505	0.1245	255.0000	0.4979
122400	239	0x03	0x01	0x50	0x52	0x7E	64.7505	0.1245	255.0000	0.4979
122640	119	0x03	0x01	0x50	0x44	0x6A	64.8755	0.0620	255.5000	0.2479
122640	119	0x03	0x01	0x50	0x50	0x7E	64.8755	0.0620	255.5000	0.2479
122760	839	0x03	0x01	0x50	0x47	0x70	64.9380	0.4370	255.7500	1.7479
122760	839	0x03	0x01	0x50	0x53	0x7E	64.9380	0.4370	255.7500	1.7479
123600	238	0x03	0x01	0x50	0x41	0x74	65.3755	0.1240	257.5000	0.4958
123600	238	0x03	0x01	0x50	0x4D	0x7E	65.3755	0.1240	257.5000	0.4958
123840	478	0x03	0x01	0x50	0x47	0x7F	65.5005	0.2490	258.0000	0.9958
123840	478	0x03	0x01	0x50	0x53	0x7E	65.5005	0.2490	258.0000	0.9958
124320	3118	0x03	0x01	0x50	0x46	0x72	65.7505	1.6240	259.0000	6.4958
124320	3118	0x03	0x01	0x50	0x52	0x7E	65.7505	1.6240	259.0000	6.4958
127440	239	0x03	0x01	0x50	0x42	0x70	67.3755	0.1245	265.5000	0.4979
127440	239	0x03	0x01	0x50	0x4E	0x7E	67.3755	0.1245	265.5000	0.4979
127679	480	0x03	0x01	0x50	0x47	0x6E	67.5000	0.2500	265.9979	1.0000
127679	480	0x03	0x01	0x50	0x53	0x7E	67.5000	0.2500	265.9979	1.0000
128159	2159	0x03	0x01	0x50	0x46	0x76	67.7500	1.1245	266.9979	4.4979
128159	2159	0x03	0x01	0x50	0x52	0x7E	67.7500	1.1245	266.9979	4.4979
130320	239	0x03	0x01	0x50	0x42	0x7E	68.8755	0.1245	271.5000	0.4979
130320	239	0x03	0x01	0x50	0x4E	0x7E	68.8755	0.1245	271.5000	0.4979
130560	719	0x03	0x01	0x50	0x41	0x76	69.0005	0.3745	272.0000	1.4979
130560	719	0x03	0x01	0x50	0x4D	0x7E	69.0005	0.3745	272.0000	1.4979
131280	239	0x03	0x01	0x50	0x3D	0x6F	69.3755	0.1245	273.5000	0.4979
131280	239	0x03	0x01	0x50	0x49	0x7E	69.3755	0.1245	273.5000	0.4979
131520	479	0x03	0x01	0x50	0x47	0x6C	69.5005	0.2495	274.0000	0.9979
131520	479	0x03	0x01	0x50	0x53	0x7E	69.5005	0.2495	274.0000	0.9979
132000	3119	0x03	0x01	0x50	0x46	0x76	69.7505	1.6245	275.0000	6.4979
132000	3119	0x03	0x01	0x50	0x52	0x7E	69.7505	1.6245	275.0000	6.4979
135119	239	0x03	0x01	0x50	0x42	0x70	71.3750	0.1245	281.4979	0.4979
135119	239	0x03	0x01	0x50	0x4E	0x7E	71.3750	0.1245	281.4979	0.4979
135360	478	0x03	0x01	0x50	0x47	0x6D	71.5005	0.2490	282.0000	0.9958
135360	478	0x03	0x01	0x50	0x53	0x7E	71.5005	0.2490	282.0000	0.9958
135840	2159	0x03	0x01	0x50	0x49	0x73	71.7505	1.1245	283.0000	4.4979
135840	2159	0x03	0x01	0x50	0x55	0x7E	71.7505	1.1245	283.0000	4.4979
138000	239	0x03	0x01	0x50	0x42	0x71	72.8755	0.1245	287.5000	0.4979
138000	239	0x03	0x01	0x50	0x4E	0x7E	72.8755	0.1245	287.5000	0.4979
138239	720	0x03	0x01	0x50	0x41	0x76	73.0000	0.3750	287.9979	1.5000
138239	720	0x03	0x01	0x50	0x4D	0x7E	73.0000	0.3750	287.9979	1.5000
138960	239	0x03	0x01	0x50	0x3D	0x7F	73.3755	0.1245	289.5000	0.4979
138960	239	0x03	0x01	0x50	0x49	0x7E	73.3755	0.1245	289.5000	0.4979
139199	480	0x03	0x01	0x50	0x47	0x72	73.5000	0.2500	289.9979	1.0000
139199	480	0x03	0x01	0x50	0x53	0x7E	73.5000	0.2500	289.9979	1.0000
139679	480	0x03	0x01	0x50	0x46	0x73	73.7500	0.2500	290.9979	1.0000
139679	480	0x03	0x01	0x50	0x52	0x7E	73.7500	0.2500	290.9979	1.0000
23039	240	0x04	0x02	0x57	0x4E	0x70	11.9995	0.1250	47.9979	0.5000
23519	240	0x04	0x02	0x57	0x4E	0x70	12.2495	0.1250	48.9979	0.5000
23999	239	0x04	0x02	0x57	0x4E	0x70	12.4995	0.1245	49.9979	0.4979
24479	239	0x04	0x02	0x57	0x52	0x70	12.7495	0.1245	50.9979	0.4979
24959	239	0x04	0x02	0x57	0x57	0x70	12.9995	0.1245	51.9979	0.4979
25439	239	0x04	0x02	0x57	0x57	0x70	13.2495	0.1245	52.9979	0.4979
25920	238	0x04	0x02	0x57	0x57	0x70	13.5000	0.1240	54.0000	0.4958
26400	238	0x04	0x02	0x57	0x55	0x70	13.7500	0.1240	55.0000	0.4958
26880	238	0x04	0x02	0x57	0x52	0x70	14.0000	0.1240	56.0000	0.4958
27360	238	0x04	0x02	0x57	0x52	0x70	14.2500	0.1240	57.0000	0.4958
27840	239	0x04	0x02	0x57	0x52	0x70	14.5000	0.1245	58.0000	0.4979
28320	239	0x04	0x02	0x57	0x52	0x70	14.7500	0.1245	59.0000	0.4979
28800	239	0x04	0x02	0x57	0x4D	0x70	15.0000	0.1245	60.0000	0.4979
29280	239	0x04	0x02	0x57	0x4D	0x73	15.2500	0.1245	61.0000	0.4979
29760	239	0x04	0x02	0x57	0x4D	0x77	15.5000	0.1245	62.0000	0.4979
30240	239	0x04	0x02	0x57	0x4D	0x7A	15.7500	0.1245	63.0000	0.4979
30720	239	0x04	0x02	0x57	0x4E	0x7E	16.0000	0.1245	64.0000	0.4979
31200	239	0x04	0x02	0x57	0x4E	0x7E	16.2500	0.1245	65.0000	0.4979
31680	239	0x04	0x02	0x57	0x4E	0x7E	16.5000	0.1245	66.0000	0.4979
32160	239	0x04	0x02	0x57	0x52	0x7E	16.7500	0.1245	67.0000	0.4979
32640	239	0x04	0x02	0x57	0x57	0x7E	17.0000	0.1245	68.0000	0.4979
33120	239	0x04	0x02	0x57	0x57	0x7E	17.2500	0.1245	69.0000	0.4979
33600	239	0x04	0x02	0x57	0x57	0x7E	17.5000	0.1245	70.0000	0.4979
34080	239	0x04	0x02	0x57	0x55	0x7E	17.7500	0.1245	71.0000	0.4979
34560	239	0x04	0x02	0x57	0x52	0x7E	18.0000	0.1245	72.0000	0.4979
35039	240	0x04	0x02	0x57	0x52	0x7E	18.2495	0.1250	72.9979	0.5000
35519	240	0x04	0x02	0x57	0x52	0x7E	18.4995	0.1250	73.9979	0.5000
35999	240	0x04	0x02	0x57	0x52	0x7E	18.7495	0.1250	74.9979	0.5000
36479	240	0x04	0x02	0x57	0x4D	0x7E	18.9995	0.1250	75.9979	0.5000
36479	240	0x04	0x02	0x57	0x59	0x7E	18.9995	0.1250	75.9979	0.5000
36959	239	0x04	0x02	0x57	0x4D	0x7E	19.2495	0.1245	76.9979	0.4979
36959	239	0x04	0x02	0x57	0x59	0x7E	19.2495	0.1245	76.9979	0.4979
37439	480	0x04	0x02	0x57	0x4E	0x7E	19.4995	0.2500	77.9979	1.0000
37439	480	0x04	0x02	0x57	0x5A	0x7E	19.4995	0.2500	77.9979	1.0000
39360	119	0x04	0x02	0x57	0x4E	0x7E	21.0005	0.0620	82.0000	0.2479
39360	119	0x04	0x02	0x57	0x5A	0x7E	21.0005	0.0620	82.0000	0.2479
39600	119	0x04	0x02	0x57	0x4E	0x7E	21.1255	0.0620	82.5000	0.2479
39600	119	0x04	0x02	0x57	0x5A	0x7E	21.1255	0.0620	82.5000	0.2479
39840	119	0x04	0x02	0x57	0x4E	0x7E	21.2505	0.0620	83.0000	0.2479
39840	119	0x04	0x02	0x57	0x5A	0x7E	21.2505	0.0620	83.0000	0.2479
40080	119	0x04	0x02	0x57	0x4E	0x7E	21.3755	0.0620	83.5000	0.2479
40080	119	0x04	0x02	0x57	0x5A	0x7E	21.3755	0.0620	83.5000	0.2479
40320	179	0x04	0x02	0x57	0x4E	0x7E	21.5005	0.0932	84.0000	0.3729
40320	179	0x04	0x02	0x57	0x5A	0x7E	21.5005	0.0932	84.0000	0.3729
40679	59	0x04	0x02	0x57	0x4E	0x7E	21.6875	0.0307	84.7479	0.1229
40679	59	0x04	0x02	0x57	0x5A	0x7E	21.6875	0.0307	84.7479	0.1229
40800	88	0x04	0x02	0x57	0x52	0x7E	21.7505	0.0458	85.0000	0.1833
40800	88	0x04	0x02	0x57	0x5E	0x7E	21.7505	0.0458	85.0000	0.1833
40980	29	0x04	0x02	0x57	0x52	0x7E	21.8443	0.0151	85.3750	0.0604
40980	29	0x04	0x02	0x57	0x5E	0x7E	21.8443	0.0151	85.3750	0.0604
41040	59	0x04	0x02	0x57	0x52	0x7E	21.8755	0.0307	85.5000	0.1229
41040	59	0x04	0x02	0x57	0x5E	0x7E	21.8755	0.0307	85.5000	0.1229
41159	59	0x04	0x02	0x57	0x52	0x7E	21.9375	0.0307	85.7479	0.1229
41159	59	0x04	0x02	0x57	0x5E	0x7E	21.9375	0.0307	85.7479	0.1229
41280	118	0x04	0x02	0x57	0x57	0x70	22.0005	0.0615	86.0000	0.2458
41280	118	0x04	0x02	0x57	0x63	0x70	22.0005	0.0615	86.0000	0.2458
41519	120	0x04	0x02	0x57	0x57	0x70	22.1250	0.0625	86.4979	0.2500
41519	120	0x04	0x02	0x57	0x63	0x70	22.1250	0.0625	86.4979	0.2500
41760	118	0x04	0x02	0x57	0x57	0x70	22.2505	0.0615	87.0000	0.2458
41760	118	0x04	0x02	0x57	0x63	0x70	22.2505	0.0615	87.0000	0.2458
41999	120	0x04	0x02	0x57	0x57	0x72	22.3750	0.0625	87.4979	0.2500
41999	120	0x04	0x02	0x57	0x63	0x72	22.3750	0.0625	87.4979	0.2500
42240	118	0x04	0x02	0x57	0x57	0x74	22.5005	0.0615	88.0000	0.2458
42240	118	0x04	0x02	0x57	0x63	0x74	22.5005	0.0615	88.0000	0.2458
42479	120	0x04	0x02	0x57	0x57	0x77	22.6250	0.0625	88.4979	0.2500
42479	120	0x04	0x02	0x57	0x63	0x77	22.6250	0.0625	88.4979	0.2500
42720	118	0x04	0x02	0x57	0x55	0x79	22.7505	0.0615	89.0000	0.2458
42720	118	0x04	0x02	0x57	0x61	0x79	22.7505	0.0615	89.0000	0.2458
42959	120	0x04	0x02	0x57	0x55	0x7B	22.8750	0.0625	89.4979	0.2500
42959	120	0x04	0x02	0x57	0x61	0x7B	22.8750	0.0625	89.4979	0.2500
43200	118	0x04	0x02	0x57	0x52	0x7E	23.0005	0.0615	90.0000	0.2458
43200	118	0x04	0x02	0x57	0x5E	0x7E	23.0005	0.0615	90.0000	0.2458
43439	120	0x04	0x02	0x57	0x52	0x7E	23.1250	0.0625	90.4979	0.2500
43439	120	0x04	0x02	0x57	0x5E	0x7E	23.1250	0.0625	90.4979	0.2500
43680	118	0x04	0x02	0x57	0x52	0x7E	23.2505	0.0615	91.0000	0.2458
43680	118	0x04	0x02	0x57	0x5E	0x7E	23.2505	0.0615	91.0000	0.2458
43919	120	0x04	0x02	0x57	0x52	0x7E	23.3750	0.0625	91.4979	0.2500
43919	120	0x04	0x02	0x57	0x5E	0x7E	23.3750	0.0625	91.4979	0.2500
44160	119	0x04	0x02	0x57	0x52	0x7E	23.5005	0.0620	92.0000	0.2479
44160	119	0x04	0x02	0x57	0x5E	0x7E	23.5005	0.0620	92.0000	0.2479
44399	120	0x04	0x02	0x57	0x52	0x7E	23.6250	0.0625	92.4979	0.2500
44399	120	0x04	0x02	0x57	0x5E	0x7E	23.6250	0.0625	92.4979	0.2500
44640	89	0x04	0x02	0x57	0x52	0x7E	23.7505	0.0464	93.0000	0.1854
44640	89	0x04	0x02	0x57	0x5E	0x7E	23.7505	0.0464	93.0000	0.1854
44820	29	0x04	0x02	0x57	0x52	0x7E	23.8443	0.0151	93.3750	0.0604
44820	29	0x04	0x02	0x57	0x5E	0x7E	23.8443	0.0151	93.3750	0.0604
44879	59	0x04	0x02	0x57	0x52	0x7E	23.8750	0.0307	93.4979	0.1229
44879	59	0x04	0x02	0x57	0x5E	0x7E	23.8750	0.0307	93.4979	0.1229
45000	59	0x04	0x02	0x57	0x52	0x7E	23.9380	0.0307	93.7500	0.1229
45000	59	0x04	0x02	0x57	0x5E	0x7E	23.9380	0.0307	93.7500	0.1229
45120	119	0x04	0x02	0x57	0x4D	0x7E	24.0005	0.0620	94.0000	0.2479
45120	119	0x04	0x02	0x57	0x59	0x7E	24.0005	0.0620	94.0000	0.2479
45360	119	0x04	0x02	0x57	0x4D	0x7E	24.1255	0.0620	94.5000	0.2479
45360	119	0x04	0x02	0x57	0x59	0x7E	24.1255	0.0620	94.5000	0.2479
45600	119	0x04	0x02	0x57	0x4D	0x7E	24.2505	0.0620	95.0000	0.2479
45600	119	0x04	0x02	0x57	0x59	0x7E	24.2505	0.0620	95.0000	0.2479
45840	119	0x04	0x02	0x57	0x4D	0x7E	24.3755	0.0620	95.5000	0.2479
45840	119	0x04	0x02	0x57	0x59	0x7E	24.3755	0.0620	95.5000	0.2479
46080	119	0x04	0x02	0x57	0x4D	0x7E	24.5005	0.0620	96.0000	0.2479
46080	119	0x04	0x02	0x57	0x59	0x7E	24.5005	0.0620	96.0000	0.2479
46320	119	0x04	0x02	0x57	0x4D	0x7E	24.6255	0.0620	96.5000	0.2479
46320	119	0x04	0x02	0x57	0x59	0x7E	24.6255	0.0620	96.5000	0.2479
46560	119	0x04	0x02	0x57	0x4B	0x7E	24.7505	0.0620	97.0000	0.2479
46560	119	0x04	0x02	0x57	0x57	0x7E	24.7505	0.0620	97.0000	0.2479
46800	118	0x04	0x02	0x57	0x4D	0x7E	24.8755	0.0615	97.5000	0.2458
46800	118	0x04	0x02	0x57	0x59	0x7E	24.8755	0.0615	97.5000	0.2458
47040	119	0x04	0x02	0x57	0x4E	0x7E	25.0005	0.0620	98.0000	0.2479
47040	119	0x04	0x02	0x57	0x5A	0x7E	25.0005	0.0620	98.0000	0.2479
47280	118	0x04	0x02	0x57	0x4E	0x7E	25.1255	0.0615	98.5000	0.2458
47280	118	0x04	0x02	0x57	0x5A	0x7E	25.1255	0.0615	98.5000	0.2458
47520	119	0x04	0x02	0x57	0x4E	0x7E	25.2505	0.0620	99.0000	0.2479
47520	119	0x04	0x02	0x57	0x5A	0x7E	25.2505	0.0620	99.0000	0.2479
47760	118	0x04	0x02	0x57	0x4E	0x7E	25.3755	0.0615	99.5000	0.2458
47760	118	0x04	0x02	0x57	0x5A	0x7E	25.3755	0.0615	99.5000	0.2458
47999	120	0x04	0x02	0x57	0x4E	0x7E	25.5000	0.0625	99.9979	0.2500
47999	120	0x04	0x02	0x57	0x5A	0x7E	25.5000	0.0625	99.9979	0.2500
48240	118	0x04	0x02	0x57	0x4E	0x7E	25.6255	0.0615	100.5000	0.2458
48240	118	0x04	0x02	0x57	0x5A	0x7E	25.6255	0.0615	100.5000	0.2458
48479	90	0x04	0x02	0x57	0x52	0x7E	25.7500	0.0469	100.9979	0.1875
48479	90	0x04	0x02	0x57	0x5E	0x7E	25.7500	0.0469	100.9979	0.1875
48660	28	0x04	0x02	0x57	0x52	0x7E	25.8443	0.0146	101.3750	0.0583
48660	28	0x04	0x02	0x57	0x5E	0x7E	25.8443	0.0146	101.3750	0.0583
48720	59	0x04	0x02	0x57	0x52	0x7E	25.8755	0.0307	101.5000	0.1229
48720	59	0x04	0x02	0x57	0x5E	0x7E	25.8755	0.0307	101.5000	0.1229
48840	59	0x04	0x02	0x57	0x52	0x7E	25.9380	0.0307	101.7500	0.1229
48840	59	0x04	0x02	0x57	0x5E	0x7E	25.9380	0.0307	101.7500	0.1229
48959	120	0x04	0x02	0x57	0x57	0x7E	26.0000	0.0625	101.9979	0.2500
48959	120	0x04	0x02	0x57	0x63	0x7E	26.0000	0.0625	101.9979	0.2500
49200	118	0x04	0x02	0x57	0x57	0x7E	26.1255	0.0615	102.5000	0.2458
49200	118	0x04	0x02	0x57	0x63	0x7E	26.1255	0.0615	102.5000	0.2458
49439	120	0x04	0x02	0x57	0x57	0x7E	26.2500	0.0625	102.9979	0.2500
49439	120	0x04	0x02	0x57	0x63	0x7E	26.2500	0.0625	102.9979	0.2500
49680	118	0x04	0x02	0x57	0x57	0x7E	26.3755	0.0615	103.5000	0.2458
49680	118	0x04	0x02	0x57	0x63	0x7E	26.3755	0.0615	103.5000	0.2458
49919	120	0x04	0x02	0x57	0x57	0x7E	26.5000	0.0625	103.9979	0.2500
49919	120	0x04	0x02	0x57	0x63	0x7E	26.5000	0.0625	103.9979	0.2500
50160	118	0x04	0x02	0x57	0x57	0x7E	26.6255	0.0615	104.5000	0.2458
50160	118	0x04	0x02	0x57	0x63	0x7E	26.6255	0.0615	104.5000	0.2458
50399	120	0x04	0x02	0x57	0x55	0x7E	26.7500	0.0625	104.9979	0.2500
50399	120	0x04	0x02	0x57	0x61	0x7E	26.7500	0.0625	104.9979	0.2500
50640	119	0x04	0x02	0x57	0x55	0x7E	26.8755	0.0620	105.5000	0.2479
50640	119	0x04	0x02	0x57	0x61	0x7E	26.8755	0.0620	105.5000	0.2479
50879	120	0x04	0x02	0x57	0x52	0x7E	27.0000	0.0625	105.9979	0.2500
50879	120	0x04	0x02	0x57	0x5E	0x7E	27.0000	0.0625	105.9979	0.2500
51120	119	0x04	0x02	0x57	0x52	0x7E	27.1255	0.0620	106.5000	0.2479
51120	119	0x04	0x02	0x57	0x5E	0x7E	27.1255	0.0620	106.5000	0.2479
51359	120	0x04	0x02	0x57	0x52	0x7E	27.2500	0.0625	106.9979	0.2500
51359	120	0x04	0x02	0x57	0x5E	0x7E	27.2500	0.0625	106.9979	0.2500
51600	119	0x04	0x02	0x57	0x52	0x7E	27.3755	0.0620	107.5000	0.2479
51600	119	0x04	0x02	0x57	0x5E	0x7E	27.3755	0.0620	107.5000	0.2479
51840	119	0x04	0x02	0x57	0x52	0x7E	27.5005	0.0620	108.0000	0.2479
51840	119	0x04	0x02	0x57	0x5E	0x7E	27.5005	0.0620	108.0000	0.2479
52080	119	0x04	0x02	0x57	0x52	0x7E	27.6255	0.0620	108.5000	0.2479
52080	119	0x04	0x02	0x57	0x5E	0x7E	27.6255	0.0620	108.5000	0.2479
52320	88	0x04	0x02	0x57	0x52	0x7E	27.7505	0.0458	109.0000	0.1833
52320	88	0x04	0x02	0x57	0x5E	0x7E	27.7505	0.0458	109.0000	0.1833
52499	30	0x04	0x02	0x57	0x52	0x7E	27.8438	0.0156	109.3729	0.0625
52499	30	0x04	0x02	0x57	0x5E	0x7E	27.8438	0.0156	109.3729	0.0625
52560	59	0x04	0x02	0x57	0x52	0x7E	27.8755	0.0307	109.5000	0.1229
52560	59	0x04	0x02	0x57	0x5E	0x7E	27.8755	0.0307	109.5000	0.1229
52679	59	0x04	0x02	0x57	0x52	0x7E	27.9375	0.0307	109.7479	0.1229
52679	59	0x04	0x02	0x57	0x5E	0x7E	27.9375	0.0307	109.7479	0.1229
52800	118	0x04	0x02	0x57	0x4D	0x7E	28.0005	0.0615	110.0000	0.2458
52800	118	0x04	0x02	0x57	0x59	0x7E	28.0005	0.0615	110.0000	0.2458
53040	119	0x04	0x02	0x57	0x4D	0x7E	28.1255	0.0620	110.5000	0.2479
53040	119	0x04	0x02	0x57	0x59	0x7E	28.1255	0.0620	110.5000	0.2479
53280	118	0x04	0x02	0x57	0x4D	0x7E	28.2505	0.0615	111.0000	0.2458
53280	118	0x04	0x02	0x57	0x59	0x7E	28.2505	0.0615	111.0000	0.2458
53520	119	0x04	0x02	0x57	0x4D	0x7E	28.3755	0.0620	111.5000	0.2479
53520	119	0x04	0x02	0x57	0x59	0x7E	28.3755	0.0620	111.5000	0.2479
53760	118	0x04	0x02	0x57	0x4D	0x7E	28.5005	0.0615	112.0000	0.2458
53760	118	0x04	0x02	0x57	0x59	0x7E	28.5005	0.0615	112.0000	0.2458
54000	119	0x04	0x02	0x57	0x4D	0x7E	28.6255	0.0620	112.5000	0.2479
54000	119	0x04	0x02	0x57	0x59	0x7E	28.6255	0.0620	112.5000	0.2479
54240	118	0x04	0x02	0x57	0x4B	0x7E	28.7505	0.0615	113.0000	0.2458
54240	118	0x04	0x02	0x57	0x57	0x7E	28.7505	0.0615	113.0000	0.2458
54479	120	0x04	0x02	0x57	0x4D	0x7E	28.8750	0.0625	113.4979	0.2500
54479	120	0x04	0x02	0x57	0x59	0x7E	28.8750	0.0625	113.4979	0.2500
54720	118	0x04	0x02	0x57	0x4E	0x7E	29.0005	0.0615	114.0000	0.2458
54720	118	0x04	0x02	0x57	0x5A	0x7E	29.0005	0.0615	114.0000	0.2458
54959	120	0x04	0x02	0x57	0x4E	0x7E	29.1250	0.0625	114.4979	0.2500
54959	120	0x04	0x02	0x57	0x5A	0x7E	29.1250	0.0625	114.4979	0.2500
55200	118	0x04	0x02	0x57	0x4E	0x7E	29.2505	0.0615	115.0000	0.2458
55200	118	0x04	0x02	0x57	0x5A	0x7E	29.2505	0.0615	115.0000	0.2458
55439	120	0x04	0x02	0x57	0x4E	0x7E	29.3750	0.0625	115.4979	0.2500
55439	120	0x04	0x02	0x57	0x5A	0x7E	29.3750	0.0625	115.4979	0.2500
55680	118	0x04	0x02	0x57	0x52	0x7E	29.5005	0.0615	116.0000	0.2458
55680	118	0x04	0x02	0x57	0x5E	0x7E	29.5005	0.0615	116.0000	0.2458
55919	120	0x04	0x02	0x57	0x52	0x7E	29.6250	0.0625	116.4979	0.2500
55919	120	0x04	0x02	0x57	0x5E	0x7E	29.6250	0.0625	116.4979	0.2500
56160	89	0x04	0x02	0x57	0x5A	0x7E	29.7505	0.0464	117.0000	0.1854
56160	89	0x04	0x02	0x57	0x66	0x7E	29.7505	0.0464	117.0000	0.1854
56340	29	0x04	0x02	0x57	0x5A	0x7E	29.8443	0.0151	117.3750	0.0604
56340	29	0x04	0x02	0x57	0x66	0x7E	29.8443	0.0151	117.3750	0.0604
56399	90	0x04	0x02	0x57	0x59	0x7E	29.8750	0.0469	117.4979	0.1875
56399	90	0x04	0x02	0x57	0x65	0x7E	29.8750	0.0469	117.4979	0.1875
56579	29	0x04	0x02	0x57	0x59	0x7E	29.9688	0.0151	117.8729	0.0604
56579	29	0x04	0x02	0x57	0x65	0x7E	29.9688	0.0151	117.8729	0.0604
56640	118	0x04	0x02	0x57	0x57	0x7E	30.0005	0.0615	118.0000	0.2458
56640	118	0x04	0x02	0x57	0x63	0x7E	30.0005	0.0615	118.0000	0.2458
56879	120	0x04	0x02	0x57	0x57	0x7E	30.1250	0.0625	118.4979	0.2500
56879	120	0x04	0x02	0x57	0x63	0x7E	30.1250	0.0625	118.4979	0.2500
57120	119	0x04	0x02	0x57	0x57	0x7E	30.2505	0.0620	119.0000	0.2479
57120	119	0x04	0x02	0x57	0x63	0x7E	30.2505	0.0620	119.0000	0.2479
57359	120	0x04	0x02	0x57	0x57	0x7E	30.3750	0.0625	119.4979	0.2500
57359	120	0x04	0x02	0x57	0x63	0x7E	30.3750	0.0625	119.4979	0.2500
57600	119	0x04	0x02	0x57	0x55	0x7E	30.5005	0.0620	120.0000	0.2479
57600	119	0x04	0x02	0x57	0x61	0x7E	30.5005	0.0620	120.0000	0.2479
57839	120	0x04	0x02	0x57	0x55	0x7E	30.6250	0.0625	120.4979	0.2500
57839	120	0x04	0x02	0x57	0x61	0x7E	30.6250	0.0625	120.4979	0.2500
58080	119	0x04	0x02	0x57	0x50	0x7E	30.7505	0.0620	121.0000	0.2479
58080	119	0x04	0x02	0x57	0x5C	0x7E	30.7505	0.0620	121.0000	0.2479
58320	119	0x04	0x02	0x57	0x50	0x7E	30.8755	0.0620	121.5000	0.2479
