time	track	channel	bar	pitch	volume	instrument
1185	5	5	49	147	87	120	7230144
1185	7	7	49	147	75	96	7230144
1185	7	7	49	147	75	0	3
1185	8	9	49	147	69	120	7230144
1187	8	9	49	147	69	0	3
1189	4	4	49	148	75	0	3
1189	4	4	49	148	77	127	7230144
1189	5	5	49	148	87	0	3
1189	5	5	49	148	89	120	7230144
1189	7	7	49	148	75	0	3
1189	7	7	49	148	77	96	7230144
1189	8	9	49	148	69	120	7230144
1191	8	9	49	148	69	0	3
1193	7	7	49	148	77	0	3
1193	8	9	49	148	69	120	7230144
1193	7	7	49	148	79	96	7230144
1193	6	6	49	148	36	0	3
1193	6	6	49	148	36	120	7230144
1193	5	5	49	148	89	0	3
1193	4	4	49	148	48	0	3
1193	4	4	49	148	60	0	3
1193	4	4	49	148	55	127	7230144
1193	4	4	49	148	77	0	3
1193	4	4	49	148	79	127	7230144
1193	5	5	49	148	91	120	7230144
1195	8	9	49	148	69	0	3
1201	7	7	49	149	74	96	7230144
1201	8	9	49	149	69	120	7230144
1201	7	7	49	149	79	0	3
1201	6	6	49	149	34	120	7230144
1201	6	6	49	149	36	0	3
1201	5	5	49	149	91	0	3
1201	4	4	49	149	74	127	7230144
1201	4	4	49	149	79	0	3
1201	4	4	49	149	55	0	3
1201	4	4	49	149	46	127	7230144
1201	3	3	49	149	48	0	3
1201	3	3	49	149	46	125	7230144
1201	5	5	49	149	86	120	7230144
1205	4	4	50	150	53	127	7230144
1205	8	9	50	150	69	0	3
1209	4	4	50	150	74	0	3
1209	8	9	50	150	69	120	7230144
1209	7	7	50	150	82	96	7230144
1209	7	7	50	150	74	0	3
1209	5	5	50	150	86	0	3
1209	5	5	50	150	94	120	7230144
1209	4	4	50	150	53	0	3
1209	4	4	50	150	82	127	7230144
1209	4	4	50	150	62	127	7230144
1213	8	9	50	151	69	0	3
1217	4	4	50	151	62	0	3
1217	8	9	50	151	69	120	7230144
1217	6	6	50	151	34	0	3
1217	4	4	50	151	46	0	3
1217	4	4	50	151	53	127	7230144
1217	6	6	50	151	34	120	7230144
1219	8	9	50	151	69	0	3
1221	8	9	50	152	69	120	7230144
1223	8	9	50	152	69	0	3
1225	5	5	50	152	94	0	3
1225	8	9	50	152	69	120	7230144
1225	7	7	50	152	82	0	3
1225	7	7	50	152	72	96	7230144
1225	6	6	50	152	34	0	3
1225	6	6	50	152	32	120	7230144
1225	5	5	50	152	84	120	7230144
1225	4	4	50	152	53	0	3
1225	4	4	50	152	82	0	3
1225	4	4	50	152	72	127	7230144
1225	4	4	50	152	44	127	7230144
1225	3	3	50	152	46	0	3
1225	3	3	50	152	44	125	7230144
1229	4	4	51	153	51	127	7230144
1229	8	9	51	153	69	0	3
1233	8	9	51	153	69	120	7230144
1233	7	7	51	153	72	0	3
1233	7	7	51	153	72	96	7230144
1233	5	5	51	153	84	0	3
1233	4	4	51	153	72	127	7230144
1233	4	4	51	153	60	127	7230144
1233	4	4	51	153	72	0	3
1233	4	4	51	153	51	0	3
1233	5	5	51	153	84	120	7230144
1235	8	9	51	153	69	0	3
1237	7	7	51	154	74	96	7230144
1237	8	9	51	154	69	120	7230144
1237	7	7	51	154	72	0	3
1237	5	5	51	154	84	0	3
1237	5	5	51	154	86	120	7230144
1237	4	4	51	154	74	127	7230144
1237	4	4	51	154	72	0	3
1239	8	9	51	154	69	0	3
1241	4	4	51	154	74	0	3
1241	8	9	51	154	69	120	7230144
1241	7	7	51	154	75	96	7230144
1241	7	7	51	154	74	0	3
1241	6	6	51	154	32	120	7230144
1241	6	6	51	154	32	0	3
1241	5	5	51	154	87	120	7230144
1241	5	5	51	154	86	0	3
1241	4	4	51	154	60	0	3
1241	4	4	51	154	51	127	7230144
1241	4	4	51	154	75	127	7230144
1241	4	4	51	154	44	0	3
1243	8	9	51	154	69	0	3
1249	8	9	51	155	69	120	7230144
1249	3	3	51	155	44	0	3
1249	7	7	51	155	75	0	3
1249	7	7	51	155	70	96	7230144
1249	6	6	51	155	32	0	3
1249	6	6	51	155	31	120	7230144
1249	5	5	51	155	87	0	3
1249	4	4	51	155	75	0	3
1249	5	5	51	155	82	120	7230144
1249	3	3	51	155	43	125	7230144
1249	4	4	51	155	70	127	7230144
1249	4	4	51	155	51	0	3
1249	4	4	51	155	43	127	7230144
1253	4	4	52	156	50	127	7230144
1253	8	9	52	156	69	0	3
1257	5	5	52	156	91	120	7230144
1257	8	9	52	156	69	120	7230144
1257	7	7	52	156	70	0	3
1257	7	7	52	156	79	96	7230144
1257	5	5	52	156	82	0	3
1257	4	4	52	156	79	127	7230144
1257	4	4	52	156	58	127	7230144
1257	4	4	52	156	70	0	3
1257	4	4	52	156	50	0	3
1261	8	9	52	157	69	0	3
1265	4	4	52	157	43	0	3
1265	8	9	52	157	69	120	7230144
1265	6	6	52	157	31	120	7230144
1265	6	6	52	157	31	0	3
1265	4	4	52	157	58	0	3
1265	4	4	52	157	50	127	7230144
1267	8	9	52	157	69	0	3
1269	8	9	52	158	69	120	7230144
1271	8	9	52	158	69	0	3
1273	4	4	52	158	50	0	3
1273	8	9	52	158	69	120	7230144
1273	7	7	52	158	79	0	3
1273	7	7	52	158	68	96	7230144
1273	6	6	52	158	31	0	3
1273	6	6	52	158	29	120	7230144
1273	5	5	52	158	91	0	3
1273	4	4	52	158	68	127	7230144
1273	4	4	52	158	41	127	7230144
1273	4	4	52	158	79	0	3
1273	3	3	52	158	43	0	3
1273	3	3	52	158	41	125	7230144
1273	5	5	52	158	80	120	7230144
1277	4	4	53	159	48	127	7230144
1277	8	9	53	159	69	0	3
1281	4	4	53	159	68	0	3
1281	8	9	53	159	69	120	7230144
1281	7	7	53	159	68	96	7230144
1281	7	7	53	159	68	0	3
1281	5	5	53	159	80	120	7230144
1281	5	5	53	159	80	0	3
1281	4	4	53	159	48	0	3
1281	4	4	53	159	56	127	7230144
1281	4	4	53	159	68	127	7230144
1283	8	9	53	159	69	0	3
1285	8	9	53	160	69	120	7230144
1285	7	7	53	160	68	0	3
1285	7	7	53	160	70	96	7230144
1285	5	5	53	160	82	120	7230144
1285	4	4	53	160	68	0	3
1285	4	4	53	160	70	127	7230144
1285	5	5	53	160	80	0	3
1287	8	9	53	160	69	0	3
1289	6	6	53	160	29	120	7230144
1289	8	9	53	160	69	120	7230144
1289	7	7	53	160	72	96	7230144
1289	7	7	53	160	70	0	3
1289	6	6	53	160	29	0	3
1289	5	5	53	160	82	0	3
1289	5	5	53	160	84	120	7230144
1289	4	4	53	160	70	0	3
1289	4	4	53	160	48	127	7230144
1289	4	4	53	160	56	0	3
1289	4	4	53	160	41	0	3
1289	4	4	53	160	72	127	7230144
1291	8	9	53	160	69	0	3
1297	7	7	53	161	74	96	7230144
1297	8	9	53	161	69	120	7230144
1297	7	7	53	161	72	0	3
1297	6	6	53	161	34	120	7230144
1297	6	6	53	161	29	0	3
1297	5	5	53	161	84	0	3
1297	4	4	53	161	74	127	7230144
1297	4	4	53	161	72	0	3
1297	4	4	53	161	48	0	3
1297	4	4	53	161	46	127	7230144
1297	3	3	53	161	41	0	3
1297	3	3	53	161	46	125	7230144
1297	5	5	53	161	86	120	7230144
1301	4	4	54	162	53	127	7230144
1301	8	9	54	162	69	0	3
1305	7	7	54	162	72	96	7230144
1305	8	9	54	162	69	120	7230144
1305	7	7	54	162	74	0	3
1305	5	5	54	162	86	0	3
1305	4	4	54	162	72	127	7230144
1305	4	4	54	162	53	0	3
1305	4	4	54	162	74	0	3
1305	4	4	54	162	62	127	7230144
1305	5	5	54	162	84	120	7230144
1309	8	9	54	163	69	0	3
1313	4	4	54	163	70	127	7230144
1313	8	9	54	163	69	120	7230144
1313	7	7	54	163	70	96	7230144
1313	7	7	54	163	72	0	3
1313	6	6	54	163	34	0	3
1313	6	6	54	163	34	120	7230144
1313	5	5	54	163	84	0	3
1313	5	5	54	163	82	120	7230144
1313	4	4	54	163	53	127	7230144
1313	4	4	54	163	72	0	3
1313	4	4	54	163	62	0	3
1313	4	4	54	163	46	0	3
1315	8	9	54	163	69	0	3
1317	8	9	54	164	69	120	7230144
1319	8	9	54	164	69	0	3
1321	3	3	54	164	39	125	7230144
1321	3	3	54	164	46	0	3
1321	4	4	54	164	67	127	7230144
1321	4	4	54	164	70	0	3
1321	4	4	54	164	53	0	3
1321	4	4	54	164	39	127	7230144
1321	5	5	54	164	82	0	3
1321	5	5	54	164	79	120	7230144
1321	6	6	54	164	39	120	7230144
1321	6	6	54	164	34	0	3
1321	7	7	54	164	70	0	3
1321	7	7	54	164	67	96	7230144
1321	8	9	54	164	69	120	7230144
1325	4	4	55	165	46	127	7230144
1325	8	9	55	165	69	0	3
1329	4	4	55	165	46	0	3
1329	4	4	55	165	55	127	7230144
1329	8	9	55	165	69	120	7230144
1331	8	9	55	165	69	0	3
1333	8	9	55	166	69	120	7230144
1335	8	9	55	166	69	0	3
1337	6	6	55	166	39	0	3
1337	8	9	55	166	69	120	7230144
1337	7	7	55	166	67	0	3
1337	7	7	55	166	65	96	7230144
1337	6	6	55	166	39	120	7230144
1337	5	5	55	166	77	120	7230144
1337	4	4	55	166	39	0	3
1337	4	4	55	166	65	127	7230144
1337	4	4	55	166	55	0	3
1337	4	4	55	166	67	0	3
1337	4	4	55	166	46	127	7230144
1337	5	5	55	166	79	0	3
1339	8	9	55	166	69	0	3
1345	6	6	55	167	31	120	7230144
1345	8	9	55	167	69	120	7230144
1345	7	7	55	167	67	96	7230144
1345	7	7	55	167	65	0	3
1345	6	6	55	167	39	0	3
1345	5	5	55	167	77	0	3
1345	4	4	55	167	65	0	3
1345	4	4	55	167	67	127	7230144
1345	4	4	55	167	43	127	7230144
1345	4	4	55	167	46	0	3
1345	3	3	55	167	39	0	3
1345	3	3	55	167	43	125	7230144
1345	5	5	55	167	79	120	7230144
1349	4	4	56	168	50	127	7230144
1349	8	9	56	168	69	0	3
1353	4	4	56	168	50	0	3
1353	8	9	56	168	69	120	7230144
1353	4	4	56	168	59	127	7230144
1357	8	9	56	169	69	0	3
1361	6	6	56	169	31	120	7230144
1361	8	9	56	169	69	120	7230144
1361	7	7	56	169	67	96	7230144
1361	7	7	56	169	67	0	3
1361	6	6	56	169	31	0	3
1361	5	5	56	169	79	0	3
1361	5	5	56	169	79	120	7230144
1361	4	4	56	169	55	127	7230144
1361	4	4	56	169	67	127	7230144
1361	4	4	56	169	67	0	3
1361	4	4	56	169	59	0	3
1361	4	4	56	169	43	0	3
1363	8	9	56	169	69	0	3
1365	8	9	56	170	69	120	7230144
1367	8	9	56	170	69	0	3
1369	5	5	56	170	87	120	7230144
1369	8	9	56	170	69	0	3
1369	8	9	56	170	69	120	7230144
1369	7	7	56	170	75	96	7230144
1369	7	7	56	170	67	0	3
1369	6	6	56	170	31	0	3
1369	6	6	56	170	36	120	7230144
1369	5	5	56	170	79	0	3
1369	4	4	56	170	55	0	3
1369	4	4	56	170	67	0	3
1369	4	4	56	170	75	127	7230144
1369	4	4	56	170	48	127	7230144
1369	3	3	56	170	43	0	3
1369	3	3	56	170	48	125	7230144
1373	4	4	57	171	55	127	7230144
1373	8	9	57	171	69	0	3
1377	7	7	57	171	75	0	3
1377	8	9	57	171	69	120	7230144
1377	7	7	57	171	75	96	7230144
1377	5	5	57	171	87	0	3
1377	4	4	57	171	55	0	3
1377	4	4	57	171	75	127	7230144
1377	4	4	57	171	75	0	3
1377	4	4	57	171	60	127	7230144
1377	5	5	57	171	87	120	7230144
1379	8	9	57	171	69	0	3
1381	7	7	57	172	75	0	3
1381	8	9	57	172	69	120	7230144
1381	7	7	57	172	77	96	7230144
1381	5	5	57	172	89	120	7230144
1381	5	5	57	172	87	0	3
1381	4	4	57	172	77	127	7230144
1381	4	4	57	172	75	0	3
1383	8	9	57	172	69	0	3
1385	4	4	57	172	48	0	3
1385	8	9	57	172	69	120	7230144
1385	7	7	57	172	79	96	7230144
1385	7	7	57	172	77	0	3
1385	6	6	57	172	36	0	3
1385	6	6	57	172	36	120	7230144
1385	5	5	57	172	91	120	7230144
1385	5	5	57	172	89	0	3
1385	4	4	57	172	60	0	3
1385	4	4	57	172	79	127	7230144
1385	4	4	57	172	77	0	3
1385	4	4	57	172	55	127	7230144
1387	8	9	57	172	69	0	3
1393	6	6	57	173	34	120	7230144
1393	6	6	57	173	36	0	3
1393	5	5	57	173	91	0	3
1393	7	7	57	173	74	96	7230144
1393	7	7	57	173	79	0	3
1393	8	9	57	173	69	120	7230144
1393	4	4	57	173	74	127	7230144
1393	4	4	57	173	55	0	3
1393	5	5	57	173	86	120	7230144
1393	3	3	57	173	46	125	7230144
1393	3	3	57	173	48	0	3
1393	4	4	57	173	46	127	7230144
1393	4	4	57	173	79	0	3
1397	4	4	58	174	53	127	7230144
1397	8	9	58	174	69	0	3
1401	4	4	58	174	53	0	3
1401	4	4	58	174	62	127	7230144
1401	4	4	58	174	82	127	7230144
1401	4	4	58	174	74	0	3
1401	5	5	58	174	94	120	7230144
1401	5	5	58	174	86	0	3
1401	7	7	58	174	74	0	3
1401	7	7	58	174	82	96	7230144
1401	8	9	58	174	69	120	7230144
1405	8	9	58	174	69	0	3
1409	4	4	58	175	53	127	7230144
1409	4	4	58	175	62	0	3
1409	4	4	58	175	46	0	3
1409	6	6	58	175	34	0	3
1409	6	6	58	175	34	120	7230144
1409	8	9	58	175	69	120	7230144
1411	8	9	58	175	69	0	3
1413	8	9	58	176	69	120	7230144
1415	8	9	58	176	69	0	3
1417	3	3	58	176	44	125	7230144
1417	8	9	58	176	69	120	7230144
1417	7	7	58	176	82	0	3
1417	7	7	58	176	72	96	7230144
1417	6	6	58	176	32	120	7230144
1417	6	6	58	176	34	0	3
1417	5	5	58	176	94	0	3
1417	4	4	58	176	72	127	7230144
1417	4	4	58	176	82	0	3
1417	4	4	58	176	53	0	3
1417	4	4	58	176	44	127	7230144
1417	3	3	58	176	46	0	3
1417	5	5	58	176	84	120	7230144
1421	4	4	58	176	51	127	7230144
1421	8	9	58	176	69	0	3
1425	4	4	59	177	72	127	7230144
1425	8	9	59	177	69	120	7230144
1425	7	7	59	177	72	96	7230144
1425	7	7	59	177	72	0	3
1425	5	5	59	177	84	120	7230144
1425	5	5	59	177	84	0	3
1425	4	4	59	177	51	0	3
1425	4	4	59	177	60	127	7230144
1425	4	4	59	177	72	0	3
1427	8	9	59	177	69	0	3
1429	8	9	59	177	69	120	7230144
1429	7	7	59	177	74	96	7230144
1429	7	7	59	177	72	0	3
1429	5	5	59	177	86	120	7230144
1429	4	4	59	177	74	127	7230144
1429	4	4	59	177	72	0	3
1429	5	5	59	177	84	0	3
1431	8	9	59	178	69	0	3
1433	6	6	59	178	32	120	7230144
1433	8	9	59	178	69	120	7230144
1433	7	7	59	178	74	0	3
1433	7	7	59	178	75	96	7230144
1433	6	6	59	178	32	0	3
1433	5	5	59	178	87	120	7230144
1433	5	5	59	178	86	0	3
1433	4	4	59	178	60	0	3
1433	4	4	59	178	44	0	3
1433	4	4	59	178	74	0	3
1433	4	4	59	178	75	127	7230144
1433	4	4	59	178	51	127	7230144
1435	8	9	59	178	69	0	3
1441	7	7	59	179	70	96	7230144
1441	8	9	59	179	69	120	7230144
1441	7	7	59	179	75	0	3
1441	6	6	59	179	31	120	7230144
1441	6	6	59	179	32	0	3
1441	5	5	59	179	87	0	3
1441	4	4	59	179	75	0	3
1441	4	4	59	179	43	127	7230144
1441	4	4	59	179	51	0	3
1441	4	4	59	179	70	127	7230144
1441	3	3	59	179	43	125	7230144
1441	3	3	59	179	44	0	3
1441	5	5	59	179	82	120	7230144
1445	4	4	59	179	50	127	7230144
1445	8	9	59	179	69	0	3
1449	8	9	60	180	69	120	7230144
1449	7	7	60	180	79	96	7230144
1449	7	7	60	180	70	0	3
1449	5	5	60	180	82	0	3
1449	4	4	60	180	50	0	3
1449	4	4	60	180	70	0	3
1449	4	4	60	180	58	127	7230144
1449	4	4	60	180	79	127	7230144
1449	5	5	60	180	91	120	7230144
1453	8	9	60	180	69	0	3
1457	8	9	60	181	69	120	7230144
1457	6	6	60	181	31	120	7230144
1457	6	6	60	181	31	0	3
1457	4	4	60	181	50	127	7230144
1457	4	4	60	181	58	0	3
1457	4	4	60	181	43	0	3
1459	8	9	60	181	69	0	3
1461	8	9	60	181	69	120	7230144
1463	8	9	60	182	69	0	3
1465	8	9	60	182	69	120	7230144
1465	7	7	60	182	68	96	7230144
1465	7	7	60	182	79	0	3
1465	6	6	60	182	29	120	7230144
1465	6	6	60	182	31	0	3
1465	4	4	60	182	68	127	7230144
1465	5	5	60	182	80	120	7230144
1465	4	4	60	182	79	0	3
1465	5	5	60	182	91	0	3
1465	3	3	60	182	41	125	7230144
1465	3	3	60	182	43	0	3
1465	4	4	60	182	50	0	3
1465	4	4	60	182	41	127	7230144
1469	4	4	60	182	48	127	7230144
1469	8	9	60	182	69	0	3
1473	7	7	61	183	68	0	3
1473	8	9	61	183	69	120	7230144
1473	7	7	61	183	70	96	7230144
1473	5	5	61	183	82	120	7230144
1473	5	5	61	183	80	0	3
1473	4	4	61	183	70	127	7230144
1473	4	4	61	183	56	127	7230144
1473	4	4	61	183	68	0	3
1473	4	4	61	183	48	0	3
1475	8	9	61	183	69	0	3
1477	8	9	61	183	69	120	7230144
1479	8	9	61	184	69	0	3
1481	8	9	61	184	69	120	7230144
1481	7	7	61	184	72	96	7230144
1481	7	7	61	184	70	0	3
1481	6	6	61	184	29	120	7230144
1481	6	6	61	184	29	0	3
1481	5	5	61	184	82	0	3
1481	4	4	61	184	70	0	3
1481	4	4	61	184	48	127	7230144
1481	4	4	61	184	72	127	7230144
1481	4	4	61	184	56	0	3
1481	4	4	61	184	41	0	3
1481	5	5	61	184	84	120	7230144
1483	8	9	61	184	69	0	3
1489	6	6	61	185	29	0	3
1489	8	9	61	185	69	120	7230144
1489	7	7	61	185	72	0	3
1489	7	7	61	185	74	96	7230144
1489	6	6	61	185	31	120	7230144
1489	5	5	61	185	86	120	7230144
1489	4	4	61	185	48	0	3
1489	4	4	61	185	43	127	7230144
1489	4	4	61	185	72	0	3
1489	4	4	61	185	74	127	7230144
1489	3	3	61	185	41	0	3
1489	3	3	61	185	43	125	7230144
1489	5	5	61	185	84	0	3
1493	4	4	61	185	50	127	7230144
1493	8	9	61	185	69	0	3
1497	4	4	62	186	50	0	3
1497	8	9	62	186	69	120	7230144
1497	7	7	62	186	72	96	7230144
1497	7	7	62	186	74	0	3
1497	5	5	62	186	86	0	3
1497	5	5	62	186	84	120	7230144
1497	4	4	62	186	72	127	7230144
1497	4	4	62	186	58	127	7230144
1497	4	4	62	186	74	0	3
1501	8	9	62	186	69	0	3
1505	4	4	62	187	58	0	3
1505	4	4	62	187	43	0	3
1505	8	9	62	187	69	120	7230144
1505	7	7	62	187	72	0	3
1505	7	7	62	187	70	96	7230144
1505	6	6	62	187	31	120	7230144
1505	6	6	62	187	31	0	3
1505	5	5	62	187	82	120	7230144
1505	4	4	62	187	70	127	7230144
1505	4	4	62	187	50	127	7230144
1505	4	4	62	187	72	0	3
1505	5	5	62	187	84	0	3
1507	8	9	62	187	69	0	3
1509	8	9	62	187	69	120	7230144
1511	8	9	62	188	69	0	3
1513	4	4	62	188	50	0	3
1513	8	9	62	188	69	120	7230144
1513	7	7	62	188	70	0	3
1513	7	7	62	188	72	96	7230144
1513	6	6	62	188	31	0	3
1513	6	6	62	188	32	120	7230144
1513	5	5	62	188	82	0	3
1513	5	5	62	188	84	120	7230144
1513	4	4	62	188	72	127	7230144
1513	4	4	62	188	44	127	7230144
1513	4	4	62	188	70	0	3
1513	3	3	62	188	43	0	3
1513	3	3	62	188	44	125	7230144
1517	4	4	62	188	51	127	7230144
1517	8	9	62	188	69	0	3
1521	4	4	63	189	51	0	3
1521	4	4	63	189	60	127	7230144
1521	8	9	63	189	69	120	7230144
1523	8	9	63	189	69	0	3
1525	8	9	63	189	69	120	7230144
1527	8	9	63	190	69	0	3
1529	5	5	63	190	84	0	3
1529	8	9	63	190	69	120	7230144
1529	7	7	63	190	72	0	3
1529	7	7	63	190	70	96	7230144
1529	6	6	63	190	32	0	3
1529	6	6	63	190	34	120	7230144
1529	5	5	63	190	82	120	7230144
1529	4	4	63	190	46	127	7230144
1529	4	4	63	190	72	0	3
1529	4	4	63	190	60	0	3
1529	4	4	63	190	44	0	3
1529	4	4	63	190	70	127	7230144
1529	3	3	63	190	46	125	7230144
1529	3	3	63	190	44	0	3
1531	8	9	63	190	69	0	3
1537	7	7	63	191	70	0	3
1537	8	9	63	191	69	120	7230144
1537	7	7	63	191	72	96	7230144
1537	6	6	63	191	34	0	3
1537	6	6	63	191	36	120	7230144
1537	5	5	63	191	84	120	7230144
1537	4	4	63	191	48	127	7230144
1537	5	5	63	191	82	0	3
1537	3	3	63	191	48	125	7230144
1537	3	3	63	191	46	0	3
1537	4	4	63	191	46	0	3
1537	4	4	63	191	70	0	3
1537	4	4	63	191	72	127	7230144
1541	4	4	63	191	55	127	7230144
1541	8	9	63	191	69	0	3
1545	4	4	64	192	55	0	3
1545	4	4	64	192	60	127	7230144
1545	8	9	64	192	69	120	7230144
1549	8	9	64	192	69	0	3
1553	7	7	64	193	72	0	3
1553	8	9	64	193	69	120	7230144
1553	6	6	64	193	36	120	7230144
1553	6	6	64	193	36	0	3
1553	4	4	64	193	72	0	3
1553	4	4	64	193	48	0	3
1553	4	4	64	193	60	0	3
1553	4	4	64	193	55	127	7230144
1553	5	5	64	193	84	0	3
1555	8	9	64	193	69	0	3
1557	8	9	64	193	69	120	7230144
1559	8	9	64	194	69	0	3
1561	4	4	64	194	55	0	3
1561	8	9	64	194	69	0	3
1561	8	9	64	194	69	120	7230144
1561	6	6	64	194	41	120	7230144
1561	5	5	64	194	84	120	7230144
1561	4	4	64	194	41	127	7230144
1561	3	3	64	194	48	0	3
1561	6	6	64	194	36	0	3
1565	4	4	64	194	48	127	7230144
1565	8	9	64	194	69	0	3
1569	4	4	65	195	56	127	7230144
1569	4	4	65	195	48	0	3
1569	5	5	65	195	84	0	3
1569	5	5	65	195	84	120	7230144
1569	8	9	65	195	69	120	7230144
1571	8	9	65	195	69	0	3
1573	5	5	65	195	84	0	3
1573	5	5	65	195	86	120	7230144
1573	8	9	65	195	69	120	7230144
1575	8	9	65	196	69	0	3
1577	5	5	65	196	86	0	3
1577	8	9	65	196	69	120	7230144
1577	6	6	65	196	41	120	7230144
1577	6	6	65	196	41	0	3
1577	5	5	65	196	87	120	7230144
1577	4	4	65	196	41	0	3
1577	4	4	65	196	56	0	3
1577	4	4	65	196	48	127	7230144
1579	8	9	65	196	69	0	3
1585	4	4	65	197	46	127	7230144
1585	4	4	65	197	48	0	3
1585	5	5	65	197	87	0	3
1585	5	5	65	197	86	120	7230144
1585	6	6	65	197	41	0	3
1585	6	6	65	197	34	120	7230144
1585	8	9	65	197	69	120	7230144
1589	8	9	65	197	69	0	3
1589	4	4	65	197	53	127	7230144
1593	4	4	66	198	53	0	3
1593	4	4	66	198	58	127	7230144
1593	5	5	66	198	86	0	3
1593	5	5	66	198	89	120	7230144
1593	8	9	66	198	69	120	7230144
1597	8	9	66	198	69	0	3
1601	8	9	66	199	69	120	7230144
1601	6	6	66	199	34	120	7230144
1601	6	6	66	199	34	0	3
1601	5	5	66	199	82	120	7230144
1601	4	4	66	199	46	0	3
1601	4	4	66	199	53	127	7230144
1601	4	4	66	199	58	0	3
1601	5	5	66	199	89	0	3
1603	8	9	66	199	69	0	3
1605	8	9	66	199	69	120	7230144
1607	8	9	66	200	69	0	3
1609	5	5	66	200	82	0	3
1609	8	9	66	200	69	120	7230144
1609	6	6	66	200	39	120	7230144
1609	6	6	66	200	34	0	3
1609	5	5	66	200	79	120	7230144
1609	4	4	66	200	53	0	3
1609	4	4	66	200	39	127	7230144
1613	4	4	66	200	46	127	7230144
1613	8	9	66	200	69	0	3
1617	8	9	67	201	69	120	7230144
1617	5	5	67	201	79	120	7230144
1617	4	4	67	201	55	127	7230144
1617	4	4	67	201	46	0	3
1617	5	5	67	201	79	0	3
1619	8	9	67	201	69	0	3
1621	5	5	67	201	79	0	3
1621	5	5	67	201	82	120	7230144
1621	8	9	67	201	69	120	7230144
1623	8	9	67	202	69	0	3
1625	4	4	67	202	46	127	7230144
1625	8	9	67	202	69	120	7230144
1625	6	6	67	202	39	0	3
1625	6	6	67	202	39	120	7230144
1625	5	5	67	202	86	120	7230144
1625	5	5	67	202	82	0	3
1625	4	4	67	202	55	0	3
1625	4	4	67	202	39	0	3
1627	8	9	67	202	69	0	3
1633	4	4	67	203	46	0	3
1633	8	9	67	203	69	120	7230144
1633	6	6	67	203	44	120	7230144
1633	6	6	67	203	39	0	3
1633	5	5	67	203	84	120	7230144
1633	5	5	67	203	86	0	3
1633	4	4	67	203	44	127	7230144
1637	4	4	67	203	51	127	7230144
1637	8	9	67	203	69	0	3
1641	4	4	68	204	60	127	7230144
1641	4	4	68	204	51	0	3
1641	8	9	68	204	69	120	7230144
1645	8	9	68	204	69	0	3
1649	4	4	68	205	60	0	3
1649	8	9	68	205	69	120	7230144
1649	6	6	68	205	44	0	3
1649	6	6	68	205	44	120	7230144
1649	5	5	68	205	84	120	7230144
1649	4	4	68	205	44	0	3
1649	4	4	68	205	51	127	7230144
1649	5	5	68	205	84	0	3
1651	8	9	68	205	69	0	3
1653	8	9	68	205	69	120	7230144
1655	8	9	68	206	69	0	3
1657	4	4	68	206	51	0	3
1657	4	4	68	206	37	127	7230144
1657	5	5	68	206	85	120	7230144
1657	5	5	68	206	84	0	3
1657	6	6	68	206	37	120	7230144
1657	6	6	68	206	44	0	3
1657	8	9	68	206	69	120	7230144
1661	8	9	68	206	69	0	3
1661	4	4	68	206	44	127	7230144
1666	4	4	69	207	44	0	3
1666	4	4	69	207	53	127	7230144
1666	5	5	69	207	85	0	3
1666	5	5	69	207	85	120	7230144
1666	8	9	69	207	69	120	7230144
1668	8	9	69	207	69	0	3
1670	5	5	69	207	85	0	3
1670	5	5	69	207	87	120	7230144
1670	8	9	69	207	69	120	7230144
1671	8	9	69	208	69	0	3
1674	4	4	69	208	53	0	3
1674	8	9	69	208	69	120	7230144
1674	6	6	69	208	37	120	7230144
1674	6	6	69	208	37	0	3
1674	5	5	69	208	87	0	3
1674	4	4	69	208	44	127	7230144
1674	4	4	69	208	37	0	3
1674	5	5	69	208	89	120	7230144
1676	8	9	69	208	69	0	3
1682	4	4	69	209	44	0	3
1682	4	4	69	209	43	127	7230144
1682	5	5	69	209	89	0	3
1682	5	5	69	209	91	120	7230144
1682	6	6	69	209	43	120	7230144
1682	6	6	69	209	37	0	3
1682	8	9	69	209	69	120	7230144
1686	4	4	69	209	50	127	7230144
1686	8	9	69	209	69	0	3
1690	4	4	70	210	59	127	7230144
1690	4	4	70	210	50	0	3
1690	5	5	70	210	92	120	7230144
1690	5	5	70	210	91	0	3
1690	8	9	70	210	69	120	7230144
1694	8	9	70	210	69	0	3
1697	8	9	70	211	69	120	7230144
1697	6	6	70	211	43	0	3
1697	6	6	70	211	43	120	7230144
1697	5	5	70	211	92	0	3
1697	4	4	70	211	43	0	3
1697	4	4	70	211	59	0	3
1697	4	4	70	211	50	127	7230144
1697	5	5	70	211	91	120	7230144
1700	8	9	70	211	69	0	3
1702	5	5	70	211	91	0	3
1702	5	5	70	211	89	120	7230144
1702	8	9	70	211	69	120	7230144
1704	8	9	70	212	69	0	3
1706	6	6	70	212	43	0	3
1706	8	9	70	212	69	120	7230144
1706	6	6	70	212	36	120	7230144
1706	5	5	70	212	91	120	7230144
1706	5	5	70	212	89	0	3
1706	4	4	70	212	50	0	3
1706	4	4	70	212	36	127	7230144
1710	4	4	70	212	43	127	7230144
1710	8	9	70	212	69	0	3
1714	4	4	71	213	43	0	3
1714	4	4	71	213	51	127	7230144
