time	track	channel	bar	pitch	volume	instrument
2162	8	9	89	269	69	120	7230144
2165	8	9	89	269	69	0	3
2166	4	4	89	269	53	127	7230144
2166	2	2	89	269	53	120	7230144
2170	4	4	90	270	62	127	7230144
2170	7	7	90	270	74	0	3
2170	7	7	90	270	82	96	7230144
2170	4	4	90	270	74	0	3
2170	4	4	90	270	82	127	7230144
2170	4	4	90	270	53	0	3
2170	3	3	90	270	82	125	7230144
2170	3	3	90	270	74	0	3
2170	3	3	90	270	58	0	3
2170	3	3	90	270	65	125	7230144
2170	2	2	90	270	62	120	7230144
2170	1	1	90	270	82	120	7230144
2170	1	1	90	270	74	0	3
2170	8	9	90	270	69	120	7230144
2174	8	9	90	270	69	0	3
2178	4	4	90	271	53	127	7230144
2178	4	4	90	271	46	0	3
2178	4	4	90	271	62	0	3
2178	6	6	90	271	34	0	3
2178	6	6	90	271	34	120	7230144
2178	8	9	90	271	69	120	7230144
2180	8	9	90	271	69	0	3
2182	2	2	90	271	53	0	3
2182	8	9	90	271	69	120	7230144
2184	8	9	90	271	69	0	3
2186	4	4	90	272	82	0	3
2186	7	7	90	272	72	96	7230144
2186	7	7	90	272	82	0	3
2186	6	6	90	272	34	0	3
2186	6	6	90	272	32	120	7230144
2186	4	4	90	272	72	127	7230144
2186	4	4	90	272	53	0	3
2186	4	4	90	272	44	127	7230144
2186	3	3	90	272	72	125	7230144
2186	3	3	90	272	46	0	3
2186	3	3	90	272	82	0	3
2186	3	3	90	272	44	125	7230144
2186	3	3	90	272	56	125	7230144
2186	8	9	90	272	69	120	7230144
2186	2	2	90	272	44	120	7230144
2186	2	2	90	272	62	0	3
2186	2	2	90	272	46	0	3
2186	1	1	90	272	72	120	7230144
2186	1	1	90	272	82	0	3
2186	3	3	90	272	65	0	3
2190	8	9	90	272	69	0	3
2190	4	4	90	272	51	127	7230144
2190	2	2	90	272	51	120	7230144
2194	2	2	91	273	60	120	7230144
2194	7	7	91	273	72	0	3
2194	7	7	91	273	72	96	7230144
2194	4	4	91	273	72	127	7230144
2194	4	4	91	273	60	127	7230144
2194	4	4	91	273	72	0	3
2194	4	4	91	273	51	0	3
2194	3	3	91	273	56	0	3
2194	3	3	91	273	72	125	7230144
2194	3	3	91	273	56	125	7230144
2194	8	9	91	273	69	120	7230144
2194	1	1	91	273	72	0	3
2194	1	1	91	273	72	120	7230144
2194	3	3	91	273	72	0	3
2196	8	9	91	273	69	0	3
2198	3	3	91	273	56	0	3
2198	7	7	91	273	74	96	7230144
2198	7	7	91	273	72	0	3
2198	4	4	91	273	74	127	7230144
2198	4	4	91	273	72	0	3
2198	3	3	91	273	74	125	7230144
2198	3	3	91	273	58	125	7230144
2198	3	3	91	273	72	0	3
2198	1	1	91	273	72	0	3
2198	1	1	91	273	74	120	7230144
2198	8	9	91	273	69	120	7230144
2200	8	9	91	273	69	0	3
2202	4	4	91	274	51	127	7230144
2202	4	4	91	274	75	127	7230144
2202	4	4	91	274	60	0	3
2202	6	6	91	274	32	120	7230144
2202	6	6	91	274	32	0	3
2202	7	7	91	274	74	0	3
2202	7	7	91	274	75	96	7230144
2202	4	4	91	274	44	0	3
2202	3	3	91	274	75	125	7230144
2202	4	4	91	274	74	0	3
2202	1	1	91	274	74	0	3
2202	1	1	91	274	75	120	7230144
2202	3	3	91	274	58	0	3
2202	3	3	91	274	74	0	3
2202	3	3	91	274	60	125	7230144
2202	8	9	91	274	69	120	7230144
2204	8	9	91	274	69	0	3
2206	2	2	91	274	51	0	3
2210	3	3	91	275	55	125	7230144
2210	7	7	91	275	75	0	3
2210	7	7	91	275	70	96	7230144
2210	6	6	91	275	32	0	3
2210	6	6	91	275	31	120	7230144
2210	4	4	91	275	43	127	7230144
2210	4	4	91	275	70	127	7230144
2210	4	4	91	275	75	0	3
2210	4	4	91	275	51	0	3
2210	3	3	91	275	70	125	7230144
2210	3	3	91	275	43	125	7230144
2210	3	3	91	275	75	0	3
2210	3	3	91	275	60	0	3
2210	3	3	91	275	44	0	3
2210	2	2	91	275	43	120	7230144
2210	2	2	91	275	44	0	3
2210	2	2	91	275	60	0	3
2210	1	1	91	275	70	120	7230144
2210	1	1	91	275	75	0	3
2210	8	9	91	275	69	120	7230144
2214	8	9	91	275	69	0	3
2214	4	4	91	275	50	127	7230144
2214	2	2	91	275	50	120	7230144
2218	1	1	92	276	70	0	3
2218	7	7	92	276	70	0	3
2218	7	7	92	276	79	96	7230144
2218	4	4	92	276	70	0	3
2218	4	4	92	276	58	127	7230144
2218	4	4	92	276	79	127	7230144
2218	4	4	92	276	50	0	3
2218	3	3	92	276	62	125	7230144
2218	3	3	92	276	55	0	3
2218	3	3	92	276	70	0	3
2218	2	2	92	276	58	120	7230144
2218	1	1	92	276	79	120	7230144
2218	8	9	92	276	69	120	7230144
2218	3	3	92	276	79	125	7230144
2222	8	9	92	276	69	0	3
2226	8	9	92	277	69	120	7230144
2226	4	4	92	277	50	127	7230144
2226	4	4	92	277	58	0	3
2226	4	4	92	277	43	0	3
2226	6	6	92	277	31	120	7230144
2226	6	6	92	277	31	0	3
2228	8	9	92	277	69	0	3
2230	8	9	92	277	69	120	7230144
2230	2	2	92	277	50	0	3
2232	8	9	92	277	69	0	3
2234	3	3	92	278	43	0	3
2234	7	7	92	278	79	0	3
2234	7	7	92	278	68	96	7230144
2234	6	6	92	278	31	0	3
2234	6	6	92	278	29	120	7230144
2234	4	4	92	278	41	127	7230144
2234	4	4	92	278	68	127	7230144
2234	4	4	92	278	79	0	3
2234	4	4	92	278	50	0	3
2234	3	3	92	278	68	125	7230144
2234	3	3	92	278	41	125	7230144
2234	3	3	92	278	53	125	7230144
2234	1	1	92	278	79	0	3
2234	1	1	92	278	68	120	7230144
2234	2	2	92	278	41	120	7230144
2234	2	2	92	278	58	0	3
2234	8	9	92	278	69	120	7230144
2234	3	3	92	278	62	0	3
2234	3	3	92	278	79	0	3
2234	2	2	92	278	43	0	3
2238	8	9	92	278	69	0	3
2238	2	2	92	278	48	120	7230144
2238	4	4	92	278	48	127	7230144
2242	3	3	93	279	68	0	3
2242	7	7	93	279	68	0	3
2242	7	7	93	279	70	96	7230144
2242	4	4	93	279	68	127	7230144
2242	4	4	93	279	56	127	7230144
2242	4	4	93	279	68	0	3
2242	4	4	93	279	48	0	3
2242	3	3	93	279	70	125	7230144
2242	3	3	93	279	55	125	7230144
2242	3	3	93	279	53	0	3
2242	2	2	93	279	53	120	7230144
2242	1	1	93	279	68	0	3
2242	1	1	93	279	70	120	7230144
2242	8	9	93	279	69	120	7230144
2244	8	9	93	279	69	0	3
2246	4	4	93	279	70	127	7230144
2246	8	9	93	279	69	120	7230144
2246	4	4	93	279	68	0	3
2248	8	9	93	279	69	0	3
2250	6	6	93	280	29	0	3
2250	7	7	93	280	72	96	7230144
2250	7	7	93	280	70	0	3
2250	6	6	93	280	29	120	7230144
2250	4	4	93	280	41	0	3
2250	4	4	93	280	56	0	3
2250	4	4	93	280	70	0	3
2250	4	4	93	280	48	127	7230144
2250	3	3	93	280	72	125	7230144
2250	3	3	93	280	70	0	3
2250	3	3	93	280	55	0	3
2250	3	3	93	280	56	125	7230144
2250	1	1	93	280	70	0	3
2250	1	1	93	280	72	120	7230144
2250	8	9	93	280	69	120	7230144
2250	4	4	93	280	72	127	7230144
2252	8	9	93	280	69	0	3
2254	2	2	93	280	48	0	3
2258	3	3	93	281	58	125	7230144
2258	4	4	93	281	43	127	7230144
2258	4	4	93	281	48	0	3
2258	4	4	93	281	72	0	3
2258	4	4	93	281	74	127	7230144
2258	6	6	93	281	29	0	3
2258	6	6	93	281	31	120	7230144
2258	7	7	93	281	72	0	3
2258	1	1	93	281	74	120	7230144
2258	7	7	93	281	74	96	7230144
2258	3	3	93	281	72	0	3
2258	3	3	93	281	56	0	3
2258	3	3	93	281	41	0	3
2258	3	3	93	281	74	125	7230144
2258	2	2	93	281	41	0	3
2258	2	2	93	281	53	0	3
2258	2	2	93	281	43	120	7230144
2258	1	1	93	281	72	0	3
2258	8	9	93	281	69	120	7230144
2258	3	3	93	281	43	125	7230144
2262	8	9	93	281	69	0	3
2262	4	4	93	281	50	127	7230144
2262	2	2	93	281	50	120	7230144
2266	3	3	94	282	58	0	3
2266	7	7	94	282	72	96	7230144
2266	7	7	94	282	74	0	3
2266	4	4	94	282	72	127	7230144
2266	4	4	94	282	74	0	3
2266	4	4	94	282	50	0	3
2266	4	4	94	282	58	127	7230144
2266	3	3	94	282	72	125	7230144
2266	3	3	94	282	60	125	7230144
2266	3	3	94	282	74	0	3
2266	2	2	94	282	58	120	7230144
2266	1	1	94	282	74	0	3
2266	1	1	94	282	72	120	7230144
2266	8	9	94	282	69	120	7230144
2270	8	9	94	282	69	0	3
2274	1	1	94	283	72	0	3
2274	7	7	94	283	72	0	3
2274	7	7	94	283	70	96	7230144
2274	6	6	94	283	31	0	3
2274	6	6	94	283	31	120	7230144
2274	4	4	94	283	70	127	7230144
2274	4	4	94	283	50	127	7230144
2274	4	4	94	283	72	0	3
2274	4	4	94	283	43	0	3
2274	3	3	94	283	70	125	7230144
2274	3	3	94	283	62	125	7230144
2274	3	3	94	283	60	0	3
2274	3	3	94	283	72	0	3
2274	1	1	94	283	70	120	7230144
2274	8	9	94	283	69	120	7230144
2274	4	4	94	283	58	0	3
2276	8	9	94	283	69	0	3
2278	8	9	94	283	69	120	7230144
2278	2	2	94	283	50	0	3
2280	8	9	94	283	69	0	3
2282	7	7	94	284	70	0	3
2282	7	7	94	284	72	96	7230144
2282	6	6	94	284	32	120	7230144
2282	6	6	94	284	31	0	3
2282	4	4	94	284	72	127	7230144
2282	4	4	94	284	70	0	3
2282	4	4	94	284	50	0	3
2282	3	3	94	284	43	0	3
2282	4	4	94	284	44	127	7230144
2282	3	3	94	284	70	0	3
2282	3	3	94	284	62	0	3
2282	3	3	94	284	63	125	7230144
2282	3	3	94	284	72	125	7230144
2282	2	2	94	284	58	0	3
2282	2	2	94	284	44	120	7230144
2282	2	2	94	284	43	0	3
2282	1	1	94	284	72	120	7230144
2282	1	1	94	284	70	0	3
2282	8	9	94	284	69	120	7230144
2282	3	3	94	284	44	125	7230144
2286	8	9	94	284	69	0	3
2286	2	2	94	284	51	120	7230144
2286	4	4	94	284	51	127	7230144
2290	4	4	95	285	60	127	7230144
2290	4	4	95	285	51	0	3
2290	2	2	95	285	60	120	7230144
2290	8	9	95	285	69	120	7230144
2292	8	9	95	285	69	0	3
2294	8	9	95	285	69	120	7230144
2294	2	2	95	285	51	0	3
2296	8	9	95	285	69	0	3
2298	3	3	95	286	72	0	3
2298	7	7	95	286	70	96	7230144
2298	7	7	95	286	72	0	3
2298	6	6	95	286	32	0	3
2298	6	6	95	286	34	120	7230144
2298	4	4	95	286	44	0	3
2298	4	4	95	286	60	0	3
2298	4	4	95	286	72	0	3
2298	4	4	95	286	46	127	7230144
2298	4	4	95	286	70	127	7230144
2298	3	3	95	286	70	125	7230144
2298	3	3	95	286	46	125	7230144
2298	3	3	95	286	44	0	3
2298	3	3	95	286	63	0	3
2298	2	2	95	286	44	0	3
2298	2	2	95	286	46	120	7230144
2298	1	1	95	286	70	120	7230144
2298	1	1	95	286	72	0	3
2298	8	9	95	286	69	120	7230144
2298	3	3	95	286	62	125	7230144
2300	8	9	95	286	69	0	3
2306	7	7	95	287	72	96	7230144
2306	7	7	95	287	70	0	3
2306	6	6	95	287	34	0	3
2306	6	6	95	287	36	120	7230144
2306	4	4	95	287	72	127	7230144
2306	4	4	95	287	46	0	3
2306	4	4	95	287	48	127	7230144
2306	4	4	95	287	70	0	3
2306	3	3	95	287	46	0	3
2306	3	3	95	287	62	0	3
2306	3	3	95	287	48	125	7230144
2306	3	3	95	287	72	125	7230144
2306	3	3	95	287	60	125	7230144
2306	2	2	95	287	46	0	3
2306	2	2	95	287	60	0	3
2306	2	2	95	287	48	120	7230144
2306	1	1	95	287	70	0	3
2306	1	1	95	287	72	120	7230144
2306	8	9	95	287	69	120	7230144
2306	3	3	95	287	70	0	3
2310	8	9	95	287	69	0	3
2310	2	2	95	287	55	120	7230144
2310	4	4	95	287	55	127	7230144
2314	8	9	96	288	69	120	7230144
2314	4	4	96	288	60	127	7230144
2314	4	4	96	288	55	0	3
2314	2	2	96	288	60	120	7230144
2318	8	9	96	288	69	0	3
2322	3	3	96	289	60	0	3
2322	7	7	96	289	67	96	7230144
2322	7	7	96	289	72	0	3
2322	6	6	96	289	36	0	3
2322	6	6	96	289	36	120	7230144
2322	4	4	96	289	48	0	3
2322	4	4	96	289	60	0	3
2322	4	4	96	289	55	127	7230144
2322	4	4	96	289	72	0	3
2322	3	3	96	289	72	0	3
2322	8	9	96	289	69	120	7230144
2322	3	3	96	289	55	125	7230144
2322	3	3	96	289	67	125	7230144
2322	2	2	96	289	48	0	3
2322	1	1	96	289	67	120	7230144
2322	1	1	96	289	72	0	3
2322	4	4	96	289	67	127	7230144
2324	8	9	96	289	69	0	3
2326	8	9	96	289	69	120	7230144
2326	2	2	96	289	55	0	3
2328	8	9	96	289	69	0	3
2330	7	7	96	290	75	96	7230144
2330	6	6	96	290	36	120	7230144
2330	6	6	96	290	36	0	3
2330	4	4	96	290	48	127	7230144
2330	4	4	96	290	75	127	7230144
2330	3	3	96	290	60	125	7230144
2330	3	3	96	290	55	0	3
2330	3	3	96	290	48	125	7230144
2330	3	3	96	290	75	125	7230144
2330	2	2	96	290	48	120	7230144
2330	1	1	96	290	67	0	3
2330	1	1	96	290	75	120	7230144
2330	2	2	96	290	60	0	3
2330	4	4	96	290	55	0	3
2330	7	7	96	290	67	0	3
2330	3	3	96	290	67	0	3
2330	4	4	96	290	67	0	3
2330	8	9	96	290	69	0	3
2330	8	9	96	290	69	120	7230144
2330	3	3	96	290	48	0	3
2334	8	9	96	290	69	0	3
2334	2	2	96	290	55	120	7230144
2334	4	4	96	290	55	127	7230144
2338	3	3	97	291	75	0	3
2338	7	7	97	291	75	96	7230144
2338	7	7	97	291	75	0	3
2338	4	4	97	291	75	127	7230144
2338	4	4	97	291	60	127	7230144
2338	4	4	97	291	75	0	3
2338	4	4	97	291	55	0	3
2338	3	3	97	291	60	125	7230144
2338	3	3	97	291	75	125	7230144
2338	3	3	97	291	60	0	3
2338	2	2	97	291	63	120	7230144
2338	1	1	97	291	75	0	3
2338	1	1	97	291	75	120	7230144
2338	8	9	97	291	69	120	7230144
2340	8	9	97	291	69	0	3
2342	7	7	97	291	77	96	7230144
2342	7	7	97	291	75	0	3
2342	4	4	97	291	75	0	3
2342	4	4	97	291	77	127	7230144
2342	3	3	97	291	75	0	3
2342	3	3	97	291	60	0	3
2342	3	3	97	291	77	125	7230144
2342	2	2	97	291	55	0	3
2342	1	1	97	291	77	120	7230144
2342	1	1	97	291	75	0	3
2342	8	9	97	291	69	120	7230144
2342	3	3	97	291	62	125	7230144
2344	8	9	97	291	69	0	3
2346	4	4	97	292	60	0	3
2346	7	7	97	292	77	0	3
2346	7	7	97	292	79	96	7230144
2346	6	6	97	292	36	120	7230144
2346	6	6	97	292	36	0	3
2346	4	4	97	292	48	0	3
2346	4	4	97	292	77	0	3
2346	4	4	97	292	55	127	7230144
2346	3	3	97	292	62	0	3
2346	3	3	97	292	63	125	7230144
2346	3	3	97	292	79	125	7230144
2346	3	3	97	292	77	0	3
2346	1	1	97	292	77	0	3
2346	1	1	97	292	79	120	7230144
2346	8	9	97	292	69	120	7230144
2346	4	4	97	292	79	127	7230144
2348	8	9	97	292	69	0	3
2354	3	3	97	293	74	125	7230144
2354	4	4	97	293	55	0	3
2354	4	4	97	293	74	127	7230144
2354	4	4	97	293	46	127	7230144
2354	4	4	97	293	79	0	3
2354	6	6	97	293	34	120	7230144
2354	6	6	97	293	36	0	3
2354	7	7	97	293	74	96	7230144
2354	7	7	97	293	79	0	3
2354	3	3	97	293	79	0	3
2354	3	3	97	293	58	125	7230144
2354	3	3	97	293	63	0	3
2354	3	3	97	293	48	0	3
2354	3	3	97	293	46	125	7230144
2354	2	2	97	293	46	120	7230144
2354	2	2	97	293	63	0	3
2354	2	2	97	293	48	0	3
2354	1	1	97	293	74	120	7230144
2354	1	1	97	293	79	0	3
2354	8	9	97	293	69	120	7230144
2358	8	9	97	293	69	0	3
2358	4	4	97	293	53	127	7230144
2358	2	2	97	293	53	120	7230144
2362	4	4	98	294	53	0	3
2362	7	7	98	294	82	96	7230144
2362	7	7	98	294	74	0	3
2362	4	4	98	294	82	127	7230144
2362	4	4	98	294	62	127	7230144
2362	4	4	98	294	74	0	3
2362	3	3	98	294	74	0	3
2362	3	3	98	294	65	125	7230144
2362	3	3	98	294	82	125	7230144
2362	2	2	98	294	62	120	7230144
2362	8	9	98	294	69	120	7230144
2362	1	1	98	294	74	0	3
2362	1	1	98	294	82	120	7230144
2362	3	3	98	294	58	0	3
2366	8	9	98	294	69	0	3
2370	8	9	98	295	69	120	7230144
2370	4	4	98	295	62	0	3
2370	4	4	98	295	46	0	3
2370	4	4	98	295	53	127	7230144
2370	6	6	98	295	34	0	3
2370	6	6	98	295	34	120	7230144
2372	8	9	98	295	69	0	3
2374	8	9	98	295	69	120	7230144
2374	2	2	98	295	53	0	3
2376	8	9	98	295	69	0	3
2378	6	6	98	296	32	120	7230144
2378	7	7	98	296	72	96	7230144
2378	7	7	98	296	82	0	3
2378	6	6	98	296	34	0	3
2378	4	4	98	296	53	0	3
2378	4	4	98	296	82	0	3
2378	4	4	98	296	44	127	7230144
2378	4	4	98	296	72	127	7230144
2378	3	3	98	296	46	0	3
2378	3	3	98	296	82	0	3
2378	3	3	98	296	56	125	7230144
2378	3	3	98	296	72	125	7230144
2378	3	3	98	296	65	0	3
2378	2	2	98	296	62	0	3
2378	2	2	98	296	46	0	3
2378	2	2	98	296	44	120	7230144
2378	8	9	98	296	69	120	7230144
2378	1	1	98	296	82	0	3
2378	1	1	98	296	72	120	7230144
2378	3	3	98	296	44	125	7230144
2382	8	9	98	296	69	0	3
2382	4	4	98	296	51	127	7230144
2382	2	2	98	296	51	120	7230144
2386	3	3	99	297	72	0	3
2386	7	7	99	297	72	0	3
2386	7	7	99	297	72	96	7230144
2386	4	4	99	297	72	127	7230144
2386	4	4	99	297	60	127	7230144
2386	4	4	99	297	51	0	3
2386	4	4	99	297	72	0	3
2386	3	3	99	297	56	0	3
2386	3	3	99	297	56	125	7230144
2386	3	3	99	297	72	125	7230144
2386	2	2	99	297	60	120	7230144
2386	1	1	99	297	72	120	7230144
2386	1	1	99	297	72	0	3
2386	8	9	99	297	69	120	7230144
2388	8	9	99	297	69	0	3
2390	3	3	99	297	58	125	7230144
2390	7	7	99	297	72	0	3
2390	7	7	99	297	74	96	7230144
2390	4	4	99	297	74	127	7230144
2390	4	4	99	297	72	0	3
2390	3	3	99	297	72	0	3
2390	3	3	99	297	74	125	7230144
2390	1	1	99	297	72	0	3
2390	1	1	99	297	74	120	7230144
2390	8	9	99	297	69	120	7230144
2390	3	3	99	297	56	0	3
2392	8	9	99	297	69	0	3
2394	4	4	99	298	75	127	7230144
2394	7	7	99	298	75	96	7230144
2394	7	7	99	298	74	0	3
2394	6	6	99	298	32	120	7230144
2394	6	6	99	298	32	0	3
2394	4	4	99	298	44	0	3
2394	4	4	99	298	74	0	3
2394	4	4	99	298	51	127	7230144
2394	4	4	99	298	60	0	3
2394	3	3	99	298	58	0	3
2394	3	3	99	298	60	125	7230144
2394	3	3	99	298	75	125	7230144
2394	3	3	99	298	74	0	3
2394	1	1	99	298	75	120	7230144
2394	1	1	99	298	74	0	3
2394	8	9	99	298	69	120	7230144
2396	8	9	99	298	69	0	3
2398	2	2	99	298	51	0	3
2402	3	3	99	299	43	125	7230144
2402	3	3	99	299	75	0	3
2402	4	4	99	299	51	0	3
2402	4	4	99	299	43	127	7230144
2402	4	4	99	299	75	0	3
2402	4	4	99	299	70	127	7230144
2402	6	6	99	299	32	0	3
2402	7	7	99	299	75	0	3
2402	7	7	99	299	70	96	7230144
2402	6	6	99	299	31	120	7230144
2402	3	3	99	299	70	125	7230144
2402	3	3	99	299	60	0	3
2402	3	3	99	299	44	0	3
2402	2	2	99	299	44	0	3
2402	2	2	99	299	60	0	3
2402	2	2	99	299	43	120	7230144
2402	8	9	99	299	69	120	7230144
2402	1	1	99	299	70	120	7230144
2402	1	1	99	299	75	0	3
2402	3	3	99	299	55	125	7230144
2406	8	9	99	299	69	0	3
2406	4	4	99	299	50	127	7230144
2406	2	2	99	299	50	120	7230144
2410	1	1	100	300	70	0	3
2410	7	7	100	300	79	96	7230144
2410	7	7	100	300	70	0	3
2410	4	4	100	300	79	127	7230144
2410	4	4	100	300	58	127	7230144
2410	4	4	100	300	70	0	3
2410	4	4	100	300	50	0	3
2410	3	3	100	300	70	0	3
2410	3	3	100	300	55	0	3
2410	3	3	100	300	62	125	7230144
2410	3	3	100	300	79	125	7230144
2410	2	2	100	300	58	120	7230144
2410	1	1	100	300	79	120	7230144
2410	8	9	100	300	69	120	7230144
2414	8	9	100	300	69	0	3
2418	4	4	100	301	58	0	3
2418	6	6	100	301	31	0	3
2418	6	6	100	301	31	120	7230144
2418	4	4	100	301	50	127	7230144
2418	8	9	100	301	69	120	7230144
2418	4	4	100	301	43	0	3
2420	8	9	100	301	69	0	3
2422	8	9	100	301	69	120	7230144
2422	2	2	100	301	50	0	3
2424	8	9	100	301	69	0	3
2426	3	3	100	302	41	125	7230144
2426	7	7	100	302	68	96	7230144
2426	7	7	100	302	79	0	3
2426	6	6	100	302	29	120	7230144
2426	6	6	100	302	31	0	3
2426	4	4	100	302	68	127	7230144
2426	4	4	100	302	41	127	7230144
2426	4	4	100	302	79	0	3
2426	4	4	100	302	50	0	3
2426	3	3	100	302	68	125	7230144
2426	3	3	100	302	53	125	7230144
2426	3	3	100	302	43	0	3
2426	3	3	100	302	62	0	3
2426	3	3	100	302	79	0	3
2426	2	2	100	302	43	0	3
2426	2	2	100	302	58	0	3
2426	2	2	100	302	41	120	7230144
2426	1	1	100	302	68	120	7230144
2426	1	1	100	302	79	0	3
2426	8	9	100	302	69	120	7230144
2430	4	4	100	302	48	127	7230144
2430	8	9	100	302	69	0	3
2430	2	2	100	302	48	120	7230144
2434	8	9	101	303	69	120	7230144
2434	7	7	101	303	68	0	3
2434	7	7	101	303	68	96	7230144
2434	4	4	101	303	68	127	7230144
2434	4	4	101	303	56	127	7230144
2434	4	4	101	303	48	0	3
2434	4	4	101	303	68	0	3
2434	3	3	101	303	53	125	7230144
2434	3	3	101	303	68	125	7230144
2434	3	3	101	303	53	0	3
2434	3	3	101	303	68	0	3
2434	2	2	101	303	56	120	7230144
2434	1	1	101	303	68	0	3
2434	1	1	101	303	68	120	7230144
2436	8	9	101	303	69	0	3
2438	1	1	101	303	68	0	3
2438	7	7	101	303	68	0	3
2438	7	7	101	303	70	96	7230144
2438	4	4	101	303	70	127	7230144
2438	4	4	101	303	68	0	3
2438	3	3	101	303	55	125	7230144
2438	3	3	101	303	68	0	3
2438	3	3	101	303	53	0	3
2438	3	3	101	303	70	125	7230144
2438	1	1	101	303	70	120	7230144
2438	8	9	101	303	69	120	7230144
2440	8	9	101	303	69	0	3
2442	8	9	101	303	69	120	7230144
2442	7	7	101	304	72	96	7230144
2442	7	7	101	304	70	0	3
2442	6	6	101	304	29	120	7230144
2442	6	6	101	304	29	0	3
2442	4	4	101	304	72	127	7230144
2442	4	4	101	304	70	0	3
2442	4	4	101	304	56	0	3
2442	4	4	101	304	48	127	7230144
2442	3	3	101	304	70	0	3
2442	3	3	101	304	72	125	7230144
2442	3	3	101	304	55	0	3
2442	3	3	101	304	56	125	7230144
2442	1	1	101	304	72	120	7230144
2442	1	1	101	304	70	0	3
2442	4	4	101	304	41	0	3
2444	8	9	101	304	69	0	3
2446	2	2	101	304	48	0	3
2450	3	3	101	305	56	0	3
2450	3	3	101	305	41	0	3
2450	4	4	101	305	46	127	7230144
2450	4	4	101	305	74	127	7230144
2450	4	4	101	305	72	0	3
2450	4	4	101	305	48	0	3
2450	6	6	101	305	29	0	3
2450	6	6	101	305	34	120	7230144
2450	7	7	101	305	74	96	7230144
2450	7	7	101	305	72	0	3
2450	3	3	101	305	46	125	7230144
2450	3	3	101	305	58	125	7230144
2450	3	3	101	305	74	125	7230144
2450	2	2	101	305	46	120	7230144
2450	2	2	101	305	56	0	3
2450	2	2	101	305	41	0	3
2450	1	1	101	305	74	120	7230144
2450	1	1	101	305	72	0	3
2450	8	9	101	304	69	120	7230144
2450	3	3	101	305	72	0	3
2454	8	9	101	305	69	0	3
2454	4	4	101	305	53	127	7230144
2454	2	2	101	305	53	120	7230144
2458	3	3	101	305	74	0	3
2458	7	7	101	305	72	96	7230144
2458	7	7	101	305	74	0	3
2458	4	4	101	305	72	127	7230144
2458	4	4	101	305	53	0	3
2458	4	4	101	305	74	0	3
2458	4	4	101	305	62	127	7230144
2458	3	3	101	305	72	125	7230144
2458	3	3	101	305	56	125	7230144
2458	3	3	101	305	58	0	3
2458	2	2	101	305	62	120	7230144
2458	1	1	101	305	74	0	3
2458	1	1	101	305	72	120	7230144
2458	8	9	101	305	69	120	7230144
2462	8	9	102	306	69	0	3
2466	1	1	102	306	70	120	7230144
2466	7	7	102	306	72	0	3
2466	7	7	102	306	70	96	7230144
2466	6	6	102	306	34	0	3
2466	6	6	102	306	34	120	7230144
2466	4	4	102	306	72	0	3
2466	4	4	102	306	70	127	7230144
2466	4	4	102	306	46	0	3
2466	4	4	102	306	53	127	7230144
2466	3	3	102	306	72	0	3
2466	3	3	102	306	56	0	3
2466	3	3	102	306	55	125	7230144
2466	3	3	102	306	70	125	7230144
2466	1	1	102	306	72	0	3
2466	8	9	102	306	69	120	7230144
2466	4	4	102	306	62	0	3
2468	8	9	102	307	69	0	3
2470	8	9	102	307	69	120	7230144
2470	2	2	102	307	53	0	3
2472	8	9	102	307	69	0	3
2474	7	7	102	307	70	0	3
2474	7	7	102	307	67	96	7230144
2474	6	6	102	307	34	0	3
2474	6	6	102	307	39	120	7230144
2474	4	4	102	307	39	127	7230144
2474	4	4	102	307	53	0	3
2474	4	4	102	307	70	0	3
2474	4	4	102	307	67	127	7230144
2474	3	3	102	307	70	0	3
2474	3	3	102	307	55	0	3
2474	3	3	102	307	67	125	7230144
2474	3	3	102	307	39	125	7230144
2474	8	9	102	307	69	120	7230144
2474	1	1	102	307	70	0	3
2474	1	1	102	307	67	120	7230144
2474	2	2	102	307	39	120	7230144
2474	2	2	102	307	46	0	3
2474	3	3	102	307	46	0	3
2474	3	3	102	307	51	125	7230144
2474	2	2	102	307	62	0	3
2478	8	9	102	308	69	0	3
2478	2	2	102	308	46	120	7230144
2478	4	4	102	308	46	127	7230144
2482	8	9	102	308	69	120	7230144
2482	2	2	102	308	55	120	7230144
2482	4	4	102	308	46	0	3
2482	4	4	102	308	55	127	7230144
2484	8	9	103	309	69	0	3
2486	8	9	103	309	69	120	7230144
2488	8	9	103	309	69	0	3
2490	7	7	103	309	65	96	7230144
2490	7	7	103	309	67	0	3
2490	1	1	103	309	65	120	7230144
2490	6	6	103	309	39	120	7230144
2490	6	6	103	309	39	0	3
2490	4	4	103	309	65	127	7230144
2490	4	4	103	309	46	127	7230144
2490	4	4	103	309	67	0	3
2490	4	4	103	309	55	0	3
2490	4	4	103	309	39	0	3
2490	3	3	103	309	65	125	7230144
2490	3	3	103	309	53	125	7230144
2490	3	3	103	309	51	0	3
2490	3	3	103	309	67	0	3
2490	1	1	103	309	67	0	3
2490	8	9	103	309	69	120	7230144
2492	8	9	103	310	69	0	3
2494	2	2	103	310	46	0	3
2498	1	1	103	310	65	0	3
2498	7	7	103	310	65	0	3
2498	7	7	103	310	67	96	7230144
2498	6	6	103	310	39	0	3
2498	6	6	103	310	31	120	7230144
2498	4	4	103	310	65	0	3
