time	duration	track	channel	instrument	pitch	velocity	bar	beat
19683608	87873	1	0	48	81	120	14.000000	56.000000
19683608	87873	1	0	48	84	120	14.000000	56.000000
19683608	87873	1	0	48	93	120	14.000000	56.000000
19683608	87873	2	1	48	67	120	14.000000	56.000000
19683608	1405972	16	15	119	57	100	14.000000	56.000000
20386594	87873	1	0	48	77	120	14.500000	58.000000
20386594	87873	1	0	48	81	120	14.500000	58.000000
20386594	87873	1	0	48	89	120	14.500000	58.000000
20386594	87873	2	1	48	69	120	14.500000	58.000000
21089580	87873	1	0	48	74	120	15.000000	60.000000
21089580	87873	1	0	48	77	120	15.000000	60.000000
21089580	87873	1	0	48	86	120	15.000000	60.000000
21089580	87873	2	1	48	70	120	15.000000	60.000000
21265326	175747	3	2	80	82	120	15.125000	60.500000
21265326	175747	12	11	30	70	120	15.125000	60.500000
21353199	43585	10	9	16	47	100	15.187500	60.750000
21396784	44289	10	9	16	47	100	15.218500	60.874000
21441073	175746	3	2	80	81	120	15.250000	61.000000
21441073	175746	10	9	16	47	100	15.250000	61.000000
21441073	175746	12	11	30	69	120	15.250000	61.000000
21616819	175747	3	2	80	77	120	15.375000	61.500000
21616819	175747	10	9	16	47	100	15.375000	61.500000
21616819	175747	12	11	30	65	120	15.375000	61.500000
21792566	175746	3	2	80	74	120	15.500000	62.000000
21792566	175746	10	9	16	45	100	15.500000	62.000000
21792566	175746	12	11	30	62	120	15.500000	62.000000
21968312	175747	3	2	80	72	120	15.625000	62.500000
21968312	87170	10	9	16	45	100	15.625000	62.500000
21968312	175747	12	11	30	60	120	15.625000	62.500000
22056185	43585	10	9	16	43	100	15.687500	62.750000
22099770	44289	10	9	16	43	100	15.718500	62.874000
22144059	175746	3	2	80	70	120	15.750000	63.000000
22144059	175746	10	9	16	43	100	15.750000	63.000000
22144059	175746	12	11	30	58	120	15.750000	63.000000
22319805	175747	3	2	80	65	120	15.875000	63.500000
22319805	175747	10	9	16	41	100	15.875000	63.500000
22319805	175747	12	11	30	53	120	15.875000	63.500000
22495552	87873	1	0	48	82	120	16.000000	64.000000
22495552	87873	1	0	48	86	120	16.000000	64.000000
22495552	2811944	2	1	48	39	100	16.000000	64.000000
22495552	2811944	2	1	48	46	100	16.000000	64.000000
