time	track	channel	bar	pitch	volume	bar	instrument
2029	0	2	31	72	111	31	0
2029	0	1	31	50	95	31	0
2029	0	8	31	48	71	31	0
2029	0	8	31	53	71	31	0
2029	0	8	31	57	71	31	0
2029	0	8	31	60	71	31	0
2033	0	8	31	53	71	31	0
2033	0	8	31	57	71	31	0
2033	0	8	31	48	71	31	0
2033	0	8	31	60	71	31	0
2037	0	11	31	43	54	31	0
2037	0	9	31	36	95	31	0
2037	0	4	31	60	71	31	0
2037	0	8	31	67	71	31	0
2037	0	4	31	36	71	31	0
2037	0	1	31	36	95	31	0
2037	0	1	31	48	95	31	0
2037	0	2	31	67	111	31	0
2037	0	9	31	41	95	31	0
2037	0	9	31	35	95	31	0
2037	0	6	31	43	64	31	0
2037	0	6	31	48	64	31	0
2037	0	6	31	52	64	31	0
2037	0	1	31	72	95	31	0
2037	0	4	31	48	71	31	0
2037	0	8	31	43	71	31	0
2037	0	8	31	64	71	31	0
2037	0	8	31	60	71	31	0
2037	0	8	31	55	71	31	0
2037	0	11	31	55	54	31	0
2041	0	8	31	67	71	31	0
2041	0	8	31	55	71	31	0
2041	0	8	31	60	71	31	0
2041	0	8	31	64	71	31	0
2045	0	4	31	72	71	31	0
2045	0	4	31	60	71	31	0
2045	0	4	31	48	71	31	0
2045	0	8	31	64	71	31	0
2045	0	8	31	60	71	31	0
2045	0	8	31	57	71	31	0
2045	0	8	31	69	71	31	0
2045	0	4	31	64	71	31	0
2045	0	1	31	48	95	31	0
2045	0	2	31	69	111	31	0
2045	0	9	31	40	95	31	0
2045	0	4	31	67	71	31	0
2045	0	1	31	60	95	31	0
2045	0	9	31	38	95	31	0
2049	0	8	31	57	71	31	0
2049	0	8	31	60	71	31	0
2049	0	8	31	69	71	31	0
2049	0	8	31	64	71	31	0
2053	0	4	31	55	71	31	0
2053	0	8	31	69	71	31	0
2053	0	8	31	57	71	31	0
2053	0	8	31	60	71	31	0
2053	0	8	31	64	71	31	0
2053	0	4	31	76	71	31	0
2053	0	4	31	64	71	31	0
2053	0	4	31	67	71	31	0
2053	0	4	31	72	71	31	0
2053	0	4	31	52	71	31	0
2053	0	9	31	36	95	31	0
2053	0	9	31	69	95	31	0
2053	0	9	31	35	95	31	0
2053	0	9	31	55	95	31	0
2053	0	1	31	52	95	31	0
2053	0	1	31	64	95	31	0
2053	0	9	31	41	95	31	0
2057	0	8	32	57	71	32	0
2057	0	8	32	69	71	32	0
2057	0	8	32	64	71	32	0
2057	0	8	32	60	71	32	0
2061	0	4	32	60	71	32	0
2061	0	4	32	64	71	32	0
2061	0	8	32	64	71	32	0
2061	0	4	32	67	71	32	0
2061	0	4	32	72	71	32	0
2061	0	8	32	60	71	32	0
2061	0	8	32	55	71	32	0
2061	0	1	32	72	95	32	0
2061	0	8	32	67	71	32	0
2061	0	2	32	67	111	32	0
2061	0	9	32	69	95	32	0
2061	0	1	32	48	95	32	0
2061	0	9	32	50	95	32	0
2061	0	9	32	55	95	32	0
2061	0	4	32	48	71	32	0
2063	0	9	32	50	95	32	0
2065	0	9	32	48	95	32	0
2065	0	8	32	64	71	32	0
2065	0	8	32	60	71	32	0
2065	0	8	32	55	71	32	0
2065	0	8	32	67	71	32	0
2067	0	9	32	48	95	32	0
2069	0	8	32	55	71	32	0
2069	0	6	32	41	64	32	0
2069	0	6	32	48	64	32	0
2069	0	9	32	47	95	32	0
2069	0	1	32	53	95	32	0
2069	0	6	32	45	64	32	0
2069	0	4	32	55	71	32	0
2069	0	4	32	64	71	32	0
2069	0	4	32	77	71	32	0
2069	0	8	32	45	71	32	0
2069	0	8	32	64	71	32	0
2069	0	8	32	60	71	32	0
2069	0	4	32	81	71	32	0
2069	0	8	32	67	71	32	0
2069	0	4	32	72	71	32	0
2069	0	4	32	65	71	32	0
2071	0	9	32	47	95	32	0
2073	0	8	32	64	71	32	0
2073	0	8	32	60	71	32	0
2073	0	8	32	55	71	32	0
2073	0	8	32	67	71	32	0
2077	0	11	32	45	54	32	0
2077	0	1	32	48	95	32	0
2077	0	2	32	69	111	32	0
2077	0	9	32	43	95	32	0
2077	0	4	32	48	71	32	0
2077	0	4	32	72	71	32	0
2077	0	4	32	67	71	32	0
2077	0	4	32	64	71	32	0
2077	0	4	32	60	71	32	0
2077	0	8	32	64	71	32	0
2077	0	8	32	60	71	32	0
2077	0	8	32	57	71	32	0
2077	0	8	32	69	71	32	0
2079	0	9	32	43	95	32	0
2081	0	8	32	64	71	32	0
2081	0	8	32	60	71	32	0
2081	0	8	32	57	71	32	0
2081	0	8	32	69	71	32	0
2085	0	1	32	57	95	32	0
2085	0	1	32	64	95	32	0
2085	0	9	32	36	95	32	0
2085	0	11	32	46	54	32	0
2085	0	8	32	70	71	32	0
2085	0	4	32	55	71	32	0
2085	0	8	32	58	71	32	0
2085	0	8	32	46	71	32	0
2085	0	8	32	64	71	32	0
2085	0	8	32	67	71	32	0
2085	0	4	32	69	71	32	0
2085	0	4	32	64	71	32	0
2085	0	2	32	70	111	32	0
2085	0	9	32	35	95	32	0
2085	0	9	32	41	95	32	0
2085	0	4	32	52	71	32	0
2085	0	4	32	76	71	32	0
2085	0	1	32	52	95	32	0
2085	0	4	32	72	71	32	0
2089	0	8	32	67	71	32	0
2089	0	8	32	46	71	32	0
2089	0	8	32	70	71	32	0
2089	0	8	32	58	71	32	0
2089	0	8	32	64	71	32	0
2093	0	9	32	40	95	32	0
2093	0	4	32	48	71	32	0
2093	0	11	32	48	54	32	0
2093	0	8	32	72	71	32	0
2093	0	8	32	60	71	32	0
2093	0	8	32	48	71	32	0
2093	0	4	32	72	71	32	0
2093	0	8	32	64	71	32	0
2093	0	9	32	69	95	32	0
2093	0	4	32	60	71	32	0
2093	0	4	32	67	71	32	0
2093	0	4	32	64	71	32	0
2093	0	1	32	48	95	32	0
2093	0	2	32	72	111	32	0
2093	0	8	32	69	71	32	0
2097	0	8	32	64	71	32	0
2097	0	8	32	69	71	32	0
2097	0	8	32	48	71	32	0
2097	0	8	32	60	71	32	0
2097	0	8	32	72	71	32	0
2101	0	11	32	52	54	32	0
2101	0	8	32	52	71	32	0
2101	0	8	32	64	71	32	0
2101	0	8	32	57	71	32	0
2101	0	8	32	60	71	32	0
2101	0	11	32	40	54	32	0
2101	0	6	32	45	64	32	0
2101	0	8	32	40	71	32	0
2101	0	4	32	45	71	32	0
2101	0	4	32	57	71	32	0
2101	0	9	32	36	95	32	0
2101	0	9	32	35	95	32	0
2101	0	9	32	41	95	32	0
2101	0	6	32	40	64	32	0
2101	0	6	32	52	64	32	0
2101	0	4	32	64	71	32	0
2101	0	1	32	45	95	32	0
2101	0	4	32	52	71	32	0
2101	0	2	32	76	111	32	0
2105	0	8	32	60	71	32	0
2105	0	8	32	57	71	32	0
2105	0	8	32	64	71	32	0
2105	0	8	32	52	71	32	0
2109	0	1	32	52	95	32	0
2109	0	2	32	76	111	32	0
2109	0	4	32	64	71	32	0
2109	0	4	32	57	71	32	0
2109	0	4	32	52	71	32	0
2109	0	8	32	57	71	32	0
2109	0	8	32	60	71	32	0
2109	0	8	32	64	71	32	0
2109	0	8	32	52	71	32	0
2113	0	8	32	64	71	32	0
2113	0	8	32	57	71	32	0
2113	0	8	32	60	71	32	0
2113	0	8	32	52	71	32	0
2117	0	4	32	69	71	32	0
2117	0	8	32	52	71	32	0
2117	0	8	32	64	71	32	0
2117	0	8	32	60	71	32	0
2117	0	4	32	52	71	32	0
2117	0	1	32	57	95	32	0
2117	0	8	32	57	71	32	0
2117	0	4	32	57	71	32	0
2117	0	4	32	61	71	32	0
2117	0	4	32	73	71	32	0
2117	0	4	32	76	71	32	0
2117	0	4	32	64	71	32	0
2117	0	2	32	76	111	32	0
2117	0	1	32	61	95	32	0
2117	0	9	32	40	95	32	0
2117	0	9	32	69	95	32	0
2121	0	8	33	52	71	33	0
2121	0	8	33	64	71	33	0
2121	0	8	33	57	71	33	0
2121	0	8	33	60	71	33	0
2125	0	8	33	57	71	33	0
2125	0	8	33	52	71	33	0
2125	0	8	33	64	71	33	0
2125	0	1	33	52	95	33	0
2125	0	2	33	76	111	33	0
2125	0	4	33	64	71	33	0
2125	0	4	33	57	71	33	0
2125	0	4	33	52	71	33	0
2125	0	8	33	60	71	33	0
2129	0	8	33	60	71	33	0
2129	0	8	33	57	71	33	0
2129	0	8	33	64	71	33	0
2129	0	8	33	52	71	33	0
2133	0	4	33	81	71	33	0
2133	0	4	33	73	71	33	0
2133	0	4	33	52	71	33	0
2133	0	9	33	41	95	33	0
2133	0	9	33	35	95	33	0
2133	0	4	33	69	71	33	0
2133	0	8	33	45	71	33	0
2133	0	4	33	76	71	33	0
2133	0	4	33	64	71	33	0
2133	0	1	33	64	95	33	0
2133	0	8	33	52	71	33	0
2133	0	4	33	61	71	33	0
2133	0	8	33	64	71	33	0
2133	0	8	33	57	71	33	0
2133	0	8	33	60	71	33	0
2133	0	2	33	76	111	33	0
2133	0	1	33	61	95	33	0
2133	0	9	33	36	95	33	0
2137	0	8	33	57	71	33	0
2137	0	8	33	52	71	33	0
2137	0	8	33	64	71	33	0
2137	0	8	33	60	71	33	0
2141	0	8	33	52	71	33	0
2141	0	8	33	64	71	33	0
2141	0	8	33	57	71	33	0
2141	0	8	33	60	71	33	0
2141	0	4	33	57	71	33	0
2141	0	4	33	64	71	33	0
2141	0	9	33	41	95	33	0
2141	0	4	33	52	71	33	0
2141	0	1	33	52	95	33	0
2141	0	2	33	76	111	33	0
2145	0	8	33	52	71	33	0
2145	0	8	33	57	71	33	0
2145	0	8	33	60	71	33	0
2145	0	8	33	64	71	33	0
2149	0	4	33	61	71	33	0
2149	0	8	33	52	71	33	0
2149	0	8	33	64	71	33	0
2149	0	1	33	61	95	33	0
2149	0	1	33	57	95	33	0
2149	0	9	33	40	95	33	0
2149	0	4	33	52	71	33	0
2149	0	4	33	64	71	33	0
2149	0	4	33	76	71	33	0
2149	0	4	33	69	71	33	0
2149	0	4	33	73	71	33	0
2149	0	8	33	57	71	33	0
2149	0	8	33	60	71	33	0
2149	0	4	33	57	71	33	0
2153	0	8	33	60	71	33	0
2153	0	8	33	52	71	33	0
2153	0	8	33	64	71	33	0
2153	0	8	33	57	71	33	0
2157	0	4	33	57	71	33	0
2157	0	4	33	64	71	33	0
2157	0	2	33	81	111	33	0
2157	0	1	33	52	95	33	0
2157	0	4	33	52	71	33	0
2157	0	8	33	64	71	33	0
2157	0	8	33	60	71	33	0
2157	0	8	33	69	71	33	0
2157	0	8	33	57	71	33	0
2157	0	11	33	45	54	33	0
2157	0	11	33	57	54	33	0
2161	0	8	33	69	71	33	0
2161	0	8	33	57	71	33	0
2161	0	8	33	64	71	33	0
2161	0	8	33	60	71	33	0
2165	0	1	33	50	95	33	0
2165	0	4	33	62	71	33	0
2165	0	1	33	38	95	33	0
2165	0	9	33	41	95	33	0
2165	0	6	33	45	64	33	0
2165	0	9	33	36	95	33	0
2165	0	8	33	43	71	33	0
2165	0	8	33	64	71	33	0
2165	0	8	33	60	71	33	0
2165	0	4	33	50	71	33	0
2165	0	4	33	38	71	33	0
2165	0	8	33	57	71	33	0
2165	0	8	33	69	71	33	0
2165	0	6	33	50	64	33	0
2165	0	6	33	53	64	33	0
2165	0	9	33	35	95	33	0
2169	0	8	33	57	71	33	0
2169	0	8	33	69	71	33	0
2169	0	8	33	60	71	33	0
2169	0	8	33	64	71	33	0
2173	0	8	33	60	71	33	0
2173	0	8	33	64	71	33	0
2173	0	8	33	55	71	33	0
2173	0	8	33	67	71	33	0
2173	0	1	33	53	95	33	0
2173	0	2	33	79	111	33	0
2173	0	4	33	50	71	33	0
2173	0	1	33	41	95	33	0
2177	0	8	33	67	71	33	0
2177	0	8	33	55	71	33	0
2177	0	8	33	64	71	33	0
2177	0	8	33	60	71	33	0
2181	0	8	33	64	71	33	0
2181	0	4	33	48	71	33	0
2181	0	4	33	60	71	33	0
2181	0	8	33	55	71	33	0
2181	0	11	33	53	54	33	0
2181	0	8	33	60	71	33	0
2181	0	4	33	36	71	33	0
2181	0	11	33	41	54	33	0
2181	0	8	33	67	71	33	0
2181	0	1	33	57	95	33	0
2181	0	9	33	40	95	33	0
2181	0	9	33	69	95	33	0
2185	0	8	34	55	71	34	0
2185	0	8	34	64	71	34	0
2185	0	8	34	67	71	34	0
2185	0	8	34	60	71	34	0
2189	0	8	34	53	71	34	0
2189	0	8	34	65	71	34	0
2189	0	2	34	77	111	34	0
2189	0	8	34	60	71	34	0
2189	0	8	34	57	71	34	0
2189	0	4	34	48	71	34	0
2189	0	1	34	53	95	34	0
2193	0	8	34	60	71	34	0
2193	0	8	34	65	71	34	0
2193	0	8	34	53	71	34	0
2193	0	8	34	57	71	34	0
2197	0	9	34	35	95	34	0
2197	0	1	34	62	95	34	0
2197	0	8	34	65	71	34	0
2197	0	8	34	53	71	34	0
2197	0	8	34	60	71	34	0
2197	0	8	34	57	71	34	0
2197	0	8	34	41	71	34	0
2197	0	4	34	59	71	34	0
2197	0	4	34	47	71	34	0
2197	0	4	34	35	71	34	0
2197	0	9	34	41	95	34	0
2197	0	9	34	36	95	34	0
2197	0	1	34	57	95	34	0
2201	0	8	34	57	71	34	0
2201	0	8	34	65	71	34	0
2201	0	8	34	53	71	34	0
2201	0	8	34	60	71	34	0
2205	0	8	34	65	71	34	0
2205	0	8	34	53	71	34	0
2205	0	8	34	60	71	34	0
2205	0	8	34	57	71	34	0
2205	0	9	34	41	95	34	0
2205	0	1	34	53	95	34	0
2209	0	8	34	60	71	34	0
2209	0	8	34	57	71	34	0
2209	0	8	34	53	71	34	0
2209	0	8	34	65	71	34	0
2213	0	8	34	57	71	34	0
2213	0	9	34	69	95	34	0
2213	0	1	34	57	95	34	0
2213	0	2	34	76	111	34	0
2213	0	9	34	40	95	34	0
2213	0	4	34	60	71	34	0
2213	0	4	34	64	71	34	0
2213	0	4	34	57	71	34	0
2213	0	4	34	52	71	34	0
2213	0	8	34	60	71	34	0
2213	0	8	34	64	71	34	0
2213	0	8	34	52	71	34	0
2213	0	11	34	52	54	34	0
2217	0	8	34	60	71	34	0
2217	0	8	34	52	71	34	0
2217	0	8	34	64	71	34	0
2217	0	8	34	57	71	34	0
2221	0	4	34	65	71	34	0
2221	0	4	34	60	71	34	0
2221	0	4	34	53	71	34	0
2221	0	4	34	64	71	34	0
2221	0	8	34	60	71	34	0
2221	0	8	34	57	71	34	0
2221	0	8	34	65	71	34	0
2221	0	8	34	53	71	34	0
2221	0	11	34	53	54	34	0
2221	0	4	34	57	71	34	0
2221	0	1	34	53	95	34	0
2221	0	2	34	77	111	34	0
2225	0	8	34	57	71	34	0
2225	0	8	34	53	71	34	0
2225	0	8	34	65	71	34	0
2225	0	8	34	60	71	34	0
2229	0	1	34	43	95	34	0
2229	0	6	34	53	64	34	0
2229	0	11	34	53	54	34	0
2229	0	11	34	41	54	34	0
2229	0	8	34	65	71	34	0
2229	0	8	34	53	71	34	0
2229	0	8	34	57	71	34	0
2229	0	8	34	60	71	34	0
2229	0	9	34	41	95	34	0
2229	0	9	34	35	95	34	0
2229	0	9	34	36	95	34	0
2229	0	6	34	50	64	34	0
2229	0	6	34	46	64	34	0
2229	0	4	34	55	71	34	0
2229	0	4	34	43	71	34	0
2229	0	8	34	41	71	34	0
2233	0	8	34	60	71	34	0
2233	0	8	34	57	71	34	0
2233	0	8	34	53	71	34	0
2233	0	8	34	65	71	34	0
2237	0	4	34	55	71	34	0
2237	0	8	34	53	71	34	0
2237	0	8	34	65	71	34	0
2237	0	8	34	57	71	34	0
2237	0	8	34	60	71	34	0
2237	0	4	34	50	71	34	0
2237	0	4	34	62	71	34	0
2237	0	1	34	74	95	34	0
2237	0	1	34	50	95	34	0
2237	0	2	34	77	111	34	0
2241	0	8	34	57	71	34	0
2241	0	8	34	65	71	34	0
2241	0	8	34	53	71	34	0
2241	0	8	34	60	71	34	0
2245	0	8	34	53	71	34	0
2245	0	1	34	53	95	34	0
2245	0	2	34	77	111	34	0
2245	0	9	34	69	95	34	0
2245	0	9	34	40	95	34	0
2245	0	4	34	62	71	34	0
2245	0	4	34	65	71	34	0
2245	0	4	34	70	71	34	0
2245	0	4	34	58	71	34	0
2245	0	4	34	53	71	34	0
2245	0	8	34	60	71	34	0
2245	0	8	34	57	71	34	0
2245	0	8	34	65	71	34	0
2245	0	1	34	74	95	34	0
2245	0	1	34	58	95	34	0
2249	0	8	35	65	71	35	0
2249	0	8	35	53	71	35	0
2249	0	8	35	60	71	35	0
2249	0	8	35	57	71	35	0
2253	0	4	35	50	71	35	0
2253	0	8	35	65	71	35	0
2253	0	8	35	53	71	35	0
2253	0	8	35	57	71	35	0
2253	0	8	35	60	71	35	0
2253	0	4	35	55	71	35	0
2253	0	4	35	62	71	35	0
2253	0	2	35	77	111	35	0
2253	0	1	35	50	95	35	0
2253	0	1	35	74	95	35	0
2257	0	8	35	60	71	35	0
2257	0	8	35	57	71	35	0
2257	0	8	35	53	71	35	0
2257	0	8	35	65	71	35	0
2261	0	8	35	60	71	35	0
2261	0	4	35	70	71	35	0
2261	0	1	35	62	95	35	0
2261	0	2	35	77	111	35	0
2261	0	1	35	58	95	35	0
2261	0	9	35	35	95	35	0
2261	0	9	35	36	95	35	0
2261	0	9	35	41	95	35	0
2261	0	8	35	65	71	35	0
2261	0	4	35	62	71	35	0
2261	0	4	35	74	71	35	0
2261	0	4	35	58	71	35	0
2261	0	8	35	40	71	35	0
2261	0	8	35	57	71	35	0
2261	0	1	35	74	95	35	0
2261	0	4	35	67	71	35	0
2261	0	8	35	53	71	35	0
2265	0	9	35	69	95	35	0
2265	0	8	35	60	71	35	0
2265	0	8	35	57	71	35	0
2265	0	9	35	40	95	35	0
2265	0	8	35	53	71	35	0
2265	0	8	35	65	71	35	0
2269	0	1	35	72	95	35	0
2269	0	8	35	64	71	35	0
2269	0	8	35	52	71	35	0
2269	0	4	35	55	71	35	0
2269	0	8	35	57	71	35	0
2269	0	8	35	60	71	35	0
2269	0	4	35	50	71	35	0
2269	0	2	35	76	111	35	0
2269	0	1	35	50	95	35	0
2269	0	9	35	41	95	35	0
2269	0	4	35	62	71	35	0
2273	0	8	35	57	71	35	0
2273	0	8	35	60	71	35	0
2273	0	8	35	52	71	35	0
2273	0	8	35	64	71	35	0
2277	0	8	35	57	71	35	0
2277	0	1	35	74	95	35	0
2277	0	1	35	53	95	35	0
2277	0	1	35	58	95	35	0
2277	0	2	35	77	111	35	0
2277	0	9	35	40	95	35	0
2277	0	11	35	53	54	35	0
2277	0	8	35	65	71	35	0
2277	0	8	35	60	71	35	0
2277	0	4	35	53	71	35	0
2277	0	4	35	58	71	35	0
2277	0	8	35	53	71	35	0
2277	0	4	35	62	71	35	0
2277	0	4	35	70	71	35	0
2277	0	4	35	65	71	35	0
2281	0	9	35	36	95	35	0
2281	0	9	35	35	95	35	0
2281	0	8	35	57	71	35	0
2281	0	8	35	60	71	35	0
2281	0	8	35	53	71	35	0
2281	0	8	35	65	71	35	0
2285	0	4	35	62	71	35	0
2285	0	8	35	52	71	35	0
2285	0	8	35	64	71	35	0
2285	0	4	35	50	71	35	0
2285	0	8	35	60	71	35	0
2285	0	4	35	55	71	35	0
2285	0	11	35	52	54	35	0
2285	0	1	35	72	95	35	0
2285	0	1	35	50	95	35	0
2285	0	9	35	40	95	35	0
2285	0	9	35	69	95	35	0
2285	0	2	35	76	111	35	0
2285	0	8	35	57	71	35	0
2289	0	2	35	77	111	35	0
2289	0	11	35	53	54	35	0
2289	0	8	35	53	71	35	0
2289	0	8	35	57	71	35	0
2289	0	8	35	60	71	35	0
2289	0	8	35	65	71	35	0
2289	0	9	35	36	95	35	0
2289	0	9	35	35	95	35	0
2293	0	6	35	55	64	35	0
2293	0	1	35	36	95	35	0
2293	0	11	35	43	54	35	0
2293	0	2	35	79	111	35	0
2293	0	9	35	55	95	35	0
2293	0	9	35	57	95	35	0
2293	0	4	35	72	71	35	0
2293	0	4	35	60	71	35	0
2293	0	1	35	48	95	35	0
2293	0	1	35	72	95	35	0
2293	0	9	35	41	95	35	0
2293	0	9	35	35	95	35	0
2293	0	8	35	64	71	35	0
2293	0	8	35	60	71	35	0
2293	0	11	35	55	54	35	0
2293	0	8	35	67	71	35	0
2293	0	6	35	43	64	35	0
2293	0	8	35	55	71	35	0
2293	0	6	35	48	64	35	0
2293	0	4	35	48	71	35	0
2293	0	9	35	36	95	35	0
2293	0	8	35	43	71	35	0
2293	0	4	35	36	71	35	0
2297	0	8	35	60	71	35	0
2297	0	8	35	64	71	35	0
2297	0	8	35	55	71	35	0
2297	0	8	35	67	71	35	0
2301	0	4	35	52	71	35	0
2301	0	4	35	55	71	35	0
2301	0	8	35	67	71	35	0
2301	0	8	35	55	71	35	0
2301	0	1	35	48	95	35	0
2301	0	1	35	72	95	35	0
2301	0	4	35	60	71	35	0
2301	0	9	35	40	95	35	0
2301	0	4	35	72	71	35	0
2301	0	4	35	48	71	35	0
2301	0	9	35	69	95	35	0
2301	0	8	35	60	71	35	0
2301	0	8	35	64	71	35	0
2301	0	1	35	60	95	35	0
2303	0	9	35	40	95	35	0
2303	0	9	35	69	95	35	0
2305	0	8	35	67	71	35	0
2305	0	8	35	60	71	35	0
2305	0	1	35	74	95	35	0
2305	0	8	35	64	71	35	0
2305	0	9	35	50	95	35	0
2305	0	8	35	55	71	35	0
2305	0	4	35	74	71	35	0
2307	0	9	35	50	95	35	0
2309	0	4	35	60	71	35	0
2309	0	8	35	67	71	35	0
2309	0	4	35	77	71	35	0
2309	0	8	35	55	71	35	0
2309	0	4	35	48	71	35	0
2309	0	4	35	36	71	35	0
2309	0	8	35	60	71	35	0
2309	0	8	35	64	71	35	0
2309	0	1	35	48	95	35	0
2309	0	4	35	52	71	35	0
2309	0	1	35	65	95	35	0
2309	0	4	35	55	71	35	0
2309	0	9	35	50	95	35	0
2309	0	1	35	36	95	35	0
2309	0	1	35	77	95	35	0
2311	0	9	36	48	95	36	0
2313	0	8	36	55	71	36	0
2313	0	1	36	60	95	36	0
2313	0	8	36	67	71	36	0
2313	0	1	36	72	95	36	0
2313	0	8	36	64	71	36	0
2313	0	4	36	72	71	36	0
2313	0	9	36	48	95	36	0
2313	0	8	36	60	71	36	0
2315	0	9	36	48	95	36	0
2317	0	8	36	60	71	36	0
2317	0	4	36	77	71	36	0
2317	0	1	36	77	95	36	0
2317	0	4	36	60	71	36	0
2317	0	8	36	64	71	36	0
2317	0	4	36	48	71	36	0
2317	0	4	36	55	71	36	0
2317	0	8	36	55	71	36	0
2317	0	8	36	67	71	36	0
2317	0	1	36	48	95	36	0
2317	0	9	36	47	95	36	0
2317	0	1	36	65	95	36	0
2317	0	4	36	52	71	36	0
2317	0	1	36	60	95	36	0
2319	0	9	36	47	95	36	0
2321	0	8	36	55	71	36	0
2321	0	8	36	67	71	36	0
2321	0	8	36	64	71	36	0
2321	0	8	36	60	71	36	0
2321	0	4	36	79	71	36	0
2321	0	9	36	47	95	36	0
2321	0	1	36	79	95	36	0
2321	0	1	36	67	95	36	0
2325	0	1	36	58	95	36	0
2325	0	8	36	67	71	36	0
2325	0	8	36	60	71	36	0
2325	0	4	36	46	71	36	0
2325	0	4	36	84	71	36	0
2325	0	4	36	52	71	36	0
2325	0	8	36	55	71	36	0
2325	0	1	36	84	95	36	0
2325	0	1	36	72	95	36	0
2325	0	1	36	46	95	36	0
2325	0	4	36	58	71	36	0
2325	0	8	36	38	71	36	0
2325	0	8	36	64	71	36	0
2329	0	8	36	60	71	36	0
2329	0	1	36	77	95	36	0
2329	0	1	36	67	95	36	0
2329	0	4	36	77	71	36	0
2329	0	8	36	64	71	36	0
2329	0	9	36	43	95	36	0
2329	0	8	36	55	71	36	0
2329	0	8	36	67	71	36	0
2331	0	9	36	43	95	36	0
2333	0	8	36	55	71	36	0
2333	0	9	36	43	95	36	0
2333	0	8	36	67	71	36	0
2333	0	1	36	72	95	36	0
2333	0	1	36	79	95	36	0
2333	0	8	36	64	71	36	0
2333	0	8	36	60	71	36	0
2333	0	4	36	79	71	36	0
2333	0	4	36	46	71	36	0
2335	0	9	36	41	95	36	0
2337	0	8	36	64	71	36	0
2337	0	1	36	74	95	36	0
2337	0	1	36	84	95	36	0
2337	0	9	36	41	95	36	0
2337	0	4	36	84	71	36	0
2337	0	8	36	67	71	36	0
2337	0	8	36	55	71	36	0
2337	0	8	36	60	71	36	0
2339	0	9	36	41	95	36	0
2341	0	11	36	50	54	36	0
2341	0	8	36	62	71	36	0
2341	0	4	36	45	71	36	0
2341	0	1	36	45	95	36	0
2341	0	1	36	57	95	36	0
2341	0	1	36	77	95	36	0
2341	0	1	36	89	95	36	0
2341	0	2	36	74	111	36	0
2341	0	9	36	35	95	36	0
2341	0	9	36	69	95	36	0
2341	0	9	36	36	95	36	0
2341	0	9	36	40	95	36	0
2341	0	4	36	89	71	36	0
2341	0	4	36	57	71	36	0
2341	0	8	36	53	71	36	0
2341	0	8	36	57	71	36	0
2341	0	8	36	50	71	36	0
2345	0	8	36	53	71	36	0
2345	0	8	36	57	71	36	0
2345	0	8	36	50	71	36	0
2345	0	4	36	84	71	36	0
2345	0	9	36	40	95	36	0
2345	0	9	36	69	95	36	0
2345	0	1	36	84	95	36	0
2345	0	1	36	72	95	36	0
2345	0	8	36	62	71	36	0
2349	0	1	36	89	95	36	0
2349	0	2	36	72	111	36	0
2349	0	9	36	69	95	36	0
2349	0	9	36	40	95	36	0
2349	0	4	36	45	71	36	0
2349	0	4	36	89	71	36	0
2349	0	8	36	53	71	36	0
2349	0	8	36	57	71	36	0
2349	0	8	36	48	71	36	0
2349	0	8	36	60	71	36	0
2349	0	11	36	48	54	36	0
2349	0	1	36	77	95	36	0
2353	0	8	36	48	71	36	0
2353	0	1	36	79	95	36	0
2353	0	1	36	91	95	36	0
2353	0	9	36	40	95	36	0
2353	0	9	36	69	95	36	0
2353	0	4	36	91	71	36	0
2353	0	8	36	57	71	36	0
2353	0	8	36	53	71	36	0
2353	0	8	36	60	71	36	0
2357	0	1	36	41	95	36	0
2357	0	4	36	53	71	36	0
2357	0	6	36	45	64	36	0
2357	0	4	36	93	71	36	0
2357	0	4	36	81	71	36	0
2357	0	9	36	36	95	36	0
2357	0	4	36	84	71	36	0
2357	0	8	36	57	71	36	0
2357	0	1	36	93	95	36	0
2357	0	1	36	84	95	36	0
2357	0	1	36	81	95	36	0
2357	0	1	36	77	95	36	0
2357	0	1	36	72	95	36	0
2357	0	2	36	81	111	36	0
2357	0	4	36	77	71	36	0
2357	0	9	36	41	95	36	0
2357	0	9	36	35	95	36	0
2357	0	9	36	57	95	36	0
2357	0	9	36	55	95	36	0
2357	0	6	36	57	64	36	0
2357	0	6	36	52	64	36	0
2357	0	4	36	36	71	36	0
2357	0	11	36	45	54	36	0
2357	0	4	36	72	71	36	0
2357	0	8	36	45	71	36	0
2357	0	8	36	64	71	36	0
2357	0	8	36	60	71	36	0
2357	0	4	36	45	71	36	0
2357	0	8	36	69	71	36	0
2357	0	11	36	57	54	36	0
2361	0	8	36	57	71	36	0
2361	0	8	36	69	71	36	0
2361	0	8	36	60	71	36	0
2361	0	8	36	64	71	36	0
2365	0	4	36	48	71	36	0
2365	0	8	36	69	71	36	0
2365	0	8	36	64	71	36	0
2365	0	8	36	60	71	36	0
2365	0	8	36	57	71	36	0
2365	0	1	36	48	95	36	0
2365	0	4	36	60	71	36	0
2365	0	4	36	53	71	36	0
2369	0	8	36	69	71	36	0
2369	0	8	36	60	71	36	0
2369	0	8	36	64	71	36	0
2369	0	8	36	57	71	36	0
2373	0	4	36	72	71	36	0
2373	0	4	36	69	71	36	0
2373	0	1	36	53	95	36	0
2373	0	8	36	64	71	36	0
2373	0	1	36	57	95	36	0
2373	0	4	36	77	71	36	0
2373	0	4	36	57	71	36	0
