time	track	channel	pitch	volume	instrument
952	2	4	64	45	4
952	5	7	43	62	35
952	6	9	42	0	0
952	6	9	42	72	0
952	6	9	38	0	0
952	7	1	65	80	39
956	1	1	65	0	39
956	7	1	65	0	39
956	1	1	67	80	39
956	7	1	67	80	39
957	2	4	55	0	4
958	2	4	60	0	4
959	2	4	64	0	4
959	5	7	43	0	35
960	1	1	67	0	39
960	7	1	67	0	39
960	1	1	65	80	39
960	2	4	53	56	4
960	5	7	41	68	35
960	6	9	42	0	0
960	6	9	35	72	0
960	6	9	42	72	0
960	7	1	65	80	39
968	2	4	60	53	4
968	6	9	42	0	0
968	6	9	42	72	0
976	2	4	65	53	4
976	6	9	38	72	0
976	6	9	42	72	0
976	6	9	35	0	0
976	6	9	42	0	0
980	5	7	41	0	35
984	2	4	69	56	4
984	2	4	53	0	4
984	5	7	50	65	35
984	6	9	42	72	0
984	6	9	42	0	0
984	6	9	38	0	0
988	3	5	60	53	25
988	5	7	50	0	35
988	5	7	48	65	35
991	2	4	60	0	4
992	1	1	65	0	39
992	7	1	65	0	39
992	1	1	65	80	39
992	2	4	72	56	4
992	2	4	69	56	4
992	2	4	63	53	4
992	2	4	65	0	4
992	2	4	69	0	4
992	3	5	60	0	25
992	3	5	60	53	25
992	3	5	65	62	25
992	3	5	69	68	25
992	4	6	72	44	48
992	5	7	41	76	35
992	5	7	48	0	35
992	6	9	42	72	0
992	6	9	42	0	0
992	7	1	65	80	39
999	1	1	65	0	39
999	7	1	65	0	39
1000	1	1	67	80	39
1000	6	9	35	72	0
1000	6	9	42	72	0
1000	6	9	42	0	0
1000	7	1	67	80	39
1003	3	5	60	0	25
1003	4	6	72	0	48
1007	3	5	69	0	25
1007	3	5	65	0	25
1008	1	1	67	0	39
1008	7	1	67	0	39
1008	1	1	69	80	39
1008	4	6	77	59	48
1008	6	9	35	0	0
1008	6	9	38	72	0
1008	6	9	42	72	0
1008	6	9	42	0	0
1008	7	1	69	80	39
1015	4	6	77	0	48
1016	1	1	69	0	39
1016	7	1	69	0	39
1016	1	1	65	80	39
1016	4	6	75	52	48
1016	6	9	45	72	0
1016	6	9	42	0	0
1016	6	9	38	0	0
1016	7	1	65	80	39
1020	5	7	41	0	35
1020	6	9	45	0	0
1020	6	9	45	72	0
1022	2	4	63	0	4
1023	2	4	69	0	4
1023	2	4	72	0	4
1023	4	6	75	0	48
1024	1	1	65	0	39
1024	7	1	65	0	39
1024	1	1	74	80	39
1024	2	4	58	56	4
1024	4	6	58	36	48
1024	4	6	70	34	48
1024	4	6	74	48	48
1024	5	7	46	62	35
1024	6	9	35	72	0
1024	6	9	49	72	0
1024	6	9	45	0	0
1024	7	1	74	80	39
1032	1	1	74	0	39
1032	7	1	74	0	39
1032	1	1	72	80	39
1032	2	4	65	53	4
1032	6	9	49	0	0
1032	6	9	42	72	0
1032	7	1	72	80	39
1036	1	1	72	0	39
1036	7	1	72	0	39
1036	1	1	74	80	39
1036	7	1	74	80	39
1040	2	4	70	53	4
1040	6	9	35	0	0
1040	6	9	42	0	0
1040	6	9	38	72	0
1040	6	9	42	72	0
1046	2	4	58	0	4
1048	2	4	74	56	4
1048	6	9	42	72	0
1048	6	9	38	0	0
1048	6	9	42	0	0
1050	5	7	46	0	35
1052	1	1	65	80	39
1052	1	1	74	0	39
1052	7	1	65	80	39
1052	7	1	74	0	39
1052	6	9	38	72	0
1052	6	9	42	0	0
1055	2	4	74	0	4
1056	1	1	65	0	39
1056	7	1	65	0	39
1056	1	1	76	80	39
1056	2	4	70	0	4
1056	2	4	65	0	4
1056	2	4	55	53	4
1056	2	4	60	53	4
1056	2	4	67	56	4
1056	4	6	58	0	48
1056	4	6	70	0	48
1056	4	6	74	0	48
1056	4	6	48	36	48
1056	4	6	60	34	48
1056	4	6	64	48	48
1056	5	7	36	68	35
1056	6	9	38	0	0
1056	6	9	42	72	0
1056	6	9	35	72	0
1056	7	1	76	80	39
1060	6	9	38	72	0
1060	6	9	42	0	0
1063	2	4	67	0	4
1064	1	1	76	0	39
1064	7	1	76	0	39
1064	1	1	74	80	39
1064	2	4	64	39	4
1064	6	9	35	0	0
1064	6	9	42	72	0
1064	6	9	35	72	0
1064	6	9	38	0	0
1064	7	1	74	80	39
1068	1	1	74	0	39
1068	7	1	74	0	39
1068	1	1	76	80	39
1068	3	5	55	53	25
1068	7	1	76	80	39
1071	5	7	36	0	35
1071	2	4	64	0	4
1072	2	4	72	56	4
1072	3	5	64	68	25
1072	3	5	60	62	25
1072	5	7	40	65	35
1072	6	9	35	0	0
1072	6	9	42	0	0
1072	6	9	38	72	0
1072	6	9	42	72	0
1079	3	5	55	0	25
1079	2	4	72	0	4
1079	3	5	64	0	25
1079	3	5	60	0	25
1079	5	7	40	0	35
1080	2	4	67	45	4
1080	5	7	31	59	35
1080	6	9	42	0	0
1080	6	9	42	72	0
1080	6	9	38	0	0
1085	4	6	48	0	48
1085	2	4	55	0	4
1086	2	4	60	0	4
1087	2	4	67	0	4
1087	5	7	31	0	35
1088	1	1	76	80	39
1088	1	1	76	0	39
1088	7	1	76	80	39
1088	7	1	76	0	39
1088	2	4	57	56	4
1088	4	6	60	0	48
1088	4	6	64	0	48
1088	4	6	69	34	48
1088	4	6	76	45	48
1088	4	6	73	48	48
1088	5	7	45	65	35
1088	6	9	42	0	0
1088	6	9	35	72	0
1088	6	9	42	72	0
1096	1	1	76	0	39
1096	7	1	76	0	39
1096	1	1	74	80	39
1096	2	4	64	53	4
1096	6	9	42	0	0
1096	6	9	42	72	0
1096	7	1	74	80	39
1100	1	1	74	0	39
1100	7	1	74	0	39
1100	1	1	76	80	39
1100	7	1	76	80	39
1104	2	4	69	53	4
1104	6	9	35	0	0
1104	6	9	38	72	0
1104	6	9	42	0	0
1104	6	9	42	72	0
1110	2	4	57	0	4
1112	2	4	73	56	4
1112	6	9	42	72	0
1112	6	9	38	0	0
1112	6	9	42	0	0
1114	5	7	45	0	35
1116	1	1	76	0	39
1116	7	1	76	0	39
1116	1	1	69	80	39
1116	6	9	38	72	0
1116	6	9	42	0	0
1116	7	1	69	80	39
1119	2	4	73	0	4
1120	1	1	69	0	39
1120	7	1	69	0	39
1120	1	1	77	80	39
1120	2	4	62	53	4
1120	2	4	69	56	4
1120	2	4	69	0	4
1120	2	4	64	0	4
1120	2	4	57	53	4
1120	4	6	69	45	48
1120	4	6	65	48	48
1120	4	6	69	0	48
1120	4	6	73	0	48
1120	4	6	76	0	48
1120	4	6	62	34	48
1120	5	7	38	65	35
1120	6	9	38	0	0
1120	6	9	35	72	0
1120	6	9	42	72	0
1120	7	1	77	80	39
1124	1	1	77	0	39
1124	7	1	77	0	39
1124	1	1	79	80	39
1124	6	9	38	72	0
1124	6	9	42	0	0
1124	7	1	79	80	39
1127	2	4	69	0	4
1128	1	1	79	0	39
1128	7	1	79	0	39
1128	1	1	77	80	39
1128	2	4	65	39	4
1128	6	9	35	0	0
1128	6	9	38	0	0
1128	6	9	35	72	0
1128	6	9	42	72	0
1128	7	1	77	80	39
1132	1	1	77	0	39
1132	7	1	77	0	39
1132	1	1	76	80	39
1132	3	5	57	53	25
1132	7	1	76	80	39
1135	2	4	65	0	4
1136	1	1	76	0	39
1136	7	1	76	0	39
1136	1	1	74	80	39
1136	2	4	69	56	4
1136	3	5	65	68	25
1136	3	5	62	62	25
1136	6	9	35	0	0
1136	6	9	42	72	0
1136	6	9	38	72	0
1136	6	9	42	0	0
1136	7	1	74	80	39
1142	5	7	38	0	35
1143	3	5	57	0	25
1143	2	4	69	0	4
1143	3	5	65	0	25
1143	3	5	62	0	25
1144	1	1	74	0	39
1144	7	1	74	0	39
1144	1	1	72	80	39
1144	2	4	65	45	4
1144	5	7	33	68	35
1144	6	9	42	72	0
1144	6	9	38	0	0
1144	6	9	42	0	0
1144	7	1	72	80	39
1146	4	6	62	0	48
1146	4	6	65	0	48
1149	4	6	69	0	48
1149	2	4	57	0	4
1150	2	4	62	0	4
1151	2	4	65	0	4
1151	5	7	33	0	35
1152	1	1	72	0	39
1152	7	1	72	0	39
1152	1	1	74	80	39
1152	2	4	58	56	4
1152	4	6	70	36	48
1152	4	6	58	41	48
1152	4	6	74	46	48
1152	5	7	46	72	35
1152	6	9	42	0	0
1152	6	9	42	72	0
1152	6	9	35	72	0
1152	7	1	74	80	39
1160	1	1	74	0	39
1160	7	1	74	0	39
1160	1	1	72	80	39
1160	2	4	65	53	4
1160	6	9	42	0	0
1160	6	9	42	72	0
1160	7	1	72	80	39
1164	1	1	72	0	39
1164	7	1	72	0	39
1164	1	1	74	80	39
1164	7	1	74	80	39
1168	2	4	70	53	4
1168	6	9	42	0	0
1168	6	9	35	0	0
1168	6	9	38	72	0
1168	6	9	42	72	0
1172	1	1	74	0	39
1172	7	1	74	0	39
1172	1	1	72	80	39
1172	7	1	72	80	39
1174	2	4	58	0	4
1176	1	1	72	0	39
1176	7	1	72	0	39
1176	1	1	74	80	39
1176	2	4	74	56	4
1176	6	9	42	72	0
1176	6	9	38	0	0
1176	6	9	42	0	0
1176	7	1	74	80	39
1178	5	7	46	0	35
1180	1	1	74	0	39
1180	7	1	74	0	39
1180	1	1	72	80	39
1180	6	9	42	0	0
1180	6	9	38	72	0
1180	7	1	72	80	39
1183	2	4	74	0	4
1184	1	1	72	0	39
1184	7	1	72	0	39
1184	1	1	74	80	39
1184	2	4	67	56	4
1184	2	4	55	53	4
1184	2	4	70	0	4
1184	2	4	65	0	4
1184	2	4	60	53	4
1184	4	6	64	46	48
1184	4	6	58	0	48
1184	4	6	70	0	48
1184	4	6	74	0	48
1184	4	6	48	41	48
1184	4	6	60	36	48
1184	5	7	36	65	35
1184	6	9	35	72	0
1184	6	9	38	0	0
1184	6	9	42	72	0
1184	7	1	74	80	39
1188	6	9	38	72	0
1188	6	9	42	0	0
1191	2	4	67	0	4
1192	1	1	74	0	39
1192	7	1	74	0	39
1192	1	1	72	80	39
1192	2	4	64	39	4
1192	6	9	35	0	0
1192	6	9	38	0	0
1192	6	9	35	72	0
1192	6	9	42	72	0
1192	7	1	72	80	39
1196	1	1	72	0	39
1196	7	1	72	0	39
1196	1	1	67	80	39
1196	3	5	55	53	25
1196	7	1	67	80	39
1199	5	7	36	0	35
1199	2	4	64	0	4
1200	2	4	72	56	4
1200	3	5	60	62	25
1200	3	5	64	68	25
1200	5	7	40	72	35
1200	6	9	35	0	0
1200	6	9	42	0	0
1200	6	9	38	72	0
1200	6	9	42	72	0
1207	3	5	55	0	25
1207	2	4	72	0	4
1207	3	5	60	0	25
1207	3	5	64	0	25
1207	5	7	40	0	35
1208	1	1	67	0	39
1208	7	1	67	0	39
1208	1	1	72	80	39
1208	2	4	67	45	4
1208	5	7	31	68	35
1208	6	9	42	72	0
1208	6	9	38	0	0
1208	6	9	42	0	0
1208	7	1	72	80	39
1212	1	1	72	0	39
1212	7	1	72	0	39
1212	1	1	69	80	39
1212	7	1	69	80	39
1213	4	6	60	0	48
1213	4	6	48	0	48
1213	4	6	64	0	48
1213	2	4	55	0	4
1214	2	4	60	0	4
1215	2	4	67	0	4
1215	5	7	31	0	35
1216	1	1	69	0	39
1216	7	1	69	0	39
1216	1	1	69	80	39
1216	2	4	53	56	4
1216	4	6	72	48	48
1216	4	6	69	44	48
1216	4	6	65	44	48
1216	5	7	41	65	35
1216	6	9	35	72	0
1216	6	9	42	0	0
1216	6	9	42	72	0
1216	7	1	69	80	39
1224	2	4	60	53	4
1224	6	9	42	72	0
1224	6	9	42	0	0
1232	2	4	65	53	4
1232	6	9	42	72	0
1232	6	9	38	72	0
1232	6	9	35	0	0
1232	6	9	42	0	0
1238	2	4	53	0	4
1240	2	4	69	56	4
1240	6	9	42	72	0
1240	6	9	38	0	0
1240	6	9	42	0	0
1242	5	7	41	0	35
1244	6	9	38	72	0
1244	6	9	42	0	0
1247	2	4	69	0	4
1248	1	1	69	0	39
1248	7	1	69	0	39
1248	1	1	65	80	39
1248	2	4	63	53	4
1248	2	4	60	53	4
1248	2	4	65	0	4
1248	2	4	60	0	4
1248	2	4	72	56	4
1248	4	6	69	44	48
1248	4	6	65	0	48
1248	4	6	69	0	48
1248	4	6	72	0	48
1248	4	6	63	44	48
1248	4	6	72	48	48
1248	5	7	41	65	35
1248	6	9	38	0	0
1248	6	9	35	72	0
1248	6	9	42	72	0
1248	7	1	65	80	39
1252	6	9	42	0	0
1252	6	9	38	72	0
1255	2	4	72	0	4
1256	1	1	65	0	39
1256	7	1	65	0	39
1256	1	1	67	80	39
1256	2	4	69	39	4
1256	6	9	42	72	0
1256	6	9	35	72	0
1256	6	9	38	0	0
1256	6	9	35	0	0
1256	7	1	67	80	39
1260	3	5	60	53	25
1263	2	4	69	0	4
1264	1	1	67	0	39
1264	7	1	67	0	39
1264	1	1	69	80	39
1264	2	4	72	56	4
1264	3	5	65	62	25
1264	3	5	69	68	25
1264	6	9	35	0	0
1264	6	9	42	0	0
1264	6	9	38	72	0
1264	6	9	42	72	0
1264	7	1	69	80	39
1271	3	5	60	0	25
1271	2	4	72	0	4
1271	3	5	65	0	25
1271	3	5	69	0	25
1272	1	1	69	0	39
1272	7	1	69	0	39
1272	1	1	65	80	39
1272	2	4	69	45	4
1272	6	9	46	72	0
1272	6	9	38	0	0
1272	6	9	42	0	0
1272	7	1	65	80	39
1273	4	6	63	0	48
1273	4	6	72	0	48
1273	4	6	69	0	48
1274	5	7	41	0	35
1277	2	4	60	0	4
1278	2	4	63	0	4
1279	2	4	69	0	4
1280	1	1	65	0	39
1280	7	1	65	0	39
1280	1	1	74	80	39
1280	2	4	58	56	4
1280	4	6	58	36	48
1280	4	6	70	34	48
1280	4	6	74	48	48
1280	5	7	46	62	35
1280	6	9	42	72	0
1280	6	9	35	72	0
1280	6	9	46	0	0
1280	7	1	74	80	39
1288	1	1	74	0	39
1288	7	1	74	0	39
1288	1	1	72	80	39
1288	2	4	65	53	4
1288	6	9	42	72	0
1288	6	9	42	0	0
1288	7	1	72	80	39
1292	1	1	72	0	39
1292	7	1	72	0	39
1292	1	1	74	80	39
1292	7	1	74	80	39
1296	2	4	70	53	4
1296	6	9	35	0	0
1296	6	9	42	0	0
1296	6	9	38	72	0
1296	6	9	42	72	0
1302	2	4	58	0	4
1304	2	4	74	56	4
1304	6	9	42	0	0
1304	6	9	38	0	0
1304	6	9	42	72	0
1306	5	7	46	0	35
1308	1	1	74	0	39
1308	7	1	74	0	39
1308	1	1	65	80	39
1308	6	9	42	0	0
1308	6	9	38	72	0
1308	7	1	65	80	39
1311	2	4	74	0	4
1312	1	1	65	0	39
1312	7	1	65	0	39
1312	1	1	76	80	39
1312	2	4	67	56	4
1312	2	4	60	53	4
1312	2	4	55	53	4
1312	2	4	70	0	4
1312	2	4	65	0	4
1312	4	6	70	0	48
1312	4	6	58	0	48
1312	4	6	74	0	48
1312	4	6	48	36	48
1312	4	6	60	34	48
1312	4	6	64	48	48
1312	5	7	36	68	35
1312	6	9	38	0	0
1312	6	9	35	72	0
1312	6	9	42	72	0
1312	7	1	76	80	39
1316	6	9	42	0	0
1316	6	9	38	72	0
1319	2	4	67	0	4
1320	1	1	76	0	39
1320	7	1	76	0	39
1320	1	1	74	80	39
1320	2	4	64	39	4
1320	6	9	42	72	0
1320	6	9	35	72	0
1320	6	9	35	0	0
1320	6	9	38	0	0
1320	7	1	74	80	39
1324	1	1	74	0	39
1324	7	1	74	0	39
1324	1	1	76	80	39
1324	3	5	55	53	25
1324	7	1	76	80	39
1327	5	7	36	0	35
1327	2	4	64	0	4
1328	2	4	72	56	4
1328	3	5	64	68	25
1328	3	5	60	62	25
1328	5	7	40	65	35
1328	6	9	42	0	0
1328	6	9	35	0	0
1328	6	9	42	72	0
1328	6	9	38	72	0
1335	3	5	55	0	25
1335	2	4	72	0	4
1335	3	5	60	0	25
1335	3	5	64	0	25
1335	5	7	40	0	35
1336	2	4	67	45	4
1336	5	7	31	59	35
1336	6	9	42	72	0
1336	6	9	42	0	0
1336	6	9	38	0	0
1341	4	6	48	0	48
1341	2	4	55	0	4
1342	2	4	60	0	4
1343	2	4	67	0	4
1343	5	7	31	0	35
1344	1	1	76	0	39
1344	7	1	76	0	39
1344	1	1	76	80	39
1344	2	4	57	56	4
1344	4	6	73	48	48
1344	4	6	69	34	48
1344	4	6	76	45	48
1344	4	6	64	0	48
1344	4	6	60	0	48
1344	5	7	45	65	35
1344	6	9	42	72	0
1344	6	9	35	72	0
1344	6	9	42	0	0
1344	7	1	76	80	39
1352	1	1	76	0	39
1352	7	1	76	0	39
1352	1	1	74	80	39
1352	2	4	64	53	4
1352	6	9	42	72	0
1352	6	9	42	0	0
1352	7	1	74	80	39
1356	1	1	74	0	39
1356	7	1	74	0	39
1356	1	1	76	80	39
1356	7	1	76	80	39
1360	2	4	69	53	4
1360	6	9	42	72	0
1360	6	9	35	0	0
1360	6	9	42	0	0
1360	6	9	38	72	0
1366	2	4	57	0	4
1368	2	4	73	56	4
1368	6	9	38	0	0
1368	6	9	42	0	0
1368	6	9	42	72	0
1370	5	7	45	0	35
1372	1	1	76	0	39
1372	7	1	76	0	39
1372	1	1	69	80	39
1372	6	9	38	72	0
1372	6	9	42	0	0
1372	7	1	69	80	39
1375	2	4	73	0	4
1376	1	1	77	80	39
1376	1	1	69	0	39
1376	7	1	77	80	39
1376	7	1	69	0	39
1376	2	4	69	56	4
1376	2	4	62	53	4
1376	2	4	57	53	4
1376	2	4	69	0	4
1376	2	4	64	0	4
1376	4	6	62	34	48
1376	4	6	69	0	48
1376	4	6	73	0	48
1376	4	6	65	48	48
1376	4	6	69	45	48
1376	4	6	76	0	48
1376	5	7	38	65	35
1376	6	9	35	72	0
1376	6	9	38	0	0
1376	6	9	42	72	0
1380	1	1	77	0	39
1380	7	1	77	0	39
1380	1	1	79	80	39
1380	6	9	42	0	0
1380	6	9	38	72	0
1380	7	1	79	80	39
1383	2	4	69	0	4
1383	1	1	79	0	39
1383	7	1	79	0	39
1384	1	1	77	80	39
1384	2	4	65	39	4
1384	6	9	35	0	0
1384	6	9	38	0	0
1384	6	9	42	72	0
1384	6	9	35	72	0
1384	7	1	77	80	39
1388	1	1	77	0	39
1388	7	1	77	0	39
1388	1	1	76	80	39
1388	3	5	57	53	25
1388	7	1	76	80	39
1391	2	4	65	0	4
1392	1	1	76	0	39
1392	1	1	74	80	39
1392	7	1	74	80	39
1392	7	1	76	0	39
1392	2	4	69	56	4
1392	3	5	65	68	25
1392	3	5	62	62	25
1392	6	9	42	0	0
1392	6	9	35	0	0
1392	6	9	38	72	0
1392	6	9	42	72	0
1398	5	7	38	0	35
1399	3	5	57	0	25
1399	2	4	69	0	4
1399	3	5	65	0	25
1399	3	5	62	0	25
1400	1	1	74	0	39
1400	7	1	74	0	39
1400	1	1	72	80	39
1400	2	4	65	45	4
1400	5	7	33	68	35
1400	6	9	42	72	0
1400	6	9	42	0	0
1400	6	9	38	0	0
1400	7	1	72	80	39
1402	4	6	65	0	48
1402	4	6	62	0	48
1405	4	6	69	0	48
1405	2	4	57	0	4
1406	2	4	62	0	4
1407	2	4	65	0	4
1407	5	7	33	0	35
1408	1	1	72	0	39
1408	7	1	72	0	39
1408	1	1	74	80	39
1408	2	4	58	56	4
1408	4	6	74	46	48
1408	4	6	58	41	48
1408	4	6	70	36	48
1408	5	7	46	72	35
1408	6	9	35	72	0
1408	6	9	42	72	0
1408	6	9	42	0	0
1408	7	1	74	80	39
1416	1	1	81	80	39
1416	1	1	74	0	39
1416	7	1	74	0	39
1416	7	1	81	80	39
1416	2	4	65	53	4
1416	6	9	42	0	0
1416	6	9	42	72	0
1419	1	1	81	0	39
1419	7	1	81	0	39
1420	1	1	81	80	39
1420	7	1	81	80	39
1424	2	4	70	53	4
1424	6	9	35	0	0
1424	6	9	42	0	0
1424	6	9	38	72	0
1424	6	9	42	72	0
1430	2	4	58	0	4
1432	1	1	81	0	39
1432	1	1	72	80	39
1432	7	1	72	80	39
1432	7	1	81	0	39
1432	2	4	74	56	4
1432	6	9	42	72	0
1432	6	9	38	0	0
1432	6	9	42	0	0
1434	5	7	46	0	35
1436	6	9	42	0	0
1436	6	9	38	72	0
1439	2	4	74	0	4
1440	1	1	72	0	39
1440	7	1	72	0	39
1440	1	1	74	80	39
1440	2	4	67	56	4
1440	2	4	60	53	4
1440	2	4	55	53	4
1440	2	4	70	0	4
1440	2	4	65	0	4
1440	4	6	60	36	48
1440	4	6	64	46	48
1440	4	6	48	41	48
1440	4	6	74	0	48
1440	4	6	70	0	48
1440	4	6	58	0	48
1440	5	7	36	65	35
1440	6	9	35	72	0
1440	6	9	42	72	0
1440	6	9	38	0	0
1440	7	1	74	80	39
1444	6	9	42	0	0
1444	6	9	38	72	0
1447	2	4	67	0	4
1448	1	1	74	0	39
1448	7	1	74	0	39
1448	1	1	81	80	39
1448	2	4	64	39	4
1448	6	9	38	0	0
1448	6	9	35	72	0
1448	6	9	42	72	0
1448	6	9	35	0	0
1448	7	1	81	80	39
1452	1	1	81	0	39
1452	7	1	81	0	39
1452	1	1	81	80	39
1452	3	5	55	53	25
1452	7	1	81	80	39
1455	5	7	36	0	35
1455	2	4	64	0	4
1456	2	4	72	56	4
1456	3	5	64	68	25
1456	3	5	60	62	25
1456	5	7	40	72	35
1456	6	9	35	0	0
1456	6	9	42	0	0
1456	6	9	38	72	0
1456	6	9	42	72	0
1463	3	5	55	0	25
1463	2	4	72	0	4
1463	3	5	64	0	25
1463	3	5	60	0	25
1463	5	7	40	0	35
1464	1	1	81	0	39
1464	7	1	81	0	39
1464	1	1	72	80	39
1464	2	4	67	45	4
1464	5	7	31	68	35
1464	6	9	42	0	0
1464	6	9	38	0	0
1464	6	9	42	72	0
1464	7	1	72	80	39
1468	1	1	72	0	39
1468	7	1	72	0	39
1468	1	1	74	80	39
1468	7	1	74	80	39
1469	4	6	64	0	48
1469	4	6	48	0	48
1469	4	6	60	0	48
1469	2	4	55	0	4
1470	2	4	60	0	4
1471	2	4	67	0	4
1471	5	7	31	0	35
1472	1	1	74	0	39
1472	7	1	74	0	39
1472	1	1	74	80	39
1472	3	5	50	65	25
1472	4	6	77	45	48
1472	5	7	50	71	35
1472	6	9	42	0	0
1472	6	9	38	72	0
1472	6	9	45	72	0
1472	7	1	74	80	39
1476	3	5	53	53	25
1480	3	5	57	53	25
1480	6	9	38	0	0
1480	6	9	45	72	0
1480	6	9	38	72	0
1480	6	9	45	0	0
1484	3	5	62	56	25
1484	3	5	50	0	25
1488	3	5	53	0	25
1488	3	5	62	65	25
1488	5	7	50	0	35
1488	5	7	38	62	35
1488	6	9	38	0	0
1488	6	9	45	0	0
1488	6	9	38	72	0
1488	6	9	45	72	0
1492	3	5	57	0	25
1492	3	5	69	68	25
1496	6	9	38	0	0
1496	6	9	45	0	0
1496	6	9	38	72	0
1496	6	9	45	72	0
1500	2	4	74	53	4
1504	1	1	74	0	39
1504	7	1	74	0	39
1504	2	4	81	56	4
1504	2	4	86	73	4
1504	6	9	38	0	0
1504	6	9	45	0	0
1504	6	9	38	72	0
1504	6	9	45	72	0
1512	5	7	38	0	35
1512	5	7	45	59	35
1512	6	9	45	0	0
1512	6	9	45	72	0
1512	6	9	38	0	0
1512	6	9	38	72	0
1516	5	7	45	0	35
1516	5	7	41	53	35
1520	1	1	77	80	39
1520	4	6	77	0	48
1520	5	7	45	59	35
1520	5	7	41	0	35
1520	7	1	77	80	39
1528	1	1	77	0	39
1528	7	1	77	0	39
1528	1	1	79	80	39
1528	7	1	79	80	39
1532	2	4	81	0	4
1532	2	4	74	0	4
1532	2	4	86	0	4
1532	3	5	69	0	25
1532	3	5	62	0	25
1532	5	7	45	0	35
1536	1	1	79	0	39
1536	7	1	79	0	39
1536	1	3	62	60	1
1536	1	3	65	60	1
1536	1	1	81	80	39
1536	1	3	70	60	1
1536	2	4	58	49	4
1536	3	5	70	64	25
1536	3	5	65	65	25
1536	3	5	62	68	25
1536	4	6	86	48	48
1536	4	6	89	48	48
1536	5	7	46	63	35
1536	6	9	49	72	0
1536	6	9	35	72	0
1536	6	9	45	0	0
1536	6	9	38	0	0
1536	7	1	81	80	39
1540	3	5	65	0	25
1540	3	5	62	0	25
1540	3	5	70	0	25
1544	1	1	81	0	39
1544	7	1	81	0	39
1544	1	1	86	80	39
1544	2	4	65	49	4
1544	3	5	70	66	25
1544	3	5	62	66	25
1544	3	5	65	66	25
1544	6	9	49	0	0
1544	6	9	35	0	0
1544	6	9	35	72	0
1544	6	9	42	72	0
1544	7	1	86	80	39
1548	1	1	86	0	39
1548	7	1	86	0	39
1548	1	1	84	80	39
1548	2	4	58	0	4
1548	3	5	62	0	25
1548	3	5	70	0	25
1548	3	5	65	0	25
1548	7	1	84	80	39
1552	1	3	65	0	1
1552	1	3	62	0	1
1552	1	3	70	0	1
1552	2	4	70	49	4
1552	3	5	65	64	25
1552	3	5	62	64	25
1552	3	5	70	64	25
1552	6	9	42	0	0
1552	6	9	35	0	0
1552	6	9	38	72	0
1552	6	9	42	72	0
1556	3	5	62	0	25
1556	3	5	65	0	25
1556	3	5	70	0	25
1556	5	7	46	0	35
1560	1	1	84	0	39
1560	7	1	84	0	39
1560	1	3	62	60	1
1560	1	3	70	60	1
1560	1	1	86	80	39
1560	1	3	65	60	1
1560	2	4	74	50	4
1560	3	5	62	61	25
1560	3	5	70	61	25
1560	3	5	65	61	25
1560	5	7	46	65	35
1560	6	9	38	0	0
1560	6	9	42	0	0
1560	6	9	42	72	0
1560	7	1	86	80	39
1564	1	1	84	80	39
1564	1	1	86	0	39
1564	7	1	86	0	39
1564	7	1	84	80	39
1564	2	4	70	0	4
1564	5	7	46	0	35
1568	1	3	65	0	1
1568	1	3	52	60	1
1568	1	3	62	0	1
1568	1	3	70	0	1
1568	1	3	60	60	1
1568	1	3	55	60	1
1568	2	4	65	0	4
1568	2	4	64	0	4
1568	2	4	67	50	4
1568	2	4	64	50	4
1568	2	4	74	0	4
1568	2	4	55	49	4
1568	3	5	65	0	25
1568	3	5	52	61	25
1568	3	5	70	0	25
1568	3	5	62	0	25
1568	3	5	60	61	25
1568	3	5	55	61	25
1568	4	6	89	0	48
1568	4	6	86	0	48
1568	4	6	76	48	48
1568	4	6	79	48	48
1568	5	7	36	65	35
1568	6	9	42	72	0
1568	6	9	35	72	0
1568	6	9	42	0	0
1572	2	4	55	0	4
1572	3	5	55	0	25
1572	3	5	52	0	25
1572	3	5	60	0	25
1572	6	9	42	0	0
1572	6	9	38	72	0
1576	1	1	84	0	39
1576	7	1	84	0	39
1576	1	1	86	80	39
1576	2	4	64	50	4
1576	2	4	67	0	4
1576	3	5	60	60	25
1576	3	5	55	60	25
1576	3	5	52	60	25
1576	6	9	42	72	0
1576	6	9	35	72	0
1576	6	9	38	0	0
1576	6	9	35	0	0
1576	7	1	86	80	39
1580	1	1	86	0	39
1580	7	1	86	0	39
1580	1	1	84	80	39
1580	3	5	52	0	25
1580	3	5	55	0	25
1580	3	5	60	0	25
1580	7	1	84	80	39
1584	2	4	64	0	4
1584	2	4	60	50	4
1584	3	5	52	59	25
1584	5	7	36	0	35
1584	6	9	42	0	0
1584	6	9	42	72	0
1584	6	9	38	72	0
1584	6	9	35	0	0
1588	3	5	52	0	25
1588	3	5	55	59	25
1591	1	1	84	0	39
1591	7	1	84	0	39
1592	1	1	79	80	39
1592	1	3	60	0	1
1592	1	3	55	0	1
1592	1	3	52	0	1
1592	2	4	55	50	4
1592	3	5	55	0	25
1592	3	5	60	59	25
1592	5	7	43	67	35
1592	6	9	42	72	0
1592	6	9	42	0	0
1592	6	9	38	0	0
1592	7	1	79	80	39
1595	1	1	79	0	39
1595	7	1	79	0	39
1596	1	1	81	80	39
1596	2	4	60	0	4
1596	3	5	60	0	25
1596	4	6	76	0	48
1596	7	1	81	80	39
