time	track	channel	beat	pitch	volume	bar	instrument
2570	2	0	256	51	80	64	0
2575	2	0	256	55	80	64	0
2580	2	0	257	58	80	64	0
2580	3	9	257	39	80	64	0
2585	1	0	257	63	80	64	0
2585	1	0	257	70	80	64	0
2590	2	0	258	39	80	64	0
2590	2	0	258	51	80	64	0
2590	4	1	258	39	80	64	33
2595	1	0	258	65	80	64	0
2600	2	0	259	41	80	64	0
2600	2	0	259	53	80	64	0
2600	1	0	259	65	80	64	0
2600	1	0	259	72	80	64	0
2600	4	1	259	41	80	64	33
2600	3	9	259	36	80	64	0
2605	2	0	259	48	80	64	0
2610	2	0	260	53	80	65	0
2615	2	0	260	57	80	65	0
2620	2	0	261	60	80	65	0
2620	1	0	261	65	80	65	0
2620	1	0	261	74	80	65	0
2620	3	9	261	39	80	65	0
2625	1	0	261	72	80	65	0
2630	2	0	262	41	80	65	0
2630	2	0	262	53	80	65	0
2630	1	0	262	70	80	65	0
2630	4	1	262	41	80	65	33
2635	1	0	262	69	80	65	0
2640	2	0	263	39	80	65	0
2640	2	0	263	51	80	65	0
2640	1	0	263	63	80	65	0
2640	1	0	263	70	80	65	0
2640	4	1	263	39	80	65	33
2640	3	9	263	36	80	65	0
2645	2	0	263	46	80	65	0
2650	2	0	264	51	80	66	0
2655	2	0	264	55	80	66	0
2660	2	0	265	58	80	66	0
2660	3	9	265	39	80	66	0
2665	1	0	265	63	80	66	0
2665	1	0	265	70	80	66	0
2670	2	0	266	39	80	66	0
2670	2	0	266	51	80	66	0
2670	4	1	266	39	80	66	33
2675	1	0	266	62	80	66	0
2680	2	0	267	38	80	66	0
2680	2	0	267	50	80	66	0
2680	1	0	267	62	80	66	0
2680	1	0	267	69	80	66	0
2680	4	1	267	38	80	66	33
2680	3	9	267	36	80	66	0
2685	2	0	267	45	80	66	0
2690	2	0	268	50	80	67	0
2695	2	0	268	53	80	67	0
2700	2	0	269	57	80	67	0
2700	1	0	269	65	80	67	0
2700	1	0	269	74	80	67	0
2700	3	9	269	39	80	67	0
2705	1	0	269	72	80	67	0
2710	2	0	270	38	80	67	0
2710	2	0	270	50	80	67	0
2710	1	0	270	70	80	67	0
2710	4	1	270	38	80	67	33
2715	1	0	270	69	80	67	0
2720	2	0	271	36	80	67	0
2720	2	0	271	48	80	67	0
2720	1	0	271	63	80	67	0
2720	1	0	271	70	80	67	0
2720	4	1	271	36	80	67	33
2720	3	9	271	36	80	67	0
2725	2	0	271	43	80	67	0
2730	2	0	272	48	80	68	0
2735	2	0	272	51	80	68	0
2740	2	0	273	55	80	68	0
2740	3	9	273	39	80	68	0
2745	1	0	273	63	80	68	0
2745	1	0	273	70	80	68	0
2750	2	0	274	36	80	68	0
2750	2	0	274	48	80	68	0
2750	4	1	274	36	80	68	33
2755	1	0	274	65	80	68	0
2760	2	0	275	41	80	68	0
2760	2	0	275	53	80	68	0
2760	1	0	275	65	80	68	0
2760	1	0	275	72	80	68	0
2760	4	1	275	41	80	68	33
2760	3	9	275	36	80	68	0
2765	2	0	275	48	80	68	0
2770	2	0	276	53	80	69	0
2775	2	0	276	57	80	69	0
2775	1	0	276	72	80	69	0
2775	1	0	276	79	80	69	0
2780	2	0	277	60	80	69	0
2780	3	9	277	39	80	69	0
2785	1	0	277	72	80	69	0
2785	1	0	277	77	80	69	0
2790	2	0	278	41	80	69	0
2790	2	0	278	53	80	69	0
2790	4	1	278	41	80	69	33
2795	1	0	278	72	80	69	0
2800	2	0	279	43	80	69	0
2800	1	0	279	71	80	69	0
2800	1	0	279	74	80	69	0
2800	1	0	279	79	80	69	0
2800	4	1	279	43	80	69	33
2800	3	9	279	36	80	69	0
2805	2	0	279	50	80	69	0
2810	2	0	280	55	80	70	0
2815	2	0	280	57	80	70	0
2820	1	0	281	59	80	70	0
2820	3	9	281	39	80	70	0
2825	1	0	281	62	80	70	0
2830	2	0	282	45	80	70	0
2830	1	0	282	67	80	70	0
2830	4	1	282	45	80	70	33
2835	2	0	282	47	80	70	0
2835	1	0	282	71	80	70	0
2835	4	1	282	47	80	70	33
2838	1	0	282	71	80	70	0
2838	1	0	282	74	80	70	0
2839	1	0	283	79	80	70	0
2840	2	0	283	43	80	70	0
2840	4	1	283	43	80	70	33
2840	3	9	283	36	80	70	0
2870	1	0	286	70	80	71	0
2870	1	0	286	77	80	71	0
2875	1	0	286	70	80	71	0
2875	1	0	286	77	80	71	0
2880	2	0	287	39	80	71	0
2880	2	0	287	51	80	71	0
2880	4	1	287	39	80	71	33
2880	3	9	287	36	80	71	0
2885	2	0	287	46	80	71	0
2890	2	0	288	51	80	72	0
2890	1	0	288	63	80	72	0
2890	1	0	288	70	80	72	0
2895	2	0	288	55	80	72	0
2895	1	0	288	63	80	72	0
2895	1	0	288	70	80	72	0
2900	2	0	289	58	80	72	0
2900	3	9	289	39	80	72	0
2905	2	0	289	63	80	72	0
2910	2	0	290	51	80	72	0
2910	1	0	290	70	80	72	0
2910	1	0	290	77	80	72	0
2910	4	1	290	39	80	72	33
2915	1	0	290	70	80	72	0
2915	1	0	290	77	80	72	0
2920	2	0	291	41	80	72	0
2920	2	0	291	53	80	72	0
2920	4	1	291	41	80	72	33
2920	3	9	291	36	80	72	0
2925	2	0	291	48	80	72	0
2930	2	0	292	53	80	73	0
2930	1	0	292	65	80	73	0
2930	1	0	292	72	80	73	0
2935	2	0	292	57	80	73	0
2935	1	0	292	65	80	73	0
2935	1	0	292	72	80	73	0
2940	2	0	293	60	80	73	0
2940	3	9	293	39	80	73	0
2945	2	0	293	65	80	73	0
2950	2	0	294	53	80	73	0
2950	1	0	294	70	80	73	0
2950	4	1	294	41	80	73	33
2950	3	9	294	39	80	73	0
2955	1	0	294	72	80	73	0
2955	3	9	294	39	80	73	0
2960	2	0	295	46	80	73	0
2960	2	0	295	58	80	73	0
2960	1	0	295	65	80	73	0
2960	1	0	295	70	80	73	0
2960	1	0	295	74	80	73	0
2960	4	1	295	46	80	73	33
2960	3	9	295	36	80	73	0
2970	2	0	296	58	80	74	0
2970	1	0	296	65	80	74	0
2970	1	0	296	70	80	74	0
2970	1	0	296	74	80	74	0
2975	2	0	296	62	80	74	0
2975	1	0	296	65	80	74	0
2975	1	0	296	70	80	74	0
2975	1	0	296	74	80	74	0
2980	2	0	297	65	80	74	0
2980	3	9	297	39	80	74	0
2985	1	0	297	72	80	74	0
2990	2	0	298	46	80	74	0
2990	2	0	298	58	80	74	0
2990	4	1	298	46	80	74	33
2995	1	0	298	70	80	74	0
3000	2	0	299	43	80	74	0
3000	2	0	299	55	80	74	0
3000	1	0	299	67	80	74	0
3000	1	0	299	70	80	74	0
3000	1	0	299	74	80	74	0
3000	4	1	299	43	80	74	33
3000	3	9	299	36	80	74	0
3005	2	0	299	50	80	74	0
3010	2	0	300	55	80	75	0
3010	1	0	300	67	80	75	0
3010	1	0	300	77	80	75	0
3015	2	0	300	58	80	75	0
3015	1	0	300	67	80	75	0
3015	1	0	300	77	80	75	0
3020	2	0	301	62	80	75	0
3020	3	9	301	39	80	75	0
3025	2	0	301	67	80	75	0
3030	2	0	302	43	80	75	0
3030	2	0	302	55	80	75	0
3030	1	0	302	67	80	75	0
3030	1	0	302	77	80	75	0
3030	4	1	302	43	80	75	33
3030	3	9	302	39	80	75	0
3035	1	0	302	67	80	75	0
3035	1	0	302	77	80	75	0
3035	3	9	302	39	80	75	0
3040	2	0	303	39	80	75	0
3040	2	0	303	51	80	75	0
3040	4	1	303	39	80	75	33
3040	3	9	303	36	80	75	0
3045	2	0	303	46	80	75	0
3050	2	0	304	51	80	76	0
3050	1	0	304	67	80	76	0
3050	1	0	304	70	80	76	0
3055	2	0	304	55	80	76	0
3055	1	0	304	67	80	76	0
3055	1	0	304	70	80	76	0
3060	2	0	305	58	80	76	0
3060	3	9	305	39	80	76	0
3065	1	0	305	67	80	76	0
3070	2	0	306	39	80	76	0
3070	2	0	306	51	80	76	0
3070	1	0	306	67	80	76	0
3070	1	0	306	77	80	76	0
3070	4	1	306	39	80	76	33
3075	1	0	306	67	80	76	0
3075	1	0	306	77	80	76	0
3080	2	0	307	41	80	76	0
3080	2	0	307	53	80	76	0
3080	4	1	307	41	80	76	33
3080	3	9	307	36	80	76	0
3085	2	0	307	48	80	76	0
3090	2	0	308	53	80	77	0
3090	1	0	308	69	80	77	0
3090	1	0	308	72	80	77	0
3095	2	0	308	57	80	77	0
3095	1	0	308	69	80	77	0
3095	1	0	308	72	80	77	0
3100	2	0	308	60	80	77	0
3100	3	9	308	39	80	77	0
3105	1	0	309	74	80	77	0
3110	2	0	309	41	80	77	0
3110	2	0	309	53	80	77	0
3110	1	0	309	75	80	77	0
3110	4	1	309	41	80	77	33
3110	3	9	309	39	80	77	0
3115	1	0	310	74	80	77	0
3115	3	9	310	39	80	77	0
3120	2	0	310	46	80	77	0
3120	2	0	310	58	80	77	0
3120	4	1	310	46	80	77	33
3120	3	9	310	36	80	77	0
3125	2	0	311	53	80	77	0
3130	2	0	311	58	80	77	0
3135	2	0	312	62	80	78	0
3140	2	0	312	65	80	78	0
3140	3	9	312	39	80	78	0
3150	2	0	313	46	80	78	0
3150	2	0	313	58	80	78	0
3150	4	1	313	46	80	78	33
3155	1	0	314	62	80	78	0
3160	2	0	314	38	80	78	0
3160	2	0	314	50	80	78	0
3160	1	0	314	62	80	78	0
3160	1	0	314	66	80	78	0
3160	1	0	314	69	80	78	0
3160	4	1	314	38	80	78	33
3160	3	9	314	36	80	78	0
3165	2	0	315	45	80	78	0
3170	2	0	315	50	80	78	0
3175	1	0	316	62	80	79	0
3180	2	0	316	42	80	79	0
3180	2	0	316	54	80	79	0
3180	1	0	316	62	80	79	0
3180	1	0	316	66	80	79	0
3180	1	0	316	69	80	79	0
3180	4	1	316	42	80	79	33
3180	3	9	316	39	80	79	0
3185	2	0	317	50	80	79	0
3190	2	0	317	54	80	79	0
3190	1	0	317	69	80	79	0
3190	1	0	317	77	80	79	0
3190	3	9	317	39	80	79	0
3195	1	0	318	69	80	79	0
3195	1	0	318	77	80	79	0
3195	3	9	318	39	80	79	0
3200	2	0	318	39	80	79	0
3200	2	0	318	51	80	79	0
3200	4	1	318	39	80	79	33
3200	3	9	318	36	80	79	0
3205	2	0	319	46	80	79	0
3210	2	0	319	51	80	79	0
3210	1	0	319	67	80	79	0
3210	1	0	319	70	80	79	0
3215	2	0	320	55	80	80	0
3215	1	0	320	67	80	80	0
3215	1	0	320	70	80	80	0
3220	2	0	320	58	80	80	0
3220	3	9	320	39	80	80	0
3225	1	0	321	67	80	80	0
3230	2	0	321	39	80	80	0
3230	2	0	321	51	80	80	0
3230	1	0	321	70	80	80	0
3230	1	0	321	77	80	80	0
3230	4	1	321	39	80	80	33
3235	1	0	322	70	80	80	0
3235	1	0	322	77	80	80	0
3240	2	0	322	41	80	80	0
3240	2	0	322	53	80	80	0
3240	4	1	322	41	80	80	33
3240	3	9	322	36	80	80	0
3245	2	0	323	48	80	80	0
3250	2	0	323	53	80	80	0
3250	1	0	323	69	80	80	0
3250	1	0	323	72	80	80	0
3255	2	0	324	57	80	81	0
3255	1	0	324	69	80	81	0
3255	1	0	324	72	80	81	0
3260	2	0	324	60	80	81	0
3260	3	9	324	39	80	81	0
3265	1	0	325	69	80	81	0
3270	2	0	325	41	80	81	0
3270	2	0	325	53	80	81	0
3270	1	0	325	70	80	81	0
3270	4	1	325	41	80	81	33
3270	3	9	325	39	80	81	0
3275	1	0	326	72	80	81	0
3275	3	9	326	39	80	81	0
3280	2	0	326	43	80	81	0
3280	2	0	326	55	80	81	0
3280	1	0	326	67	80	81	0
3280	1	0	326	70	80	81	0
3280	1	0	326	74	80	81	0
3280	4	1	326	43	80	81	33
3280	3	9	326	36	80	81	0
3285	2	0	327	50	80	81	0
3290	2	0	327	55	80	81	0
3290	1	0	327	67	80	81	0
3290	1	0	327	70	80	81	0
3290	1	0	327	74	80	81	0
3295	2	0	328	58	80	82	0
3295	1	0	328	67	80	82	0
3295	1	0	328	70	80	82	0
3295	1	0	328	74	80	82	0
3300	2	0	328	62	80	82	0
3300	3	9	328	39	80	82	0
3305	1	0	329	74	80	82	0
3305	1	0	329	79	80	82	0
3305	1	0	329	82	80	82	0
3310	2	0	329	43	80	82	0
3310	2	0	329	55	80	82	0
3310	4	1	329	43	80	82	33
3315	1	0	330	74	80	82	0
3320	2	0	330	38	80	82	0
3320	2	0	330	50	80	82	0
3320	1	0	330	74	80	82	0
3320	1	0	330	77	80	82	0
3320	1	0	330	81	80	82	0
3320	4	1	330	38	80	82	33
3320	3	9	330	36	80	82	0
3325	2	0	331	45	80	82	0
3330	2	0	331	50	80	82	0
3335	2	0	332	53	80	83	0
3335	1	0	332	69	80	83	0
3335	1	0	332	77	80	83	0
3340	2	0	332	57	80	83	0
3340	3	9	332	39	80	83	0
3345	1	0	333	67	80	83	0
3350	2	0	333	38	80	83	0
3350	2	0	333	50	80	83	0
3350	1	0	333	67	80	83	0
3350	1	0	333	77	80	83	0
3350	4	1	333	38	80	83	33
3350	3	9	333	39	80	83	0
3355	1	0	334	67	80	83	0
3355	1	0	334	77	80	83	0
3355	3	9	334	39	80	83	0
3360	2	0	334	39	80	83	0
3360	2	0	334	51	80	83	0
3360	4	1	334	39	80	83	33
3360	3	9	334	36	80	83	0
3365	2	0	335	46	80	83	0
3370	2	0	335	51	80	83	0
3370	1	0	335	67	80	83	0
3370	1	0	335	70	80	83	0
3375	2	0	336	55	80	84	0
3375	1	0	336	67	80	84	0
3375	1	0	336	70	80	84	0
3380	2	0	336	58	80	84	0
3380	3	9	336	39	80	84	0
3385	1	0	337	67	80	84	0
3390	2	0	337	39	80	84	0
3390	2	0	337	51	80	84	0
3390	1	0	337	70	80	84	0
3390	1	0	337	77	80	84	0
3390	4	1	337	39	80	84	33
3395	1	0	338	70	80	84	0
3395	1	0	338	77	80	84	0
3400	2	0	338	41	80	84	0
3400	2	0	338	53	80	84	0
3400	4	1	338	41	80	84	33
3400	3	9	338	36	80	84	0
3405	2	0	339	48	80	84	0
3410	2	0	339	53	80	84	0
3410	1	0	339	69	80	84	0
3410	1	0	339	72	80	84	0
3415	2	0	340	57	80	85	0
3415	1	0	340	69	80	85	0
3415	1	0	340	72	80	85	0
3420	2	0	340	60	80	85	0
3420	3	9	340	39	80	85	0
3425	1	0	341	70	80	85	0
3430	2	0	341	41	80	85	0
3430	2	0	341	53	80	85	0
3430	1	0	341	72	80	85	0
3430	4	1	341	41	80	85	33
3430	3	9	341	39	80	85	0
3435	1	0	342	62	80	85	0
3435	1	0	342	70	80	85	0
3435	3	9	342	39	80	85	0
3440	2	0	342	46	80	85	0
3440	4	1	342	46	80	85	33
3440	3	9	342	36	80	85	0
3445	2	0	343	53	80	85	0
3450	2	0	343	58	80	85	0
3455	2	0	344	62	80	86	0
3465	2	0	345	58	80	86	0
3470	2	0	345	53	80	86	0
3475	2	0	346	50	80	86	0
3480	2	0	346	46	80	86	0
3510	2	0	349	67	80	87	0
3510	1	0	349	79	80	87	0
3510	1	0	349	91	80	87	0
3515	2	0	350	67	80	87	0
3515	1	0	350	79	80	87	0
3515	1	0	350	91	80	87	0
3520	2	0	350	41	80	87	0
3520	2	0	350	53	80	87	0
3520	4	1	350	41	80	87	33
3520	3	9	350	36	80	87	0
3525	2	0	351	48	80	87	0
3530	2	0	351	53	80	87	0
3530	2	0	351	67	80	87	0
3530	1	0	351	79	80	87	0
3530	1	0	351	84	80	87	0
3535	2	0	352	57	80	88	0
3535	2	0	352	67	80	88	0
3535	1	0	352	79	80	88	0
3535	1	0	352	84	80	88	0
3540	2	0	352	60	80	88	0
3540	3	9	352	39	80	88	0
3545	2	0	353	67	80	88	0
3550	2	0	353	53	80	88	0
3550	2	0	353	67	80	88	0
3550	1	0	353	79	80	88	0
3550	1	0	353	91	80	88	0
3555	2	0	354	67	80	88	0
3555	1	0	354	79	80	88	0
3555	1	0	354	91	80	88	0
3560	2	0	354	43	80	88	0
3560	2	0	354	55	80	88	0
3560	4	1	354	43	80	88	33
3560	3	9	354	36	80	88	0
3565	2	0	355	50	80	88	0
3570	2	0	355	55	80	88	0
3570	1	0	355	67	80	88	0
3570	1	0	355	74	80	88	0
3575	2	0	356	59	80	89	0
3575	1	0	356	67	80	89	0
3575	1	0	356	74	80	89	0
3580	2	0	356	62	80	89	0
3580	3	9	356	39	80	89	0
3585	1	0	357	67	80	89	0
3590	2	0	357	43	80	89	0
3590	2	0	357	55	80	89	0
3590	1	0	357	72	80	89	0
3590	3	9	357	39	80	89	0
3595	1	0	358	74	80	89	0
3595	3	9	358	39	80	89	0
3600	2	0	358	36	80	89	0
3600	2	0	358	48	80	89	0
3600	1	0	358	67	80	89	0
3600	1	0	358	76	80	89	0
3600	4	1	358	36	80	89	33
3600	3	9	358	36	80	89	0
3605	2	0	359	43	80	89	0
3610	2	0	359	48	80	89	0
3610	1	0	359	67	80	89	0
3610	1	0	359	76	80	89	0
3615	2	0	360	52	80	90	0
3615	1	0	360	67	80	90	0
3615	1	0	360	76	80	90	0
3620	2	0	360	55	80	90	0
3620	3	9	360	39	80	90	0
3625	1	0	361	67	80	90	0
3625	1	0	361	74	80	90	0
3630	2	0	361	48	80	90	0
3635	1	0	362	67	80	90	0
3640	2	0	362	45	80	90	0
3640	2	0	362	57	80	90	0
3640	1	0	362	69	80	90	0
3640	1	0	362	76	80	90	0
3640	4	1	362	45	80	90	33
3640	3	9	362	36	80	90	0
3645	2	0	363	52	80	90	0
3650	2	0	363	57	80	90	0
3650	1	0	363	69	80	90	0
3650	1	0	363	79	80	90	0
3655	2	0	364	60	80	91	0
3655	1	0	364	69	80	91	0
3655	1	0	364	79	80	91	0
3660	2	0	364	64	80	91	0
3660	3	9	364	39	80	91	0
3665	2	0	365	69	80	91	0
3670	2	0	365	57	80	91	0
3670	2	0	365	69	80	91	0
3670	1	0	365	91	80	91	0
3670	3	9	365	39	80	91	0
3675	2	0	366	57	80	91	0
3675	2	0	366	69	80	91	0
3675	1	0	366	91	80	91	0
3675	3	9	366	39	80	91	0
3680	2	0	366	41	80	91	0
3680	2	0	366	53	80	91	0
3680	4	1	366	41	80	91	33
3680	3	9	366	36	80	91	0
3685	2	0	367	48	80	91	0
3690	2	0	367	53	80	91	0
3690	2	0	367	69	80	91	0
3690	1	0	367	79	80	91	0
3690	1	0	367	84	80	91	0
3695	2	0	368	57	80	92	0
3695	2	0	368	69	80	92	0
3695	1	0	368	79	80	92	0
3695	1	0	368	84	80	92	0
3700	2	0	368	60	80	92	0
3700	3	9	368	39	80	92	0
3705	2	0	369	69	80	92	0
3710	2	0	369	53	80	92	0
3710	2	0	369	69	80	92	0
3710	1	0	369	79	80	92	0
3710	1	0	369	91	80	92	0
3715	2	0	370	69	80	92	0
3715	1	0	370	79	80	92	0
3715	1	0	370	91	80	92	0
3720	2	0	370	43	80	92	0
3720	2	0	370	55	80	92	0
3720	4	1	370	43	80	92	33
3720	3	9	370	36	80	92	0
3725	2	0	371	50	80	92	0
3730	2	0	371	55	80	92	0
3730	1	0	371	67	80	92	0
3730	1	0	371	74	80	92	0
3735	2	0	372	59	80	93	0
3735	1	0	372	67	80	93	0
3735	1	0	372	74	80	93	0
3740	2	0	372	62	80	93	0
3740	3	9	372	39	80	93	0
3745	1	0	373	76	80	93	0
3750	2	0	373	43	80	93	0
3750	2	0	373	55	80	93	0
3750	1	0	373	67	80	93	0
3750	1	0	373	77	80	93	0
3750	3	9	373	39	80	93	0
3755	1	0	374	67	80	93	0
3755	1	0	374	76	80	93	0
3755	3	9	374	39	80	93	0
3760	2	0	374	36	80	93	0
3760	2	0	374	48	80	93	0
3760	4	1	374	36	80	93	33
3760	3	9	374	36	80	93	0
3765	2	0	375	43	80	93	0
3770	2	0	375	48	80	93	0
3775	2	0	376	52	80	94	0
3780	2	0	376	55	80	94	0
3780	3	9	376	39	80	94	0
3785	1	0	377	60	80	94	0
3785	1	0	377	64	80	94	0
3790	2	0	377	48	80	94	0
3795	1	0	378	55	80	94	0
3795	1	0	378	60	80	94	0
3800	2	0	378	40	80	94	0
3800	2	0	378	52	80	94	0
3800	1	0	378	64	80	94	0
3800	1	0	378	68	80	94	0
3800	1	0	378	71	80	94	0
3800	4	1	378	40	80	94	33
3800	3	9	378	36	80	94	0
3805	2	0	379	47	80	94	0
3810	2	0	379	52	80	94	0
3815	1	0	380	64	80	95	0
3820	2	0	380	56	80	95	0
3820	1	0	380	68	80	95	0
3820	1	0	380	71	80	95	0
3820	4	1	380	44	80	95	33
3820	3	9	380	39	80	95	0
3825	2	0	381	52	80	95	0
3830	2	0	381	56	80	95	0
3830	1	0	381	67	80	95	0
3830	1	0	381	79	80	95	0
3830	3	9	381	39	80	95	0
3835	1	0	382	67	80	95	0
3835	1	0	382	79	80	95	0
3835	3	9	382	39	80	95	0
3840	2	0	382	41	80	95	0
3840	2	0	382	53	80	95	0
3840	4	1	382	41	80	95	33
3840	3	9	382	36	80	95	0
3845	2	0	383	48	80	95	0
3850	2	0	383	53	80	95	0
3850	1	0	383	67	80	95	0
3850	1	0	383	72	80	95	0
3855	2	0	384	57	80	96	0
3855	1	0	384	67	80	96	0
3855	1	0	384	72	80	96	0
3860	2	0	384	60	80	96	0
3860	3	9	384	39	80	96	0
3865	1	0	385	67	80	96	0
3870	2	0	385	41	80	96	0
3870	2	0	385	53	80	96	0
3870	1	0	385	67	80	96	0
3870	1	0	385	79	80	96	0
3870	4	1	385	41	80	96	33
3875	1	0	386	67	80	96	0
3875	1	0	386	79	80	96	0
3880	2	0	386	43	80	96	0
3880	2	0	386	55	80	96	0
3880	4	1	386	43	80	96	33
3880	3	9	386	36	80	96	0
3885	2	0	387	50	80	96	0
3890	2	0	387	55	80	96	0
3890	1	0	387	67	80	96	0
3890	1	0	387	74	80	96	0
3895	2	0	388	59	80	97	0
3895	1	0	388	67	80	97	0
3895	1	0	388	74	80	97	0
3900	2	0	388	62	80	97	0
3900	3	9	388	39	80	97	0
3905	1	0	389	67	80	97	0
3910	2	0	389	43	80	97	0
3910	2	0	389	55	80	97	0
3910	1	0	389	72	80	97	0
3910	4	1	389	43	80	97	33
3910	3	9	389	39	80	97	0
3915	2	0	390	44	80	97	0
3915	2	0	390	56	80	97	0
3915	1	0	390	74	80	97	0
3915	4	1	390	44	80	97	33
3915	3	9	390	39	80	97	0
3920	2	0	390	45	80	97	0
3920	2	0	390	57	80	97	0
3920	1	0	390	69	80	97	0
3920	1	0	390	76	80	97	0
3920	4	1	390	45	80	97	33
3920	3	9	390	36	80	97	0
3925	2	0	391	52	80	97	0
3930	2	0	391	57	80	97	0
3930	1	0	391	69	80	97	0
3930	1	0	391	76	80	97	0
3935	2	0	392	60	80	98	0
3935	1	0	392	69	80	98	0
3935	1	0	392	76	80	98	0
3940	2	0	392	64	80	98	0
3940	3	9	392	39	80	98	0
3945	1	0	393	76	80	98	0
3945	1	0	393	84	80	98	0
3950	2	0	393	45	80	98	0
3950	2	0	393	57	80	98	0
3950	4	1	393	45	80	98	33
3955	1	0	394	76	80	98	0
3960	2	0	394	40	80	98	0
3960	2	0	394	52	80	98	0
3960	1	0	394	76	80	98	0
3960	1	0	394	83	80	98	0
3960	4	1	394	40	80	98	33
3960	3	9	394	36	80	98	0
3965	2	0	395	47	80	98	0
3970	2	0	395	52	80	98	0
3975	2	0	396	55	80	99	0
3975	1	0	396	71	80	99	0
3975	1	0	396	79	80	99	0
3980	2	0	396	59	80	99	0
3980	3	9	396	39	80	99	0
3985	1	0	397	71	80	99	0
3990	2	0	397	40	80	99	0
3990	2	0	397	52	80	99	0
3990	1	0	397	71	80	99	0
3990	1	0	397	79	80	99	0
3990	4	1	397	40	80	99	33
3990	3	9	397	39	80	99	0
3995	1	0	398	71	80	99	0
3995	1	0	398	79	80	99	0
3995	3	9	398	39	80	99	0
4000	2	0	398	41	80	99	0
4000	2	0	398	53	80	99	0
4000	4	1	398	41	80	99	33
4000	3	9	398	36	80	99	0
4005	2	0	399	48	80	99	0
4010	2	0	399	53	80	99	0
4010	1	0	399	69	80	99	0
4010	1	0	399	72	80	99	0
4015	2	0	400	57	80	100	0
4015	1	0	400	69	80	100	0
4015	1	0	400	72	80	100	0
4020	2	0	400	60	80	100	0
4020	3	9	400	39	80	100	0
4025	1	0	401	69	80	100	0
4030	2	0	401	41	80	100	0
4030	2	0	401	53	80	100	0
4030	1	0	401	69	80	100	0
4030	1	0	401	79	80	100	0
4030	4	1	401	41	80	100	33
4035	1	0	402	69	80	100	0
4035	1	0	402	79	80	100	0
4040	2	0	402	43	80	100	0
4040	2	0	402	55	80	100	0
4040	4	1	402	43	80	100	33
4040	3	9	402	36	80	100	0
4045	2	0	403	50	80	100	0
4050	2	0	403	55	80	100	0
4050	1	0	403	67	80	100	0
4050	1	0	403	74	80	100	0
4055	2	0	404	59	80	101	0
4055	1	0	404	67	80	101	0
4055	1	0	404	74	80	101	0
4060	2	0	404	62	80	101	0
4060	3	9	404	39	80	101	0
4065	1	0	405	67	80	101	0
4065	1	0	405	72	80	101	0
4070	2	0	405	43	80	101	0
4070	2	0	405	55	80	101	0
4070	1	0	405	67	80	101	0
4070	1	0	405	74	80	101	0
4070	4	1	405	43	80	101	33
4070	3	9	405	39	80	101	0
4075	1	0	406	67	80	101	0
4075	1	0	406	72	80	101	0
4075	3	9	406	39	80	101	0
4080	2	0	406	36	80	101	0
4080	2	0	406	48	80	101	0
4080	4	1	406	36	80	101	33
4080	3	9	406	36	80	101	0
4085	2	0	407	43	80	101	0
4090	2	0	407	48	80	101	0
4095	2	0	408	52	80	102	0
4100	2	0	408	55	80	102	0
4100	3	9	408	39	80	102	0
4105	1	0	409	60	80	102	0
4105	1	0	409	64	80	102	0
4110	2	0	409	52	80	102	0
4110	4	1	409	36	80	102	33
4115	1	0	410	64	80	102	0
4120	2	0	410	45	80	102	0
4120	2	0	410	57	80	102	0
4120	1	0	410	64	80	102	0
4120	1	0	410	69	80	102	0
4120	1	0	410	72	80	102	0
4120	4	1	410	45	80	102	33
4120	3	9	410	36	80	102	0
4125	2	0	411	52	80	102	0
4130	2	0	411	57	80	102	0
4135	2	0	412	59	80	103	0
4140	2	0	412	57	80	103	0
4140	1	0	412	64	80	103	0
4140	1	0	412	69	80	103	0
4140	1	0	412	76	80	103	0
4140	3	9	412	39	80	103	0
4145	1	0	413	69	80	103	0
4150	2	0	413	43	80	103	0
4150	2	0	413	55	80	103	0
4150	1	0	413	67	80	103	0
4150	1	0	413	79	80	103	0
4150	4	1	413	43	80	103	33
4150	3	9	413	39	80	103	0
4155	1	0	414	67	80	103	0
4155	1	0	414	79	80	103	0
4155	3	9	414	39	80	103	0
4160	2	0	414	41	80	103	0
4160	2	0	414	53	80	103	0
4160	4	1	414	41	80	103	33
4160	3	9	414	36	80	103	0
4170	2	0	415	53	80	103	0
4170	1	0	415	67	80	103	0
4170	1	0	415	72	80	103	0
4175	2	0	416	57	80	104	0
4175	1	0	416	67	80	104	0
4175	1	0	416	72	80	104	0
4180	2	0	416	60	80	104	0
4180	3	9	416	39	80	104	0
4185	1	0	417	67	80	104	0
4190	2	0	417	41	80	104	0
4190	2	0	417	53	80	104	0
4190	1	0	417	67	80	104	0
4190	1	0	417	79	80	104	0
4190	4	1	417	41	80	104	33
4195	1	0	418	67	80	104	0
4195	1	0	418	79	80	104	0
4200	2	0	418	43	80	104	0
4200	2	0	418	55	80	104	0
4200	4	1	418	43	80	104	33
4200	3	9	418	36	80	104	0
4205	2	0	419	50	80	104	0
4210	2	0	419	55	80	104	0
4210	1	0	419	67	80	104	0
4210	1	0	419	74	80	104	0
4215	2	0	420	59	80	105	0
4215	1	0	420	67	80	105	0
4215	1	0	420	74	80	105	0
4220	3	9	420	39	80	105	0
4225	1	0	421	67	80	105	0
4225	1	0	421	72	80	105	0
