tick	time	channel	track	pitch	velocity	instrument
0	0	1	1	64	80	1
0	0	3	1	46	64	1
29	46	1	1	64	0	1
30	48	1	1	65	80	1
59	94	1	1	65	0	1
59	94	3	1	46	0	1
60	96	1	1	67	80	1
60	96	3	1	53	64	1
89	142	1	1	67	0	1
90	144	1	1	69	80	1
119	190	3	1	53	0	1
120	192	3	1	57	64	1
149	238	1	1	69	0	1
150	240	1	1	60	80	1
179	286	1	1	60	0	1
180	288	1	1	72	80	1
209	334	1	1	72	0	1
210	336	1	1	69	80	1
239	382	3	1	57	0	1
240	384	3	1	48	64	1
299	478	3	1	48	0	1
300	480	3	1	52	64	1
359	574	3	1	52	0	1
360	576	3	1	55	64	1
479	766	1	1	69	0	1
479	766	3	1	55	0	1
480	768	1	1	64	80	1
480	768	3	1	45	64	1
509	814	1	1	64	0	1
510	816	1	1	65	80	1
539	862	1	1	65	0	1
539	862	3	1	45	0	1
540	864	1	1	67	80	1
540	864	3	1	52	64	1
569	910	1	1	67	0	1
570	912	1	1	69	80	1
599	958	3	1	52	0	1
600	960	3	1	55	64	1
629	1006	1	1	69	0	1
630	1008	1	1	60	80	1
659	1054	1	1	60	0	1
660	1056	1	1	72	80	1
689	1102	1	1	72	0	1
690	1104	1	1	69	80	1
719	1150	1	1	69	0	1
719	1150	3	1	55	0	1
720	1152	1	1	67	80	1
720	1152	3	1	50	64	1
749	1198	1	1	67	0	1
750	1200	1	1	69	80	1
779	1246	1	1	69	0	1
779	1246	3	1	50	0	1
780	1248	1	1	65	80	1
780	1248	3	1	53	64	1
809	1294	1	1	65	0	1
810	1296	1	1	67	80	1
839	1342	1	1	67	0	1
839	1342	3	1	53	0	1
840	1344	1	1	64	80	1
840	1344	3	1	57	64	1
869	1390	1	1	64	0	1
870	1392	1	1	65	80	1
899	1438	1	1	65	0	1
900	1440	1	1	60	80	1
959	1534	1	1	60	0	1
959	1534	3	1	57	0	1
960	1536	1	1	64	80	1
960	1536	3	1	46	64	1
989	1582	1	1	64	0	1
990	1584	1	1	65	80	1
1019	1630	1	1	65	0	1
1019	1630	3	1	46	0	1
1020	1632	1	1	67	80	1
1020	1632	3	1	53	64	1
1049	1678	1	1	67	0	1
1050	1680	1	1	69	80	1
1079	1726	3	1	53	0	1
1080	1728	3	1	57	64	1
1109	1774	1	1	69	0	1
1110	1776	1	1	60	80	1
1139	1822	1	1	60	0	1
1140	1824	1	1	72	80	1
1169	1870	1	1	72	0	1
1170	1872	1	1	69	80	1
1199	1918	3	1	57	0	1
1200	1920	3	1	48	64	1
1259	2014	3	1	48	0	1
1260	2016	3	1	52	64	1
1319	2110	3	1	52	0	1
1320	2112	3	1	55	64	1
1439	2302	1	1	69	0	1
1439	2302	3	1	55	0	1
1440	2304	1	1	64	80	1
1440	2304	3	1	45	64	1
1469	2350	1	1	64	0	1
1470	2352	1	1	65	80	1
1499	2398	1	1	65	0	1
1499	2398	3	1	45	0	1
1500	2400	1	1	67	80	1
1500	2400	3	1	52	64	1
1529	2446	1	1	67	0	1
1530	2448	1	1	69	80	1
1559	2494	3	1	52	0	1
1560	2496	3	1	55	64	1
1589	2542	1	1	69	0	1
1590	2544	1	1	60	80	1
1619	2590	1	1	60	0	1
1620	2592	1	1	72	80	1
1649	2638	1	1	72	0	1
1650	2640	1	1	69	80	1
1650	2640	9	6	38	72	0
1665	2664	9	6	38	0	0
1665	2664	9	6	38	72	0
1679	2686	1	1	69	0	1
1679	2686	3	1	55	0	1
1680	2688	1	1	67	80	1
1680	2688	3	1	50	64	1
1680	2688	9	6	38	0	0
1680	2688	9	6	38	72	0
1709	2734	1	1	67	0	1
1710	2736	1	1	69	80	1
1710	2736	9	6	38	0	0
1710	2736	9	6	38	72	0
1739	2782	1	1	69	0	1
1739	2782	3	1	50	0	1
1740	2784	1	1	65	80	1
1740	2784	3	1	53	64	1
1740	2784	9	6	35	72	0
1740	2784	9	6	38	0	0
1769	2830	1	1	65	0	1
1770	2832	1	1	67	80	1
1770	2832	9	6	35	0	0
1770	2832	9	6	38	72	0
1799	2878	1	1	67	0	1
1799	2878	3	1	53	0	1
1800	2880	1	1	64	80	1
1800	2880	3	1	57	64	1
1800	2880	9	6	38	0	0
1800	2880	9	6	38	72	0
1829	2926	1	1	64	0	1
1830	2928	1	1	65	80	1
1859	2974	1	1	65	0	1
1860	2976	1	1	60	80	1
1860	2976	9	6	38	0	0
1860	2976	9	6	38	72	0
1890	3024	9	6	38	0	0
1890	3024	9	6	38	72	0
1919	3070	1	1	60	0	1
1919	3070	3	1	57	0	1
1920	3072	1	1	76	80	1
1920	3072	4	2	58	56	4
1920	3072	6	4	58	36	48
1920	3072	6	4	69	34	48
1920	3072	6	4	74	48	48
1920	3072	7	5	46	62	35
1920	3072	9	6	35	72	0
1920	3072	9	6	38	0	0
1920	3072	9	6	49	72	0
1949	3118	1	1	76	0	1
1950	3120	1	1	77	80	1
1979	3166	1	1	77	0	1
1980	3168	1	1	79	80	1
1980	3168	4	2	65	53	4
1980	3168	9	6	35	0	0
1980	3168	9	6	35	72	0
1980	3168	9	6	42	72	0
1980	3168	9	6	49	0	0
2009	3214	1	1	79	0	1
2010	3216	1	1	81	80	1
2040	3264	4	2	69	53	4
2040	3264	9	6	35	0	0
2040	3264	9	6	38	72	0
2040	3264	9	6	42	0	0
2040	3264	9	6	42	72	0
2069	3310	1	1	81	0	1
2070	3312	1	1	72	80	1
2092	3347	4	2	58	0	4
2099	3358	1	1	72	0	1
2100	3360	1	1	84	80	1
2100	3360	4	2	74	56	4
2100	3360	9	6	38	0	0
2100	3360	9	6	42	0	0
2100	3360	9	6	42	72	0
2121	3393	7	5	46	0	35
2129	3406	1	1	84	0	1
2130	3408	1	1	81	80	1
2157	3451	4	2	74	0	4
2160	3456	4	2	55	53	4
2160	3456	4	2	60	53	4
2160	3456	4	2	65	0	4
2160	3456	4	2	67	56	4
2160	3456	4	2	69	0	4
2160	3456	6	4	48	36	48
2160	3456	6	4	58	0	48
2160	3456	6	4	60	34	48
2160	3456	6	4	64	48	48
2160	3456	6	4	69	0	48
2160	3456	6	4	74	0	48
2160	3456	7	5	36	68	35
2160	3456	9	6	35	72	0
2160	3456	9	6	42	0	0
2160	3456	9	6	42	72	0
2190	3504	9	6	38	72	0
2190	3504	9	6	42	0	0
2217	3547	4	2	67	0	4
2220	3552	4	2	64	39	4
2220	3552	9	6	35	0	0
2220	3552	9	6	35	72	0
2220	3552	9	6	38	0	0
2220	3552	9	6	42	72	0
2250	3600	5	3	55	53	25
2275	3640	7	5	36	0	35
2277	3643	4	2	64	0	4
2280	3648	4	2	72	56	4
2280	3648	5	3	60	62	25
2280	3648	5	3	64	68	25
2280	3648	7	5	40	65	35
2280	3648	9	6	35	0	0
2280	3648	9	6	38	72	0
2280	3648	9	6	42	0	0
2280	3648	9	6	42	72	0
2336	3737	5	3	55	0	25
2337	3739	4	2	72	0	4
2337	3739	5	3	60	0	25
2337	3739	5	3	64	0	25
2337	3739	7	5	40	0	35
2340	3744	4	2	67	45	4
2340	3744	7	5	31	59	35
2340	3744	9	6	38	0	0
2340	3744	9	6	42	0	0
2340	3744	9	6	42	72	0
2381	3809	6	4	48	0	48
2383	3812	4	2	55	0	4
2385	3816	4	2	60	0	4
2397	3835	4	2	67	0	4
2397	3835	7	5	31	0	35
2399	3838	1	1	81	0	1
2400	3840	1	1	76	80	1
2400	3840	4	2	57	56	4
2400	3840	6	4	60	0	48
2400	3840	6	4	64	0	48
2400	3840	6	4	67	34	48
2400	3840	6	4	72	48	48
2400	3840	6	4	76	45	48
2400	3840	7	5	45	65	35
2400	3840	9	6	35	72	0
2400	3840	9	6	42	0	0
2400	3840	9	6	42	72	0
2429	3886	1	1	76	0	1
2430	3888	1	1	77	80	1
2459	3934	1	1	77	0	1
2460	3936	1	1	79	80	1
2460	3936	4	2	64	53	4
2460	3936	9	6	35	0	0
2460	3936	9	6	35	72	0
2460	3936	9	6	42	0	0
2460	3936	9	6	42	72	0
2489	3982	1	1	79	0	1
2490	3984	1	1	81	80	1
2520	4032	4	2	67	53	4
2520	4032	9	6	35	0	0
2520	4032	9	6	38	72	0
2520	4032	9	6	42	0	0
2520	4032	9	6	42	72	0
2549	4078	1	1	81	0	1
2550	4080	1	1	72	80	1
2572	4115	4	2	57	0	4
2579	4126	1	1	72	0	1
2580	4128	1	1	84	80	1
2580	4128	4	2	72	56	4
2580	4128	9	6	38	0	0
2580	4128	9	6	42	0	0
2580	4128	9	6	42	72	0
2601	4161	7	5	45	0	35
2609	4174	1	1	84	0	1
2610	4176	1	1	81	80	1
2610	4176	9	6	38	72	0
2610	4176	9	6	42	0	0
2637	4219	4	2	72	0	4
2639	4222	1	1	81	0	1
2640	4224	1	1	79	80	1
2640	4224	4	2	57	53	4
2640	4224	4	2	60	53	4
2640	4224	4	2	64	0	4
2640	4224	4	2	67	0	4
2640	4224	4	2	69	56	4
2640	4224	6	4	60	34	48
2640	4224	6	4	65	48	48
2640	4224	6	4	67	0	48
2640	4224	6	4	69	45	48
2640	4224	6	4	72	0	48
2640	4224	6	4	76	0	48
2640	4224	7	5	38	65	35
2640	4224	9	6	35	72	0
2640	4224	9	6	38	0	0
2640	4224	9	6	42	72	0
2669	4270	1	1	79	0	1
2670	4272	1	1	81	80	1
2670	4272	9	6	38	72	0
2670	4272	9	6	42	0	0
2697	4315	4	2	69	0	4
2699	4318	1	1	81	0	1
2700	4320	1	1	77	80	1
2700	4320	4	2	65	39	4
2700	4320	9	6	35	0	0
2700	4320	9	6	35	72	0
2700	4320	9	6	38	0	0
2700	4320	9	6	42	72	0
2729	4366	1	1	77	0	1
2730	4368	1	1	79	80	1
2730	4368	5	3	57	53	25
2757	4411	4	2	65	0	4
2759	4414	1	1	79	0	1
2760	4416	1	1	76	80	1
2760	4416	4	2	69	56	4
2760	4416	5	3	62	62	25
2760	4416	5	3	65	68	25
2760	4416	9	6	35	0	0
2760	4416	9	6	38	72	0
2760	4416	9	6	42	0	0
2760	4416	9	6	42	72	0
2789	4462	1	1	76	0	1
2790	4464	1	1	77	80	1
2812	4499	7	5	38	0	35
2816	4505	5	3	57	0	25
2817	4507	4	2	69	0	4
2817	4507	5	3	62	0	25
2817	4507	5	3	65	0	25
2819	4510	1	1	77	0	1
2820	4512	1	1	72	80	1
2820	4512	4	2	65	45	4
2820	4512	7	5	33	68	35
2820	4512	9	6	38	0	0
2820	4512	9	6	42	0	0
2820	4512	9	6	42	72	0
2841	4545	6	4	60	0	48
2841	4545	6	4	65	0	48
2861	4577	6	4	69	0	48
2863	4580	4	2	57	0	4
2865	4584	4	2	60	0	4
2877	4603	4	2	65	0	4
2877	4603	7	5	33	0	35
2879	4606	1	1	72	0	1
2880	4608	1	1	76	80	1
2880	4608	4	2	58	56	4
2880	4608	6	4	58	41	48
2880	4608	6	4	69	36	48
2880	4608	6	4	74	46	48
2880	4608	7	5	46	72	35
2880	4608	9	6	35	72	0
2880	4608	9	6	42	0	0
2880	4608	9	6	42	72	0
2909	4654	1	1	76	0	1
2910	4656	1	1	77	80	1
2910	4656	9	6	38	72	0
2910	4656	9	6	42	0	0
2939	4702	1	1	77	0	1
2940	4704	1	1	79	80	1
2940	4704	4	2	65	53	4
2940	4704	9	6	35	0	0
2940	4704	9	6	35	72	0
2940	4704	9	6	38	0	0
2940	4704	9	6	42	72	0
2969	4750	1	1	79	0	1
2970	4752	1	1	81	80	1
3000	4800	4	2	69	53	4
3000	4800	9	6	35	0	0
3000	4800	9	6	38	72	0
3000	4800	9	6	42	0	0
3000	4800	9	6	42	72	0
3029	4846	1	1	81	0	1
3030	4848	1	1	72	80	1
3052	4883	4	2	58	0	4
3059	4894	1	1	72	0	1
3060	4896	1	1	84	80	1
3060	4896	4	2	74	56	4
3060	4896	9	6	38	0	0
3060	4896	9	6	42	0	0
3060	4896	9	6	42	72	0
3081	4929	7	5	46	0	35
3089	4942	1	1	84	0	1
3090	4944	1	1	81	80	1
3090	4944	9	6	38	72	0
3090	4944	9	6	42	0	0
3117	4987	4	2	74	0	4
3120	4992	4	2	55	53	4
3120	4992	4	2	60	53	4
3120	4992	4	2	65	0	4
3120	4992	4	2	67	56	4
3120	4992	4	2	69	0	4
3120	4992	6	4	48	41	48
3120	4992	6	4	58	0	48
3120	4992	6	4	60	36	48
3120	4992	6	4	64	46	48
3120	4992	6	4	69	0	48
3120	4992	6	4	74	0	48
3120	4992	7	5	36	65	35
3120	4992	9	6	35	72	0
3120	4992	9	6	38	0	0
3120	4992	9	6	42	72	0
3150	5040	9	6	38	72	0
3150	5040	9	6	42	0	0
3177	5083	4	2	67	0	4
3180	5088	4	2	64	39	4
3180	5088	9	6	38	0	0
3180	5088	9	6	50	72	0
3210	5136	5	3	55	53	25
3235	5176	7	5	36	0	35
3237	5179	4	2	64	0	4
3240	5184	4	2	72	56	4
3240	5184	5	3	60	62	25
3240	5184	5	3	64	68	25
3240	5184	7	5	40	72	35
3240	5184	9	6	35	0	0
3240	5184	9	6	47	72	0
3240	5184	9	6	50	0	0
3270	5232	9	6	47	0	0
3270	5232	9	6	47	72	0
3296	5273	5	3	55	0	25
3297	5275	4	2	72	0	4
3297	5275	5	3	60	0	25
3297	5275	5	3	64	0	25
3297	5275	7	5	40	0	35
3300	5280	4	2	67	45	4
3300	5280	7	5	31	68	35
3300	5280	9	6	45	72	0
3300	5280	9	6	47	0	0
3341	5345	6	4	48	0	48
3341	5345	6	4	60	0	48
3341	5345	6	4	64	0	48
3343	5348	4	2	55	0	4
3345	5352	4	2	60	0	4
3357	5371	4	2	67	0	4
3357	5371	7	5	31	0	35
3359	5374	1	1	81	0	1
3360	5376	1	1	62	80	1
3360	5376	1	1	67	80	1
3360	5376	4	2	50	56	4
3360	5376	6	4	62	44	48
3360	5376	6	4	67	44	48
3360	5376	6	4	69	48	48
3360	5376	7	5	38	65	35
3360	5376	9	6	35	72	0
3360	5376	9	6	45	0	0
3360	5376	9	6	49	72	0
3420	5472	4	2	57	53	4
3480	5568	4	2	62	53	4
3480	5568	9	6	35	0	0
3480	5568	9	6	49	0	0
3532	5651	4	2	50	0	4
3540	5664	4	2	67	56	4
3561	5697	7	5	38	0	35
3597	5755	4	2	67	0	4
3599	5758	1	1	62	0	1
3599	5758	1	1	67	0	1
3600	5760	1	1	62	80	1
3600	5760	1	1	66	80	1
3600	5760	4	2	57	0	4
3600	5760	4	2	57	53	4
3600	5760	4	2	62	0	4
3600	5760	4	2	62	53	4
3600	5760	4	2	69	56	4
3600	5760	6	4	62	0	48
3600	5760	6	4	62	44	48
3600	5760	6	4	66	44	48
3600	5760	6	4	67	0	48
3600	5760	6	4	69	0	48
3600	5760	6	4	69	48	48
3600	5760	7	5	38	65	35
3600	5760	9	6	51	72	0
3615	5784	9	6	51	0	0
3615	5784	9	6	51	72	0
3630	5808	9	6	51	0	0
3657	5851	4	2	69	0	4
3660	5856	4	2	66	39	4
3690	5904	5	3	57	53	25
3717	5947	4	2	66	0	4
3720	5952	4	2	69	56	4
3720	5952	5	3	62	62	25
3720	5952	5	3	66	68	25
3776	6041	5	3	57	0	25
3777	6043	4	2	69	0	4
3777	6043	5	3	62	0	25
3777	6043	5	3	66	0	25
3780	6048	4	2	66	45	4
3792	6067	6	4	62	0	48
3792	6067	6	4	66	0	48
3792	6067	6	4	69	0	48
3801	6081	7	5	38	0	35
3823	6116	4	2	57	0	4
3825	6120	4	2	62	0	4
3837	6139	4	2	66	0	4
3838	6140	1	1	62	0	1
3838	6140	1	1	66	0	1
3840	6144	1	1	67	80	1
3840	6144	1	7	67	80	39
3840	6144	4	2	53	56	4
3840	6144	7	5	41	68	35
3840	6144	9	6	35	72	0
3840	6144	9	6	49	72	0
3900	6240	4	2	60	53	4
3900	6240	6	4	57	51	48
3900	6240	9	6	42	72	0
3900	6240	9	6	49	0	0
3929	6286	1	1	65	80	1
3929	6286	1	1	67	0	1
3929	6286	1	7	65	80	39
3929	6286	1	7	67	0	39
3959	6334	1	1	65	0	1
3959	6334	1	7	65	0	39
3960	6336	1	1	67	80	1
3960	6336	1	7	67	80	39
3960	6336	4	2	65	53	4
3960	6336	6	4	60	51	48
3960	6336	9	6	35	0	0
3960	6336	9	6	38	72	0
3960	6336	9	6	42	0	0
3960	6336	9	6	42	72	0
4012	6419	4	2	53	0	4
4015	6424	6	4	57	0	48
4020	6432	4	2	69	56	4
4020	6432	6	4	65	56	48
4020	6432	9	6	38	0	0
4020	6432	9	6	42	0	0
4020	6432	9	6	42	72	0
4041	6465	7	5	41	0	35
4049	6478	1	1	67	0	1
4049	6478	1	7	67	0	39
4050	6480	1	1	65	80	1
4050	6480	1	7	65	80	39
4075	6520	6	4	60	0	48
4077	6523	4	2	69	0	4
4079	6526	1	1	65	0	1
4079	6526	1	1	67	80	1
4079	6526	1	7	65	0	39
4079	6526	1	7	67	80	39
4080	6528	4	2	72	56	4
4080	6528	6	4	69	51	48
4080	6528	7	5	41	65	35
4080	6528	9	6	42	0	0
4080	6528	9	6	42	72	0
4135	6616	6	4	65	0	48
4137	6619	4	2	72	0	4
4139	6622	1	1	67	0	1
4139	6622	1	7	67	0	39
4140	6624	1	1	69	80	1
4140	6624	1	7	69	80	39
4140	6624	4	2	69	39	4
4140	6624	9	6	35	72	0
4140	6624	9	6	42	0	0
4140	6624	9	6	42	72	0
4170	6672	5	3	60	53	25
4195	6712	6	4	69	0	48
4197	6715	4	2	69	0	4
4199	6718	1	1	69	0	1
4199	6718	1	7	69	0	39
4200	6720	1	1	72	80	1
4200	6720	1	7	72	80	39
4200	6720	4	2	72	56	4
4200	6720	5	3	65	62	25
4200	6720	5	3	69	68	25
4200	6720	9	6	35	0	0
4200	6720	9	6	38	72	0
4200	6720	9	6	42	0	0
4200	6720	9	6	42	72	0
4256	6809	5	3	60	0	25
4257	6811	4	2	72	0	4
4257	6811	5	3	65	0	25
4257	6811	5	3	69	0	25
4259	6814	1	1	72	0	1
4259	6814	1	7	72	0	39
4260	6816	1	1	69	80	1
4260	6816	1	7	69	80	39
4260	6816	4	2	69	45	4
4260	6816	9	6	38	0	0
4260	6816	9	6	42	0	0
4260	6816	9	6	42	72	0
4281	6849	7	5	41	0	35
4289	6862	1	1	69	0	1
4289	6862	1	7	69	0	39
4290	6864	1	1	67	80	1
4290	6864	1	7	67	80	39
4303	6884	4	2	60	0	4
4305	6888	4	2	65	0	4
4317	6907	4	2	69	0	4
4319	6910	1	1	67	0	1
4319	6910	1	7	67	0	39
4320	6912	1	1	67	80	1
4320	6912	1	7	67	80	39
4320	6912	4	2	48	56	4
4320	6912	7	5	36	68	35
4320	6912	9	6	35	72	0
4320	6912	9	6	42	0	0
4320	6912	9	6	42	72	0
4380	7008	4	2	55	53	4
4380	7008	6	4	52	51	48
4380	7008	9	6	42	0	0
4380	7008	9	6	42	72	0
4409	7054	1	1	67	0	1
4409	7054	1	7	67	0	39
4410	7056	1	1	65	80	1
4410	7056	1	7	65	80	39
4439	7102	1	1	65	0	1
4439	7102	1	7	65	0	39
4440	7104	1	1	67	80	1
4440	7104	1	7	67	80	39
4440	7104	4	2	60	53	4
4440	7104	6	4	55	53	48
4440	7104	9	6	35	0	0
4440	7104	9	6	38	72	0
4440	7104	9	6	42	0	0
4440	7104	9	6	42	72	0
4492	7187	4	2	48	0	4
4495	7192	6	4	52	0	48
4500	7200	4	2	64	56	4
4500	7200	6	4	60	51	48
4500	7200	9	6	38	0	0
4500	7200	9	6	42	0	0
4500	7200	9	6	42	72	0
4521	7233	7	5	36	0	35
4529	7246	1	1	67	0	1
4529	7246	1	7	67	0	39
4530	7248	1	1	65	80	1
4530	7248	1	7	65	80	39
4555	7288	6	4	55	0	48
4557	7291	4	2	64	0	4
4559	7294	1	1	65	0	1
4559	7294	1	7	65	0	39
4560	7296	1	1	67	80	1
4560	7296	1	7	67	80	39
4560	7296	4	2	67	56	4
4560	7296	7	5	36	68	35
4560	7296	9	6	42	0	0
4560	7296	9	6	42	72	0
4589	7342	1	1	67	0	1
4589	7342	1	7	67	0	39
4590	7344	1	1	69	80	1
4590	7344	1	7	69	80	39
4615	7384	6	4	60	0	48
4617	7387	4	2	67	0	4
4619	7390	1	1	69	0	1
4619	7390	1	7	69	0	39
4620	7392	1	1	67	80	1
4620	7392	1	7	67	80	39
4620	7392	4	2	64	39	4
4620	7392	9	6	35	72	0
4620	7392	9	6	42	0	0
4620	7392	9	6	42	72	0
4649	7438	1	1	67	0	1
4649	7438	1	7	67	0	39
4650	7440	1	1	65	80	1
4650	7440	1	7	65	80	39
4650	7440	5	3	55	53	25
4650	7440	6	4	55	45	48
4677	7483	4	2	64	0	4
4679	7486	1	1	65	0	1
4679	7486	1	7	65	0	39
4680	7488	1	1	60	80	1
4680	7488	1	7	60	80	39
4680	7488	4	2	67	56	4
4680	7488	5	3	60	62	25
4680	7488	5	3	64	68	25
4680	7488	6	4	60	59	48
4680	7488	9	6	35	0	0
4680	7488	9	6	38	72	0
4680	7488	9	6	42	0	0
4680	7488	9	6	42	72	0
4736	7577	5	3	55	0	25
4736	7577	6	4	55	0	48
4737	7579	4	2	67	0	4
4737	7579	5	3	60	0	25
4737	7579	5	3	64	0	25
4737	7579	6	4	60	0	48
4740	7584	4	2	64	45	4
4740	7584	9	6	38	0	0
4740	7584	9	6	42	0	0
4740	7584	9	6	42	72	0
4761	7617	7	5	36	0	35
4783	7652	4	2	55	0	4
4785	7656	4	2	60	0	4
4797	7675	4	2	64	0	4
4799	7678	1	1	60	0	1
4799	7678	1	7	60	0	39
4800	7680	1	1	67	80	1
4800	7680	1	7	67	80	39
4800	7680	4	2	48	56	4
4800	7680	7	5	36	76	35
4800	7680	9	6	35	72	0
4800	7680	9	6	42	0	0
4800	7680	9	6	42	72	0
4860	7776	4	2	55	53	4
4860	7776	6	4	51	48	48
4860	7776	9	6	42	0	0
4860	7776	9	6	42	72	0
4889	7822	1	1	67	0	1
4889	7822	1	7	67	0	39
4890	7824	1	1	65	80	1
4890	7824	1	7	65	80	39
4919	7870	1	1	65	0	1
4919	7870	1	7	65	0	39
4920	7872	1	1	67	80	1
4920	7872	1	7	67	80	39
4920	7872	4	2	60	53	4
4920	7872	6	4	55	53	48
4920	7872	9	6	35	0	0
4920	7872	9	6	38	72	0
4920	7872	9	6	42	0	0
4920	7872	9	6	42	72	0
4972	7955	4	2	48	0	4
4975	7960	6	4	51	0	48
4980	7968	4	2	63	56	4
4980	7968	6	4	60	53	48
4980	7968	9	6	38	0	0
4980	7968	9	6	42	0	0
4980	7968	9	6	42	72	0
5001	8001	7	5	36	0	35
5009	8014	1	1	67	0	1
5009	8014	1	7	67	0	39
5010	8016	1	1	65	80	1
5010	8016	1	7	65	80	39
5035	8056	6	4	55	0	48
5037	8059	4	2	63	0	4
5039	8062	1	1	65	0	1
5039	8062	1	7	65	0	39
5040	8064	1	1	67	80	1
5040	8064	1	7	67	80	39
5040	8064	4	2	67	56	4
5040	8064	6	4	63	48	48
5040	8064	7	5	36	72	35
5040	8064	9	6	42	0	0
5040	8064	9	6	42	72	0
5095	8152	6	4	60	0	48
5097	8155	4	2	67	0	4
5099	8158	1	1	67	0	1
5099	8158	1	7	67	0	39
5100	8160	1	1	69	80	1
5100	8160	1	7	69	80	39
5100	8160	4	2	63	39	4
5100	8160	9	6	35	72	0
5100	8160	9	6	42	0	0
5100	8160	9	6	42	72	0
5130	8208	5	3	55	53	25
5155	8248	6	4	63	0	48
5157	8251	4	2	63	0	4
5159	8254	1	1	69	0	1
5159	8254	1	1	72	80	1
5159	8254	1	7	69	0	39
5159	8254	1	7	72	80	39
5160	8256	4	2	67	56	4
5160	8256	5	3	60	62	25
5160	8256	5	3	63	68	25
5160	8256	9	6	35	0	0
5160	8256	9	6	38	72	0
5160	8256	9	6	42	0	0
5160	8256	9	6	42	72	0
5212	8339	7	5	36	0	35
5216	8345	5	3	55	0	25
5217	8347	4	2	67	0	4
5217	8347	5	3	60	0	25
5217	8347	5	3	63	0	25
5219	8350	1	1	69	80	1
5219	8350	1	1	72	0	1
5219	8350	1	7	69	80	39
5219	8350	1	7	72	0	39
5220	8352	4	2	63	45	4
5220	8352	7	5	43	62	35
5220	8352	9	6	38	0	0
5220	8352	9	6	42	0	0
5220	8352	9	6	42	72	0
5249	8398	1	1	69	0	1
5249	8398	1	7	69	0	39
5250	8400	1	1	67	80	1
5250	8400	1	7	67	80	39
5263	8420	4	2	55	0	4
5265	8424	4	2	60	0	4
5277	8443	4	2	63	0	4
5277	8443	7	5	43	0	35
5279	8446	1	1	67	0	1
5279	8446	1	7	67	0	39
5280	8448	1	1	67	80	1
5280	8448	1	7	67	80	39
5280	8448	4	2	58	56	4
5280	8448	7	5	46	72	35
5280	8448	9	6	35	72	0
5280	8448	9	6	42	0	0
5280	8448	9	6	42	72	0
5340	8544	4	2	65	53	4
5340	8544	6	4	62	48	48
5340	8544	9	6	42	0	0
5340	8544	9	6	42	72	0
5368	8588	1	1	67	0	1
5368	8588	1	7	67	0	39
5369	8590	1	1	69	80	1
5369	8590	1	7	69	80	39
5399	8638	1	1	69	0	1
5399	8638	1	7	69	0	39
5400	8640	1	1	67	80	1
5400	8640	1	7	67	80	39
5400	8640	4	2	69	53	4
5400	8640	6	4	65	45	48
5400	8640	9	6	35	0	0
5400	8640	9	6	38	72	0
5400	8640	9	6	42	0	0
5400	8640	9	6	42	72	0
5452	8723	4	2	58	0	4
5455	8728	6	4	62	0	48
5459	8734	1	1	67	0	1
5459	8734	1	7	67	0	39
5460	8736	1	1	65	80	1
5460	8736	1	7	65	80	39
5460	8736	4	2	74	56	4
5460	8736	6	4	69	62	48
5460	8736	9	6	38	0	0
5460	8736	9	6	42	0	0
5460	8736	9	6	42	72	0
5481	8769	7	5	46	0	35
5488	8780	1	1	65	0	1
5488	8780	1	7	65	0	39
5490	8784	1	1	67	80	1
5490	8784	1	7	67	80	39
5515	8824	6	4	65	0	48
5517	8827	4	2	74	0	4
5518	8828	1	1	67	0	1
5518	8828	1	7	67	0	39
5520	8832	1	1	67	80	1
5520	8832	1	7	67	80	39
5520	8832	4	2	77	56	4
5520	8832	6	4	74	53	48
5520	8832	7	5	46	72	35
5520	8832	9	6	42	0	0
5520	8832	9	6	42	72	0
5575	8920	6	4	69	0	48
5577	8923	4	2	77	0	4
5580	8928	4	2	74	39	4
5580	8928	9	6	35	72	0
5580	8928	9	6	42	0	0
5580	8928	9	6	42	72	0
5610	8976	5	3	65	53	25
5635	9016	6	4	74	0	48
5637	9019	4	2	74	0	4
5640	9024	4	2	77	56	4
5640	9024	5	3	69	62	25
5640	9024	5	3	74	68	25
5640	9024	9	6	35	0	0
5640	9024	9	6	38	72	0
5640	9024	9	6	42	0	0
5640	9024	9	6	42	72	0
5696	9113	5	3	65	0	25
5697	9115	4	2	77	0	4
5697	9115	5	3	69	0	25
5697	9115	5	3	74	0	25
5700	9120	4	2	74	45	4
5700	9120	9	6	38	0	0
5700	9120	9	6	42	0	0
5700	9120	9	6	42	72	0
5743	9188	4	2	65	0	4
5745	9192	4	2	69	0	4
5750	9200	7	5	46	0	35
5757	9211	4	2	74	0	4
5759	9214	1	1	67	0	1
5759	9214	1	7	67	0	39
5760	9216	1	1	67	80	1
5760	9216	1	7	67	80	39
5760	9216	4	2	55	56	4
5760	9216	7	5	43	68	35
5760	9216	9	6	35	72	0
5760	9216	9	6	42	0	0
5760	9216	9	6	42	72	0
5820	9312	4	2	62	53	4
5820	9312	6	4	58	51	48
5820	9312	9	6	42	0	0
5820	9312	9	6	42	72	0
5849	9358	1	1	67	0	1
5849	9358	1	7	67	0	39
5850	9360	1	1	65	80	1
5850	9360	1	7	65	80	39
5879	9406	1	1	65	0	1
5879	9406	1	1	67	80	1
5879	9406	1	7	65	0	39
5879	9406	1	7	67	80	39
