tick	time	channel	track	pitch	velocity	instrument
11100	17760	9	6	45	0	0
11100	17760	9	6	45	72	0
11130	17808	5	3	50	0	25
11130	17808	5	3	62	56	25
11160	17856	5	3	53	0	25
11160	17856	5	3	62	65	25
11160	17856	7	5	38	62	35
11160	17856	7	5	50	0	35
11160	17856	9	6	38	0	0
11160	17856	9	6	38	72	0
11160	17856	9	6	45	0	0
11160	17856	9	6	45	72	0
11190	17904	5	3	57	0	25
11190	17904	5	3	69	68	25
11220	17952	9	6	38	0	0
11220	17952	9	6	38	72	0
11220	17952	9	6	45	0	0
11220	17952	9	6	45	72	0
11250	18000	4	2	74	53	4
11279	18046	1	1	74	0	1
11279	18046	1	7	74	0	39
11280	18048	4	2	81	56	4
11280	18048	4	2	86	73	4
11280	18048	9	6	38	0	0
11280	18048	9	6	38	72	0
11280	18048	9	6	45	0	0
11280	18048	9	6	45	72	0
11340	18144	7	5	38	0	35
11340	18144	7	5	45	59	35
11340	18144	9	6	38	0	0
11340	18144	9	6	38	72	0
11340	18144	9	6	45	0	0
11340	18144	9	6	45	72	0
11370	18192	7	5	41	53	35
11370	18192	7	5	45	0	35
11400	18240	1	1	77	80	1
11400	18240	1	7	77	80	39
11400	18240	6	4	77	0	48
11400	18240	7	5	41	0	35
11400	18240	7	5	45	59	35
11459	18334	1	1	77	0	1
11459	18334	1	7	77	0	39
11460	18336	1	1	79	80	1
11460	18336	1	7	79	80	39
11490	18384	4	2	74	0	4
11490	18384	4	2	81	0	4
11490	18384	4	2	86	0	4
11490	18384	5	3	62	0	25
11490	18384	5	3	69	0	25
11490	18384	7	5	45	0	35
11519	18430	1	1	79	0	1
11519	18430	1	7	79	0	39
11520	18432	1	1	81	80	1
11520	18432	1	7	81	80	39
11520	18432	3	1	62	60	1
11520	18432	3	1	65	60	1
11520	18432	3	1	70	60	1
11520	18432	4	2	58	49	4
11520	18432	5	3	62	68	25
11520	18432	5	3	65	65	25
11520	18432	5	3	70	64	25
11520	18432	6	4	86	48	48
11520	18432	6	4	89	48	48
11520	18432	7	5	46	63	35
11520	18432	9	6	35	72	0
11520	18432	9	6	38	0	0
11520	18432	9	6	45	0	0
11520	18432	9	6	49	72	0
11550	18480	5	3	62	0	25
11550	18480	5	3	65	0	25
11550	18480	5	3	70	0	25
11579	18526	1	1	81	0	1
11579	18526	1	7	81	0	39
11580	18528	1	1	86	80	1
11580	18528	1	7	86	80	39
11580	18528	4	2	65	49	4
11580	18528	5	3	62	66	25
11580	18528	5	3	65	66	25
11580	18528	5	3	70	66	25
11580	18528	9	6	35	0	0
11580	18528	9	6	35	72	0
11580	18528	9	6	42	72	0
11580	18528	9	6	49	0	0
11609	18574	1	1	86	0	1
11609	18574	1	7	86	0	39
11610	18576	1	1	84	80	1
11610	18576	1	7	84	80	39
11610	18576	4	2	58	0	4
11610	18576	5	3	62	0	25
11610	18576	5	3	65	0	25
11610	18576	5	3	70	0	25
11640	18624	3	1	62	0	1
11640	18624	3	1	65	0	1
11640	18624	3	1	70	0	1
11640	18624	4	2	70	49	4
11640	18624	5	3	62	64	25
11640	18624	5	3	65	64	25
11640	18624	5	3	70	64	25
11640	18624	9	6	35	0	0
11640	18624	9	6	38	72	0
11640	18624	9	6	42	0	0
11640	18624	9	6	42	72	0
11670	18672	5	3	62	0	25
11670	18672	5	3	65	0	25
11670	18672	5	3	70	0	25
11670	18672	7	5	46	0	35
11699	18718	1	1	84	0	1
11699	18718	1	7	84	0	39
11700	18720	1	1	86	80	1
11700	18720	1	7	86	80	39
11700	18720	3	1	62	60	1
11700	18720	3	1	65	60	1
11700	18720	3	1	70	60	1
11700	18720	4	2	74	50	4
11700	18720	5	3	62	61	25
11700	18720	5	3	65	61	25
11700	18720	5	3	70	61	25
11700	18720	7	5	46	65	35
11700	18720	9	6	38	0	0
11700	18720	9	6	42	0	0
11700	18720	9	6	42	72	0
11729	18766	1	1	84	80	1
11729	18766	1	1	86	0	1
11729	18766	1	7	84	80	39
11729	18766	1	7	86	0	39
11730	18768	4	2	70	0	4
11730	18768	7	5	46	0	35
11760	18816	3	1	52	60	1
11760	18816	3	1	55	60	1
11760	18816	3	1	60	60	1
11760	18816	3	1	62	0	1
11760	18816	3	1	65	0	1
11760	18816	3	1	70	0	1
11760	18816	4	2	55	49	4
11760	18816	4	2	64	0	4
11760	18816	4	2	64	50	4
11760	18816	4	2	65	0	4
11760	18816	4	2	67	50	4
11760	18816	4	2	74	0	4
11760	18816	5	3	52	61	25
11760	18816	5	3	55	61	25
11760	18816	5	3	60	61	25
11760	18816	5	3	62	0	25
11760	18816	5	3	65	0	25
11760	18816	5	3	70	0	25
11760	18816	6	4	76	48	48
11760	18816	6	4	79	48	48
11760	18816	6	4	86	0	48
11760	18816	6	4	89	0	48
11760	18816	7	5	36	65	35
11760	18816	9	6	35	72	0
11760	18816	9	6	42	0	0
11760	18816	9	6	42	72	0
11790	18864	4	2	55	0	4
11790	18864	5	3	52	0	25
11790	18864	5	3	55	0	25
11790	18864	5	3	60	0	25
11790	18864	9	6	38	72	0
11790	18864	9	6	42	0	0
11819	18910	1	1	84	0	1
11819	18910	1	7	84	0	39
11820	18912	1	1	86	80	1
11820	18912	1	7	86	80	39
11820	18912	4	2	64	50	4
11820	18912	4	2	67	0	4
11820	18912	5	3	52	60	25
11820	18912	5	3	55	60	25
11820	18912	5	3	60	60	25
11820	18912	9	6	35	0	0
11820	18912	9	6	35	72	0
11820	18912	9	6	38	0	0
11820	18912	9	6	42	72	0
11849	18958	1	1	86	0	1
11849	18958	1	7	86	0	39
11850	18960	1	1	84	80	1
11850	18960	1	7	84	80	39
11850	18960	5	3	52	0	25
11850	18960	5	3	55	0	25
11850	18960	5	3	60	0	25
11880	19008	4	2	60	50	4
11880	19008	4	2	64	0	4
11880	19008	5	3	52	59	25
11880	19008	7	5	36	0	35
11880	19008	9	6	35	0	0
11880	19008	9	6	38	72	0
11880	19008	9	6	42	0	0
11880	19008	9	6	42	72	0
11910	19056	5	3	52	0	25
11910	19056	5	3	55	59	25
11938	19100	1	1	84	0	1
11938	19100	1	7	84	0	39
11940	19104	1	1	79	80	1
11940	19104	1	7	79	80	39
11940	19104	3	1	52	0	1
11940	19104	3	1	55	0	1
11940	19104	3	1	60	0	1
11940	19104	4	2	55	50	4
11940	19104	5	3	55	0	25
11940	19104	5	3	60	59	25
11940	19104	7	5	43	67	35
11940	19104	9	6	38	0	0
11940	19104	9	6	42	0	0
11940	19104	9	6	42	72	0
11968	19148	1	1	79	0	1
11968	19148	1	7	79	0	39
11970	19152	1	1	81	80	1
11970	19152	1	7	81	80	39
11970	19152	4	2	60	0	4
11970	19152	5	3	60	0	25
11970	19152	6	4	76	0	48
11997	19195	4	2	55	0	4
12000	19200	3	1	60	60	1
12000	19200	3	1	64	60	1
12000	19200	3	1	69	60	1
12000	19200	4	2	57	51	4
12000	19200	5	3	60	59	25
12000	19200	5	3	64	59	25
12000	19200	5	3	69	59	25
12000	19200	6	4	79	0	48
12000	19200	6	4	88	48	48
12000	19200	6	4	93	51	48
12000	19200	7	5	43	0	35
12000	19200	7	5	45	67	35
12000	19200	7	5	52	0	35
12000	19200	7	5	52	67	35
12000	19200	9	6	35	72	0
12000	19200	9	6	42	0	0
12000	19200	9	6	42	72	0
12030	19248	5	3	60	0	25
12030	19248	5	3	64	0	25
12030	19248	5	3	69	0	25
12059	19294	1	1	81	0	1
12059	19294	1	7	81	0	39
12060	19296	1	1	86	80	1
12060	19296	1	7	86	80	39
12060	19296	4	2	64	51	4
12060	19296	5	3	60	59	25
12060	19296	5	3	64	59	25
12060	19296	5	3	69	59	25
12060	19296	9	6	35	0	0
12060	19296	9	6	35	72	0
12060	19296	9	6	42	0	0
12060	19296	9	6	42	72	0
12089	19342	1	1	86	0	1
12089	19342	1	7	86	0	39
12090	19344	1	1	84	80	1
12090	19344	1	7	84	80	39
12090	19344	4	2	57	0	4
12090	19344	5	3	60	0	25
12090	19344	5	3	64	0	25
12090	19344	5	3	69	0	25
12120	19392	3	1	60	0	1
12120	19392	3	1	64	0	1
12120	19392	3	1	69	0	1
12120	19392	4	2	69	51	4
12120	19392	5	3	60	60	25
12120	19392	5	3	64	60	25
12120	19392	5	3	69	60	25
12120	19392	9	6	35	0	0
12120	19392	9	6	38	72	0
12120	19392	9	6	42	0	0
12120	19392	9	6	42	72	0
12150	19440	5	3	60	0	25
12150	19440	5	3	64	0	25
12150	19440	5	3	69	0	25
12150	19440	7	5	45	0	35
12179	19486	1	1	84	0	1
12179	19486	1	7	84	0	39
12180	19488	1	1	86	80	1
12180	19488	1	7	86	80	39
12180	19488	3	1	60	60	1
12180	19488	3	1	64	60	1
12180	19488	3	1	69	60	1
12180	19488	4	2	69	0	4
12180	19488	4	2	72	52	4
12180	19488	5	3	60	60	25
12180	19488	5	3	64	60	25
12180	19488	5	3	69	60	25
12180	19488	7	5	45	67	35
12180	19488	9	6	38	0	0
12180	19488	9	6	42	0	0
12180	19488	9	6	42	72	0
12209	19534	1	1	86	0	1
12209	19534	1	7	86	0	39
12210	19536	1	1	84	80	1
12210	19536	1	7	84	80	39
12210	19536	7	5	45	0	35
12210	19536	9	6	38	72	0
12210	19536	9	6	42	0	0
12240	19584	3	1	53	60	1
12240	19584	3	1	57	60	1
12240	19584	3	1	60	0	1
12240	19584	3	1	62	60	1
12240	19584	3	1	64	0	1
12240	19584	3	1	69	0	1
12240	19584	4	2	57	0	4
12240	19584	4	2	57	51	4
12240	19584	4	2	64	0	4
12240	19584	4	2	65	0	4
12240	19584	4	2	65	52	4
12240	19584	4	2	69	52	4
12240	19584	4	2	72	0	4
12240	19584	5	3	53	60	25
12240	19584	5	3	57	60	25
12240	19584	5	3	60	0	25
12240	19584	5	3	62	60	25
12240	19584	5	3	64	0	25
12240	19584	5	3	69	0	25
12240	19584	6	4	81	48	48
12240	19584	6	4	86	51	48
12240	19584	6	4	88	0	48
12240	19584	6	4	93	0	48
12240	19584	7	5	38	68	35
12240	19584	9	6	35	72	0
12240	19584	9	6	38	0	0
12240	19584	9	6	42	72	0
12270	19632	9	6	38	72	0
12270	19632	9	6	42	0	0
12298	19676	7	5	38	0	35
12299	19678	1	1	84	0	1
12299	19678	1	1	86	80	1
12299	19678	1	7	84	0	39
12299	19678	1	7	86	80	39
12300	19680	4	2	65	52	4
12300	19680	4	2	69	0	4
12300	19680	7	5	33	68	35
12300	19680	9	6	35	0	0
12300	19680	9	6	35	72	0
12300	19680	9	6	38	0	0
12300	19680	9	6	42	72	0
12329	19726	1	1	84	80	1
12329	19726	1	1	86	0	1
12329	19726	1	7	84	80	39
12329	19726	1	7	86	0	39
12330	19728	7	5	29	68	35
12330	19728	7	5	33	0	35
12360	19776	4	2	62	52	4
12360	19776	4	2	65	0	4
12360	19776	5	3	53	0	25
12360	19776	5	3	57	0	25
12360	19776	7	5	29	0	35
12360	19776	7	5	38	68	35
12360	19776	9	6	35	0	0
12360	19776	9	6	38	72	0
12360	19776	9	6	42	0	0
12360	19776	9	6	42	72	0
12390	19824	5	3	62	0	25
12419	19870	1	1	84	0	1
12419	19870	1	7	84	0	39
12420	19872	1	1	79	80	1
12420	19872	1	7	79	80	39
12420	19872	3	1	53	0	1
12420	19872	3	1	57	0	1
12420	19872	3	1	62	0	1
12420	19872	4	2	57	52	4
12420	19872	9	6	38	0	0
12420	19872	9	6	42	0	0
12420	19872	9	6	42	72	0
12449	19918	1	1	79	0	1
12449	19918	1	7	79	0	39
12450	19920	1	1	81	80	1
12450	19920	1	7	81	80	39
12450	19920	4	2	62	0	4
12456	19929	6	4	86	0	48
12477	19963	4	2	57	0	4
12477	19963	7	5	38	0	35
12479	19966	1	1	81	0	1
12479	19966	1	7	81	0	39
12480	19968	1	1	79	80	1
12480	19968	1	7	79	80	39
12480	19968	3	1	62	60	1
12480	19968	3	1	65	60	1
12480	19968	3	1	70	60	1
12480	19968	4	2	58	52	4
12480	19968	5	3	62	60	25
12480	19968	5	3	65	60	25
12480	19968	5	3	70	60	25
12480	19968	6	4	81	0	48
12480	19968	6	4	86	54	48
12480	19968	6	4	89	48	48
12480	19968	7	5	46	68	35
12480	19968	9	6	35	72	0
12480	19968	9	6	42	0	0
12480	19968	9	6	42	72	0
12510	20016	5	3	62	0	25
12510	20016	5	3	65	0	25
12510	20016	5	3	70	0	25
12538	20060	1	1	79	0	1
12538	20060	1	7	79	0	39
12540	20064	1	1	77	80	1
12540	20064	1	7	77	80	39
12540	20064	4	2	58	0	4
12540	20064	4	2	65	52	4
12540	20064	5	3	62	60	25
12540	20064	5	3	65	60	25
12540	20064	5	3	70	60	25
12540	20064	9	6	35	0	0
12540	20064	9	6	35	72	0
12540	20064	9	6	42	0	0
12540	20064	9	6	42	72	0
12569	20110	1	1	77	0	1
12569	20110	1	7	77	0	39
12570	20112	1	1	74	80	1
12570	20112	1	7	74	80	39
12570	20112	5	3	62	0	25
12570	20112	5	3	65	0	25
12570	20112	5	3	70	0	25
12600	20160	3	1	62	0	1
12600	20160	3	1	65	0	1
12600	20160	4	2	70	52	4
12600	20160	5	3	65	61	25
12600	20160	5	3	70	61	25
12600	20160	9	6	35	0	0
12600	20160	9	6	38	72	0
12600	20160	9	6	42	0	0
12600	20160	9	6	42	72	0
12630	20208	3	1	70	0	1
12630	20208	5	3	65	0	25
12630	20208	5	3	70	0	25
12630	20208	7	5	46	0	35
12659	20254	1	1	74	0	1
12659	20254	1	7	74	0	39
12660	20256	1	1	77	80	1
12660	20256	1	7	77	80	39
12660	20256	3	1	62	60	1
12660	20256	3	1	65	60	1
12660	20256	3	1	70	60	1
12660	20256	4	2	70	0	4
12660	20256	4	2	74	52	4
12660	20256	5	3	62	62	25
12660	20256	5	3	65	62	25
12660	20256	5	3	70	62	25
12660	20256	7	5	46	68	35
12660	20256	9	6	38	0	0
12660	20256	9	6	42	0	0
12660	20256	9	6	42	72	0
12689	20302	1	1	77	0	1
12689	20302	1	7	77	0	39
12690	20304	1	1	77	80	1
12690	20304	1	7	77	80	39
12690	20304	4	2	65	0	4
12690	20304	7	5	46	0	35
12690	20304	9	6	38	72	0
12690	20304	9	6	42	0	0
12719	20350	1	1	77	0	1
12719	20350	1	7	77	0	39
12720	20352	1	1	79	80	1
12720	20352	1	7	79	80	39
12720	20352	3	1	52	60	1
12720	20352	3	1	55	60	1
12720	20352	3	1	60	60	1
12720	20352	3	1	62	0	1
12720	20352	3	1	65	0	1
12720	20352	3	1	70	0	1
12720	20352	4	2	64	0	4
12720	20352	4	2	64	52	4
12720	20352	4	2	67	52	4
12720	20352	4	2	74	0	4
12720	20352	5	3	52	62	25
12720	20352	5	3	55	62	25
12720	20352	5	3	60	62	25
12720	20352	5	3	62	0	25
12720	20352	5	3	65	0	25
12720	20352	5	3	70	0	25
12720	20352	6	4	76	54	48
12720	20352	6	4	79	48	48
12720	20352	6	4	86	0	48
12720	20352	6	4	89	0	48
12720	20352	7	5	36	69	35
12720	20352	9	6	35	72	0
12720	20352	9	6	38	0	0
12720	20352	9	6	42	72	0
12749	20398	1	1	79	0	1
12749	20398	1	7	79	0	39
12750	20400	1	1	77	80	1
12750	20400	1	7	77	80	39
12750	20400	5	3	52	0	25
12750	20400	5	3	55	0	25
12750	20400	5	3	60	0	25
12750	20400	9	6	38	72	0
12750	20400	9	6	42	0	0
12779	20446	1	1	77	0	1
12779	20446	1	7	77	0	39
12780	20448	1	1	74	80	1
12780	20448	1	7	74	80	39
12780	20448	4	2	64	52	4
12780	20448	4	2	67	0	4
12780	20448	5	3	52	64	25
12780	20448	5	3	55	64	25
12780	20448	5	3	60	64	25
12780	20448	9	6	35	0	0
12780	20448	9	6	35	72	0
12780	20448	9	6	38	0	0
12780	20448	9	6	42	72	0
12810	20496	5	3	52	0	25
12810	20496	5	3	55	0	25
12810	20496	5	3	60	0	25
12840	20544	4	2	60	52	4
12840	20544	4	2	64	0	4
12840	20544	5	3	52	64	25
12840	20544	7	5	36	0	35
12840	20544	9	6	35	0	0
12840	20544	9	6	38	72	0
12840	20544	9	6	42	0	0
12840	20544	9	6	42	72	0
12869	20590	1	1	74	0	1
12869	20590	1	1	77	80	1
12869	20590	1	7	74	0	39
12869	20590	1	7	77	80	39
12870	20592	5	3	52	0	25
12870	20592	5	3	55	64	25
12900	20640	3	1	52	0	1
12900	20640	3	1	55	0	1
12900	20640	3	1	60	0	1
12900	20640	4	2	55	52	4
12900	20640	4	2	60	0	4
12900	20640	5	3	55	0	25
12900	20640	5	3	60	67	25
12900	20640	7	5	43	69	35
12900	20640	9	6	38	0	0
12900	20640	9	6	42	0	0
12900	20640	9	6	42	72	0
12930	20688	5	3	60	0	25
12936	20697	6	4	76	0	48
12957	20731	4	2	55	0	4
12957	20731	7	5	43	0	35
12959	20734	1	1	77	0	1
12959	20734	1	7	77	0	39
12960	20736	1	1	81	80	1
12960	20736	1	7	81	80	39
12960	20736	3	1	57	61	1
12960	20736	3	1	60	61	1
12960	20736	3	1	65	61	1
12960	20736	4	2	53	52	4
12960	20736	5	3	57	68	25
12960	20736	5	3	60	68	25
12960	20736	5	3	65	68	25
12960	20736	6	4	79	0	48
12960	20736	6	4	84	48	48
12960	20736	6	4	89	54	48
12960	20736	7	5	41	69	35
12960	20736	9	6	35	72	0
12960	20736	9	6	42	0	0
12960	20736	9	6	42	72	0
12990	20784	5	3	57	0	25
12990	20784	5	3	60	0	25
12990	20784	5	3	65	0	25
13020	20832	4	2	60	52	4
13020	20832	5	3	60	68	25
13020	20832	5	3	65	68	25
13020	20832	9	6	35	0	0
13020	20832	9	6	35	72	0
13020	20832	9	6	42	0	0
13020	20832	9	6	42	72	0
13050	20880	5	3	60	0	25
13050	20880	5	3	65	0	25
13080	20928	3	1	57	0	1
13080	20928	3	1	60	0	1
13080	20928	4	2	65	52	4
13080	20928	5	3	57	68	25
13080	20928	5	3	60	68	25
13080	20928	5	3	65	68	25
13080	20928	7	5	41	0	35
13080	20928	9	6	35	0	0
13080	20928	9	6	38	72	0
13080	20928	9	6	42	0	0
13080	20928	9	6	42	72	0
13108	20972	1	1	81	0	1
13108	20972	1	7	81	0	39
13110	20976	1	1	82	80	1
13110	20976	1	7	82	80	39
13110	20976	3	1	65	0	1
13110	20976	5	3	57	0	25
13110	20976	5	3	60	0	25
13110	20976	5	3	65	0	25
13139	21022	1	1	82	0	1
13139	21022	1	7	82	0	39
13140	21024	1	1	81	80	1
13140	21024	1	7	81	80	39
13140	21024	3	1	57	62	1
13140	21024	3	1	60	62	1
13140	21024	3	1	65	62	1
13140	21024	4	2	65	0	4
13140	21024	4	2	69	52	4
13140	21024	5	3	57	67	25
13140	21024	5	3	60	67	25
13140	21024	5	3	65	67	25
13140	21024	7	5	41	68	35
13140	21024	9	6	38	0	0
13140	21024	9	6	42	0	0
13140	21024	9	6	42	72	0
13169	21070	1	1	81	0	1
13169	21070	1	7	81	0	39
13170	21072	1	1	79	80	1
13170	21072	1	7	79	80	39
13170	21072	7	5	41	0	35
13170	21072	9	6	38	72	0
13170	21072	9	6	42	0	0
13199	21118	1	1	79	0	1
13199	21118	1	7	79	0	39
13200	21120	1	1	81	80	1
13200	21120	1	7	81	80	39
13200	21120	3	1	57	0	1
13200	21120	3	1	60	0	1
13200	21120	3	1	61	62	1
13200	21120	3	1	64	62	1
13200	21120	3	1	65	0	1
13200	21120	3	1	69	62	1
13200	21120	4	2	53	0	4
13200	21120	4	2	57	52	4
13200	21120	4	2	60	0	4
13200	21120	4	2	64	52	4
13200	21120	4	2	69	0	4
13200	21120	4	2	73	0	4
13200	21120	4	2	73	52	4
13200	21120	4	2	76	52	4
13200	21120	5	3	57	0	25
13200	21120	5	3	60	0	25
13200	21120	5	3	61	67	25
13200	21120	5	3	64	67	25
13200	21120	5	3	65	0	25
13200	21120	5	3	69	67	25
13200	21120	6	4	84	0	48
13200	21120	6	4	88	48	48
13200	21120	6	4	89	0	48
13200	21120	6	4	93	54	48
13200	21120	7	5	45	68	35
13200	21120	9	6	35	72	0
13200	21120	9	6	38	0	0
13200	21120	9	6	42	72	0
13229	21166	1	1	81	0	1
13229	21166	1	7	81	0	39
13230	21168	1	1	79	80	1
13230	21168	1	7	79	80	39
13230	21168	4	2	57	0	4
13230	21168	9	6	38	72	0
13230	21168	9	6	42	0	0
13260	21216	4	2	64	0	4
13260	21216	4	2	73	52	4
13260	21216	4	2	76	0	4
13260	21216	9	6	35	0	0
13260	21216	9	6	35	72	0
13260	21216	9	6	38	0	0
13260	21216	9	6	42	72	0
13287	21259	6	4	88	0	48
13319	21310	1	1	79	0	1
13319	21310	1	7	79	0	39
13320	21312	1	1	77	80	1
13320	21312	1	7	77	80	39
13320	21312	4	2	69	52	4
13320	21312	4	2	73	0	4
13320	21312	5	3	61	0	25
13320	21312	9	6	35	0	0
13320	21312	9	6	38	72	0
13320	21312	9	6	42	0	0
13320	21312	9	6	42	72	0
13350	21360	5	3	64	0	25
13350	21360	5	3	69	0	25
13350	21360	7	5	45	0	35
13379	21406	1	1	77	0	1
13379	21406	1	7	77	0	39
13380	21408	1	1	79	80	1
13380	21408	1	7	79	80	39
13380	21408	3	1	61	0	1
13380	21408	3	1	64	0	1
13380	21408	3	1	69	0	1
13380	21408	4	2	64	51	4
13380	21408	4	2	69	0	4
13380	21408	6	4	93	0	48
13380	21408	9	6	38	0	0
13380	21408	9	6	42	0	0
13380	21408	9	6	50	72	0
13410	21456	4	2	64	0	4
13410	21456	9	6	50	0	0
13410	21456	9	6	50	72	0
13439	21502	1	1	79	0	1
13439	21502	1	1	81	80	1
13439	21502	1	7	79	0	39
13439	21502	1	7	81	80	39
13440	21504	3	1	62	60	1
13440	21504	3	1	65	60	1
13440	21504	3	1	70	60	1
13440	21504	4	2	58	49	4
13440	21504	5	3	62	68	25
13440	21504	5	3	65	65	25
13440	21504	5	3	70	64	25
13440	21504	6	4	86	48	48
13440	21504	6	4	89	48	48
13440	21504	7	5	46	63	35
13440	21504	9	6	35	72	0
13440	21504	9	6	49	72	0
13440	21504	9	6	50	0	0
13470	21552	5	3	62	0	25
13470	21552	5	3	65	0	25
13470	21552	5	3	70	0	25
13499	21598	1	1	81	0	1
13499	21598	1	7	81	0	39
13500	21600	1	1	86	80	1
13500	21600	1	7	86	80	39
13500	21600	4	2	65	49	4
13500	21600	5	3	62	66	25
13500	21600	5	3	65	66	25
13500	21600	5	3	70	66	25
13500	21600	9	6	35	0	0
13500	21600	9	6	35	72	0
13500	21600	9	6	42	72	0
13500	21600	9	6	49	0	0
13529	21646	1	1	86	0	1
13529	21646	1	7	86	0	39
13530	21648	1	1	84	80	1
13530	21648	1	7	84	80	39
13530	21648	4	2	58	0	4
13530	21648	5	3	62	0	25
13530	21648	5	3	65	0	25
13530	21648	5	3	70	0	25
13560	21696	3	1	62	0	1
13560	21696	3	1	65	0	1
13560	21696	3	1	70	0	1
13560	21696	4	2	70	49	4
13560	21696	5	3	62	64	25
13560	21696	5	3	65	64	25
13560	21696	5	3	70	64	25
13560	21696	9	6	35	0	0
13560	21696	9	6	38	72	0
13560	21696	9	6	42	0	0
13560	21696	9	6	42	72	0
13590	21744	5	3	62	0	25
13590	21744	5	3	65	0	25
13590	21744	5	3	70	0	25
13590	21744	7	5	46	0	35
13619	21790	1	1	84	0	1
13619	21790	1	7	84	0	39
13620	21792	1	1	86	80	1
13620	21792	1	7	86	80	39
13620	21792	3	1	62	60	1
13620	21792	3	1	65	60	1
13620	21792	3	1	70	60	1
13620	21792	4	2	74	50	4
13620	21792	5	3	62	61	25
13620	21792	5	3	65	61	25
13620	21792	5	3	70	61	25
13620	21792	7	5	46	65	35
13620	21792	9	6	38	0	0
13620	21792	9	6	42	0	0
13620	21792	9	6	42	72	0
13648	21836	1	1	86	0	1
13648	21836	1	7	86	0	39
13650	21840	1	1	84	80	1
13650	21840	1	7	84	80	39
13650	21840	4	2	70	0	4
13650	21840	7	5	46	0	35
13680	21888	3	1	52	60	1
13680	21888	3	1	55	60	1
13680	21888	3	1	60	60	1
13680	21888	3	1	62	0	1
13680	21888	3	1	65	0	1
13680	21888	3	1	70	0	1
13680	21888	4	2	55	49	4
13680	21888	4	2	64	0	4
13680	21888	4	2	64	50	4
13680	21888	4	2	65	0	4
13680	21888	4	2	67	50	4
13680	21888	4	2	74	0	4
13680	21888	5	3	52	61	25
13680	21888	5	3	55	61	25
13680	21888	5	3	60	61	25
13680	21888	5	3	62	0	25
13680	21888	5	3	65	0	25
13680	21888	5	3	70	0	25
13680	21888	6	4	76	48	48
13680	21888	6	4	79	48	48
13680	21888	6	4	86	0	48
13680	21888	6	4	89	0	48
13680	21888	7	5	36	65	35
13680	21888	9	6	35	72	0
13680	21888	9	6	42	0	0
13680	21888	9	6	42	72	0
13710	21936	4	2	55	0	4
13710	21936	5	3	52	0	25
13710	21936	5	3	55	0	25
13710	21936	5	3	60	0	25
13710	21936	9	6	38	72	0
13710	21936	9	6	42	0	0
13739	21982	1	1	84	0	1
13739	21982	1	7	84	0	39
13740	21984	1	1	86	80	1
13740	21984	1	7	86	80	39
13740	21984	4	2	64	50	4
13740	21984	4	2	67	0	4
13740	21984	5	3	52	60	25
13740	21984	5	3	55	60	25
13740	21984	5	3	60	60	25
13740	21984	9	6	35	0	0
13740	21984	9	6	35	72	0
13740	21984	9	6	38	0	0
13740	21984	9	6	42	72	0
13769	22030	1	1	86	0	1
13769	22030	1	7	86	0	39
13770	22032	1	1	84	80	1
13770	22032	1	7	84	80	39
13770	22032	5	3	52	0	25
13770	22032	5	3	55	0	25
13770	22032	5	3	60	0	25
13800	22080	4	2	60	50	4
13800	22080	4	2	64	0	4
13800	22080	5	3	52	59	25
13800	22080	7	5	36	0	35
13800	22080	9	6	35	0	0
13800	22080	9	6	38	72	0
13800	22080	9	6	42	0	0
13800	22080	9	6	42	72	0
13830	22128	5	3	52	0	25
13830	22128	5	3	55	59	25
13859	22174	1	1	84	0	1
13859	22174	1	7	84	0	39
13860	22176	1	1	81	80	1
13860	22176	1	7	81	80	39
13860	22176	3	1	52	0	1
13860	22176	3	1	55	0	1
13860	22176	3	1	60	0	1
13860	22176	4	2	55	50	4
13860	22176	5	3	55	0	25
13860	22176	5	3	60	59	25
13860	22176	7	5	43	67	35
13860	22176	9	6	38	0	0
13860	22176	9	6	42	0	0
13860	22176	9	6	42	72	0
13890	22224	4	2	60	0	4
13890	22224	5	3	60	0	25
13890	22224	6	4	76	0	48
13917	22267	4	2	55	0	4
13919	22270	1	1	81	0	1
13919	22270	1	7	81	0	39
13920	22272	1	1	81	80	1
13920	22272	1	7	81	80	39
13920	22272	3	1	60	60	1
13920	22272	3	1	64	60	1
13920	22272	3	1	69	60	1
13920	22272	4	2	57	51	4
13920	22272	5	3	60	59	25
13920	22272	5	3	64	59	25
13920	22272	5	3	69	59	25
13920	22272	6	4	79	0	48
13920	22272	6	4	88	48	48
13920	22272	6	4	93	51	48
13920	22272	7	5	43	0	35
13920	22272	7	5	45	67	35
13920	22272	7	5	52	0	35
13920	22272	7	5	52	67	35
13920	22272	9	6	35	72	0
13920	22272	9	6	42	0	0
13920	22272	9	6	42	72	0
13950	22320	5	3	60	0	25
13950	22320	5	3	64	0	25
13950	22320	5	3	69	0	25
13979	22366	1	1	81	0	1
13979	22366	1	7	81	0	39
13980	22368	1	1	86	80	1
13980	22368	1	7	86	80	39
13980	22368	4	2	64	51	4
13980	22368	5	3	60	59	25
13980	22368	5	3	64	59	25
13980	22368	5	3	69	59	25
13980	22368	9	6	35	0	0
13980	22368	9	6	35	72	0
13980	22368	9	6	42	0	0
13980	22368	9	6	42	72	0
14009	22414	1	1	84	80	1
14009	22414	1	1	86	0	1
14009	22414	1	7	84	80	39
14009	22414	1	7	86	0	39
14010	22416	4	2	57	0	4
14010	22416	5	3	60	0	25
