11328	10905
11328	4729497
11374	17809
11374	17809
11376	5260177
11376	5260177
11411	9367
11417	14229
11419	17300
11419	15509
11419	16533
11422	17297
11422	17297
11424	5259665
11424	5259665
11424	2965652
11424	4074391
11424	9881
11424	10905
11424	4729497
11470	16785
11470	16785
11472	5260177
11472	5260177
11492	14228
11496	15508
11515	16532
11515	11159
11518	17297
11518	17297
11520	5259665
11520	5259665
11520	3683732
11520	4467095
11520	4727705
11520	10905
11520	4729497
11616	3488916
11616	10905
11616	4729497
11712	3490196
11712	9113
11712	4728473
11712	10905
11712	4729497
11760	10647
11808	13716
11808	3687828
11808	4272791
11808	9881
11808	10905
11808	4729497
11856	3488917
11856	4272279
11856	12951
11897	15508
11902	16785
11902	16785
11904	5259665
11904	5259665
11904	3489684
11904	16788
11904	17812
11904	3687828
11904	3688596
11904	15509
11904	3488917
11904	4080021
11904	4474261
11904	2902166
11904	4991383
11904	12439
11904	10905
11904	4729497
11996	16785
11996	16785
12000	5260177
12000	5260177
12000	4727705
12000	10905
12000	4729497
12043	15509
12044	18582
12091	16789
12091	17813
12094	17297
12094	17297
12096	5260689
12096	5260689
12096	3886486
12096	9113
12096	4728473
12096	10905
12096	4729497
12188	19862
12190	17809
12190	17809
12192	5259665
12192	5259665
12192	3427222
12192	9881
12192	10905
12192	4730265
12240	10647
12240	11673
12240	4730265
12275	16276
12278	17812
12280	18580
12283	19350
12286	16785
12286	16785
12288	5261969
12288	5261969
12288	3685012
12288	2374294
12288	2246294
12288	3164822
12288	4075159
12288	4727705
12288	11673
12288	4731289
12382	19089
12382	19089
12384	5261457
12384	5261457
12384	3490196
12384	4729497
12384	12697
12430	18577
12430	18577
12432	5261969
12432	5261969
12480	3491476
12480	9113
12480	4728473
12480	10905
12480	4729497
12563	14996
12576	3689108
12576	9881
12576	10905
12576	4729497
12609	11927
12622	5259665
12622	19089
12622	5259665
12622	19089
12624	4728473
12624	10905
12667	19092
12670	16785
12670	16785
12672	5262481
12672	5262481
12672	3487636
12672	3488916
12672	16788
12672	3687316
12672	18068
12672	2371734
12672	14998
12672	2243734
12672	3162262
12672	18070
12672	19094
12672	4465815
12672	4727705
12672	9881
12672	4729497
12720	4728473
12720	10905
12763	17300
12766	19601
12766	19601
12768	5261969
12768	5261969
12768	2572436
12768	9113
12768	4727705
12768	9881
12768	4729497
12814	19089
12814	19089
12816	5262481
12816	5262481
12816	3487637
12856	9367
12859	16532
12864	3688596
12864	4078741
12864	4472981
12864	4270231
12864	9113
12864	4728473
12864	10905
12864	4729497
12953	14229
12955	18580
12955	15509
12955	16533
12955	10391
12960	2966420
12960	3874711
12960	9881
12960	10905
12960	4729497
13025	12438
13028	14228
13032	15508
13051	17300
13051	8087
13054	19601
13054	5262481
13054	19601
13054	5262481
13056	3684756
13056	15510
13056	16534
13056	2246038
13056	3164566
13056	2968726
13056	4271511
13056	4727705
13056	10905
13056	4729497
13150	19601
13150	19601
13152	5261969
13152	5261969
13152	3489940
13152	10905
13152	4729497
13198	19089
13198	19089
13200	5262481
13200	5262481
13248	3491220
13248	9113
13248	4728473
13248	10905
13248	4729497
13331	14740
13344	3688852
13344	9881
13344	10905
13344	4729497
13377	11671
13390	19601
13390	19601
13392	5260689
13392	5260689
13392	4728473
13392	10905
13435	18836
13438	17809
13438	17809
13440	5262737
13440	5262737
13440	3488148
13440	3489428
13440	16532
13440	17812
13440	3687828
13440	2244246
13440	3162518
13440	17814
13440	2966934
13440	18838
13440	19606
13440	4269719
13440	4727705
13440	9881
13440	4729497
13486	19857
13486	19857
13488	5263249
13488	5263249
13488	4728473
13488	10905
13531	17812
13534	20369
13534	20369
13536	5262737
13536	5262737
13536	2572692
13536	9113
13536	4727705
13536	9881
13536	4729497
13582	19857
13582	19857
13584	5262481
13584	5262481
13584	3488149
13627	16788
13630	19601
13630	19601
13632	5261969
13632	5261969
13632	3687828
13632	4079253
13632	4473237
13632	9113
13632	4728473
13632	10905
13632	4729497
13715	9879
13721	14741
13723	17812
13723	16021
13723	16789
13726	19089
13726	19089
13728	5261457
13728	5261457
13728	2965908
13728	4465047
13728	9881
13728	10905
13728	4729497
13761	16022
13761	16790
13793	17814
13796	14740
13800	16020
13819	16788
13819	8599
13822	18577
13822	18577
13824	5261969
13824	5261969
13824	3685012
13824	2701974
13824	2377366
13824	3033750
13824	4730519
13824	4727705
13824	10905
13824	4729497
13918	19089
13918	19089
13920	5261457
13920	5261457
13920	3490196
13920	10905
13920	4729497
13966	18577
13966	18577
13968	5261969
13968	5261969
14016	3491476
14016	9113
14016	4728473
14016	10905
14016	4729497
14062	19089
