time	track	channel	bar	pitch	volume	instrument
793	8	9	32	69
793	8	9	32	69
797	8	9	33	69
801	8	9	33	69
803	8	9	33	69
805	8	9	33	69
807	8	9	33	69
809	8	9	33	69
811	8	9	33	69
817	8	9	33	69
821	8	9	34	69
825	8	9	34	69
829	8	9	34	69
833	8	9	34	69
835	8	9	34	69
837	8	9	34	69
839	8	9	34	69
841	8	9	34	69
845	8	9	35	69
849	8	9	35	69
851	8	9	35	69
853	8	9	35	69
855	8	9	35	69
857	8	9	35	69
859	8	9	35	69
865	8	9	35	69
869	8	9	36	69
873	8	9	36	69
877	8	9	36	69
881	8	9	36	69
883	8	9	36	69
885	8	9	36	69
887	8	9	36	69
889	8	9	36	69
893	8	9	37	69
897	8	9	37	69
899	8	9	37	69
901	8	9	37	69
903	8	9	37	69
905	8	9	37	69
907	8	9	37	69
913	8	9	37	69
917	8	9	38	69
921	8	9	38	69
925	8	9	38	69
929	8	9	38	69
931	8	9	38	69
933	8	9	38	69
935	8	9	38	69
937	8	9	38	69
941	8	9	39	69
945	8	9	39	69
947	8	9	39	69
949	8	9	39	69
951	8	9	39	69
953	8	9	39	69
955	8	9	39	69
961	8	9	39	69
965	8	9	40	69
969	8	9	40	69
973	8	9	40	69
977	8	9	40	69
979	8	9	40	69
981	8	9	40	69
983	8	9	40	69
985	8	9	40	69
985	8	9	40	69
989	8	9	41	69
993	8	9	41	69
995	8	9	41	69
997	8	9	41	69
999	8	9	41	69
1001	8	9	41	69
1003	8	9	41	69
1009	8	9	41	69
1013	8	9	42	69
1017	8	9	42	69
1021	8	9	42	69
1025	8	9	42	69
1027	8	9	42	69
1029	8	9	42	69
1031	8	9	42	69
1033	8	9	42	69
1037	8	9	43	69
1041	8	9	43	69
1043	8	9	43	69
1045	8	9	43	69
1047	8	9	43	69
1049	8	9	43	69
1051	8	9	43	69
1057	8	9	43	69
1061	8	9	44	69
1065	8	9	44	69
1069	8	9	44	69
1073	8	9	44	69
1075	8	9	44	69
1077	8	9	44	69
1079	8	9	44	69
1081	8	9	44	69
1085	8	9	45	69
1089	8	9	45	69
1091	8	9	45	69
1093	8	9	45	69
1095	8	9	45	69
1097	8	9	45	69
1099	8	9	45	69
1105	8	9	45	69
1109	8	9	46	69
1113	8	9	46	69
1117	8	9	46	69
1121	8	9	46	69
1123	8	9	46	69
1125	8	9	46	69
1127	8	9	46	69
1129	8	9	46	69
1133	8	9	47	69
1137	8	9	47	69
1139	8	9	47	69
1141	8	9	47	69
1143	8	9	47	69
1145	8	9	47	69
1147	8	9	47	69
1153	8	9	47	69
1157	8	9	48	69
1161	8	9	48	69
1165	8	9	48	69
1169	8	9	48	69
1171	8	9	48	69
1173	8	9	48	69
1175	8	9	48	69
1177	8	9	48	69
1177	8	9	48	69
1181	8	9	49	69
1185	8	9	49	69
1187	8	9	49	69
1189	8	9	49	69
1191	8	9	49	69
1193	8	9	49	69
1195	8	9	49	69
1201	8	9	49	69
1205	8	9	50	69
1209	8	9	50	69
1213	8	9	50	69
1217	8	9	50	69
1219	8	9	50	69
1221	8	9	50	69
1223	8	9	50	69
1225	8	9	50	69
1229	8	9	51	69
1233	8	9	51	69
1235	8	9	51	69
1237	8	9	51	69
1239	8	9	51	69
1241	8	9	51	69
1243	8	9	51	69
1249	8	9	51	69
1253	8	9	52	69
1257	8	9	52	69
1261	8	9	52	69
1265	8	9	52	69
1267	8	9	52	69
1269	8	9	52	69
1271	8	9	52	69
1273	8	9	52	69
1277	8	9	53	69
1281	8	9	53	69
1283	8	9	53	69
1285	8	9	53	69
1287	8	9	53	69
1289	8	9	53	69
1291	8	9	53	69
1297	8	9	53	69
1301	8	9	54	69
1305	8	9	54	69
1309	8	9	54	69
1313	8	9	54	69
1315	8	9	54	69
1317	8	9	54	69
1319	8	9	54	69
1321	8	9	54	69
1325	8	9	55	69
1329	8	9	55	69
1331	8	9	55	69
1333	8	9	55	69
1335	8	9	55	69
1337	8	9	55	69
1339	8	9	55	69
1345	8	9	55	69
1349	8	9	56	69
1353	8	9	56	69
1357	8	9	56	69
1361	8	9	56	69
1363	8	9	56	69
1365	8	9	56	69
1367	8	9	56	69
1369	8	9	56	69
1369	8	9	56	69
1373	8	9	57	69
1377	8	9	57	69
1379	8	9	57	69
1381	8	9	57	69
1383	8	9	57	69
1385	8	9	57	69
1387	8	9	57	69
1393	8	9	57	69
1397	8	9	58	69
1401	8	9	58	69
1405	8	9	58	69
1409	8	9	58	69
1411	8	9	58	69
1413	8	9	58	69
1415	8	9	58	69
1417	8	9	58	69
1421	8	9	58	69
1425	8	9	59	69
1427	8	9	59	69
1429	8	9	59	69
1431	8	9	59	69
1433	8	9	59	69
1435	8	9	59	69
1441	8	9	59	69
1445	8	9	59	69
1449	8	9	60	69
1453	8	9	60	69
1457	8	9	60	69
1459	8	9	60	69
1461	8	9	60	69
1463	8	9	60	69
1465	8	9	60	69
1469	8	9	60	69
1473	8	9	61	69
1475	8	9	61	69
1477	8	9	61	69
1479	8	9	61	69
1481	8	9	61	69
1483	8	9	61	69
1489	8	9	61	69
1493	8	9	61	69
1497	8	9	62	69
1501	8	9	62	69
1505	8	9	62	69
1507	8	9	62	69
1509	8	9	62	69
1511	8	9	62	69
1513	8	9	62	69
1517	8	9	62	69
1521	8	9	63	69
1523	8	9	63	69
1525	8	9	63	69
1527	8	9	63	69
1529	8	9	63	69
1531	8	9	63	69
1537	8	9	63	69
1541	8	9	63	69
1545	8	9	64	69
1549	8	9	64	69
1553	8	9	64	69
1555	8	9	64	69
1557	8	9	64	69
1559	8	9	64	69
1561	8	9	64	69
1561	8	9	64	69
1565	8	9	64	69
1569	8	9	65	69
1571	8	9	65	69
1573	8	9	65	69
1575	8	9	65	69
1577	8	9	65	69
1579	8	9	65	69
1585	8	9	65	69
1589	8	9	65	69
1593	8	9	66	69
1597	8	9	66	69
1601	8	9	66	69
1603	8	9	66	69
1605	8	9	66	69
1607	8	9	66	69
1609	8	9	66	69
1613	8	9	66	69
1617	8	9	67	69
1619	8	9	67	69
1621	8	9	67	69
1623	8	9	67	69
1625	8	9	67	69
1627	8	9	67	69
1633	8	9	67	69
1637	8	9	67	69
1641	8	9	68	69
1645	8	9	68	69
1649	8	9	68	69
1651	8	9	68	69
1653	8	9	68	69
1655	8	9	68	69
1657	8	9	68	69
1661	8	9	68	69
1666	8	9	69	69
1668	8	9	69	69
1670	8	9	69	69
1671	8	9	69	69
1674	8	9	69	69
1676	8	9	69	69
1682	8	9	69	69
1686	8	9	69	69
1690	8	9	70	69
